NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-09-16 06:41:33

BUY SIGNALS (432):
  COALINDIA.NS    | Price:  421.15 | Entry:  412.73 | Target:  463.80 | Risk: LOW       
  ACC.NS          | Price: 1228.50 | Target: 1122.96 | Risk: LOW        | Conf: 100%
  TATAELXSI.NS    | Price: 3381.10 | Target: 2969.06 | Risk: LOW        | Conf: 100%
  NLCINDIA.NS     | Price:  258.05 | Target:  225.00 | Risk: LOW        | Conf: 100%
  AWL.NS          | Price:  182.05 | Target:  157.72 | Risk: LOW        | Conf: 100%
  KPITTECH.NS     | Price:  555.00 | Target:  483.79 | Risk: LOW        | Conf: 100%
  CDSL.NS         | Price: 1287.60 | Target: 1130.60 | Risk: LOW        | Conf: 100%
  DELHIVERY.NS    | Price:  425.30 | Target:  369.42 | Risk: LOW        | Conf: 100%
  ASTERDM.NS      | Price:  738.15 | Target:  656.52 | Risk: LOW        | Conf: 100%
  EXIDEIND.NS     | Price:  418.00 | Target:  360.07 | Risk: LOW        | Conf: 100%
  GODIGIT.NS      | Price:  250.40 | Target:  217.29 | Risk: LOW        | Conf: 100%
  HONAUT.NS       | Price: 34000.00 | Target: 29750.00 | Risk: LOW        | Conf: 100%
  AIAENG.NS       | Price: 3821.30 | Target: 3287.56 | Risk: LOW        | Conf: 100%
  COHANCE.NS      | Price:  430.00 | Target:  355.96 | Risk: LOW        | Conf: 100%
  APOLLOTYRE.NS   | Price:  406.80 | Target:  353.92 | Risk: LOW        | Conf: 100%
  NIACL.NS        | Price:  179.80 | Target:  107.37 | Risk: LOW        | Conf: 100%
  NBCC.NS         | Price:   80.85 | Target:   72.61 | Risk: LOW        | Conf: 100%
  ITI.NS          | Price:  254.50 | Target:  227.59 | Risk: LOW        | Conf: 100%
  HINDCOPPER.NS   | Price:  481.10 | Target:  404.69 | Risk: LOW        | Conf: 100%
  GRSE.NS         | Price: 2324.80 | Target: 2032.44 | Risk: LOW        | Conf: 100%
  MSUMI.NS        | Price:   36.06 | Target:   32.02 | Risk: LOW        | Conf: 100%
  IGL.NS          | Price:  148.21 | Target:  131.71 | Risk: LOW        | Conf: 80%
  TATATECH.NS     | Price:  751.80 | Target:  621.71 | Risk: LOW        | Conf: 100%
  STARHEALTH.NS   | Price:  544.30 | Target:  466.66 | Risk: LOW        | Conf: 100%
  TVSHLTD.NS      | Price: 12599.00 | Target: 10770.43 | Risk: LOW        | Conf: 100%
  SUMICHEM.NS     | Price:  450.65 | Target:  377.56 | Risk: LOW        | Conf: 100%
  AFFLE.NS        | Price: 1536.20 | Target: 1269.81 | Risk: LOW        | Conf: 100%
  SYNGENE.NS      | Price:  379.30 | Target:  335.78 | Risk: LOW        | Conf: 100%
  AMBER.NS        | Price: 6887.00 | Target: 5968.07 | Risk: LOW        | Conf: 100%
  ZFCVINDIA.NS    | Price: 2460.50 | Target: 2113.04 | Risk: LOW        | Conf: 100%
  NUVAMA.NS       | Price: 1675.80 | Target: 1359.69 | Risk: LOW        | Conf: 100%
  MRPL.NS         | Price:  169.85 | Target:  132.88 | Risk: LOW        | Conf: 80%
  RAMCOCEM.NS     | Price:  852.65 | Target:  733.31 | Risk: LOW        | Conf: 100%
  DEEPAKNTR.NS    | Price: 1563.70 | Target: 1332.45 | Risk: LOW        | Conf: 100%
  PFIZER.NS       | Price: 4020.10 | Target: 3523.78 | Risk: LOW        | Conf: 100%
  KIOCL.NS        | Price:  331.45 | Target:  276.29 | Risk: LOW        | Conf: 100%
  MANAPPURAM.NS   | Price:  320.70 | Target:  265.02 | Risk: LOW        | Conf: 100%
  ABSLAMC.NS      | Price: 1018.40 | Target:  810.76 | Risk: LOW        | Conf: 100%
  HSCL.NS         | Price:  642.45 | Target:  556.20 | Risk: LOW        | Conf: 100%
  ASTRAZEN.NS     | Price: 6815.00 | Target: 6141.61 | Risk: LOW        | Conf: 100%
  CESC.NS         | Price:  141.51 | Target:  122.81 | Risk: LOW        | Conf: 100%
  KARURVYSYA.NS   | Price:  331.20 | Target:  293.81 | Risk: LOW        | Conf: 80%
  KEC.NS          | Price:  401.45 | Target:  344.18 | Risk: LOW        | Conf: 100%
  AADHARHFC.NS    | Price:  450.40 | Target:  389.76 | Risk: LOW        | Conf: 100%
  IIFL.NS         | Price:  577.70 | Target:  447.16 | Risk: LOW        | Conf: 100%
  JSWHL.NS        | Price: 10912.00 | Target: 8700.57 | Risk: LOW        | Conf: 100%
  PSB.NS          | Price:   22.34 | Target:   20.40 | Risk: LOW        | Conf: 80%
  ABREL.NS        | Price: 1244.30 | Target: 1041.98 | Risk: LOW        | Conf: 100%
  OLAELEC.NS      | Price:   37.30 | Target:   28.32 | Risk: LOW        | Conf: 100%
  POLYMED.NS      | Price: 1701.50 | Target: 1396.64 | Risk: LOW        | Conf: 80%
  DCMSHRIRAM.NS   | Price:  994.50 | Target:  869.75 | Risk: LOW        | Conf: 100%
  BASF.NS         | Price: 3545.50 | Target: 3119.71 | Risk: LOW        | Conf: 100%
  TENNIND.NS      | Price:  511.00 | Target:  442.32 | Risk: LOW        | Conf: 80%
  KANSAINER.NS    | Price:  185.00 | Target:  163.77 | Risk: LOW        | Conf: 100%
  CROMPTON.NS     | Price:  223.02 | Target:  195.27 | Risk: LOW        | Conf: 100%
  EIDPARRY.NS     | Price:  696.45 | Target:  586.70 | Risk: LOW        | Conf: 100%
  CAMS.NS         | Price:  706.75 | Target:  601.52 | Risk: LOW        | Conf: 100%
  KFINTECH.NS     | Price:  876.15 | Target:  769.42 | Risk: LOW        | Conf: 100%
  RPOWER.NS       | Price:   20.66 | Target:   17.82 | Risk: LOW        | Conf: 100%
  BIKAJI.NS       | Price:  541.80 | Target:  465.60 | Risk: LOW        | Conf: 100%
  KAJARIACER.NS   | Price: 1210.60 | Target: 1037.99 | Risk: LOW        | Conf: 80%
  ATUL.NS         | Price: 6102.00 | Target: 5374.86 | Risk: LOW        | Conf: 100%
  SARDAEN.NS      | Price:  496.60 | Target:  418.76 | Risk: LOW        | Conf: 100%
  DEEPAKFERT.NS   | Price: 1299.60 | Target: 1112.60 | Risk: LOW        | Conf: 100%
  JSWCEMENT.NS    | Price:  115.31 | Target:  104.93 | Risk: LOW        | Conf: 100%
  ARE&M.NS        | Price:  798.60 | Target:  702.89 | Risk: LOW        | Conf: 100%
  GRINDWELL.NS    | Price: 1852.10 | Target: 1573.39 | Risk: LOW        | Conf: 100%
  VINATIORGA.NS   | Price: 1251.80 | Target: 1098.48 | Risk: LOW        | Conf: 100%
  SKFINDIA.NS     | Price: 1527.80 | Target: 1363.01 | Risk: LOW        | Conf: 60%
  MAHSCOOTER.NS   | Price: 13041.00 | Target: 11314.57 | Risk: LOW        | Conf: 100%
  ZENSARTECH.NS   | Price:  448.00 | Target:  366.63 | Risk: LOW        | Conf: 100%
  TRITURBINE.NS   | Price:  538.55 | Target:  445.87 | Risk: LOW        | Conf: 100%
  CARBORUNIV.NS   | Price: 1034.60 | Target:  842.42 | Risk: LOW        | Conf: 100%
  PGEL.NS         | Price:  518.55 | Target:  447.17 | Risk: LOW        | Conf: 100%
  VENTIVE.NS      | Price:  562.80 | Target:  478.98 | Risk: LOW        | Conf: 100%
  NAVA.NS         | Price:  546.50 | Target:  473.34 | Risk: LOW        | Conf: 100%
  CENTURYPLY.NS   | Price:  698.85 | Target:  616.05 | Risk: LOW        | Conf: 100%
  ABLBL.NS        | Price:   82.34 | Target:   72.67 | Risk: LOW        | Conf: 100%
  NETWEB.NS       | Price: 4544.00 | Target: 3519.57 | Risk: LOW        | Conf: 100%
  TRAVELFOOD.NS   | Price: 1217.00 | Target:  987.24 | Risk: LOW        | Conf: 100%
  CPPLUS.NS       | Price: 3500.00 | Target: 2654.96 | Risk: LOW        | Conf: 80%
  SOBHA.NS        | Price: 1182.80 | Target: 1026.51 | Risk: LOW        | Conf: 100%
  IRCON.NS        | Price:  108.37 | Target:   95.41 | Risk: LOW        | Conf: 100%
  GABRIEL.NS      | Price: 1280.20 | Target:  999.84 | Risk: LOW        | Conf: 100%
  GMDCLTD.NS      | Price:  542.05 | Target:  471.48 | Risk: LOW        | Conf: 100%
  NATCOPHARM.NS   | Price:  815.95 | Target:  722.79 | Risk: LOW        | Conf: 100%
  CHOICEIN.NS     | Price:  732.50 | Target:  652.77 | Risk: LOW        | Conf: 100%
  APTUS.NS        | Price:  238.42 | Target:  205.77 | Risk: LOW        | Conf: 100%
  SIGNATURE.NS    | Price:  755.90 | Target:  644.13 | Risk: LOW        | Conf: 100%
  CIEINDIA.NS     | Price:  372.25 | Target:  337.20 | Risk: LOW        | Conf: 100%
  WHIRLPOOL.NS    | Price:  737.25 | Target:  613.77 | Risk: LOW        | Conf: 100%
  JMFINANCIL.NS   | Price:  119.20 | Target:  100.55 | Risk: LOW        | Conf: 100%
  GPIL.NS         | Price:  232.27 | Target:  197.57 | Risk: LOW        | Conf: 100%
  AFCONS.NS       | Price:  255.45 | Target:  186.43 | Risk: LOW        | Conf: 100%
  CAPLIPOINT.NS   | Price: 2563.70 | Target: 2000.49 | Risk: LOW        | Conf: 100%
  DATAPATTNS.NS   | Price: 4297.60 | Target: 3407.21 | Risk: LOW        | Conf: 100%
  IGIL.NS         | Price:  313.70 | Target:  269.79 | Risk: LOW        | Conf: 100%
  DOMS.NS         | Price: 2078.60 | Target: 1866.36 | Risk: LOW        | Conf: 100%
  KIRLOSBROS.NS   | Price: 1735.30 | Target: 1527.30 | Risk: LOW        | Conf: 100%
  AGARWALEYE.NS   | Price:  495.85 | Target:  422.62 | Risk: LOW        | Conf: 100%
  JBMA.NS         | Price:  589.40 | Target:  501.53 | Risk: LOW        | Conf: 100%
  RRKABEL.NS      | Price: 2430.00 | Target: 1904.89 | Risk: LOW        | Conf: 100%
  GALLANTT.NS     | Price:  531.55 | Target:  439.92 | Risk: LOW        | Conf: 100%
  IFCI.NS         | Price:   74.00 | Target:   40.58 | Risk: LOW        | Conf: 100%
  INDIAMART.NS    | Price: 1713.00 | Target: 1499.29 | Risk: LOW        | Conf: 100%
  PARADEEP.NS     | Price:  145.85 | Target:  114.25 | Risk: LOW        | Conf: 80%
  CEATLTD.NS      | Price: 3285.50 | Target: 2947.14 | Risk: LOW        | Conf: 100%
  TRIDENT.NS      | Price:   23.05 | Target:   21.28 | Risk: LOW        | Conf: 100%
  INTELLECT.NS    | Price:  661.15 | Target:  570.83 | Risk: LOW        | Conf: 100%
  NUVOCO.NS       | Price:  311.25 | Target:  258.89 | Risk: LOW        | Conf: 100%
  BATAINDIA.NS    | Price:  631.80 | Target:  578.89 | Risk: LOW        | Conf: 100%
  KIRLOSENG.NS    | Price: 2029.40 | Target: 1560.33 | Risk: LOW        | Conf: 100%
  BLS.NS          | Price:  225.98 | Target:  196.01 | Risk: LOW        | Conf: 100%
  AARTIIND.NS     | Price:  467.80 | Target:  393.80 | Risk: LOW        | Conf: 100%
  BLUEDART.NS     | Price: 4816.50 | Target: 4351.21 | Risk: LOW        | Conf: 100%
  KSB.NS          | Price:  769.00 | Target:  647.23 | Risk: LOW        | Conf: 100%
  JWL.NS          | Price:  228.12 | Target:  196.39 | Risk: LOW        | Conf: 100%
  ZENTEC.NS       | Price: 1620.70 | Target: 1336.56 | Risk: LOW        | Conf: 100%
  JAINREC.NS      | Price:  275.85 | Target:  224.31 | Risk: LOW        | Conf: 100%
  IEX.NS          | Price:  111.53 | Target:  101.08 | Risk: LOW        | Conf: 100%
  BBTC.NS         | Price: 1417.60 | Target: 1179.46 | Risk: LOW        | Conf: 100%
  MINDACORP.NS    | Price:  673.90 | Target:  583.33 | Risk: LOW        | Conf: 100%
  BELRISE.NS      | Price:  226.71 | Target:  198.22 | Risk: LOW        | Conf: 100%
  CELLO.NS        | Price:  324.10 | Target:  282.83 | Risk: LOW        | Conf: 100%
  JPPOWER.NS      | Price:   15.48 | Target:   13.31 | Risk: LOW        | Conf: 100%
  TARIL.NS        | Price:  276.25 | Target:  235.84 | Risk: LOW        | Conf: 100%
  NEWGEN.NS       | Price:  493.40 | Target:  393.56 | Risk: LOW        | Conf: 100%
  ANURAS.NS       | Price: 1180.80 | Target: 1072.26 | Risk: LOW        | Conf: 100%
  GRAVITA.NS      | Price: 1627.90 | Target: 1397.83 | Risk: LOW        | Conf: 100%
  HOMEFIRST.NS    | Price: 1167.60 | Target:  984.81 | Risk: LOW        | Conf: 100%
  MGL.NS          | Price: 1063.40 | Target:  937.79 | Risk: LOW        | Conf: 100%
  USHAMART.NS     | Price:  470.75 | Target:  404.36 | Risk: LOW        | Conf: 100%
  LEMONTREE.NS    | Price:  103.08 | Target:   92.50 | Risk: LOW        | Conf: 100%
  VTL.NS          | Price:  555.55 | Target:  459.90 | Risk: LOW        | Conf: 100%
  NCC.NS          | Price:  134.95 | Target:  112.62 | Risk: LOW        | Conf: 100%
  ELECON.NS       | Price:  406.60 | Target:  345.21 | Risk: LOW        | Conf: 100%
  EMBDL.NS        | Price:   53.71 | Target:   43.65 | Risk: LOW        | Conf: 100%
  NSLNISP.NS      | Price:   41.01 | Target:   31.00 | Risk: LOW        | Conf: 100%
  RITES.NS        | Price:  204.49 | Target:  185.18 | Risk: LOW        | Conf: 100%
  CCL.NS          | Price: 1073.40 | Target:  909.41 | Risk: LOW        | Conf: 100%
  SAMMAANCAP.NS   | Price:  141.19 | Target:  119.11 | Risk: LOW        | Conf: 100%
  INGERRAND.NS    | Price: 4310.70 | Target: 3580.41 | Risk: LOW        | Conf: 100%
  INDIACEM.NS     | Price:  335.00 | Target:  296.46 | Risk: LOW        | Conf: 100%
  BLUEJET.NS      | Price:  566.85 | Target:  490.82 | Risk: LOW        | Conf: 100%
  SBFC.NS         | Price:   93.19 | Target:   72.97 | Risk: LOW        | Conf: 100%
  RAILTEL.NS      | Price:  251.70 | Target:  224.08 | Risk: LOW        | Conf: 100%
  TITAGARH.NS     | Price:  808.65 | Target:  654.56 | Risk: LOW        | Conf: 80%
  JYOTHYLAB.NS    | Price:  193.76 | Target:  168.77 | Risk: LOW        | Conf: 100%
  SHRIPISTON.NS   | Price: 4249.30 | Target: 3519.91 | Risk: LOW        | Conf: 100%
  J&KBANK.NS      | Price:  144.29 | Target:  127.11 | Risk: LOW        | Conf: 100%
  OLECTRA.NS      | Price: 1171.90 | Target:  993.44 | Risk: LOW        | Conf: 100%
  GRINFRA.NS      | Price:  819.80 | Target:  707.91 | Risk: LOW        | Conf: 100%
  JUBLINGREA.NS   | Price:  631.30 | Target:  535.69 | Risk: LOW        | Conf: 100%
  SANOFICONR.NS   | Price: 4010.20 | Target: 3473.20 | Risk: LOW        | Conf: 100%
  EUREKAFORB.NS   | Price:  390.00 | Target:  325.21 | Risk: LOW        | Conf: 100%
  WAAREERTL.NS    | Price:  800.80 | Target:  717.59 | Risk: LOW        | Conf: 100%
  RELAXO.NS       | Price:  316.15 | Target:  256.72 | Risk: LOW        | Conf: 100%
  VIKRAMSOLR.NS   | Price:  163.17 | Target:  141.97 | Risk: LOW        | Conf: 100%
  TTML.NS         | Price:   35.06 | Target:   29.27 | Risk: LOW        | Conf: 100%
  CANFINHOME.NS   | Price:  778.55 | Target:  692.62 | Risk: LOW        | Conf: 100%
  BSOFT.NS        | Price:  282.80 | Target:  238.39 | Risk: LOW        | Conf: 100%
  JKTYRE.NS       | Price:  343.40 | Target:  308.45 | Risk: LOW        | Conf: 100%
  ZEEL.NS         | Price:   80.38 | Target:   59.42 | Risk: LOW        | Conf: 100%
  INOXINDIA.NS    | Price: 1977.90 | Target: 1330.15 | Risk: LOW        | Conf: 100%
  HFCL.NS         | Price:  213.00 | Target:  155.16 | Risk: LOW        | Conf: 100%
  SCI.NS          | Price:  265.20 | Target:  221.75 | Risk: LOW        | Conf: 100%
  JKLAKSHMI.NS    | Price:  506.45 | Target:  447.90 | Risk: LOW        | Conf: 100%
  VIJAYA.NS       | Price: 1415.10 | Target: 1165.89 | Risk: LOW        | Conf: 80%
  SONATSOFTW.NS   | Price:  275.35 | Target:  213.74 | Risk: LOW        | Conf: 100%
  AZAD.NS         | Price: 2568.60 | Target: 2037.64 | Risk: LOW        | Conf: 100%
  VESUVIUS.NS     | Price:  399.45 | Target:  350.72 | Risk: LOW        | Conf: 100%
  STARCEMENT.NS   | Price:  184.33 | Target:  154.14 | Risk: LOW        | Conf: 80%
  GENUSPOWER.NS   | Price:  297.55 | Target:  233.01 | Risk: LOW        | Conf: 100%
  RELINFRA.NS     | Price:   51.54 | Target:   42.96 | Risk: LOW        | Conf: 100%
  HEG.NS          | Price:  218.60 | Target:  -47.67 | Risk: NORMAL     | Conf: 100%
  PGHL.NS         | Price: 5529.00 | Target: 4894.55 | Risk: LOW        | Conf: 100%
  ALKYLAMINE.NS   | Price: 1803.50 | Target: 1467.25 | Risk: LOW        | Conf: 100%
  TEJASNET.NS     | Price:  507.65 | Target:  348.36 | Risk: LOW        | Conf: 100%
  SHAILY.NS       | Price: 3105.90 | Target: 2551.17 | Risk: LOW        | Conf: 100%
  TIMETECHNO.NS   | Price:  173.36 | Target:  147.85 | Risk: LOW        | Conf: 100%
  BANCOINDIA.NS   | Price:  593.80 | Target:  521.94 | Risk: LOW        | Conf: 80%
  AVANTIFEED.NS   | Price:  766.50 | Target:  638.14 | Risk: LOW        | Conf: 100%
  MEDPLUS.NS      | Price:  649.35 | Target:  562.26 | Risk: LOW        | Conf: 100%
  SHAKTIPUMP.NS   | Price:  462.65 | Target:  383.79 | Risk: LOW        | Conf: 100%
  ABFRL.NS        | Price:   49.25 | Target:   41.12 | Risk: LOW        | Conf: 100%
  MMTC.NS         | Price:   59.61 | Target:   52.10 | Risk: LOW        | Conf: 100%
  AEQUS.NS        | Price:  220.66 | Target:  180.67 | Risk: LOW        | Conf: 100%
  JLHL.NS         | Price:  278.05 | Target:  226.75 | Risk: LOW        | Conf: 100%
  ASTRAMICRO.NS   | Price: 1623.00 | Target: 1318.91 | Risk: LOW        | Conf: 80%
  KPIGREEN.NS     | Price:  276.70 | Target:  237.65 | Risk: LOW        | Conf: 100%
  TRANSRAILL.NS   | Price:  409.40 | Target:  352.70 | Risk: LOW        | Conf: 100%
  BIRLACORPN.NS   | Price:  801.25 | Target:  695.52 | Risk: LOW        | Conf: 100%
  MAPMYINDIA.NS   | Price:  888.40 | Target:  721.47 | Risk: LOW        | Conf: 100%
  UJJIVANSFB.NS   | Price:   63.77 | Target:   51.77 | Risk: LOW        | Conf: 100%
  HCG.NS          | Price:  671.85 | Target:  533.39 | Risk: LOW        | Conf: 100%
  HONASA.NS       | Price:  463.05 | Target:  383.28 | Risk: LOW        | Conf: 80%
  LATENTVIEW.NS   | Price:  255.00 | Target:  217.61 | Risk: LOW        | Conf: 100%
  LLOYDSENT.NS    | Price:   67.63 | Target:   56.07 | Risk: LOW        | Conf: 100%
  ALOKINDS.NS     | Price:    7.43 | Target:    4.04 | Risk: LOW        | Conf: 100%
  SANDUMA.NS      | Price:  180.73 | Target:  149.92 | Risk: LOW        | Conf: 100%
  TTKPRESTIG.NS   | Price:  544.65 | Target:  465.36 | Risk: LOW        | Conf: 100%
  DBREALTY.NS     | Price:   95.50 | Target:   78.26 | Risk: LOW        | Conf: 100%
  TCI.NS          | Price:  835.05 | Target:  712.42 | Risk: LOW        | Conf: 100%
  POWERMECH.NS    | Price: 2304.80 | Target: 1883.24 | Risk: LOW        | Conf: 100%
  SOUTHBANK.NS    | Price:   45.07 | Target:   39.24 | Risk: LOW        | Conf: 80%
  JAIBALAJI.NS    | Price:   61.53 | Target:   48.86 | Risk: LOW        | Conf: 100%
  TANLA.NS        | Price:  499.15 | Target:  421.81 | Risk: LOW        | Conf: 100%
  APOLLO.NS       | Price:  365.55 | Target:  292.14 | Risk: LOW        | Conf: 100%
  HAPPSTMNDS.NS   | Price:  329.10 | Target:  259.44 | Risk: LOW        | Conf: 100%
  CAMPUS.NS       | Price:  209.86 | Target:  187.62 | Risk: LOW        | Conf: 100%
  BECTORFOOD.NS   | Price:  217.26 | Target:  168.35 | Risk: LOW        | Conf: 100%
  RCF.NS          | Price:  108.51 | Target:   94.84 | Risk: LOW        | Conf: 100%
  ESABINDIA.NS    | Price: 5666.50 | Target: 4902.39 | Risk: LOW        | Conf: 100%
  MAHLIFE.NS      | Price:  345.90 | Target:  294.01 | Risk: LOW        | Conf: 100%
  SHARDACROP.NS   | Price:  753.85 | Target:  651.19 | Risk: LOW        | Conf: 80%
  OSWALPUMPS.NS   | Price:  269.60 | Target:  223.42 | Risk: LOW        | Conf: 100%
  DODLA.NS        | Price: 1064.30 | Target:  895.12 | Risk: LOW        | Conf: 100%
  NETWORK18.NS    | Price:   26.14 | Target:   21.79 | Risk: LOW        | Conf: 100%
  GRWRHITECH.NS   | Price: 6479.50 | Target: 5303.43 | Risk: LOW        | Conf: 100%
  KIRLPNU.NS      | Price:  699.55 | Target:  584.09 | Risk: LOW        | Conf: 100%
  BORORENEW.NS    | Price:  452.00 | Target:  375.87 | Risk: LOW        | Conf: 100%
  KALPATARU.NS    | Price:  251.75 | Target:  217.88 | Risk: LOW        | Conf: 100%
  TRIVENI.NS      | Price:  236.65 | Target:  179.45 | Risk: LOW        | Conf: 100%
  GSFC.NS         | Price:  148.70 | Target:  133.65 | Risk: LOW        | Conf: 100%
  ACI.NS          | Price:  460.65 | Target:  371.85 | Risk: LOW        | Conf: 100%
  THOMASCOOK.NS   | Price:  101.67 | Target:   83.65 | Risk: LOW        | Conf: 100%
  THANGAMAYL.NS   | Price: 4812.50 | Target: 3975.54 | Risk: LOW        | Conf: 100%
  RUSTOMJEE.NS    | Price:  339.15 | Target:  287.67 | Risk: LOW        | Conf: 100%
  AJAXENGG.NS     | Price:  563.80 | Target:  466.23 | Risk: LOW        | Conf: 80%
  ETHOSLTD.NS     | Price: 2603.70 | Target: 2209.38 | Risk: LOW        | Conf: 100%
  PNCINFRA.NS     | Price:  125.56 | Target:   80.88 | Risk: LOW        | Conf: 100%
  LLOYDSENGG.NS   | Price:   80.24 | Target:   66.33 | Risk: LOW        | Conf: 100%
  REDTAPE.NS      | Price:  117.19 | Target:   91.83 | Risk: LOW        | Conf: 100%
  ATLANTAELE.NS   | Price: 1653.90 | Target: 1256.94 | Risk: LOW        | Conf: 100%
  EPIGRAL.NS      | Price: 1078.60 | Target:  864.85 | Risk: LOW        | Conf: 100%
  INOXGREEN.NS    | Price:  171.54 | Target:  133.64 | Risk: LOW        | Conf: 80%
  V2RETAIL.NS     | Price:  207.58 | Target:  177.58 | Risk: LOW        | Conf: 100%
  MASTEK.NS       | Price: 1638.00 | Target: 1205.50 | Risk: LOW        | Conf: 100%
  BALUFORGE.NS    | Price:  485.90 | Target:  349.83 | Risk: LOW        | Conf: 100%
  MOIL.NS         | Price:  236.40 | Target:  205.73 | Risk: LOW        | Conf: 100%
  GANESHHOU.NS    | Price:  731.50 | Target:  596.57 | Risk: LOW        | Conf: 100%
  RTNINDIA.NS     | Price:   26.83 | Target:   22.47 | Risk: LOW        | Conf: 100%
  ISGEC.NS        | Price:  764.00 | Target:  635.62 | Risk: LOW        | Conf: 100%
  PRAJIND.NS      | Price:  313.35 | Target:  269.06 | Risk: LOW        | Conf: 100%
  RATEGAIN.NS     | Price:  867.70 | Target:  702.93 | Risk: LOW        | Conf: 100%
  MIDHANI.NS      | Price:  399.75 | Target:  300.70 | Risk: LOW        | Conf: 100%
  CSBBANK.NS      | Price:  314.85 | Target:  259.49 | Risk: LOW        | Conf: 100%
  EPL.NS          | Price:  231.30 | Target:  183.32 | Risk: LOW        | Conf: 100%
  AURIONPRO.NS    | Price:  690.05 | Target:  585.84 | Risk: LOW        | Conf: 100%
  JUSTDIAL.NS     | Price:  662.20 | Target:  549.09 | Risk: LOW        | Conf: 100%
  MHRIL.NS        | Price:  192.31 | Target:  167.89 | Risk: LOW        | Conf: 100%
  THYROCARE.NS    | Price:  540.85 | Target:  457.89 | Risk: LOW        | Conf: 100%
  ARVINDFASN.NS   | Price:  422.00 | Target:  351.73 | Risk: LOW        | Conf: 100%
  EQUITASBNK.NS   | Price:   71.60 | Target:   64.01 | Risk: LOW        | Conf: 100%
  CMSINFO.NS      | Price:  230.52 | Target:  191.28 | Risk: LOW        | Conf: 100%
  DHANUKA.NS      | Price:  954.50 | Target:  836.21 | Risk: LOW        | Conf: 100%
  AHLUCONT.NS     | Price:  577.45 | Target:  481.61 | Risk: LOW        | Conf: 100%
  IFBIND.NS       | Price: 1247.10 | Target: 1055.46 | Risk: LOW        | Conf: 100%
  PARKHOSPS.NS    | Price:  274.00 | Target:  231.02 | Risk: LOW        | Conf: 100%
  SURYAROSNI.NS   | Price:  210.61 | Target:  184.60 | Risk: LOW        | Conf: 100%
  PURVA.NS        | Price:  204.82 | Target:  165.95 | Risk: LOW        | Conf: 100%
  RTNPOWER.NS     | Price:    7.04 | Target:    5.79 | Risk: LOW        | Conf: 100%
  RENUKA.NS       | Price:   22.64 | Target:   16.91 | Risk: LOW        | Conf: 100%
  GREENLAM.NS     | Price:  230.80 | Target:  199.94 | Risk: LOW        | Conf: 100%
  SUPRAJIT.NS     | Price:  488.80 | Target:  412.53 | Risk: LOW        | Conf: 100%
  JAYNECOIND.NS   | Price:   88.21 | Target:   69.62 | Risk: LOW        | Conf: 100%
  VMART.NS        | Price:  777.35 | Target:  646.33 | Risk: LOW        | Conf: 100%
  SUNTECK.NS      | Price:  277.15 | Target:  236.69 | Risk: LOW        | Conf: 100%
  HGINFRA.NS      | Price:  464.65 | Target:  413.58 | Risk: LOW        | Conf: 100%
  ICRA.NS         | Price: 4626.70 | Target: 3921.49 | Risk: LOW        | Conf: 100%
  SUBROS.NS       | Price:  682.05 | Target:  595.46 | Risk: LOW        | Conf: 100%
  CRAMC.NS        | Price:  231.80 | Target:  202.71 | Risk: LOW        | Conf: 100%
  RALLIS.NS       | Price:  202.09 | Target:  181.68 | Risk: LOW        | Conf: 100%
  GOKEX.NS        | Price:  721.45 | Target:  602.45 | Risk: LOW        | Conf: 100%
  MTARTECH.NS     | Price: 6638.00 | Target: 5070.68 | Risk: LOW        | Conf: 80%
  GULFOILLUB.NS   | Price: 1058.20 | Target:  916.73 | Risk: LOW        | Conf: 100%
  CHEMPLASTS.NS   | Price:  165.32 | Target:  125.88 | Risk: LOW        | Conf: 100%
  ASHAPURMIN.NS   | Price:  518.30 | Target:  425.21 | Risk: LOW        | Conf: 100%
  SWSOLAR.NS      | Price:  176.42 | Target:  147.25 | Risk: LOW        | Conf: 100%
  PICCADIL.NS     | Price:  587.85 | Target:  494.12 | Risk: LOW        | Conf: 100%
  INDIAGLYCO.NS   | Price:  266.20 | Target: -202.66 | Risk: NORMAL     | Conf: 80%
  VIPIND.NS       | Price:  297.05 | Target:  253.59 | Risk: LOW        | Conf: 100%
  ELECTCAST.NS    | Price:   74.28 | Target:   58.43 | Risk: LOW        | Conf: 80%
  PILANIINVS.NS   | Price: 4073.00 | Target: 3522.89 | Risk: LOW        | Conf: 100%
  IMFA.NS         | Price: 1233.00 | Target: 1034.79 | Risk: LOW        | Conf: 100%
  PARAS.NS        | Price: 1312.50 | Target:  979.12 | Risk: LOW        | Conf: 100%
  GHCL.NS         | Price:  419.20 | Target:  380.95 | Risk: LOW        | Conf: 100%
  SAATVIKGL.NS    | Price:  409.00 | Target:  341.77 | Risk: LOW        | Conf: 100%
  MASFIN.NS       | Price:  289.50 | Target:  243.71 | Risk: LOW        | Conf: 80%
  TEXRAIL.NS      | Price:  108.08 | Target:   85.34 | Risk: LOW        | Conf: 100%
  SKIPPER.NS      | Price:  524.65 | Target:  399.29 | Risk: LOW        | Conf: 100%
  SENCO.NS        | Price:  329.90 | Target:  274.69 | Risk: LOW        | Conf: 100%
  FISCHER.NS      | Price:   33.65 | Target:   25.80 | Risk: LOW        | Conf: 100%
