NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-08-14 03:49:38

BUY SIGNALS (917):
  SBIN.NS         | Price: 1083.00 | Entry: 1061.34 | Target: 1184.04 | Risk: LOW       
  HONDAPOWER.NS   | Price: 2105.30 | Trend:  -2.40% | Mom:  -0.68% | Risk: LOW       
  SAKSOFT.NS      | Price:  168.34 | Trend:   2.40% | Mom:  -0.57% | Risk: LOW       
  HIRECT.NS       | Price: 1253.30 | Trend:   5.45% | Mom:  -3.52% | Risk: LOW       
  RELTD.NS        | Price:  169.43 | Trend:   4.84% | Mom:  -1.88% | Risk: LOW       
  UTKARSHBNK.NS   | Price:   14.25 | Trend:   0.37% | Mom:  -0.42% | Risk: LOW       
  AUTOAXLES.NS    | Price: 1782.40 | Trend:   1.08% | Mom:   0.73% | Risk: LOW       
  INDOCO.NS       | Price:  222.20 | Trend:  -4.87% | Mom:   2.54% | Risk: LOW       
  WINDMACHIN.NS   | Price:  300.10 | Trend:  -1.23% | Mom:   7.60% | Risk: LOW       
  TAJGVK.NS       | Price:  350.90 | Trend:   0.58% | Mom:  -2.76% | Risk: LOW       
  HATHWAY.NS      | Price:   10.72 | Trend:  -3.19% | Mom:  -0.46% | Risk: LOW       
  ADFFOODS.NS     | Price:  261.85 | Trend: -10.87% | Mom:   0.03% | Risk: LOW       
  PANACEABIO.NS   | Price:  414.20 | Trend: -17.66% | Mom:  -0.06% | Risk: LOW       
  GRMOVER.NS      | Price:   90.05 | Trend:  -3.14% | Mom:   0.36% | Risk: LOW       
  JINDALPOLY.NS   | Price:  651.50 | Trend:  -0.80% | Mom:   3.45% | Risk: LOW       
  MONARCH.NS      | Price:  379.35 | Trend:   5.59% | Mom:  -1.77% | Risk: LOW       
  TASTYBITE.NS    | Price: 9090.50 | Trend:   4.55% | Mom:  -2.15% | Risk: LOW       
  JAICORPLTD.NS   | Price:  104.76 | Trend:  -4.39% | Mom:   3.07% | Risk: LOW       
  PFS.NS          | Price:   28.62 | Trend:  -4.61% | Mom:   3.21% | Risk: LOW       
  INSECTICID.NS   | Price:  627.80 | Trend:  -5.09% | Mom:   0.91% | Risk: LOW       
  NDRAUTO.NS      | Price:  808.80 | Trend:  -1.97% | Mom:  -0.02% | Risk: LOW       
  LANDMARK.NS     | Price:  532.00 | Trend:  10.86% | Mom:  -1.62% | Risk: LOW       
  RML.NS          | Price: 1120.20 | Trend:   1.86% | Mom:  -2.88% | Risk: LOW       
  GENESYS.NS      | Price:  211.30 | Trend: -27.50% | Mom:  15.84% | Risk: LOW       
  GVPIL.NS        | Price:  810.10 | Trend:  -5.22% | Mom:  10.57% | Risk: LOW       
  SOLARA.NS       | Price:  518.35 | Trend:  -6.01% | Mom:   2.04% | Risk: LOW       
  SPECTRUM.NS     | Price: 2354.60 | Trend:  16.60% | Mom:  -3.50% | Risk: LOW       
  SIMPLEXINF.NS   | Price:  250.75 | Trend:  -1.51% | Mom:   6.09% | Risk: LOW       
  SGFIN.NS        | Price:  657.70 | Trend:   2.92% | Mom:  -0.17% | Risk: LOW       
  SYSTMTXC.NS     | Price:   59.44 | Trend:  -6.14% | Mom:   3.46% | Risk: LOW       
  SASKEN.NS       | Price: 2001.80 | Trend:  -2.51% | Mom:  14.60% | Risk: LOW       
  SANGAMIND.NS    | Price:  598.35 | Trend:   4.21% | Mom:  -2.81% | Risk: LOW       
  HINDOILEXP.NS   | Price:  157.99 | Trend:  -2.03% | Mom:  -0.80% | Risk: LOW       
  STOVEKRAFT.NS   | Price:  775.40 | Trend:   2.71% | Mom:  -0.39% | Risk: LOW       
  ACCELYA.NS      | Price: 1133.90 | Trend:   0.68% | Mom:  -0.75% | Risk: LOW       
  TIL.NS          | Price:  227.60 | Trend:   5.21% | Mom:  -5.78% | Risk: LOW       
  INDIANHUME.NS   | Price:  375.35 | Trend:   6.44% | Mom:  -4.70% | Risk: LOW       
  DCW.NS          | Price:   46.11 | Trend:  -2.87% | Mom:  -0.17% | Risk: LOW       
  APCOTEXIND.NS   | Price:  590.70 | Trend:   6.90% | Mom:  -3.38% | Risk: LOW       
  GMBREW.NS       | Price:  896.55 | Trend:  -2.27% | Mom:  -0.47% | Risk: LOW       
  VERANDA.NS      | Price:  242.80 | Trend:   1.52% | Mom:  -6.29% | Risk: LOW       
  MOBIKWIK.NS     | Price:  203.66 | Trend:  -0.21% | Mom:  -0.76% | Risk: LOW       
  INDNIPPON.NS    | Price: 1120.30 | Trend:   5.33% | Mom:  -3.47% | Risk: LOW       
  MUKANDLTD.NS    | Price:  135.60 | Trend:   0.58% | Mom:  -1.01% | Risk: LOW       
  MSPL.NS         | Price:   34.03 | Trend: -12.37% | Mom:  -0.82% | Risk: LOW       
  KERNEX.NS       | Price: 2242.70 | Trend:   3.33% | Mom:  -2.14% | Risk: LOW       
  NITINSPIN.NS    | Price:  531.90 | Trend:  -3.36% | Mom:   1.27% | Risk: LOW       
  GTLINFRA.NS     | Price:    1.23 | Trend:  -7.99% | Mom:   0.00% | Risk: LOW       
  NIBE.NS         | Price: 1494.00 | Trend:  -3.81% | Mom:  12.31% | Risk: LOW       
  SPIC.NS         | Price:   67.85 | Trend:  -0.34% | Mom:   1.53% | Risk: LOW       
  INDOTECH.NS     | Price: 3445.20 | Trend:   8.05% | Mom:  -0.25% | Risk: LOW       
  WENDT.NS        | Price: 7985.00 | Trend:   3.12% | Mom:  -2.97% | Risk: LOW       
  SEPC.NS         | Price:    5.87 | Trend:  -8.64% | Mom:  -0.84% | Risk: LOW       
  JYOTISTRUC.NS   | Price:   11.02 | Trend:  -5.19% | Mom:   2.23% | Risk: LOW       
  HUHTAMAKI.NS    | Price:  281.65 | Trend:  21.33% | Mom:  -5.67% | Risk: LOW       
  JINDRILL.NS     | Price:  596.40 | Trend:   0.74% | Mom:  -0.69% | Risk: LOW       
  SANSTAR.NS      | Price:  112.90 | Trend:  -1.77% | Mom:  -0.10% | Risk: LOW       
  SESHAPAPER.NS   | Price:  229.34 | Trend:   1.08% | Mom:  -3.38% | Risk: LOW       
  DEN.NS          | Price:   27.69 | Trend:  -3.10% | Mom:   1.02% | Risk: LOW       
  RAMASTEEL.NS    | Price:    4.58 | Trend:  -1.69% | Mom:   9.83% | Risk: LOW       
  TARSONS.NS      | Price:  312.70 | Trend:  12.63% | Mom:  -2.28% | Risk: LOW       
  IGARASHI.NS     | Price:  450.65 | Trend:   0.75% | Mom:  -0.11% | Risk: LOW       
  PUNJABCHEM.NS   | Price: 1094.20 | Trend:   1.73% | Mom:  -4.92% | Risk: LOW       
  STALLION.NS     | Price:  241.35 | Trend:  12.92% | Mom:  -1.19% | Risk: LOW       
  VINYAS.NS       | Price: 1353.80 | Trend:   0.15% | Mom:   9.09% | Risk: LOW       
  HESTERBIO.NS    | Price: 2460.70 | Trend:   8.52% | Mom:  -0.71% | Risk: LOW       
  FINKURVE.NS     | Price:   62.83 | Trend:  -2.03% | Mom:   3.10% | Risk: LOW       
  QUADFUTURE.NS   | Price:  362.20 | Trend:  -7.80% | Mom:   5.17% | Risk: LOW       
  HMAAGRO.NS      | Price:   21.91 | Trend:  -0.14% | Mom:   4.33% | Risk: LOW       
  JAGSNPHARM.NS   | Price:  230.02 | Trend:   2.24% | Mom:  -2.55% | Risk: LOW       
  SALASAR.NS      | Price:    5.90 | Trend:  -5.35% | Mom:   1.03% | Risk: LOW       
  SMCGLOBAL.NS    | Price:   79.07 | Trend:   5.61% | Mom:  -3.03% | Risk: LOW       
  DOLATALGO.NS    | Price:   70.35 | Trend:  -1.77% | Mom:   3.70% | Risk: LOW       
  NIITLTD.NS      | Price:   96.39 | Trend:  -1.18% | Mom:   1.38% | Risk: LOW       
  BAJAJHCARE.NS   | Price:  331.35 | Trend:   0.72% | Mom:  -1.52% | Risk: LOW       
  CLSEL.NS        | Price:  281.25 | Trend:  -1.13% | Mom:   0.46% | Risk: LOW       
  RAJRILTD.NS     | Price:   21.32 | Trend:  -1.52% | Mom:   4.46% | Risk: LOW       
  SALZERELEC.NS   | Price:  573.70 | Trend:  -6.30% | Mom:   0.60% | Risk: LOW       
  MANAKCOAT.NS    | Price:  117.80 | Trend:   1.94% | Mom:  -4.72% | Risk: LOW       
  INFOBEAN.NS     | Price:  163.39 | Trend:  -0.22% | Mom:  -3.38% | Risk: LOW       
  ALLDIGI.NS      | Price:  804.45 | Trend:   1.10% | Mom:  -4.12% | Risk: LOW       
  JARO.NS         | Price:  463.95 | Trend:  -8.16% | Mom:  -0.63% | Risk: LOW       
  CIFL.NS         | Price:   21.50 | Trend:  -4.95% | Mom:   2.33% | Risk: LOW       
  GNA.NS          | Price:  538.65 | Trend:  13.23% | Mom:   0.54% | Risk: LOW       
  RIIL.NS         | Price:  744.00 | Trend:  -5.33% | Mom:   0.19% | Risk: LOW       
  VMARCIND.NS     | Price:  368.70 | Trend: -47.84% | Mom:  30.84% | Risk: LOW       
  TAC.NS          | Price:  489.25 | Trend:  12.02% | Mom:   0.06% | Risk: LOW       
  SHREDIGCEM.NS   | Price:   72.05 | Trend:  -2.14% | Mom:  -0.22% | Risk: LOW       
  AGARIND.NS      | Price:  507.00 | Trend:  -2.02% | Mom:   0.05% | Risk: LOW       
  CAPITALSFB.NS   | Price:  291.80 | Trend:   1.08% | Mom:  -2.18% | Risk: LOW       
  ADVENTHTL.NS    | Price:  143.21 | Trend:   0.44% | Mom:  -4.24% | Risk: LOW       
  FAZE3Q.NS       | Price:  543.05 | Trend:  -4.70% | Mom:   0.60% | Risk: LOW       
  MICEL.NS        | Price:   36.31 | Trend:  -7.09% | Mom:  -0.74% | Risk: LOW       
  VASCONEQ.NS     | Price:   31.41 | Trend:  -5.96% | Mom:  -0.60% | Risk: LOW       
  WALCHANNAG.NS   | Price:  225.56 | Trend: -10.14% | Mom:   1.51% | Risk: LOW       
  TEXINFRA.NS     | Price:  111.09 | Trend:   1.20% | Mom:  -3.31% | Risk: LOW       
  GPTHEALTH.NS    | Price:  157.28 | Trend:   2.48% | Mom:  -5.08% | Risk: LOW       
  VHL.NS          | Price: 3513.00 | Trend:   0.16% | Mom:   1.46% | Risk: LOW       
  DSSL.NS         | Price: 1238.90 | Trend:  -4.01% | Mom:  -0.18% | Risk: LOW       
  TBZ.NS          | Price:  247.95 | Trend:   8.79% | Mom: -10.27% | Risk: LOW       
  STLNETWORK.NS   | Price:   26.17 | Trend:   0.31% | Mom:  10.89% | Risk: LOW       
  JINDALPHOT.NS   | Price: 1057.20 | Trend:  -4.20% | Mom:  -0.55% | Risk: LOW       
  ELECTHERM.NS    | Price: 1012.40 | Trend:  -5.33% | Mom:  -0.36% | Risk: LOW       
  AMNPLST.NS      | Price:  199.60 | Trend:   1.86% | Mom:  -0.83% | Risk: LOW       
  BLUSPRING.NS    | Price:  114.80 | Trend:   5.22% | Mom:  -0.91% | Risk: LOW       
  DPSCLTD.NS      | Price:    7.36 | Trend:  -1.27% | Mom:   2.08% | Risk: LOW       
  NELCAST.NS      | Price:  119.70 | Trend:  -9.64% | Mom:   2.95% | Risk: LOW       
  OAL.NS          | Price:  355.20 | Trend:   2.37% | Mom:  -6.61% | Risk: LOW       
  GRPLTD.NS       | Price: 1976.70 | Trend:   4.55% | Mom:   0.10% | Risk: LOW       
  PDMJEPAPER.NS   | Price:   90.00 | Trend:   3.19% | Mom:  -6.79% | Risk: LOW       
  THEMISMED.NS    | Price:  103.80 | Trend:  -5.98% | Mom:  -0.37% | Risk: LOW       
  CENTENKA.NS     | Price:  582.00 | Trend:   8.24% | Mom:  -2.18% | Risk: LOW       
  ARIHANTCAP.NS   | Price:   74.63 | Trend:   2.61% | Mom:  -3.50% | Risk: LOW       
  DHANBANK.NS     | Price:   32.40 | Trend:  -2.54% | Mom:   1.03% | Risk: LOW       
  UNIENTER.NS     | Price:   99.00 | Trend:  -2.37% | Mom:   3.80% | Risk: LOW       
  RADHIKAJWE.NS   | Price:   70.92 | Trend:  13.80% | Mom:  -1.16% | Risk: LOW       
  GKWLIMITED.NS   | Price: 1638.30 | Trend:  -5.26% | Mom:   0.34% | Risk: LOW       
  NDTV.NS         | Price:   76.20 | Trend:  -4.30% | Mom:  -0.07% | Risk: LOW       
  KHAICHEM.NS     | Price:   51.45 | Trend:  -1.54% | Mom:   9.12% | Risk: LOW       
  FAIRCHEMOR.NS   | Price:  730.30 | Trend:   5.18% | Mom: -12.00% | Risk: LOW       
  INDOAMIN.NS     | Price:  130.00 | Trend:  -0.29% | Mom:   1.98% | Risk: LOW       
  OSWALGREEN.NS   | Price:   21.23 | Trend:  -4.72% | Mom:  -0.56% | Risk: LOW       
  DENTALKART.NS   | Price:  394.25 | Trend:  -0.03% | Mom:  -4.55% | Risk: LOW       
  SAHANA.NS       | Price:  787.30 | Trend:  -6.24% | Mom:   0.14% | Risk: LOW       
  LEMERITE.NS     | Price:   23.55 | Trend:  -0.63% | Mom:   0.81% | Risk: LOW       
  XCHANGING.NS    | Price:   64.60 | Trend:  -0.08% | Mom:  -3.70% | Risk: LOW       
  MVGJL.NS        | Price:  155.89 | Trend:  -0.04% | Mom: -10.32% | Risk: LOW       
  KODYTECH.NS     | Price: 1380.00 | Trend:  18.26% | Mom:  -1.55% | Risk: LOW       
  ADSL.NS         | Price:  114.88 | Trend:  -3.96% | Mom:   0.85% | Risk: LOW       
  HEXATRADEX.NS   | Price:  156.82 | Trend:  -2.01% | Mom:  -0.14% | Risk: LOW       
  SARTELE.NS      | Price:  113.80 | Trend: -11.19% | Mom:  -0.31% | Risk: LOW       
  SILVERTUC.NS    | Price:  206.32 | Trend:   7.25% | Mom:  -0.23% | Risk: LOW       
  PRIMESECU.NS    | Price:  286.95 | Trend:   0.37% | Mom:   3.52% | Risk: LOW       
  KARNIKA.NS      | Price:  117.90 | Trend:  -3.10% | Mom:   4.15% | Risk: LOW       
  BIRLAMONEY.NS   | Price:  132.60 | Trend:  -3.80% | Mom:   1.03% | Risk: LOW       
  BASILIC.NS      | Price:  200.35 | Trend:  -0.58% | Mom:   0.81% | Risk: LOW       
  COOLCAPS.NS     | Price:   20.95 | Trend: -10.58% | Mom:  -0.48% | Risk: LOW       
  ELIN.NS         | Price:   98.57 | Trend:  -3.82% | Mom:  -0.15% | Risk: LOW       
  SKMEGGPROD.NS   | Price:  259.23 | Trend:  -7.08% | Mom:   3.75% | Risk: LOW       
  EVERESTIND.NS   | Price:  472.40 | Trend:   4.78% | Mom:  -5.12% | Risk: LOW       
  LIKHITHA.NS     | Price:  229.75 | Trend:  -3.80% | Mom:   4.05% | Risk: LOW       
  ABCOTS.NS       | Price:  201.00 | Trend:  -4.99% | Mom:   0.76% | Risk: LOW       
  DISHTV.NS       | Price:    2.81 | Trend:  -5.24% | Mom:   0.00% | Risk: LOW       
  CHEMFAB.NS      | Price:  379.70 | Trend:   0.83% | Mom:   0.20% | Risk: LOW       
  ANUHPHR.NS      | Price:   77.18 | Trend:  -0.45% | Mom:  -1.47% | Risk: LOW       
  SVLL.NS         | Price:  743.50 | Trend:   2.51% | Mom:  -0.41% | Risk: LOW       
  VIVIANA.NS      | Price:  723.90 | Trend:  -6.80% | Mom:   0.65% | Risk: LOW       
  JITFINFRA.NS    | Price:  329.00 | Trend:   0.34% | Mom:  -4.62% | Risk: LOW       
  STEL.NS         | Price:  560.40 | Trend:  -0.52% | Mom:   0.06% | Risk: LOW       
  BHAGERIA.NS     | Price:  202.98 | Trend:  -4.35% | Mom:   0.45% | Risk: LOW       
  BIGBLOC.NS      | Price:   46.00 | Trend:  -4.35% | Mom:   1.30% | Risk: LOW       
  ADVANCE.NS      | Price:  120.00 | Trend:   7.23% | Mom:  -4.01% | Risk: LOW       
  BODALCHEM.NS    | Price:   67.67 | Trend:   1.99% | Mom:  -4.23% | Risk: LOW       
  DWARKESH.NS     | Price:   41.56 | Trend:  -3.12% | Mom:   0.60% | Risk: LOW       
  KAMDHENU.NS     | Price:   34.19 | Trend:   7.29% | Mom:   0.38% | Risk: LOW       
  RITCO.NS        | Price:  285.75 | Trend:   4.18% | Mom:  -2.49% | Risk: LOW       
  KOPRAN.NS       | Price:  183.94 | Trend:  -2.17% | Mom:  -0.52% | Risk: LOW       
  ATL.NS          | Price:   23.79 | Trend:  -0.38% | Mom:   3.66% | Risk: LOW       
  RUBYMILLS.NS    | Price:  370.00 | Trend:   2.56% | Mom:  -4.32% | Risk: LOW       
  PROZONER.NS     | Price:   41.60 | Trend:  -7.72% | Mom:   0.17% | Risk: LOW       
  KSOLVES.NS      | Price:  276.80 | Trend:  -2.47% | Mom:  -0.88% | Risk: LOW       
  NBIFIN.NS       | Price: 2105.50 | Trend:   4.63% | Mom:  -2.97% | Risk: LOW       
  HLVLTD.NS       | Price:    7.00 | Trend:  -6.84% | Mom:  -0.85% | Risk: LOW       
  PPL.NS          | Price:  265.90 | Trend:   0.20% | Mom:  -1.23% | Risk: LOW       
  SARVESHWAR.NS   | Price:    3.46 | Trend:  -3.60% | Mom:   3.28% | Risk: LOW       
  GLOSTERLTD.NS   | Price:  667.50 | Trend:  -0.84% | Mom:   2.16% | Risk: LOW       
  HARDWYN.NS      | Price:   11.84 | Trend: -19.49% | Mom:   5.71% | Risk: LOW       
  DREAMFOLKS.NS   | Price:   66.39 | Trend:  -3.90% | Mom:  -0.61% | Risk: LOW       
  ONWARDTEC.NS    | Price:  286.20 | Trend:   3.97% | Mom:  -2.64% | Risk: LOW       
  APTECHT.NS      | Price:   94.90 | Trend:  -6.00% | Mom:   4.68% | Risk: LOW       
  MAANALU.NS      | Price:  122.95 | Trend:   0.25% | Mom:   5.20% | Risk: LOW       
  EMKAY.NS        | Price:  238.11 | Trend:  -8.45% | Mom:   1.29% | Risk: LOW       
  URJA.NS         | Price:    9.52 | Trend:  -2.16% | Mom:   5.78% | Risk: LOW       
  IRIS.NS         | Price:  251.13 | Trend:  -0.16% | Mom:   5.56% | Risk: LOW       
  PAKKA.NS        | Price:   75.01 | Trend:  -1.11% | Mom:   5.90% | Risk: LOW       
  CSLFINANCE.NS   | Price:  219.99 | Trend:  -0.66% | Mom:   3.71% | Risk: LOW       
  GCSL.NS         | Price:  519.10 | Trend:   9.00% | Mom:  -0.61% | Risk: LOW       
  VERTOZ.NS       | Price:   36.16 | Trend:  -6.42% | Mom:   1.29% | Risk: LOW       
  ASIANHOTNR.NS   | Price:  304.10 | Trend:  -0.49% | Mom:  -3.48% | Risk: LOW       
  GANESHBE.NS     | Price:  112.00 | Trend:   3.45% | Mom:  -3.46% | Risk: LOW       
  IGCL.NS         | Price:   71.87 | Trend:   5.86% | Mom:  -6.84% | Risk: LOW       
  NILASPACES.NS   | Price:   12.01 | Trend:  -3.10% | Mom:   1.01% | Risk: LOW       
  OCCLLTD.NS      | Price:  149.50 | Trend:   8.12% | Mom:  -5.45% | Risk: LOW       
  SUTLEJTEX.NS    | Price:   38.30 | Trend:   1.56% | Mom:   0.79% | Risk: LOW       
  RPPINFRA.NS     | Price:   60.50 | Trend:  -3.31% | Mom:  -0.90% | Risk: LOW       
  PRIMO.NS        | Price:   24.11 | Trend:   0.42% | Mom:  -3.83% | Risk: LOW       
  SJLOGISTIC.NS   | Price:  316.20 | Trend:  -4.82% | Mom:   3.59% | Risk: LOW       
  CONSOFINVT.NS   | Price:  278.80 | Trend:   8.84% | Mom:  -3.48% | Risk: LOW       
  HMVL.NS         | Price:   91.77 | Trend:   2.58% | Mom:  -3.39% | Risk: LOW       
  MBLINFRA.NS     | Price:   24.57 | Trend:  -6.09% | Mom:   0.94% | Risk: LOW       
  PRECOT.NS       | Price:  786.85 | Trend:   2.36% | Mom:  -2.32% | Risk: LOW       
  TPLPLASTEH.NS   | Price:   76.28 | Trend:   1.14% | Mom:  -3.94% | Risk: LOW       
  GVKPIL.NS       | Price:    2.33 | Trend:  -9.98% | Mom:  -0.85% | Risk: LOW       
  BELLACASA.NS    | Price:  234.98 | Trend:  -4.23% | Mom:   0.20% | Risk: LOW       
  BMWVENTLTD.NS   | Price:   57.53 | Trend:  -1.53% | Mom:   2.15% | Risk: LOW       
  ADVANIHOTR.NS   | Price:   51.44 | Trend:  -1.44% | Mom:   0.31% | Risk: LOW       
  ORBTEXP.NS      | Price:  235.55 | Trend:   2.97% | Mom:   0.36% | Risk: LOW       
  PTL.NS          | Price:   38.83 | Trend:  -3.10% | Mom:  -0.82% | Risk: LOW       
  DPEL.NS         | Price:  559.75 | Trend:   5.78% | Mom:  -0.68% | Risk: LOW       
  EFFWA.NS        | Price:  360.00 | Trend:  -0.35% | Mom:  -4.03% | Risk: LOW       
  SUKHJITS.NS     | Price:  161.57 | Trend:  -4.44% | Mom:   2.32% | Risk: LOW       
  DONEAR.NS       | Price:   85.00 | Trend:  -2.41% | Mom:   0.78% | Risk: LOW       
  EUROBOND.NS     | Price:  168.30 | Trend:   0.27% | Mom:   4.94% | Risk: LOW       
  SOFTTECH.NS     | Price:  411.35 | Trend:  -3.23% | Mom:   0.09% | Risk: LOW       
  MEDICAMEQ.NS    | Price:  238.98 | Trend:  -0.05% | Mom:   0.33% | Risk: LOW       
  HCL-INSYS.NS    | Price:   11.48 | Trend:  -4.67% | Mom:   0.61% | Risk: LOW       
  MODINATUR.NS    | Price:  398.05 | Trend:  -3.28% | Mom:   0.19% | Risk: LOW       
  ABSMARINE.NS    | Price:  222.90 | Trend:  -3.10% | Mom:   2.22% | Risk: LOW       
  KOTHARIPRO.NS   | Price:   69.44 | Trend:   0.32% | Mom:   4.82% | Risk: LOW       
  HIGREEN.NS      | Price:  136.75 | Trend:  -0.07% | Mom:   0.40% | Risk: LOW       
  PREMIERPOL.NS   | Price:   71.38 | Trend:   6.78% | Mom:  -2.92% | Risk: LOW       
  NDL.NS          | Price:    2.34 | Trend:  -3.77% | Mom:   3.08% | Risk: LOW       
  LORDSCHLO.NS    | Price:  140.90 | Trend:   1.67% | Mom:  -0.25% | Risk: LOW       
  GSLSU.NS        | Price:   32.57 | Trend: -13.08% | Mom:  21.94% | Risk: LOW       
  PANSARI.NS      | Price:  322.50 | Trend:   1.37% | Mom:  -8.60% | Risk: LOW       
  MONEYBOXX.NS    | Price:   60.00 | Trend:  -6.51% | Mom:   1.10% | Risk: LOW       
  TIRUPATIFL.NS   | Price:   62.70 | Trend:   0.52% | Mom: -10.95% | Risk: LOW       
  KHADIM.NS       | Price:   97.10 | Trend:  -3.83% | Mom:   1.01% | Risk: LOW       
  PASUPTAC.NS     | Price:   60.90 | Trend:  -3.20% | Mom:   4.86% | Risk: LOW       
  ASHIMASYN.NS    | Price:   17.48 | Trend:   7.65% | Mom:  -0.23% | Risk: LOW       
  S&SPOWER.NS     | Price:  320.00 | Trend: -10.16% | Mom:   0.84% | Risk: LOW       
  RHL.NS          | Price:  169.80 | Trend:  -3.20% | Mom:   0.24% | Risk: LOW       
  TICL.NS         | Price:    9.69 | Trend: -29.91% | Mom:   3.53% | Risk: LOW       
  JKIPL.NS        | Price:  100.90 | Trend:  -0.28% | Mom:   2.78% | Risk: LOW       
  VISHNUINFR.NS   | Price:  158.15 | Trend:  -1.67% | Mom:  -0.97% | Risk: LOW       
  DEVX.NS         | Price:   34.99 | Trend:  -0.55% | Mom:   2.34% | Risk: LOW       
  GOKUL.NS        | Price:   39.53 | Trend:  -2.75% | Mom:   1.70% | Risk: LOW       
  SAKUMA.NS       | Price:    1.63 | Trend:  -7.92% | Mom:   0.62% | Risk: LOW       
  ASMS.NS         | Price:    7.03 | Trend:  -3.29% | Mom:  -0.42% | Risk: LOW       
  VIKASLIFE.NS    | Price:    1.26 | Trend:  -8.76% | Mom:  -0.79% | Risk: LOW       
  MAHEPC.NS       | Price:  108.83 | Trend:  -3.73% | Mom:   3.38% | Risk: LOW       
  IL&FSENGG.NS    | Price:   35.50 | Trend:  14.85% | Mom:  -0.08% | Risk: LOW       
  APCL.NS         | Price:  103.68 | Trend:  -3.11% | Mom:   1.28% | Risk: LOW       
  SUMIT.NS        | Price:   52.49 | Trend:  11.51% | Mom:   0.02% | Risk: LOW       
  VARDMNPOLY.NS   | Price:    6.46 | Trend:  -1.91% | Mom:   8.94% | Risk: LOW       
  SYSTANGO.NS     | Price:  217.50 | Trend:  -1.62% | Mom:  -0.25% | Risk: LOW       
  WTICAB.NS       | Price:  111.85 | Trend:  -2.81% | Mom:  -0.36% | Risk: LOW       
  BALAJEE.NS      | Price:   27.22 | Trend:  -3.94% | Mom:   0.59% | Risk: LOW       
  BROOKS.NS       | Price:   62.48 | Trend:  -7.18% | Mom:  -0.43% | Risk: LOW       
  EXXARO.NS       | Price:    6.29 | Trend:  -3.62% | Mom:  -0.32% | Risk: LOW       
  TRF.NS          | Price:  230.15 | Trend:  -2.08% | Mom:  -0.09% | Risk: LOW       
  HARRMALAYA.NS   | Price:  209.07 | Trend:  -0.85% | Mom:  -0.44% | Risk: LOW       
  ASAHISONG.NS    | Price:  363.20 | Trend:  23.86% | Mom:  -3.43% | Risk: LOW       
  GLOBAL.NS       | Price:  103.00 | Trend:   0.03% | Mom:   0.18% | Risk: LOW       
  MARKOLINES.NS   | Price:  175.12 | Trend:   1.14% | Mom:  -1.21% | Risk: LOW       
  ALANKIT.NS      | Price:    8.11 | Trend:  -0.16% | Mom:   2.92% | Risk: LOW       
  GEEKAYWIRE.NS   | Price:   23.44 | Trend:  -2.43% | Mom:   3.53% | Risk: LOW       
  SKP.NS          | Price:  159.20 | Trend:   2.25% | Mom:   0.00% | Risk: LOW       
  DPWIRES.NS      | Price:  166.79 | Trend:  -6.50% | Mom:   1.32% | Risk: LOW       
  MASON.NS        | Price:  118.25 | Trend:  -4.88% | Mom:  -0.80% | Risk: LOW       
  VIKASECO.NS     | Price:    1.11 | Trend:  -6.60% | Mom:   1.83% | Risk: LOW       
  BHAGYANGR.NS    | Price:  369.40 | Trend:  -1.72% | Mom:   0.39% | Risk: LOW       
  KCPSUGIND.NS    | Price:   30.27 | Trend:  21.15% | Mom:  -4.96% | Risk: LOW       
  APOLSINHOT.NS   | Price: 1225.70 | Trend:  -2.03% | Mom:   1.98% | Risk: LOW       
  VARDHACRLC.NS   | Price:   44.90 | Trend:   1.10% | Mom:  -3.09% | Risk: LOW       
  SHRADHA.NS      | Price:   34.00 | Trend:  -0.88% | Mom:   0.24% | Risk: LOW       
  LYKALABS.NS     | Price:   66.80 | Trend:  -1.68% | Mom:  11.58% | Risk: LOW       
  AVG.NS          | Price:  201.80 | Trend:   4.54% | Mom:  -2.36% | Risk: LOW       
  AFFORDABLE.NS   | Price:  181.89 | Trend:   0.95% | Mom:   0.16% | Risk: LOW       
  NIPPOBATRY.NS   | Price:  327.95 | Trend:  -4.15% | Mom:  -0.44% | Risk: LOW       
  ALMONDZ.NS      | Price:   14.45 | Trend:   7.30% | Mom:   0.70% | Risk: LOW       
  SINTERCOM.NS    | Price:   82.95 | Trend:   5.73% | Mom:  -2.99% | Risk: LOW       
  SHERA.NS        | Price:  163.20 | Trend:   0.87% | Mom:  -1.51% | Risk: LOW       
  DIAMINESQ.NS    | Price:  240.72 | Trend:  -4.28% | Mom:  -0.51% | Risk: LOW       
  AFIL.NS         | Price:    9.75 | Trend:  -1.17% | Mom:   5.06% | Risk: LOW       
  A2ZINFRA.NS     | Price:   14.70 | Trend:   3.60% | Mom:  -5.47% | Risk: LOW       
  GRETEX.NS       | Price:  300.00 | Trend:   7.60% | Mom:   0.00% | Risk: LOW       
  PRIZOR.NS       | Price:  860.15 | Trend:   1.27% | Mom:   0.13% | Risk: LOW       
  PILITA.NS       | Price:    8.60 | Trend:  -0.38% | Mom:  -0.35% | Risk: LOW       
  UNIHEALTH.NS    | Price:  715.00 | Trend:   9.62% | Mom:  -2.71% | Risk: LOW       
  AIRAN.NS        | Price:   15.42 | Trend:  -1.93% | Mom:   2.39% | Risk: LOW       
