NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-09-02 06:28:13

BUY SIGNALS (628):
  TCS.NS          | Price: 2337.40 | Entry: 2290.65 | Target: 2616.40 | Risk: LOW       
  SHREEKARNI.NS   | Price:  397.65 | Trend:  -1.13% | Mom:  23.47% | Risk: LOW       
  ROSSELLIND.NS   | Price:   57.50 | Trend:   0.04% | Mom:   1.05% | Risk: LOW       
  BCONCEPTS.NS    | Price:  163.61 | Trend:  -9.49% | Mom:   2.38% | Risk: LOW       
  3IINFOLTD.NS    | Price:   22.15 | Trend:   3.08% | Mom:  -9.07% | Risk: LOW       
  DCI.NS          | Price:  351.00 | Trend:   9.59% | Mom:  -4.32% | Risk: LOW       
  WTICAB.NS       | Price:  107.15 | Trend:  -7.15% | Mom:   1.90% | Risk: LOW       
  PROV.NS         | Price: 1881.00 | Trend:  10.48% | Mom:  -1.26% | Risk: LOW       
  RCOM.NS         | Price:    0.80 | Trend:  -5.15% | Mom:   0.00% | Risk: LOW       
  BROOKS.NS       | Price:   65.00 | Trend:  -1.47% | Mom:  10.28% | Risk: LOW       
  NDGL.NS         | Price: 2701.10 | Trend:  -1.47% | Mom:  -0.98% | Risk: LOW       
  LOKESHMACH.NS   | Price:  334.25 | Trend:   2.82% | Mom:   0.88% | Risk: LOW       
  BPL.NS          | Price:   50.01 | Trend:  -6.96% | Mom:   0.12% | Risk: LOW       
  HALEOSLABS.NS   | Price: 1480.10 | Trend:  -2.31% | Mom:   0.08% | Risk: LOW       
  HARRMALAYA.NS   | Price:  191.97 | Trend:  -8.04% | Mom:   1.56% | Risk: LOW       
  MANCREDIT.NS    | Price:  226.30 | Trend:  -3.12% | Mom:  -0.40% | Risk: LOW       
  EFACTOR.NS      | Price:  185.45 | Trend:   3.59% | Mom:  -6.97% | Risk: LOW       
  MARKOLINES.NS   | Price:  172.70 | Trend:  -1.11% | Mom:   0.63% | Risk: LOW       
  ALANKIT.NS      | Price:    8.03 | Trend:  -0.38% | Mom:  -1.23% | Risk: LOW       
  VLEGOV.NS       | Price:   10.10 | Trend:  -7.35% | Mom:   5.87% | Risk: LOW       
  VIKASECO.NS     | Price:    1.09 | Trend:  -4.23% | Mom:   0.93% | Risk: LOW       
  KCPSUGIND.NS    | Price:   31.60 | Trend:  14.71% | Mom:   0.51% | Risk: LOW       
  APOLSINHOT.NS   | Price: 1206.70 | Trend:  -1.44% | Mom:   1.40% | Risk: LOW       
  BYKE.NS         | Price:   31.98 | Trend:  -2.68% | Mom:   0.53% | Risk: LOW       
  SSDL.NS         | Price:   56.68 | Trend:   0.74% | Mom:  -6.84% | Risk: LOW       
  VARDHACRLC.NS   | Price:   42.90 | Trend:  -0.02% | Mom:   0.54% | Risk: LOW       
  SHERA.NS        | Price:  176.05 | Trend:   5.62% | Mom:  -0.54% | Risk: LOW       
  DIAMINESQ.NS    | Price:  241.00 | Trend:  -3.57% | Mom:   1.81% | Risk: LOW       
  TREJHARA.NS     | Price:  146.11 | Trend:  -0.26% | Mom: -10.12% | Risk: LOW       
  SAAKSHI.NS      | Price:  294.40 | Trend:  -0.49% | Mom:  -1.09% | Risk: LOW       
  AFIL.NS         | Price:    9.40 | Trend:  -2.45% | Mom:   0.43% | Risk: LOW       
  JAINAM.NS       | Price:  234.00 | Trend:  -3.16% | Mom:  -0.43% | Risk: LOW       
  SHEMAROO.NS     | Price:  126.99 | Trend:   1.85% | Mom:  -0.02% | Risk: LOW       
  SOMATEX.NS      | Price:   88.34 | Trend:  -7.39% | Mom:  -0.05% | Risk: LOW       
  PRAMARA.NS      | Price:  111.85 | Trend: -10.56% | Mom:   5.42% | Risk: LOW       
  PILITA.NS       | Price:    7.99 | Trend:  -7.14% | Mom:  -0.87% | Risk: LOW       
  GOYALSALT.NS    | Price:  106.00 | Trend:  -6.93% | Mom:  -0.93% | Risk: LOW       
  KCEIL.NS        | Price:   81.60 | Trend:  -4.39% | Mom:   6.25% | Risk: LOW       
  AIRAN.NS        | Price:   14.93 | Trend:  -2.65% | Mom:  -0.13% | Risk: LOW       
  MODIRUBBER.NS   | Price:  126.89 | Trend:   0.07% | Mom:  10.36% | Risk: LOW       
  SAHYADRI.NS     | Price:  352.20 | Trend:  13.16% | Mom:  -5.59% | Risk: LOW       
  PODDARMENT.NS   | Price:  253.85 | Trend:   1.17% | Mom:   0.57% | Risk: LOW       
  UCAL.NS         | Price:  145.52 | Trend:  15.74% | Mom:  -4.46% | Risk: LOW       
  UYFINCORP.NS    | Price:   19.69 | Trend:   8.79% | Mom:  -3.34% | Risk: LOW       
  GSMFOILS.NS     | Price:  123.45 | Trend: -36.14% | Mom:  32.96% | Risk: LOW       
  UNIVPHOTO.NS    | Price:  441.35 | Trend:   2.42% | Mom:  -5.88% | Risk: LOW       
  UNIVASTU.NS     | Price:  160.70 | Trend:  25.40% | Mom:  -9.15% | Risk: LOW       
  NDLVENTURE.NS   | Price:  121.98 | Trend:  -3.96% | Mom:   5.00% | Risk: LOW       
  CCHHL.NS        | Price:   12.74 | Trend:   0.14% | Mom:   3.33% | Risk: LOW       
  VIRINCHI.NS     | Price:   14.91 | Trend:  -4.53% | Mom:  -0.86% | Risk: LOW       
  CHAVDA.NS       | Price:  129.55 | Trend:  10.57% | Mom:  -4.07% | Risk: LOW       
  DUGLOBAL.NS     | Price:   25.00 | Trend: -11.65% | Mom:   4.17% | Risk: LOW       
  RBS.NS          | Price:   88.00 | Trend:   4.45% | Mom:  -3.72% | Risk: LOW       
  SCPL.NS         | Price:  645.00 | Trend:  11.38% | Mom:  -2.66% | Risk: LOW       
  KDL.NS          | Price:   91.25 | Trend: -15.37% | Mom:  -0.60% | Risk: LOW       
  PRATHAM.NS      | Price:  119.35 | Trend:   1.44% | Mom:  -1.28% | Risk: LOW       
  REPL.NS         | Price:   64.95 | Trend:   0.01% | Mom:   5.18% | Risk: LOW       
  IPSL.NS         | Price:  215.60 | Trend:  -6.92% | Mom:   0.28% | Risk: LOW       
  KAMOPAINTS.NS   | Price:    4.47 | Trend:  -4.37% | Mom:   2.05% | Risk: LOW       
  TCL.NS          | Price:  130.50 | Trend:   8.84% | Mom:  -7.81% | Risk: LOW       
  SUPREMEINF.NS   | Price:   84.41 | Trend:   1.10% | Mom:  -3.04% | Risk: LOW       
  RUDRA.NS        | Price:   20.53 | Trend:  10.18% | Mom: -10.62% | Risk: LOW       
  AHLEAST.NS      | Price:  138.51 | Trend:  -3.37% | Mom:  -0.74% | Risk: LOW       
  KMSUGAR.NS      | Price:   31.30 | Trend:   8.46% | Mom:  -4.08% | Risk: LOW       
  COMMITTED.NS    | Price:  342.00 | Trend:   1.05% | Mom:  -1.67% | Risk: LOW       
  ARIHANTACA.NS   | Price:  480.00 | Trend:   2.45% | Mom:  -2.38% | Risk: LOW       
  CPCAP.NS        | Price:  115.40 | Trend:   0.97% | Mom:  -9.09% | Risk: LOW       
  SPCL.NS         | Price:   61.60 | Trend:  -7.78% | Mom:  -0.65% | Risk: LOW       
  WORTHPERI.NS    | Price:  155.50 | Trend:   6.60% | Mom:   0.62% | Risk: LOW       
  KCK.NS          | Price:   15.00 | Trend:  -2.67% | Mom:   0.67% | Risk: LOW       
  MHLXMIRU.NS     | Price:  175.00 | Trend:  14.25% | Mom:  -5.91% | Risk: LOW       
  FIDEL.NS        | Price:  140.00 | Trend:  -3.42% | Mom:   3.02% | Risk: LOW       
  PKTEA.NS        | Price:  720.10 | Trend:  -1.02% | Mom:  -0.50% | Risk: LOW       
  BASML.NS        | Price:   25.00 | Trend:  -4.71% | Mom:  -0.48% | Risk: LOW       
  AMJLAND.NS      | Price:   38.39 | Trend:   0.47% | Mom:  -0.36% | Risk: LOW       
  INDOWIND.NS     | Price:    9.00 | Trend:  -1.80% | Mom:   7.27% | Risk: LOW       
  TEAMGTY.NS      | Price:  237.04 | Trend:   3.75% | Mom:   0.88% | Risk: LOW       
  MARALOVER.NS    | Price:   54.57 | Trend:  -0.78% | Mom:   3.55% | Risk: LOW       
  VETO.NS         | Price:  125.05 | Trend:   0.40% | Mom:   1.60% | Risk: LOW       
  GOLDSTAR.NS     | Price:    7.50 | Trend:   0.21% | Mom:  -6.83% | Risk: LOW       
  SETCO.NS        | Price:   17.60 | Trend:   0.22% | Mom:   2.56% | Risk: LOW       
  WINSOL.NS       | Price:  114.10 | Trend:  -2.58% | Mom:   1.97% | Risk: LOW       
  IBULLSLTD.NS    | Price:   26.41 | Trend:  -6.20% | Mom:  -0.23% | Risk: LOW       
  SADBHAV.NS      | Price:    8.15 | Trend:  -4.25% | Mom:   2.00% | Risk: LOW       
  ALUWIND.NS      | Price:   48.15 | Trend:   0.26% | Mom:  -1.53% | Risk: LOW       
  RHFL.NS         | Price:    1.76 | Trend:  -9.86% | Mom:   1.15% | Risk: LOW       
  INCREDIBLE.NS   | Price:   32.21 | Trend:  -2.25% | Mom:   2.68% | Risk: LOW       
  MADHUSUDAN.NS   | Price:  225.75 | Trend:  -1.75% | Mom:   0.42% | Risk: LOW       
  CENTEXT.NS      | Price:   22.10 | Trend:   8.52% | Mom:   0.78% | Risk: LOW       
  TAINWALCHM.NS   | Price:  209.00 | Trend:   1.97% | Mom:  -2.66% | Risk: LOW       
  ENFUSE.NS       | Price:  160.00 | Trend:  -2.59% | Mom:   0.19% | Risk: LOW       
  ARVEE.NS        | Price:  164.00 | Trend:   0.62% | Mom:  -3.84% | Risk: LOW       
  SIKKO.NS        | Price:    5.03 | Trend:   5.64% | Mom:  -5.81% | Risk: LOW       
  ALPA.NS         | Price:   62.44 | Trend:  -6.26% | Mom:  -0.19% | Risk: LOW       
  AVROIND.NS      | Price:    8.76 | Trend:  -5.75% | Mom:  -0.45% | Risk: LOW       
  IEML.NS         | Price:   42.70 | Trend:   0.21% | Mom:   5.56% | Risk: LOW       
  BRNL.NS         | Price:   17.20 | Trend:  -3.18% | Mom:  -0.75% | Risk: LOW       
  AARTECH.NS      | Price:   49.93 | Trend:   2.58% | Mom:  -2.82% | Risk: LOW       
  VASWANI.NS      | Price:   48.04 | Trend:  -7.47% | Mom:   0.73% | Risk: LOW       
  SUPERHOUSE.NS   | Price:  169.32 | Trend:   4.55% | Mom:   0.67% | Risk: LOW       
  BSL.NS          | Price:  122.95 | Trend:  -2.10% | Mom:   0.08% | Risk: LOW       
  CROWN.NS        | Price:  108.53 | Trend:  -2.21% | Mom:   0.84% | Risk: LOW       
  GAYAPROJ.NS     | Price:   21.68 | Trend:   3.04% | Mom:   0.42% | Risk: LOW       
  SOMICONVEY.NS   | Price:   90.10 | Trend:  -6.86% | Mom:   5.65% | Risk: LOW       
  MAITREYA.NS     | Price:  118.30 | Trend:  -5.90% | Mom:   2.42% | Risk: LOW       
  MAHESHWARI.NS   | Price:   72.50 | Trend:  -0.74% | Mom:   0.00% | Risk: LOW       
  MODTHREAD.NS    | Price:   52.70 | Trend:   6.75% | Mom:  -8.30% | Risk: LOW       
  IBLFL.NS        | Price:   61.00 | Trend:   1.85% | Mom:   0.00% | Risk: LOW       
  HINDCON.NS      | Price:   22.83 | Trend:   3.80% | Mom:   0.97% | Risk: LOW       
  XELPMOC.NS      | Price:   80.48 | Trend:  -1.92% | Mom:   0.79% | Risk: LOW       
  MAGNUM.NS       | Price:   19.05 | Trend:  -1.68% | Mom:  -0.26% | Risk: LOW       
  SHREEOSFM.NS    | Price:   58.80 | Trend:  -0.74% | Mom:  -0.34% | Risk: LOW       
  MUKTAARTS.NS    | Price:   56.05 | Trend:  -0.69% | Mom:  -0.88% | Risk: LOW       
  MDL.NS          | Price:   61.95 | Trend:  -6.69% | Mom:  10.63% | Risk: LOW       
  ALPHAGEO.NS     | Price:  290.10 | Trend:  18.85% | Mom: -16.01% | Risk: LOW       
  BHARATGEAR.NS   | Price:  101.99 | Trend: -12.03% | Mom:  -0.01% | Risk: LOW       
  RPPL.NS         | Price:   22.55 | Trend:   0.05% | Mom:  -0.84% | Risk: LOW       
  GANGESSECU.NS   | Price:  118.00 | Trend:  -0.33% | Mom:  -1.67% | Risk: LOW       
  QUESTLAB.NS     | Price:   87.20 | Trend:  -5.00% | Mom:  -0.97% | Risk: LOW       
  BTML.NS         | Price:    8.03 | Trend:  13.20% | Mom: -10.08% | Risk: LOW       
  SHYAMCENT.NS    | Price:    5.01 | Trend:  -5.33% | Mom:  -0.79% | Risk: LOW       
  SILGO.NS        | Price:   71.30 | Trend:  -2.12% | Mom:   3.12% | Risk: LOW       
  MASTER.NS       | Price:  435.00 | Trend:   0.92% | Mom: -10.86% | Risk: LOW       
  MAL.NS          | Price:   30.15 | Trend:  -7.12% | Mom:   2.90% | Risk: LOW       
  BAIDFIN.NS      | Price:   10.00 | Trend:   0.20% | Mom:   2.67% | Risk: LOW       
  SMARTLINK.NS    | Price:  206.60 | Trend:   1.00% | Mom:  -7.15% | Risk: LOW       
  MAHAPEXLTD.NS   | Price:   55.57 | Trend:  13.93% | Mom:  -2.42% | Risk: LOW       
  SADBHIN.NS      | Price:    2.62 | Trend:  -0.17% | Mom:  -7.75% | Risk: LOW       
  JOCIL.NS        | Price:  149.00 | Trend:   1.34% | Mom:  -0.64% | Risk: LOW       
  MCL.NS          | Price:   56.65 | Trend:   1.22% | Mom:  -4.37% | Risk: LOW       
  BALPHARMA.NS    | Price:   85.98 | Trend:   0.89% | Mom:   0.81% | Risk: LOW       
  VIPULLTD.NS     | Price:   14.55 | Trend:   1.70% | Mom:  -2.15% | Risk: LOW       
  SALONA.NS       | Price:  270.00 | Trend:   5.42% | Mom:   0.19% | Risk: LOW       
  LOVABLE.NS      | Price:   72.50 | Trend:  -2.18% | Mom:   0.57% | Risk: LOW       
  SURANI.NS       | Price:   97.00 | Trend:  -3.49% | Mom:   2.97% | Risk: LOW       
  LOYALTEX.NS     | Price:  218.25 | Trend:   3.62% | Mom:   0.62% | Risk: LOW       
  OSWALSEEDS.NS   | Price:   11.45 | Trend:   3.30% | Mom: -11.38% | Risk: LOW       
  ZENITHEXPO.NS   | Price:  206.04 | Trend:   0.41% | Mom:   4.35% | Risk: LOW       
  ARTNIRMAN.NS    | Price:   40.70 | Trend:   0.35% | Mom:  -5.39% | Risk: LOW       
  NEWJAISA.NS     | Price:   17.95 | Trend:   6.53% | Mom:   0.56% | Risk: LOW       
  BEARDSELL.NS    | Price:   25.54 | Trend:  -6.91% | Mom:   3.82% | Risk: LOW       
  AKSHOPTFBR.NS   | Price:    7.30 | Trend:  12.09% | Mom:  -4.95% | Risk: LOW       
  CRAYONS.NS      | Price:   26.00 | Trend:  -3.88% | Mom:   1.36% | Risk: LOW       
  MAHICKRA.NS     | Price:  297.00 | Trend:  12.44% | Mom:   0.68% | Risk: LOW       
  PALASHSECU.NS   | Price:   88.10 | Trend:  -2.22% | Mom:   1.90% | Risk: LOW       
  TOTAL.NS        | Price:   67.72 | Trend:  17.79% | Mom:   0.55% | Risk: LOW       
  OLIL.NS         | Price:  420.00 | Trend:   0.43% | Mom:   1.20% | Risk: LOW       
  VAISHALI.NS     | Price:    8.26 | Trend:   5.78% | Mom:  -1.78% | Risk: LOW       
  SIL.NS          | Price:   19.72 | Trend:  14.45% | Mom:  -0.55% | Risk: LOW       
  TOKYOPLAST.NS   | Price:   77.99 | Trend:  -3.93% | Mom:   1.02% | Risk: LOW       
  DIGIDRIVE.NS    | Price:   17.81 | Trend:  -1.49% | Mom:   0.06% | Risk: LOW       
  BHANDARI.NS     | Price:    2.98 | Trend:   1.31% | Mom:  -2.30% | Risk: LOW       
  ODIGMA.NS       | Price:   22.54 | Trend:  -2.69% | Mom:   0.13% | Risk: LOW       
  KAKATCEM.NS     | Price:  113.00 | Trend:  -2.10% | Mom:   0.22% | Risk: LOW       
  MITCON.NS       | Price:   77.00 | Trend:  -0.13% | Mom:  -3.75% | Risk: LOW       
  AAATECH.NS      | Price:   93.78 | Trend:   0.36% | Mom:   1.05% | Risk: LOW       
  SPLIL.NS        | Price:   30.80 | Trend:  -2.26% | Mom:   2.19% | Risk: LOW       
  SONUINFRA.NS    | Price:   36.65 | Trend: -12.94% | Mom:   0.41% | Risk: LOW       
  MAGSON.NS       | Price:  181.05 | Trend:   0.25% | Mom:  -5.06% | Risk: LOW       
  CAPTRUST.NS     | Price:   19.14 | Trend:  15.83% | Mom: -10.60% | Risk: LOW       
  LPDC.NS         | Price:    6.76 | Trend:   2.30% | Mom:  -8.40% | Risk: LOW       
  ROXHITECH.NS    | Price:   49.40 | Trend:  10.94% | Mom: -12.49% | Risk: LOW       
  DIGJAMLMTD.NS   | Price:   49.00 | Trend:   3.87% | Mom:  -5.30% | Risk: LOW       
  DIGIKORE.NS     | Price:   39.30 | Trend: -13.16% | Mom:   5.79% | Risk: LOW       
  CINEVISTA.NS    | Price:   14.65 | Trend:  -3.84% | Mom:   2.02% | Risk: LOW       
  JHS.NS          | Price:    7.96 | Trend:   1.07% | Mom:  -5.24% | Risk: LOW       
  SUNDARAM.NS     | Price:    1.24 | Trend:  -1.38% | Mom:   0.81% | Risk: LOW       
  SANGANI.NS      | Price:   52.50 | Trend:  11.62% | Mom:  -5.32% | Risk: LOW       
  ALKALI.NS       | Price:   68.70 | Trend:  -7.16% | Mom:   2.20% | Risk: LOW       
  PARTYCRUS.NS    | Price:   85.00 | Trend:  -1.12% | Mom:   1.80% | Risk: LOW       
  MEGAFLEX.NS     | Price:   95.00 | Trend:  -8.03% | Mom:   0.00% | Risk: LOW       
  HGM.NS          | Price:   48.00 | Trend:  -1.42% | Mom:   7.48% | Risk: LOW       
  ARISTO.NS       | Price:  107.00 | Trend:   1.77% | Mom:  -0.93% | Risk: LOW       
  PULZ.NS         | Price:   22.35 | Trend:  -6.54% | Mom:   2.05% | Risk: LOW       
  AGRITECH.NS     | Price:  102.90 | Trend:  -5.66% | Mom:   2.51% | Risk: LOW       
  BLBLIMITED.NS   | Price:   15.90 | Trend:   0.06% | Mom:  -1.36% | Risk: LOW       
  BANARBEADS.NS   | Price:  114.50 | Trend:   1.91% | Mom:   0.97% | Risk: LOW       
  DAMODARIND.NS   | Price:   27.98 | Trend:  -3.92% | Mom:   1.38% | Risk: LOW       
  NOIDATOLL.NS    | Price:    4.20 | Trend:  -5.41% | Mom:   3.19% | Risk: LOW       
  AMEYA.NS        | Price:  112.00 | Trend:   2.12% | Mom:  -2.61% | Risk: LOW       
  TPHQ.NS         | Price:    0.59 | Trend:  23.33% | Mom:  -6.35% | Risk: LOW       
  SHEKHAWATI.NS   | Price:   15.78 | Trend:   6.65% | Mom: -15.66% | Risk: LOW       
  NORBTEAEXP.NS   | Price:   68.50 | Trend:   0.01% | Mom:   3.52% | Risk: LOW       
  LRRPL.NS        | Price:   87.00 | Trend:  -1.69% | Mom:   4.19% | Risk: LOW       
  ANSALAPI.NS     | Price:    3.26 | Trend:   4.66% | Mom:  -3.83% | Risk: LOW       
  NIBL.NS         | Price:   31.35 | Trend:  -4.16% | Mom:  -0.25% | Risk: LOW       
  GRAPHISAD.NS    | Price:   27.10 | Trend:  -2.81% | Mom:   4.23% | Risk: LOW       
  BIOFILCHEM.NS   | Price:   32.20 | Trend:  -2.55% | Mom:   1.77% | Risk: LOW       
  DHANLAXMI.NS    | Price:   25.00 | Trend:  -3.24% | Mom:   2.46% | Risk: LOW       
  DANGEE.NS       | Price:    2.89 | Trend:  -4.75% | Mom:  -0.34% | Risk: LOW       
  TNTELE.NS       | Price:    9.00 | Trend:  -0.51% | Mom:  -0.66% | Risk: LOW       
  RKDL.NS         | Price:   18.55 | Trend:  -1.91% | Mom:   0.05% | Risk: LOW       
  AGSTRA.NS       | Price:    2.01 | Trend:  -9.32% | Mom:  -0.50% | Risk: LOW       
  GOLDENTOBC.NS   | Price:   24.70 | Trend:  -1.62% | Mom:   0.78% | Risk: LOW       
  LEXUS.NS        | Price:   13.42 | Trend:  -6.91% | Mom:  -0.96% | Risk: LOW       
  BABAFP.NS       | Price:   22.50 | Trend:  -5.64% | Mom:   1.35% | Risk: LOW       
  HBSL.NS         | Price:   52.44 | Trend:   0.34% | Mom:  -6.57% | Risk: LOW       
  ADROITINFO.NS   | Price:   10.45 | Trend:   9.37% | Mom:   0.87% | Risk: LOW       
  SEL.NS          | Price:  308.40 | Trend:  25.25% | Mom:  -1.78% | Risk: LOW       
  MCON.NS         | Price:   46.20 | Trend:   4.46% | Mom:   0.00% | Risk: LOW       
  KHAITANLTD.NS   | Price:  146.00 | Trend:   5.53% | Mom:  -1.48% | Risk: LOW       
  AROGRANITE.NS   | Price:   24.93 | Trend:  -1.34% | Mom:   1.01% | Risk: LOW       
  VISHWAS.NS      | Price:   42.10 | Trend:  -6.21% | Mom:  10.35% | Risk: LOW       
  21STCENMGM.NS   | Price:   39.00 | Trend:   2.95% | Mom: -14.55% | Risk: LOW       
  DNAMEDIA.NS     | Price:    2.57 | Trend:  -6.53% | Mom:   0.78% | Risk: LOW       
  PENTAGON.NS     | Price:   51.00 | Trend:  -5.28% | Mom:   1.49% | Risk: LOW       
  UCL.NS          | Price:  254.80 | Trend:  20.20% | Mom:  -2.00% | Risk: LOW       
  COUNCODOS.NS    | Price:    6.75 | Trend:  10.67% | Mom:  -1.89% | Risk: LOW       
  MOXSH.NS        | Price:  109.00 | Trend:   0.30% | Mom:   0.00% | Risk: LOW       
  MILTON.NS       | Price:   38.00 | Trend:   1.34% | Mom:  -6.17% | Risk: LOW       
  SAGARDEEP.NS    | Price:   23.65 | Trend:  -2.96% | Mom:  -0.21% | Risk: LOW       
  PROLIFE.NS      | Price:   80.50 | Trend:   3.49% | Mom:  -8.52% | Risk: LOW       
  AKASH.NS        | Price:   25.38 | Trend:  -3.31% | Mom:   1.20% | Risk: LOW       
  AATMAJ.NS       | Price:   18.25 | Trend:  -3.14% | Mom:   0.83% | Risk: LOW       
  AMBICAAGAR.NS   | Price:   24.74 | Trend:  -0.30% | Mom:   1.85% | Risk: LOW       
  AKSHAR.NS       | Price:    0.42 | Trend:  -0.14% | Mom:   2.44% | Risk: LOW       
  ASHOKAMET.NS    | Price:   13.40 | Trend:  -6.15% | Mom:   0.00% | Risk: LOW       
  AKG.NS          | Price:    9.22 | Trend:  -5.79% | Mom:   2.56% | Risk: LOW       
  SITINET.NS      | Price:    0.30 | Trend:  -2.91% | Mom:   3.45% | Risk: LOW       
  MADHAV.NS       | Price:   35.32 | Trend:   0.02% | Mom:  -4.80% | Risk: LOW       
  TRIDHYA.NS      | Price:    8.30 | Trend: -16.63% | Mom:   1.22% | Risk: LOW       
  MONOPHARMA.NS   | Price:    9.00 | Trend:  -7.65% | Mom:   9.76% | Risk: LOW       
  KSR.NS          | Price:   28.96 | Trend:  -2.15% | Mom:   1.72% | Risk: LOW       
  SATIPOLY.NS     | Price:   39.95 | Trend:   2.56% | Mom:  -6.55% | Risk: LOW       
  INFOMEDIA.NS    | Price:    5.24 | Trend:  -4.27% | Mom:   1.35% | Risk: LOW       
  BILVYAPAR.NS    | Price:    4.10 | Trend:  -0.50% | Mom:   0.00% | Risk: LOW       
  TGBHOTELS.NS    | Price:    9.22 | Trend:   1.04% | Mom:   0.22% | Risk: LOW       
  VSCL.NS         | Price:   23.10 | Trend: -14.31% | Mom:   1.54% | Risk: LOW       
  TREEHOUSE.NS    | Price:    6.29 | Trend:  -1.15% | Mom:   0.00% | Risk: LOW       
  FLFL.NS         | Price:    1.15 | Trend:  -9.45% | Mom:  -0.86% | Risk: LOW       
  HAVISHA.NS      | Price:    1.32 | Trend:   1.37% | Mom:  -5.04% | Risk: LOW       
  MFML.NS         | Price:   19.45 | Trend:  -0.23% | Mom:   2.64% | Risk: LOW       
  KSHITIJPOL.NS   | Price:    2.92 | Trend:  -5.93% | Mom:   1.04% | Risk: LOW       
  AILIMITED.NS    | Price:   17.15 | Trend: -45.04% | Mom:   0.59% | Risk: LOW       
  SPRL.NS         | Price:  102.50 | Trend:  -1.43% | Mom:   0.54% | Risk: LOW       
  NIDAN.NS        | Price:   13.20 | Trend:  -1.79% | Mom:   3.53% | Risk: LOW       
  GUJRAFFIA.NS    | Price:   40.30 | Trend:   0.02% | Mom:  -0.89% | Risk: LOW       
  GTECJAINX.NS    | Price:   29.00 | Trend:   1.26% | Mom:  -4.92% | Risk: LOW       
  RETAIL.NS       | Price:   18.30 | Trend:   4.45% | Mom:   0.94% | Risk: LOW       
  FEL.NS          | Price:    0.39 | Trend:   1.77% | Mom:  -2.50% | Risk: LOW       
  YCCL.NS         | Price:    9.65 | Trend:  -0.87% | Mom:   0.00% | Risk: LOW       
  CMRSL.NS        | Price:   65.00 | Trend:   0.11% | Mom:   0.55% | Risk: LOW       
  VCL.NS          | Price:    1.74 | Trend:  21.87% | Mom:  -5.95% | Risk: LOW       
  DHTL.NS         | Price:   32.45 | Trend:  -8.91% | Mom:   2.85% | Risk: LOW       
  HEADSUP.NS      | Price:    6.76 | Trend:  -1.66% | Mom:   1.35% | Risk: LOW       
  MARINETRAN.NS   | Price:   16.10 | Trend:   8.93% | Mom:  -5.85% | Risk: LOW       
  SUNREST.NS      | Price:   39.60 | Trend:   8.23% | Mom: -11.31% | Risk: LOW       
  QFIL.NS         | Price:   60.00 | Trend:  -1.21% | Mom:   0.00% | Risk: LOW       
  UNIINFO.NS      | Price:   11.46 | Trend:  -3.93% | Mom:   0.79% | Risk: LOW       
  ISHAN.NS        | Price:    0.50 | Trend:  -2.15% | Mom:  11.11% | Risk: LOW       
  UNIVAFOODS.NS   | Price:    9.03 | Trend:   2.08% | Mom:   0.00% | Risk: LOW       
  EDUCOMP.NS      | Price:    0.90 | Trend:  -2.72% | Mom:   1.12% | Risk: LOW       
  SHUBHLAXMI.NS   | Price:   19.45 | Trend: -10.03% | Mom:   1.30% | Risk: LOW       
  WINNY.NS        | Price:   32.05 | Trend:  -9.32% | Mom:  -0.16% | Risk: LOW       
  TCIFINANCE.NS   | Price:   15.18 | Trend:  -3.47% | Mom:  -0.91% | Risk: LOW       
  COMPINFO.NS     | Price:    1.06 | Trend:  -8.05% | Mom:  -0.93% | Risk: LOW       
  ANTGRAPHIC.NS   | Price:    0.74 | Trend:  -2.32% | Mom:   1.37% | Risk: LOW       
  PLADAINFO.NS    | Price:    9.90 | Trend:  -7.49% | Mom:   8.79% | Risk: LOW       
  CREATIVEYE.NS   | Price:    6.17 | Trend:  -0.13% | Mom:  -0.32% | Risk: LOW       
  GLOBALE.NS      | Price:   11.30 | Trend:   0.02% | Mom:   1.71% | Risk: LOW       
  EUROTEXIND.NS   | Price:   13.99 | Trend:  -1.76% | Mom:   0.50% | Risk: LOW       
  AHIMSA.NS       | Price:   25.80 | Trend:   3.01% | Mom:  -0.39% | Risk: LOW       
  AMIABLE.NS      | Price:   65.00 | Trend:  -9.83% | Mom:   0.00% | Risk: LOW       
  SHANTI.NS       | Price:    6.49 | Trend:  -2.32% | Mom:   0.00% | Risk: LOW       
  PREMIER.NS      | Price:    2.76 | Trend:  -3.71% | Mom:  -0.36% | Risk: LOW       
  ORTINGLOBE.NS   | Price:   15.85 | Trend:   0.62% | Mom:   0.38% | Risk: LOW       
  LAKPRE.NS       | Price:    4.66 | Trend:  -6.34% | Mom:   2.19% | Risk: LOW       
  BGLOBAL.NS      | Price:    3.16 | Trend:  -0.70% | Mom:   0.32% | Risk: LOW       
  ORTEL.NS        | Price:    1.90 | Trend:   3.00% | Mom:  -9.52% | Risk: LOW       
  BURNPUR.NS      | Price:   19.57 | Trend: -29.46% | Mom:  18.32% | Risk: LOW       

SELL SIGNALS (1007):
  HDFCBANK.NS     | Price:  702.15 | Target:  642.83 | Risk: LOW        | Conf: 100%
  BHARTIARTL.NS   | Price: 1864.60 | Target: 1674.85 | Risk: LOW        | Conf: 100%
  SBIN.NS         | Price: 1024.10 | Target:  943.60 | Risk: LOW        | Conf: 100%
