NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-08-02 05:07:08

BUY SIGNALS (694):
  BHARTIARTL.NS   | Price: 1972.00 | Entry: 1932.56 | Target: 2115.45 | Risk: LOW       
  VLSFINANCE.NS   | Price:  254.60 | Trend:   3.70% | Mom:  -0.99% | Risk: LOW       
  ARFIN.NS        | Price:   89.77 | Trend:  -0.29% | Mom:   4.48% | Risk: LOW       
  SARLAPOLY.NS    | Price:   98.87 | Trend:   0.63% | Mom:   0.64% | Risk: LOW       
  GKSL.NS         | Price:  127.32 | Trend:  -2.28% | Mom:  -0.81% | Risk: LOW       
  AMBIKCO.NS      | Price: 1711.80 | Trend:   1.28% | Mom:  -0.95% | Risk: LOW       
  UNITEDPOLY.NS   | Price:   30.69 | Trend:  -4.03% | Mom:   3.37% | Risk: LOW       
  VHLTD.NS        | Price:  134.13 | Trend:   0.14% | Mom:   2.89% | Risk: LOW       
  INDOBORAX.NS    | Price:  374.90 | Trend:   3.75% | Mom: -12.20% | Risk: LOW       
  RATNAVEER.NS    | Price:  181.38 | Trend:   2.79% | Mom:   0.40% | Risk: LOW       
  SAKAR.NS        | Price:  885.25 | Trend:   6.83% | Mom:   0.86% | Risk: LOW       
  MAGADSUGAR.NS   | Price:  500.40 | Trend:   7.24% | Mom:   0.00% | Risk: LOW       
  ATL.NS          | Price:   23.24 | Trend:  -3.05% | Mom:   1.04% | Risk: LOW       
  RUBYMILLS.NS    | Price:  373.00 | Trend:   8.61% | Mom:  -9.82% | Risk: LOW       
  GHCLTEXTIL.NS   | Price:  113.62 | Trend:  10.72% | Mom:  -0.07% | Risk: LOW       
  STCINDIA.NS     | Price:  120.50 | Trend:  -2.11% | Mom:   0.25% | Risk: LOW       
  TREL.NS         | Price:   24.25 | Trend:  -4.74% | Mom:   0.54% | Risk: LOW       
  HLVLTD.NS       | Price:    7.12 | Trend:  -7.16% | Mom:  -0.70% | Risk: LOW       
  THEINVEST.NS    | Price:   97.61 | Trend:   0.18% | Mom:   0.27% | Risk: LOW       
  RSWM.NS         | Price:  214.57 | Trend:   8.23% | Mom:   0.89% | Risk: LOW       
  SUBEXLTD.NS     | Price:   12.33 | Trend:   5.24% | Mom:  -7.08% | Risk: LOW       
  AHCL.NS         | Price:   14.61 | Trend:  -3.53% | Mom:  -0.81% | Risk: LOW       
  HARDWYN.NS      | Price:   11.27 | Trend: -29.25% | Mom:  -0.14% | Risk: LOW       
  ACCENTMIC.NS    | Price:  508.10 | Trend:   6.00% | Mom:  -1.03% | Risk: LOW       
  MANBA.NS        | Price:  135.48 | Trend:   5.16% | Mom:  -0.96% | Risk: LOW       
  MAANALU.NS      | Price:  122.62 | Trend:  -1.51% | Mom:   4.86% | Risk: LOW       
  IRIS.NS         | Price:  248.20 | Trend:  -1.39% | Mom:   1.68% | Risk: LOW       
  ENIL.NS         | Price:  108.00 | Trend:  -0.24% | Mom:   0.33% | Risk: LOW       
  PAKKA.NS        | Price:   70.79 | Trend: -10.10% | Mom:   1.06% | Risk: LOW       
  CSLFINANCE.NS   | Price:  212.96 | Trend:  -5.02% | Mom:   0.52% | Risk: LOW       
  GCSL.NS         | Price:  520.55 | Trend:  13.67% | Mom:  -0.98% | Risk: LOW       
  CHEVIOT.NS      | Price: 1106.60 | Trend:   1.16% | Mom:  -0.02% | Risk: LOW       
  KRITI.NS        | Price:   70.34 | Trend:  -0.15% | Mom:   3.98% | Risk: LOW       
  INDSWFTLAB.NS   | Price:  224.27 | Trend:  15.03% | Mom:  -3.11% | Risk: LOW       
  ASIANHOTNR.NS   | Price:  300.10 | Trend:  -1.68% | Mom:   1.64% | Risk: LOW       
  SBGLP.NS        | Price:   25.44 | Trend:   0.00% | Mom:   1.72% | Risk: LOW       
  TOLINS.NS       | Price:  102.21 | Trend:  -2.23% | Mom:  -0.60% | Risk: LOW       
  GLOTTIS.NS      | Price:   67.00 | Trend:   0.57% | Mom:  -0.30% | Risk: LOW       
  SILINV.NS       | Price:  418.05 | Trend:  -0.28% | Mom:  -0.29% | Risk: LOW       
  GPECO.NS        | Price:  428.00 | Trend:  -2.41% | Mom:   0.73% | Risk: LOW       
  SUTLEJTEX.NS    | Price:   38.00 | Trend:   1.70% | Mom:  -3.18% | Risk: LOW       
  KRONOX.NS       | Price:  151.30 | Trend:   2.76% | Mom:  -0.42% | Risk: LOW       
  EIFFL.NS        | Price:  313.75 | Trend:   6.45% | Mom:  -4.90% | Risk: LOW       
  PRECOT.NS       | Price:  809.55 | Trend:   5.25% | Mom:  -1.91% | Risk: LOW       
  TPLPLASTEH.NS   | Price:   79.31 | Trend:   7.39% | Mom:  -0.40% | Risk: LOW       
  ALLETEC.NS      | Price:  139.00 | Trend:  -3.07% | Mom:   0.00% | Risk: LOW       
  RBZJEWEL.NS     | Price:  148.98 | Trend:   8.36% | Mom:  -1.17% | Risk: LOW       
  HILINFRA.NS     | Price:   45.90 | Trend:  -1.71% | Mom:   4.53% | Risk: LOW       
  LIBERTSHOE.NS   | Price:  260.40 | Trend:   1.53% | Mom:  -5.69% | Risk: LOW       
  TRACXN.NS       | Price:   30.35 | Trend:  -1.07% | Mom:   0.60% | Risk: LOW       
  SREEL.NS        | Price:  213.60 | Trend:   2.59% | Mom:   0.39% | Risk: LOW       
  TRANSWORLD.NS   | Price:  162.21 | Trend:  -1.49% | Mom:   3.28% | Risk: LOW       
  PTL.NS          | Price:   39.42 | Trend:  -1.08% | Mom:  -0.43% | Risk: LOW       
  DPEL.NS         | Price:  558.50 | Trend:   6.90% | Mom:  -3.77% | Risk: LOW       
  SUKHJITS.NS     | Price:  164.60 | Trend:  -4.86% | Mom:   2.39% | Risk: LOW       
  MGEL.NS         | Price:   15.95 | Trend:  -0.10% | Mom:  -3.33% | Risk: LOW       
  CGRAPHICS.NS    | Price:  135.40 | Trend:  -3.61% | Mom:   3.87% | Risk: LOW       
  DONEAR.NS       | Price:   84.74 | Trend:  -3.84% | Mom:   1.68% | Risk: LOW       
  DICIND.NS       | Price:  514.65 | Trend:   0.74% | Mom:   0.09% | Risk: LOW       
  CLEDUCATE.NS    | Price:   56.46 | Trend:   5.35% | Mom:  -2.87% | Risk: LOW       
  PANACHE.NS      | Price:  430.50 | Trend:   6.43% | Mom:  -0.12% | Risk: LOW       
  HTMEDIA.NS      | Price:   24.65 | Trend:   3.99% | Mom:  -5.74% | Risk: LOW       
  HIGREEN.NS      | Price:  138.70 | Trend:   2.23% | Mom:  -4.61% | Risk: LOW       
  PREMIERPOL.NS   | Price:   69.78 | Trend:   9.27% | Mom:  -5.38% | Risk: LOW       
  NDL.NS          | Price:    2.36 | Trend:  -4.34% | Mom:   0.00% | Risk: LOW       
  NAHARCAP.NS     | Price:  249.13 | Trend:  -0.85% | Mom:   1.06% | Risk: LOW       
  ORIENTCER.NS    | Price:   40.97 | Trend:   1.56% | Mom:  -0.27% | Risk: LOW       
  PLASTIBLEN.NS   | Price:  186.14 | Trend:   2.89% | Mom:  -6.26% | Risk: LOW       
  LORDSCHLO.NS    | Price:  143.77 | Trend:   4.55% | Mom:  -0.55% | Risk: LOW       
  AMANTA.NS       | Price:  168.72 | Trend:   8.81% | Mom:   0.43% | Risk: LOW       
  GSLSU.NS        | Price:   27.95 | Trend: -33.56% | Mom:   4.25% | Risk: LOW       
  THOMASCOTT.NS   | Price:  298.45 | Trend:  -0.13% | Mom:  -4.08% | Risk: LOW       
  NRL.NS          | Price:  106.59 | Trend:  22.49% | Mom:  -1.16% | Risk: LOW       
  PANSARI.NS      | Price:  323.90 | Trend:   2.94% | Mom: -10.19% | Risk: LOW       
  SOUTHWEST.NS    | Price:  238.27 | Trend:  -0.53% | Mom:   5.09% | Risk: LOW       
  ALBERTDAVD.NS   | Price:  689.30 | Trend:  -1.45% | Mom:  -0.85% | Risk: LOW       
  SRGHFL.NS       | Price:  293.20 | Trend:  -0.37% | Mom:  -6.24% | Risk: LOW       
  CHEMBONDCH.NS   | Price:  226.41 | Trend:   5.37% | Mom:  -5.79% | Risk: LOW       
  RBMINFRA.NS     | Price:  264.80 | Trend: -10.13% | Mom:   1.69% | Risk: LOW       
  EMAMIREAL.NS    | Price:   78.42 | Trend:  -6.18% | Mom:   1.37% | Risk: LOW       
  SWARAJ.NS       | Price:  364.70 | Trend:  24.38% | Mom:   0.62% | Risk: LOW       
  REMSONSIND.NS   | Price:   83.19 | Trend:  -0.98% | Mom:   6.35% | Risk: LOW       
  PASUPTAC.NS     | Price:   58.34 | Trend:  -7.73% | Mom:  -0.36% | Risk: LOW       
  S&SPOWER.NS     | Price:  318.45 | Trend: -13.53% | Mom:   0.24% | Risk: LOW       
  GENUSPAPER.NS   | Price:   12.08 | Trend:   0.03% | Mom:   7.00% | Risk: LOW       
  ORIENTBELL.NS   | Price:  319.25 | Trend:  -0.90% | Mom:   2.88% | Risk: LOW       
  JKIPL.NS        | Price:   97.97 | Trend:  -1.46% | Mom:   2.84% | Risk: LOW       
  BEDMUTHA.NS     | Price:  108.91 | Trend:  -0.42% | Mom:  -0.12% | Risk: LOW       
  NILAINFRA.NS    | Price:    7.38 | Trend:  -3.65% | Mom:   1.79% | Risk: LOW       
  UNIDT.NS        | Price:  222.98 | Trend:  -1.84% | Mom:  -0.25% | Risk: LOW       
  AVPINFRA.NS     | Price:   65.65 | Trend:  -2.89% | Mom:  13.78% | Risk: LOW       
  GICL.NS         | Price:   17.17 | Trend: -23.95% | Mom:   2.75% | Risk: LOW       
  GOACARBON.NS    | Price:  380.60 | Trend:  -2.71% | Mom:   2.66% | Risk: LOW       
  RUCHIRA.NS      | Price:  108.24 | Trend:  -1.78% | Mom:   4.38% | Risk: LOW       
  APCL.NS         | Price:  100.60 | Trend:  -8.55% | Mom:  -0.87% | Risk: LOW       
  SHREEKARNI.NS   | Price:  410.90 | Trend:  -3.90% | Mom:   0.22% | Risk: LOW       
  ROSSELLIND.NS   | Price:   57.55 | Trend:   0.88% | Mom:  -6.92% | Risk: LOW       
  OILCOUNTUB.NS   | Price:   56.10 | Trend:  -0.94% | Mom:   6.17% | Risk: LOW       
  VGL.NS          | Price:   62.20 | Trend:  -5.49% | Mom:   2.18% | Risk: LOW       
  IITL.NS         | Price:  127.68 | Trend:  -5.73% | Mom:  -0.82% | Risk: LOW       
  WTICAB.NS       | Price:  111.65 | Trend:  -0.36% | Mom: -14.54% | Risk: LOW       
  PROV.NS         | Price: 1620.00 | Trend:   1.96% | Mom:  -4.64% | Risk: LOW       
  NDGL.NS         | Price: 2783.70 | Trend:   4.99% | Mom:   0.50% | Risk: LOW       
  HALEOSLABS.NS   | Price: 1530.80 | Trend:   1.57% | Mom:  -2.57% | Risk: LOW       
  HARRMALAYA.NS   | Price:  215.55 | Trend:   3.73% | Mom:  -1.61% | Risk: LOW       
  URAVIDEF.NS     | Price:  113.00 | Trend:  -3.14% | Mom:  -0.55% | Risk: LOW       
  RACE.NS         | Price:  109.49 | Trend:  -1.64% | Mom:  -0.35% | Risk: LOW       
  EFACTOR.NS      | Price:  175.00 | Trend:  -0.31% | Mom:   9.14% | Risk: LOW       
  KANORICHEM.NS   | Price:  142.38 | Trend:  15.92% | Mom:   0.52% | Risk: LOW       
  MASON.NS        | Price:  125.00 | Trend:   0.50% | Mom:   0.81% | Risk: LOW       
  BHAGYANGR.NS    | Price:  380.30 | Trend:   5.32% | Mom:  -5.17% | Risk: LOW       
  MAWANASUG.NS    | Price:  104.63 | Trend:  -0.38% | Mom:  -7.63% | Risk: LOW       
  AFFORDABLE.NS   | Price:  180.86 | Trend:   1.42% | Mom: -10.25% | Risk: LOW       
  GOLDTECH.NS     | Price:   56.38 | Trend:   9.37% | Mom:   0.02% | Risk: LOW       
  PPAP.NS         | Price:  281.70 | Trend:  10.43% | Mom:  -5.00% | Risk: LOW       
  HITECHCORP.NS   | Price:  320.20 | Trend:   5.51% | Mom:  -0.62% | Risk: LOW       
  NATHBIOGEN.NS   | Price:  159.18 | Trend:  -4.42% | Mom:  -0.54% | Risk: LOW       
  SHERA.NS        | Price:  165.00 | Trend:   1.81% | Mom:  -3.71% | Risk: LOW       
  AUTOIND.NS      | Price:   87.83 | Trend:   4.17% | Mom:  -4.85% | Risk: LOW       
  SAAKSHI.NS      | Price:  295.55 | Trend:   6.07% | Mom:   0.75% | Risk: LOW       
  RVHL.NS         | Price:   44.93 | Trend:   2.11% | Mom:  -0.49% | Risk: LOW       
  GRETEX.NS       | Price:  285.10 | Trend:   4.31% | Mom:  -6.22% | Risk: LOW       
  SUPREME.NS      | Price:   45.72 | Trend:  -1.64% | Mom:   1.06% | Risk: LOW       
  OMFREIGHT.NS    | Price:   89.66 | Trend:  -0.07% | Mom:  -1.90% | Risk: LOW       
  PILITA.NS       | Price:    8.62 | Trend:   0.79% | Mom:  -3.15% | Risk: LOW       
  ELGIRUBCO.NS    | Price:   59.69 | Trend:  13.89% | Mom:  -3.48% | Risk: LOW       
  SHREYANIND.NS   | Price:  139.32 | Trend:  -0.26% | Mom:   2.34% | Risk: LOW       
  UCAL.NS         | Price:  114.53 | Trend:   3.91% | Mom:  -4.99% | Risk: LOW       
  VSTL.NS         | Price:  110.87 | Trend:  -3.64% | Mom:  -0.93% | Risk: LOW       
  JAYSREETEA.NS   | Price:   81.96 | Trend:  -3.14% | Mom:   0.12% | Risk: LOW       
  ZEELEARN.NS     | Price:    8.13 | Trend:  -0.23% | Mom:  -5.36% | Risk: LOW       
  NDLVENTURE.NS   | Price:  129.03 | Trend:  -0.53% | Mom:   0.66% | Risk: LOW       
  MEGASTAR.NS     | Price:  331.95 | Trend:  -0.25% | Mom:  -1.60% | Risk: LOW       
  SURANAT&P.NS    | Price:   17.95 | Trend:  -3.14% | Mom:  -0.17% | Risk: LOW       
  TAKE.NS         | Price:   21.42 | Trend: -17.45% | Mom:  12.44% | Risk: LOW       
  PRITIKAUTO.NS   | Price:   17.42 | Trend:   6.16% | Mom:  -4.76% | Risk: LOW       
  MADHAVBAUG.NS   | Price:  193.50 | Trend:   3.76% | Mom:  -5.54% | Risk: LOW       
  KAMOPAINTS.NS   | Price:    4.58 | Trend:  -8.23% | Mom:   0.00% | Risk: LOW       
  TCL.NS          | Price:  118.75 | Trend:  11.75% | Mom:  -8.30% | Risk: LOW       
  IVC.NS          | Price:    8.40 | Trend:   2.38% | Mom:   0.00% | Risk: LOW       
  RUDRA.NS        | Price:   17.27 | Trend:  -2.06% | Mom:   0.35% | Risk: LOW       
  ESCONET.NS      | Price:  130.85 | Trend:   4.72% | Mom:  -1.69% | Risk: LOW       
  KOTARISUG.NS    | Price:   25.28 | Trend:  -0.12% | Mom:   0.92% | Risk: LOW       
  GILLANDERS.NS   | Price:   89.31 | Trend:  -0.75% | Mom:  -0.74% | Risk: LOW       
  SAKHTISUG.NS    | Price:   16.89 | Trend:  -2.40% | Mom:  -0.65% | Risk: LOW       
  KMSUGAR.NS      | Price:   27.60 | Trend:   1.32% | Mom:  -5.41% | Risk: LOW       
  MURUDCERA.NS    | Price:   30.62 | Trend:  -3.51% | Mom:  -0.58% | Risk: LOW       
  CPCAP.NS        | Price:  110.07 | Trend:   5.68% | Mom:   0.05% | Risk: LOW       
  GENCON.NS       | Price:   40.33 | Trend:  -0.37% | Mom:   0.00% | Risk: LOW       
  SALSTEEL.NS     | Price:   57.56 | Trend:  -0.19% | Mom:   8.36% | Risk: LOW       
  NAVKARURB.NS    | Price:    1.03 | Trend:   0.84% | Mom: -11.21% | Risk: LOW       
  CORDSCABLE.NS   | Price:  201.53 | Trend:  -5.34% | Mom:  -0.75% | Risk: LOW       
  WORTHPERI.NS    | Price:  145.77 | Trend:   8.54% | Mom:   0.27% | Risk: LOW       
  DEVIT.NS        | Price:   27.03 | Trend:  -2.58% | Mom:  -0.84% | Risk: LOW       
  BALAXI.NS       | Price:   23.90 | Trend:  -0.82% | Mom:   0.97% | Risk: LOW       
  MHLXMIRU.NS     | Price:  141.27 | Trend:  -7.65% | Mom:   2.40% | Risk: LOW       
  UNITEDTEA.NS    | Price:  480.95 | Trend:  -1.24% | Mom:   4.59% | Risk: LOW       
  BASML.NS        | Price:   26.87 | Trend:   2.87% | Mom:   0.60% | Risk: LOW       
  DHARAN.NS       | Price:    0.15 | Trend:   0.00% | Mom:   0.00% | Risk: LOW       
  GRCL.NS         | Price:  566.05 | Trend:   0.53% | Mom:  -6.84% | Risk: LOW       
  PLAZACABLE.NS   | Price:   42.45 | Trend:  -7.01% | Mom:  -0.31% | Risk: LOW       
  SETCO.NS        | Price:   17.70 | Trend:   2.65% | Mom:  -1.72% | Risk: LOW       
  RANASUG.NS      | Price:   11.81 | Trend:  -4.44% | Mom:  -0.51% | Risk: LOW       
  IBULLSLTD.NS    | Price:   27.38 | Trend:   3.50% | Mom:  -5.55% | Risk: LOW       
  EMMIL.NS        | Price:  124.05 | Trend:  -3.81% | Mom:   0.04% | Risk: LOW       
  AAREYDRUGS.NS   | Price:   77.86 | Trend:  -4.18% | Mom:   3.95% | Risk: LOW       
  NATCAPSUQ.NS    | Price:  143.28 | Trend:  -5.55% | Mom:   0.51% | Risk: LOW       
  DRONE.NS        | Price:   39.40 | Trend:  -2.69% | Mom:   2.20% | Risk: LOW       
  NITIRAJ.NS      | Price:  215.82 | Trend:  10.36% | Mom:  -0.93% | Risk: LOW       
  EQUIPPP.NS      | Price:   22.33 | Trend:   6.97% | Mom:  -9.01% | Risk: LOW       
  INCREDIBLE.NS   | Price:   33.15 | Trend:  -2.40% | Mom:  -0.09% | Risk: LOW       
  MADHUSUDAN.NS   | Price:  235.45 | Trend:  17.24% | Mom:  -2.34% | Risk: LOW       
  ENFUSE.NS       | Price:  164.50 | Trend:  -1.76% | Mom:   1.32% | Risk: LOW       
  ARVEE.NS        | Price:  156.72 | Trend:  -3.28% | Mom:  -0.82% | Risk: LOW       
  IEML.NS         | Price:   41.80 | Trend:  -5.30% | Mom:   3.34% | Risk: LOW       
  TUNWAL.NS       | Price:   26.05 | Trend:  -5.69% | Mom:   1.17% | Risk: LOW       
  LAL.NS          | Price:    8.53 | Trend:   4.48% | Mom:  -0.12% | Risk: LOW       
  SONAMLTD.NS     | Price:   55.22 | Trend:   0.53% | Mom:  -1.62% | Risk: LOW       
  PRAENG.NS       | Price:   20.26 | Trend:  -2.30% | Mom:   2.37% | Risk: LOW       
  SUPERHOUSE.NS   | Price:  160.12 | Trend:   2.22% | Mom: -10.61% | Risk: LOW       
  RUCHINFRA.NS    | Price:    5.88 | Trend:  -3.51% | Mom:   2.26% | Risk: LOW       
  ENSER.NS        | Price:   13.75 | Trend:  -7.03% | Mom:  10.44% | Risk: LOW       
  MAITREYA.NS     | Price:  119.00 | Trend: -16.29% | Mom:   0.76% | Risk: LOW       
  USK.NS          | Price:   22.25 | Trend:  -3.56% | Mom:   0.86% | Risk: LOW       
  MAHESHWARI.NS   | Price:   72.99 | Trend:   4.65% | Mom:  -0.01% | Risk: LOW       
  MODTHREAD.NS    | Price:   47.88 | Trend:   3.36% | Mom:   0.40% | Risk: LOW       
  DOLLEX.NS       | Price:   30.25 | Trend:  -0.28% | Mom:   0.83% | Risk: LOW       
  IBLFL.NS        | Price:   61.55 | Trend:   5.14% | Mom:   0.90% | Risk: LOW       
  XELPMOC.NS      | Price:   81.25 | Trend:  -6.76% | Mom:   0.04% | Risk: LOW       
  TEXMOPIPES.NS   | Price:   42.88 | Trend:  -3.52% | Mom:  -0.42% | Risk: LOW       
  WOMANCART.NS    | Price:  102.70 | Trend:  -4.01% | Mom:   3.01% | Risk: LOW       
  UMIYA-MRO.NS    | Price:   88.81 | Trend:   0.32% | Mom:   0.02% | Risk: LOW       
  MAGNUM.NS       | Price:   19.68 | Trend:   0.39% | Mom:   4.85% | Risk: LOW       
  MUKTAARTS.NS    | Price:   56.80 | Trend:  -4.41% | Mom:  11.86% | Risk: LOW       
  USASEEDS.NS     | Price:   85.85 | Trend:  -7.20% | Mom:   2.26% | Risk: LOW       
  KREBSBIO.NS     | Price:   53.65 | Trend: -11.39% | Mom:  -0.07% | Risk: LOW       
  RPPL.NS         | Price:   21.12 | Trend:   4.64% | Mom:  -5.12% | Risk: LOW       
  SHEETAL.NS      | Price:  294.75 | Trend:   0.29% | Mom:  -0.42% | Risk: LOW       
  HPIL.NS         | Price:  126.08 | Trend:  -0.61% | Mom:   1.15% | Risk: LOW       
  SURANASOL.NS    | Price:   26.04 | Trend:  -2.41% | Mom:  -0.34% | Risk: LOW       
  INVENTURE.NS    | Price:    0.90 | Trend:  -3.83% | Mom:   0.00% | Risk: LOW       
  STEELCITY.NS    | Price:   75.25 | Trend:  -2.18% | Mom:  -0.32% | Risk: LOW       
  COMPUSOFT.NS    | Price:   13.43 | Trend:   0.25% | Mom:   2.75% | Risk: LOW       
  LAGNAM.NS       | Price:   86.34 | Trend:   5.17% | Mom:  -1.73% | Risk: LOW       
  SAMBHAAV.NS     | Price:    6.36 | Trend:  -1.47% | Mom:   4.09% | Risk: LOW       
  MASTER.NS       | Price:  460.00 | Trend:  21.42% | Mom:  -1.49% | Risk: LOW       
  MAL.NS          | Price:   33.35 | Trend:  -0.91% | Mom:   3.57% | Risk: LOW       
  SMLT.NS         | Price:   67.11 | Trend:  -4.00% | Mom:   0.37% | Risk: LOW       
  GTL.NS          | Price:    7.29 | Trend:  -4.86% | Mom:   2.24% | Risk: LOW       
  SMARTLINK.NS    | Price:  200.40 | Trend:  12.58% | Mom:  -3.73% | Risk: LOW       
  MAHAPEXLTD.NS   | Price:   44.92 | Trend:  -3.50% | Mom:   1.08% | Risk: LOW       
  SADBHIN.NS      | Price:    2.64 | Trend:  -3.13% | Mom:   6.45% | Risk: LOW       
  SEMAC.NS        | Price:  311.40 | Trend:  -5.16% | Mom:   0.78% | Risk: LOW       
  REXPIPES.NS     | Price:  171.00 | Trend:  -1.95% | Mom:   0.00% | Risk: LOW       
  JOCIL.NS        | Price:  144.29 | Trend:  -2.09% | Mom:   1.06% | Risk: LOW       
  MCL.NS          | Price:   53.30 | Trend:  -6.02% | Mom:   0.99% | Risk: LOW       
  LAMBODHARA.NS   | Price:  113.75 | Trend:   2.82% | Mom:  -1.93% | Risk: LOW       
  SHIGAN.NS       | Price:   65.50 | Trend:  -3.08% | Mom:   0.85% | Risk: LOW       
  SURANI.NS       | Price:   99.80 | Trend: -10.93% | Mom:  -0.89% | Risk: LOW       
  LOYALTEX.NS     | Price:  204.00 | Trend:  -2.00% | Mom:   2.00% | Risk: LOW       
  OSWALSEEDS.NS   | Price:   10.76 | Trend:  -0.54% | Mom:   2.48% | Risk: LOW       
  SECMARK.NS      | Price:  127.00 | Trend:   0.65% | Mom:  -0.71% | Risk: LOW       
  ZENITHEXPO.NS   | Price:  200.90 | Trend:  -0.75% | Mom:   1.46% | Risk: LOW       
  LATTEYS.NS      | Price:   19.98 | Trend:  -7.11% | Mom:   1.01% | Risk: LOW       
  SSFL.NS         | Price:  259.45 | Trend:  11.51% | Mom:  -8.22% | Risk: LOW       
  TARMAT.NS       | Price:   49.33 | Trend:  -2.71% | Mom:   2.13% | Risk: LOW       
  SIDDHIKA.NS     | Price:  211.00 | Trend:   0.36% | Mom:  -2.79% | Risk: LOW       
  PAR.NS          | Price:   98.90 | Trend:   6.95% | Mom:  -5.75% | Risk: LOW       
  ASCOM.NS        | Price:  258.75 | Trend:   2.50% | Mom:   0.00% | Risk: LOW       
  ROCKINGDCE.NS   | Price:  188.00 | Trend:  -0.32% | Mom:   7.43% | Risk: LOW       
  AAATECH.NS      | Price:   89.38 | Trend:  -5.01% | Mom:  -0.02% | Risk: LOW       
  ZENITHSTL.NS    | Price:    5.54 | Trend:  -3.53% | Mom:   0.54% | Risk: LOW       
  NAMAN.NS        | Price:   45.00 | Trend:  -3.94% | Mom:   2.62% | Risk: LOW       
  ZENITHDRUG.NS   | Price:   47.80 | Trend:   3.02% | Mom:  -6.27% | Risk: LOW       
  MAGSON.NS       | Price:  180.00 | Trend:   3.89% | Mom:  -0.94% | Risk: LOW       
  KEL.NS          | Price:   81.00 | Trend:  -0.40% | Mom:   2.53% | Risk: LOW       
  PRUDMOULI.NS    | Price:   13.41 | Trend:  -9.53% | Mom:  -0.67% | Risk: LOW       
  AMDIND.NS       | Price:   46.43 | Trend:   0.09% | Mom:   5.91% | Risk: LOW       
  BVCL.NS         | Price:   41.20 | Trend:  -1.58% | Mom:  -0.89% | Risk: LOW       
  CINEVISTA.NS    | Price:   15.06 | Trend:  -3.77% | Mom:  -0.59% | Risk: LOW       
  JHS.NS          | Price:    7.57 | Trend:  -4.17% | Mom:   2.44% | Risk: LOW       
  AAKASH.NS       | Price:    8.95 | Trend:  -2.37% | Mom:   0.00% | Risk: LOW       
  KANDARP.NS      | Price:  100.90 | Trend: -10.59% | Mom:   0.90% | Risk: LOW       
  DBSTOCKBRO.NS   | Price:   34.46 | Trend:   0.85% | Mom: -10.52% | Risk: LOW       
  MHHL.NS         | Price:   37.00 | Trend:   5.95% | Mom:   0.00% | Risk: LOW       
  KONSTELEC.NS    | Price:   61.45 | Trend:  20.33% | Mom:  -4.73% | Risk: LOW       
  SANGANI.NS      | Price:   44.85 | Trend:  -0.85% | Mom:  -0.11% | Risk: LOW       
  PARTYCRUS.NS    | Price:   88.00 | Trend:  -4.95% | Mom:   1.15% | Risk: LOW       
  AJOONI.NS       | Price:    4.00 | Trend:   2.40% | Mom:  -3.38% | Risk: LOW       
  MEGAFLEX.NS     | Price:  100.00 | Trend: -14.00% | Mom:   0.00% | Risk: LOW       
  HGM.NS          | Price:   50.31 | Trend:  -5.69% | Mom:   0.98% | Risk: LOW       
  ARISTO.NS       | Price:  109.25 | Trend:   6.76% | Mom:  -5.00% | Risk: LOW       
  SRIVASAVI.NS    | Price:   83.25 | Trend:  19.73% | Mom:  -7.45% | Risk: LOW       
  PULZ.NS         | Price:   24.00 | Trend:  -0.00% | Mom:   4.35% | Risk: LOW       
  AGRITECH.NS     | Price:  109.63 | Trend:  -4.15% | Mom:  -0.34% | Risk: LOW       
  BANARBEADS.NS   | Price:  115.29 | Trend:   6.51% | Mom:  -2.91% | Risk: LOW       
  AGROPHOS.NS     | Price:   29.25 | Trend:  -4.16% | Mom:  -0.85% | Risk: LOW       
  K2INFRA.NS      | Price:   54.05 | Trend:  -8.15% | Mom:  -0.55% | Risk: LOW       
  3PLAND.NS       | Price:   31.70 | Trend:  -1.03% | Mom:  -0.72% | Risk: LOW       
  AMEYA.NS        | Price:  109.00 | Trend:   0.40% | Mom:  -5.63% | Risk: LOW       
  SECURKLOUD.NS   | Price:   18.07 | Trend:  -4.89% | Mom:  -0.50% | Risk: LOW       
  ROML.NS         | Price:   44.41 | Trend:  -2.62% | Mom:  -0.02% | Risk: LOW       
  HOMESFY.NS      | Price:  122.85 | Trend:   7.94% | Mom:   0.00% | Risk: LOW       
  VELS.NS         | Price:   73.00 | Trend:   4.32% | Mom:   0.00% | Risk: LOW       
  TPHQ.NS         | Price:    0.42 | Trend: -10.83% | Mom:   0.00% | Risk: LOW       
  ATLASCYCLE.NS   | Price:   98.35 | Trend:  -0.35% | Mom:   1.69% | Risk: LOW       
  SHEKHAWATI.NS   | Price:   12.56 | Trend:  -9.56% | Mom:  -0.55% | Risk: LOW       
  FMNL.NS         | Price:    9.47 | Trend:  -7.03% | Mom:   0.21% | Risk: LOW       
  SYNOPTICS.NS    | Price:   74.20 | Trend:  10.10% | Mom:   0.75% | Risk: LOW       
  BANG.NS         | Price:   29.57 | Trend:  -7.92% | Mom:   1.75% | Risk: LOW       
  LRRPL.NS        | Price:   92.85 | Trend:   4.43% | Mom:  -1.28% | Risk: LOW       
  NIBL.NS         | Price:   33.87 | Trend:   6.40% | Mom:  -3.03% | Risk: LOW       
