NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-04-11 19:03:33

BUY SIGNALS (1352):
  LT.NS           | Price: 3959.90 | Entry:  3880.7 | Target: 4689.76 | Risk: LOW       
  SEL.NS          | Price:  213.00 | Entry:  208.74 | Target:  279.27 | Risk: LOW       
  LCCINFOTEC.NS   | Price:    5.24 | Entry:    5.14 | Target:    7.10 | Risk: LOW       
  MCON.NS         | Price:   58.10 | Entry:   56.94 | Target:   69.40 | Risk: LOW       
  ASTRON.NS       | Price:    4.80 | Entry:     4.7 | Target:    6.31 | Risk: LOW       
  KHAITANLTD.NS   | Price:  108.78 | Entry:   106.6 | Target:  144.38 | Risk: LOW       
  SIMBHALS.NS     | Price:    8.70 | Entry:    8.53 | Target:   11.00 | Risk: LOW       
  HYBRIDFIN.NS    | Price:   20.22 | Entry:   19.82 | Target:   28.41 | Risk: LOW       
  VISHWAS.NS      | Price:   40.00 | Entry:    39.2 | Target:   48.32 | Risk: LOW       
  DKEGL.NS        | Price:   76.80 | Entry:   75.26 | Target:   94.00 | Risk: LOW       
  PENTAGON.NS     | Price:   74.95 | Entry:   73.45 | Target:   90.82 | Risk: LOW       
  RULKA.NS        | Price:   97.00 | Entry:   95.06 | Target:  125.46 | Risk: LOW       
  UCL.NS          | Price:   96.90 | Entry:   94.96 | Target:  111.45 | Risk: LOW       
  COUNCODOS.NS    | Price:    4.97 | Entry:    4.87 | Target:    6.89 | Risk: LOW       
  WEWIN.NS        | Price:   54.40 | Entry:   53.31 | Target:   78.78 | Risk: LOW       
  MADHUCON.NS     | Price:    5.14 | Entry:    5.04 | Target:    6.65 | Risk: LOW       
  AGNI.NS         | Price:   20.00 | Entry:    19.6 | Target:   23.73 | Risk: LOW       
  MOXSH.NS        | Price:  133.85 | Entry:  131.17 | Target:  137.01 | Risk: LOW       
  MILTON.NS       | Price:   50.30 | Entry:   49.29 | Target:   51.12 | Risk: LOW       
  NGIL.NS         | Price:   28.90 | Entry:   28.32 | Target:   39.73 | Risk: LOW       
  ADL.NS          | Price:   70.08 | Entry:   68.68 | Target:   96.09 | Risk: LOW       
  ABMINTLLTD.NS   | Price:   46.20 | Entry:   45.28 | Target:   48.88 | Risk: LOW       
  AKASH.NS        | Price:   27.98 | Entry:   27.42 | Target:   35.63 | Risk: LOW       
  DEEM.NS         | Price:   40.10 | Entry:    39.3 | Target:   52.44 | Risk: LOW       
  MOHITIND.NS     | Price:   23.73 | Entry:   23.26 | Target:   31.43 | Risk: LOW       
  KONTOR.NS       | Price:   69.95 | Entry:   68.55 | Target:   93.66 | Risk: LOW       
  VIJIFIN.NS      | Price:    3.23 | Entry:    3.17 | Target:    4.23 | Risk: LOW       
  AKSHAR.NS       | Price:    0.46 | Entry:    0.45 | Target:    0.66 | Risk: LOW       
  KEEPLEARN.NS    | Price:    1.99 | Entry:    1.95 | Target:    2.85 | Risk: LOW       
  ASHOKAMET.NS    | Price:   16.07 | Entry:   15.75 | Target:   21.71 | Risk: LOW       
  NKIND.NS        | Price:   64.91 | Entry:   63.61 | Target:   92.26 | Risk: LOW       
  AGARWALFT.NS    | Price:   32.35 | Entry:    31.7 | Target:   38.24 | Risk: LOW       
  MEDIORG.NS      | Price:   27.70 | Entry:   27.15 | Target:   36.49 | Risk: LOW       
  MONOPHARMA.NS   | Price:   12.10 | Entry:   11.86 | Target:   13.87 | Risk: LOW       
  SGL.NS          | Price:   12.01 | Entry:   11.77 | Target:   17.78 | Risk: LOW       
  KANANIIND.NS    | Price:    1.74 | Entry:    1.71 | Target:    2.52 | Risk: LOW       
  NEUEON.NS       | Price:   16.86 | Entry:   16.52 | Target:   18.36 | Risk: LOW       
  VINEETLAB.NS    | Price:   32.62 | Entry:   31.97 | Target:   39.71 | Risk: LOW       
  KAUSHALYA.NS    | Price:  834.10 | Entry:  817.42 | Target: 1042.35 | Risk: LOW       
  INFOMEDIA.NS    | Price:    5.96 | Entry:    5.84 | Target:    8.78 | Risk: LOW       
  BILVYAPAR.NS    | Price:    6.48 | Entry:    6.35 | Target:    8.34 | Risk: LOW       
  VILINBIO.NS     | Price:   37.95 | Entry:   37.19 | Target:   41.49 | Risk: LOW       
  MITTAL.NS       | Price:    0.98 | Entry:    0.96 | Target:    1.45 | Risk: LOW       
  CELLPOINT.NS    | Price:   16.00 | Entry:   15.68 | Target:   21.95 | Risk: LOW       
  ROLLT.NS        | Price:    1.26 | Entry:    1.23 | Target:    1.57 | Risk: LOW       
  TGBHOTELS.NS    | Price:    9.44 | Entry:    9.25 | Target:   12.57 | Risk: LOW       
  VSCL.NS         | Price:   25.50 | Entry:   24.99 | Target:   28.82 | Risk: LOW       
  LIBAS.NS        | Price:   11.13 | Entry:   10.91 | Target:   14.93 | Risk: LOW       
  FLFL.NS         | Price:    1.32 | Entry:    1.29 | Target:    1.74 | Risk: LOW       
  YUDIZ.NS        | Price:   30.85 | Entry:   30.23 | Target:   37.12 | Risk: LOW       
  MICROPRO.NS     | Price:   20.80 | Entry:   20.38 | Target:   26.51 | Risk: LOW       
  HAVISHA.NS      | Price:    1.65 | Entry:    1.62 | Target:    2.62 | Risk: LOW       
  MORARJEE.NS     | Price:    7.45 | Entry:     7.3 | Target:    9.42 | Risk: LOW       
  KSHITIJPOL.NS   | Price:    2.73 | Entry:    2.68 | Target:    3.41 | Risk: LOW       
  MANDEEP.NS      | Price:   21.50 | Entry:   21.07 | Target:   25.32 | Risk: LOW       
  CYBERMEDIA.NS   | Price:   15.22 | Entry:   14.92 | Target:   21.27 | Risk: LOW       
  SANGINITA.NS    | Price:   21.52 | Entry:   21.09 | Target:   23.36 | Risk: LOW       
  GTECJAINX.NS    | Price:   20.70 | Entry:   20.29 | Target:   28.76 | Risk: LOW       
  FEL.NS          | Price:    0.43 | Entry:    0.42 | Target:    0.50 | Risk: LOW       
  VIVIDHA.NS      | Price:    0.60 | Entry:    0.59 | Target:    0.90 | Risk: LOW       
  TIJARIA.NS      | Price:    4.90 | Entry:     4.8 | Target:    6.38 | Risk: LOW       
  RADAAN.NS       | Price:    3.23 | Entry:    3.17 | Target:    4.91 | Risk: LOW       
  ISHAN.NS        | Price:    0.80 | Entry:    0.78 | Target:    0.96 | Risk: LOW       
  JIWANRAM.NS     | Price:    5.50 | Entry:    5.39 | Target:    7.27 | Risk: LOW       
  LYPSAGEMS.NS    | Price:    5.33 | Entry:    5.22 | Target:    7.42 | Risk: LOW       
  ANTGRAPHIC.NS   | Price:    0.86 | Entry:    0.84 | Target:    1.22 | Risk: LOW       
  ARENTERP.NS     | Price:   40.60 | Entry:   39.79 | Target:   57.07 | Risk: LOW       
  MTEDUCARE.NS    | Price:    1.49 | Entry:    1.46 | Target:    1.90 | Risk: LOW       
  UMESLTD.NS      | Price:    6.66 | Entry:    6.53 | Target:    9.12 | Risk: LOW       
  VIVO.NS         | Price:   76.00 | Entry:   74.48 | Target:   77.21 | Risk: LOW       
  GLOBALE.NS      | Price:   11.72 | Entry:   11.49 | Target:   16.66 | Risk: LOW       
  EUROTEXIND.NS   | Price:   13.80 | Entry:   13.52 | Target:   18.51 | Risk: LOW       
  SHANTI.NS       | Price:    7.23 | Entry:    7.09 | Target:   10.27 | Risk: LOW       
  PREMIER.NS      | Price:    3.15 | Entry:    3.09 | Target:    4.09 | Risk: LOW       
  ACCORD.NS       | Price:   33.10 | Entry:   32.44 | Target:   36.28 | Risk: LOW       
  AMJUMBO.NS      | Price:   11.45 | Entry:   11.22 | Target:   11.52 | Risk: LOW       
  SETUINFRA.NS    | Price:    0.47 | Entry:    0.46 | Target:    0.57 | Risk: LOW       
  LAKPRE.NS       | Price:    5.32 | Entry:    5.21 | Target:    7.12 | Risk: LOW       

HOLD SIGNALS (1137):
  HDFCBANK.NS     | Price:  810.30 | Trend:  -6.22% | Mom:   5.94% | Risk: LOW       
  BHARTIARTL.NS   | Price: 1870.00 | Trend:  -1.93% | Mom:   3.77% | Risk: LOW       
  TCS.NS          | Price: 2524.30 | Trend:  -5.12% | Mom:   5.23% | Risk: LOW       
  ICICIBANK.NS    | Price: 1321.90 | Trend:  -0.77% | Mom:   5.65% | Risk: LOW       
  SBIN.NS         | Price: 1066.70 | Trend:  -3.66% | Mom:   3.48% | Risk: LOW       
  INFY.NS         | Price: 1292.50 | Trend:  -5.55% | Mom:   1.11% | Risk: LOW       
  BAJFINANCE.NS   | Price:  924.55 | Trend:  -0.62% | Mom:   8.90% | Risk: LOW       
  HINDUNILVR.NS   | Price: 2155.30 | Trend:  -4.20% | Mom:   3.37% | Risk: LOW       
  LICI.NS         | Price:  798.35 | Trend:  -2.53% | Mom:   5.23% | Risk: LOW       
  ITC.NS          | Price:  304.25 | Trend:  -1.76% | Mom:   4.46% | Risk: LOW       
  MARUTI.NS       | Price: 13709.00 | Trend:  -2.27% | Mom:   9.99% | Risk: LOW       
  M&M.NS          | Price: 3259.80 | Trend:  -1.39% | Mom:   7.54% | Risk: LOW       
  HCLTECH.NS      | Price: 1451.20 | Trend:  -0.02% | Mom:   5.67% | Risk: LOW       
  KOTAKBANK.NS    | Price:  374.55 | Trend:  -5.61% | Mom:   2.10% | Risk: LOW       
  ULTRACEMCO.NS   | Price: 11589.00 | Trend:  -3.52% | Mom:   7.66% | Risk: LOW       
  BAJAJFINSV.NS   | Price: 1809.20 | Trend:  -3.93% | Mom:   6.15% | Risk: LOW       
  ETERNAL.NS      | Price:  240.23 | Trend:  -5.21% | Mom:   0.96% | Risk: LOW       
  WIPRO.NS        | Price:  204.88 | Trend:  -1.68% | Mom:   8.55% | Risk: LOW       
  NESTLEIND.NS    | Price: 1249.30 | Trend:  -0.52% | Mom:   5.59% | Risk: LOW       
  INDIGO.NS       | Price: 4554.20 | Trend:  -0.30% | Mom:   9.72% | Risk: LOW       
  IOC.NS          | Price:  142.96 | Trend: -10.60% | Mom:   3.07% | Risk: LOW       
  TMPV.NS         | Price:  342.60 | Trend:  -1.44% | Mom:  10.09% | Risk: LOW       
  HINDZINC.NS     | Price:  564.60 | Trend:  -3.13% | Mom:  13.59% | Risk: LOW       
  JIOFIN.NS       | Price:  243.20 | Trend:  -2.20% | Mom:   4.51% | Risk: LOW       
  GRASIM.NS       | Price: 2742.60 | Trend:  -0.61% | Mom:   7.58% | Risk: LOW       
  SBILIFE.NS      | Price: 1923.20 | Trend:  -1.95% | Mom:   4.75% | Risk: LOW       
  DLF.NS          | Price:  569.60 | Trend:  -3.72% | Mom:   9.33% | Risk: LOW       
  DIVISLAB.NS     | Price: 6116.50 | Trend:  -0.50% | Mom:   1.50% | Risk: LOW       
  HDFCLIFE.NS     | Price:  604.15 | Trend:  -9.86% | Mom:   0.19% | Risk: LOW       
  LTIM.NS         | Price: 4503.70 | Trend:  -6.03% | Mom:   6.94% | Risk: LOW       
  IRFC.NS         | Price:  100.26 | Trend:  -3.11% | Mom:   7.96% | Risk: LOW       
  VBL.NS          | Price:  431.60 | Trend:  -0.49% | Mom:  11.28% | Risk: LOW       
  PIDILITIND.NS   | Price: 1357.10 | Trend:  -3.93% | Mom:   1.87% | Risk: LOW       
  BPCL.NS         | Price:  299.35 | Trend: -11.68% | Mom:   6.06% | Risk: LOW       
  TECHM.NS        | Price: 1440.20 | Trend:  -2.23% | Mom:   0.52% | Risk: LOW       
  BAJAJHLDNG.NS   | Price: 9997.50 | Trend:  -3.37% | Mom:   7.07% | Risk: LOW       
  BRITANNIA.NS    | Price: 5557.50 | Trend:  -4.81% | Mom:   0.80% | Risk: LOW       
  AMBUJACEM.NS    | Price:  445.20 | Trend:  -6.96% | Mom:   9.24% | Risk: LOW       
  TATACAP.NS      | Price:  326.60 | Trend:  -1.20% | Mom:  -0.05% | Risk: LOW       
  BANKBARODA.NS   | Price:  276.19 | Trend:  -4.18% | Mom:   2.10% | Risk: LOW       
  CHOLAFIN.NS     | Price: 1581.20 | Trend:  -1.24% | Mom:  11.44% | Risk: LOW       
  TMCV.NS         | Price:  444.55 | Trend:  -1.69% | Mom:   6.94% | Risk: LOW       
  PNB.NS          | Price:  111.80 | Trend:  -5.38% | Mom:   4.23% | Risk: LOW       
  CIPLA.NS        | Price: 1229.50 | Trend:  -5.32% | Mom:   0.83% | Risk: LOW       
  GODREJCP.NS     | Price: 1078.10 | Trend:  -3.82% | Mom:   7.07% | Risk: LOW       
  LODHA.NS        | Price:  826.55 | Trend: -10.06% | Mom:  13.79% | Risk: LOW       
  GAIL.NS         | Price:  154.08 | Trend:  -0.77% | Mom:  11.92% | Risk: LOW       
  CANBK.NS        | Price:  140.15 | Trend:  -2.23% | Mom:   5.26% | Risk: LOW       
  TATACONSUM.NS   | Price: 1093.70 | Trend:  -1.48% | Mom:   3.86% | Risk: LOW       
  LGEINDIA.NS     | Price: 1477.70 | Trend:  -2.10% | Mom:  -0.93% | Risk: LOW       
  INDHOTEL.NS     | Price:  641.50 | Trend:  -0.82% | Mom:   6.20% | Risk: LOW       
  HEROMOTOCO.NS   | Price: 5466.50 | Trend:   0.46% | Mom:   4.06% | Risk: LOW       
  SHREECEM.NS     | Price: 24340.00 | Trend:  -3.60% | Mom:   4.35% | Risk: LOW       
  IDBI.NS         | Price:   74.01 | Trend: -21.62% | Mom:  10.35% | Risk: LOW       
  SWIGGY.NS       | Price:  275.00 | Trend:  -8.98% | Mom:  -0.27% | Risk: LOW       
  MANKIND.NS      | Price: 2079.00 | Trend:  -0.70% | Mom:   4.59% | Risk: LOW       
  INDUSTOWER.NS   | Price:  437.85 | Trend:  -1.50% | Mom:   1.99% | Risk: LOW       
  ICICIGI.NS      | Price: 1786.00 | Trend:  -3.13% | Mom:   3.23% | Risk: LOW       
  DIXON.NS        | Price: 10676.00 | Trend:   0.36% | Mom:   4.93% | Risk: LOW       
  IDEA.NS         | Price:    9.25 | Trend:  -8.80% | Mom:   4.17% | Risk: LOW       
  HAVELLS.NS      | Price: 1281.70 | Trend:  -3.24% | Mom:   3.85% | Risk: LOW       
  MARICO.NS       | Price:  763.25 | Trend:   0.32% | Mom:   3.27% | Risk: LOW       
  HINDPETRO.NS    | Price:  360.60 | Trend: -10.16% | Mom:   7.07% | Risk: LOW       
  DABUR.NS        | Price:  435.70 | Trend:  -8.72% | Mom:   3.39% | Risk: LOW       
  LUPIN.NS        | Price: 2333.80 | Trend:   3.15% | Mom:   0.09% | Risk: LOW       
  ICICIPRULI.NS   | Price:  547.00 | Trend:  -9.68% | Mom:   1.77% | Risk: LOW       
  NAUKRI.NS       | Price:  990.90 | Trend:  -6.88% | Mom:   0.35% | Risk: LOW       
  SRF.NS          | Price: 2473.40 | Trend:  -6.18% | Mom:   0.07% | Risk: LOW       
  NHPC.NS         | Price:   77.09 | Trend:   1.68% | Mom:   0.72% | Risk: LOW       
  SBICARD.NS      | Price:  677.50 | Trend:  -6.66% | Mom:   0.59% | Risk: LOW       
  ASHOKLEY.NS     | Price:  178.02 | Trend:  -5.62% | Mom:   6.52% | Risk: LOW       
  RVNL.NS         | Price:  275.00 | Trend:  -6.38% | Mom:   6.40% | Risk: LOW       
  PRESTIGE.NS     | Price: 1322.40 | Trend:  -3.74% | Mom:  10.06% | Risk: LOW       
  UNOMINDA.NS     | Price: 1078.00 | Trend:  -4.69% | Mom:   0.62% | Risk: LOW       
  FORTIS.NS       | Price:  847.85 | Trend:  -2.27% | Mom:   4.49% | Risk: LOW       
  YESBANK.NS      | Price:   19.08 | Trend:  -4.33% | Mom:   5.59% | Risk: LOW       
  VMM.NS          | Price:  114.50 | Trend:  -0.49% | Mom:   7.08% | Risk: LOW       
  ALKEM.NS        | Price: 5440.00 | Trend:  -0.62% | Mom:   2.70% | Risk: LOW       
  MRF.NS          | Price: 136705.00 | Trend:  -0.54% | Mom:   7.10% | Risk: LOW       
  HDBFS.NS        | Price:  625.25 | Trend:  -6.79% | Mom:   3.27% | Risk: LOW       
  INDUSINDBK.NS   | Price:  830.90 | Trend:  -5.33% | Mom:   4.22% | Risk: LOW       
  COLPAL.NS       | Price: 1939.10 | Trend:  -6.03% | Mom:   3.29% | Risk: LOW       
  COFORGE.NS      | Price: 1224.30 | Trend:  -5.98% | Mom:  10.29% | Risk: LOW       
  BANKINDIA.NS    | Price:  147.93 | Trend:  -6.54% | Mom:   1.09% | Risk: LOW       
  IRCTC.NS        | Price:  542.30 | Trend:  -5.07% | Mom:   5.27% | Risk: LOW       
  UPL.NS          | Price:  644.85 | Trend:  -2.93% | Mom:   3.93% | Risk: LOW       
  IDFCFIRSTB.NS   | Price:   66.21 | Trend:  -8.51% | Mom:   6.64% | Risk: LOW       
  PIIND.NS        | Price: 2952.10 | Trend:  -2.22% | Mom:   7.00% | Risk: LOW       
  MFSL.NS         | Price: 1654.80 | Trend:  -2.04% | Mom:   4.50% | Risk: LOW       
  MPHASIS.NS      | Price: 2326.70 | Trend:  -1.09% | Mom:   9.92% | Risk: LOW       
  LINDEINDIA.NS   | Price: 7190.00 | Trend:   6.93% | Mom:  -2.75% | Risk: LOW       
  SUNDARMFIN.NS   | Price: 4932.50 | Trend:  -4.02% | Mom:   6.09% | Risk: LOW       
  SUPREMEIND.NS   | Price: 3802.40 | Trend:  -0.28% | Mom:   1.28% | Risk: LOW       
  TATACOMM.NS     | Price: 1509.00 | Trend:  -1.03% | Mom:   7.23% | Risk: LOW       
  APLAPOLLO.NS    | Price: 2064.60 | Trend:  -1.33% | Mom:   4.57% | Risk: LOW       
  GLAXO.NS        | Price: 2394.00 | Trend:  -2.87% | Mom:   3.68% | Risk: LOW       
  BALKRISIND.NS   | Price: 2268.90 | Trend:  -3.46% | Mom:  10.27% | Risk: LOW       
  ITCHOTELS.NS    | Price:  154.99 | Trend:  -7.29% | Mom:   6.69% | Risk: LOW       
  HEXT.NS         | Price:  480.45 | Trend:  -6.63% | Mom:   9.91% | Risk: LOW       
  LTTS.NS         | Price: 3446.50 | Trend:   0.17% | Mom:   9.29% | Risk: LOW       
  VOLTAS.NS       | Price: 1315.60 | Trend:  -6.90% | Mom:   1.04% | Risk: LOW       
  360ONE.NS       | Price: 1012.65 | Trend:  -5.29% | Mom:   2.36% | Risk: LOW       
  PGHH.NS         | Price: 9788.00 | Trend:  -9.81% | Mom:   3.07% | Risk: LOW       
  PETRONET.NS     | Price:  270.74 | Trend:  -5.11% | Mom:  11.92% | Risk: LOW       
  DALBHARAT.NS    | Price: 1968.70 | Trend:  -0.59% | Mom:   9.81% | Risk: LOW       
  JUBLFOOD.NS     | Price:  445.00 | Trend:  -9.35% | Mom:  -0.80% | Risk: LOW       
  ESCORTS.NS      | Price: 3195.00 | Trend:  -3.29% | Mom:  10.18% | Risk: LOW       
  ENDURANCE.NS    | Price: 2433.00 | Trend:   0.17% | Mom:   8.59% | Risk: LOW       
  UCOBANK.NS      | Price:   26.25 | Trend:  -3.01% | Mom:   9.47% | Risk: LOW       
  BLUESTARCO.NS   | Price: 1690.00 | Trend:  -7.35% | Mom:   1.45% | Risk: LOW       
  GODREJIND.NS    | Price:  892.05 | Trend:  -4.03% | Mom:  12.75% | Risk: LOW       
  POONAWALLA.NS   | Price:  400.25 | Trend:  -5.92% | Mom:   4.93% | Risk: LOW       
  CRISIL.NS       | Price: 4095.40 | Trend:  -4.32% | Mom:   4.13% | Risk: LOW       
  KPRMILL.NS      | Price:  871.95 | Trend:  -1.04% | Mom:   4.12% | Risk: LOW       
  CHOLAHLDNG.NS   | Price: 1596.80 | Trend:   0.41% | Mom:  16.16% | Risk: LOW       
  3MINDIA.NS      | Price: 31475.00 | Trend:  -7.40% | Mom:  -0.27% | Risk: LOW       
  MEDANTA.NS      | Price: 1066.15 | Trend:  -1.79% | Mom:   9.48% | Risk: LOW       
  ACC.NS          | Price: 1424.60 | Trend:  -6.31% | Mom:   6.77% | Risk: LOW       
  TATAELXSI.NS    | Price: 4445.30 | Trend:  -4.29% | Mom:   6.34% | Risk: LOW       
  AWL.NS          | Price:  182.26 | Trend:  -4.80% | Mom:   1.18% | Risk: LOW       
  CENTRALBK.NS    | Price:   35.61 | Trend:  -2.03% | Mom:   7.71% | Risk: LOW       
  KPITTECH.NS     | Price:  716.45 | Trend: -10.14% | Mom:   7.74% | Risk: LOW       
  GODIGIT.NS      | Price:  319.80 | Trend:  -2.36% | Mom:  -0.91% | Risk: LOW       
  HONAUT.NS       | Price: 28585.00 | Trend:  -5.43% | Mom:   3.42% | Risk: LOW       
  AIAENG.NS       | Price: 3773.30 | Trend:  -0.30% | Mom:  11.69% | Risk: LOW       
  GILLETTE.NS     | Price: 7704.00 | Trend:  -5.40% | Mom:  -0.28% | Risk: LOW       
  GLAND.NS        | Price: 1741.90 | Trend:  -0.68% | Mom:   4.29% | Risk: LOW       
  APOLLOTYRE.NS   | Price:  438.15 | Trend:  -3.07% | Mom:   8.27% | Risk: LOW       
  NBCC.NS         | Price:   89.18 | Trend:  -2.10% | Mom:   8.96% | Risk: LOW       
  HINDCOPPER.NS   | Price:  530.05 | Trend:  -3.95% | Mom:  14.35% | Risk: LOW       
  MSUMI.NS        | Price:   39.33 | Trend:  -4.05% | Mom:   4.85% | Risk: LOW       
  IGL.NS          | Price:  161.33 | Trend:  -0.54% | Mom:   7.63% | Risk: LOW       
  AEGISVOPAK.NS   | Price:  189.99 | Trend:  -6.23% | Mom:   6.93% | Risk: LOW       
  KIMS.NS         | Price:  664.25 | Trend:   0.22% | Mom:   5.26% | Risk: LOW       
  TATATECH.NS     | Price:  566.25 | Trend:  -2.69% | Mom:   6.76% | Risk: LOW       
  PINELABS.NS     | Price:  177.56 | Trend:  -5.57% | Mom:   6.85% | Risk: LOW       
  JBCHEPHARM.NS   | Price: 2005.40 | Trend:   0.29% | Mom:  -3.44% | Risk: LOW       
  TVSHLTD.NS      | Price: 14294.00 | Trend:  -0.29% | Mom:   4.79% | Risk: LOW       
  AFFLE.NS        | Price: 1401.60 | Trend:  -3.81% | Mom:   7.57% | Risk: LOW       
  AEGISLOG.NS     | Price:  632.45 | Trend:  -3.97% | Mom:   5.44% | Risk: LOW       
  NAVINFLUOR.NS   | Price: 6181.00 | Trend:  -0.98% | Mom:  -0.06% | Risk: LOW       
  SYNGENE.NS      | Price:  404.65 | Trend:  -5.23% | Mom:   1.45% | Risk: LOW       
  PPLPHARMA.NS    | Price:  145.98 | Trend:  -3.88% | Mom:   7.28% | Risk: LOW       
  ZFCVINDIA.NS    | Price: 14364.00 | Trend:  -1.41% | Mom:   8.89% | Risk: LOW       
  RAMCOCEM.NS     | Price:  991.20 | Trend:  -6.01% | Mom:  10.44% | Risk: LOW       
  FSL.NS          | Price:  220.39 | Trend:  -9.06% | Mom:   2.01% | Risk: LOW       
  EMAMILTD.NS     | Price:  424.15 | Trend:  -6.13% | Mom:   5.33% | Risk: LOW       
  DEEPAKNTR.NS    | Price: 1461.70 | Trend:  -3.67% | Mom:  10.61% | Risk: LOW       
  INOXWIND.NS     | Price:   86.88 | Trend:  -5.63% | Mom:  11.51% | Risk: LOW       
  EIHOTEL.NS      | Price:  312.20 | Trend:  -1.66% | Mom:   3.72% | Risk: LOW       
  MANAPPURAM.NS   | Price:  267.60 | Trend:  -4.01% | Mom:   5.92% | Risk: LOW       
  ASAHIINDIA.NS   | Price:  869.85 | Trend:  -2.95% | Mom:   6.99% | Risk: LOW       
  ASTRAZEN.NS     | Price: 8299.00 | Trend:  -2.65% | Mom:   0.28% | Risk: LOW       
  SUNTV.NS        | Price:  598.10 | Trend:   2.80% | Mom:  -2.95% | Risk: LOW       
  KARURVYSYA.NS   | Price:  281.70 | Trend:  -6.58% | Mom:   3.45% | Risk: LOW       
  SAGILITY.NS     | Price:   42.11 | Trend:  -2.59% | Mom:  12.83% | Risk: LOW       
  KEC.NS          | Price:  573.65 | Trend:  -0.62% | Mom:   5.16% | Risk: LOW       
  IIFL.NS         | Price:  455.45 | Trend:  -6.68% | Mom:  -0.10% | Risk: LOW       
  REDINGTON.NS    | Price:  221.18 | Trend:  -8.92% | Mom:   5.27% | Risk: LOW       
  HATSUN.NS       | Price:  924.35 | Trend:   1.14% | Mom:  -0.03% | Risk: LOW       
  CREDITACC.NS    | Price: 1222.90 | Trend:  -0.99% | Mom:   6.30% | Risk: LOW       
  JSWHL.NS        | Price: 13595.00 | Trend: -14.18% | Mom:   6.54% | Risk: LOW       
  PSB.NS          | Price:   24.59 | Trend:  -2.50% | Mom:  11.12% | Risk: LOW       
  SUNDRMFAST.NS   | Price:  802.75 | Trend:  -6.88% | Mom:   0.94% | Risk: LOW       
  CHALET.NS       | Price:  770.20 | Trend:  -3.32% | Mom:   6.82% | Risk: LOW       
  ANANTRAJ.NS     | Price:  488.10 | Trend:  -2.45% | Mom:   8.64% | Risk: LOW       
  ECLERX.NS       | Price: 1498.50 | Trend: -13.58% | Mom:   2.54% | Risk: LOW       
  CASTROLIND.NS   | Price:  179.42 | Trend:  -0.44% | Mom:   3.25% | Risk: LOW       
  KANSAINER.NS    | Price:  191.52 | Trend:  -1.67% | Mom:  18.74% | Risk: LOW       
  DEVYANI.NS      | Price:  108.55 | Trend:  -7.00% | Mom:   6.23% | Risk: LOW       
  CROMPTON.NS     | Price:  241.72 | Trend:  -2.14% | Mom:   1.76% | Risk: LOW       
  EIDPARRY.NS     | Price:  854.50 | Trend:   0.07% | Mom:   8.15% | Risk: LOW       
  KFINTECH.NS     | Price:  911.45 | Trend:  -4.67% | Mom:   0.57% | Risk: LOW       
  APLLTD.NS       | Price:  724.20 | Trend:  -0.64% | Mom:   7.58% | Risk: LOW       
  SAILIFE.NS      | Price:  999.00 | Trend:   5.32% | Mom:  -0.02% | Risk: LOW       
  ARE&M.NS        | Price:  741.40 | Trend:  -7.88% | Mom:   1.95% | Risk: LOW       
  GRINDWELL.NS    | Price: 1536.60 | Trend:  -0.46% | Mom:  10.94% | Risk: LOW       
  SKFINDIA.NS     | Price: 1620.20 | Trend:  -1.75% | Mom:   9.35% | Risk: LOW       
  ZENSARTECH.NS   | Price:  556.80 | Trend:  -3.87% | Mom:   2.24% | Risk: LOW       
  TRITURBINE.NS   | Price:  460.15 | Trend:  -3.42% | Mom:   3.63% | Risk: LOW       
  GSPL.NS         | Price:  241.37 | Trend: -13.85% | Mom:   4.38% | Risk: LOW       
  CUB.NS          | Price:  257.14 | Trend:  -3.95% | Mom:   9.17% | Risk: LOW       
  CENTURYPLY.NS   | Price:  734.15 | Trend:   0.17% | Mom:   8.15% | Risk: LOW       
  BEML.NS         | Price: 1621.20 | Trend:  -0.60% | Mom:  12.05% | Risk: LOW       
  MANYAVAR.NS     | Price:  396.25 | Trend:  -2.89% | Mom:  12.91% | Risk: LOW       
  ABLBL.NS        | Price:  101.16 | Trend:  -1.55% | Mom:   9.92% | Risk: LOW       
  TBOTEK.NS       | Price: 1180.30 | Trend:  -6.93% | Mom:  11.42% | Risk: LOW       
  CONCORDBIO.NS   | Price: 1060.40 | Trend:  -7.36% | Mom:   2.21% | Risk: LOW       
  UTIAMC.NS       | Price:  966.45 | Trend:  -3.13% | Mom:   4.06% | Risk: LOW       
  SOBHA.NS        | Price: 1299.90 | Trend:  -5.25% | Mom:   7.82% | Risk: LOW       
  LMW.NS          | Price: 13609.00 | Trend:  -6.02% | Mom:   4.38% | Risk: LOW       
  IRCON.NS        | Price:  136.51 | Trend:  -2.92% | Mom:  15.08% | Risk: LOW       
  CRAFTSMAN.NS    | Price: 7430.00 | Trend:   0.14% | Mom:   8.58% | Risk: LOW       
  CHOICEIN.NS     | Price:  702.35 | Trend:  -0.50% | Mom:  13.22% | Risk: LOW       
  VGUARD.NS       | Price:  321.65 | Trend:  -0.73% | Mom:  -0.97% | Risk: LOW       
  APTUS.NS        | Price:  223.23 | Trend:  -5.13% | Mom:  11.44% | Risk: LOW       
  SIGNATURE.NS    | Price:  821.50 | Trend:  -6.22% | Mom:  10.77% | Risk: LOW       
