NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-09-23 22:47:48

BUY SIGNALS (533):
  HDFCBANK.NS     | Price:  738.60 | Entry:  723.83 | Target:  801.83 | Risk: LOW       
  ZEELEARN.NS     | Price:    6.81 | Trend: -11.62% | Mom:   3.03% | Risk: LOW       
  TRANSTEEL.NS    | Price:   86.30 | Trend: -11.39% | Mom:  13.55% | Risk: LOW       
  NDLVENTURE.NS   | Price:  124.01 | Trend:  -0.01% | Mom:  -1.33% | Risk: LOW       
  TAKE.NS         | Price:   15.84 | Trend: -18.13% | Mom:   4.01% | Risk: LOW       
  MADHAVBAUG.NS   | Price:  167.90 | Trend:  -6.23% | Mom:   9.24% | Risk: LOW       
  SCPL.NS         | Price:  659.50 | Trend:   6.69% | Mom:   0.68% | Risk: LOW       
  PRATHAM.NS      | Price:  120.15 | Trend:   0.77% | Mom:   0.08% | Risk: LOW       
  IPSL.NS         | Price:  215.00 | Trend:  -2.04% | Mom:   0.09% | Risk: LOW       
  STARPAPER.NS    | Price:  156.79 | Trend:   4.84% | Mom:  -0.05% | Risk: LOW       
  FELIX.NS        | Price:  209.40 | Trend:  10.10% | Mom:  -5.74% | Risk: LOW       
  ESCONET.NS      | Price:  205.95 | Trend:  15.02% | Mom: -17.42% | Risk: LOW       
  SADHNANIQ.NS    | Price:    2.85 | Trend:   0.26% | Mom:   2.89% | Risk: LOW       
  GILLANDERS.NS   | Price:  105.00 | Trend:   9.69% | Mom:   0.35% | Risk: LOW       
  AHLEAST.NS      | Price:  135.13 | Trend:  -3.94% | Mom:  -0.18% | Risk: LOW       
  OMAXAUTO.NS     | Price:  190.86 | Trend:  -1.71% | Mom:  11.78% | Risk: LOW       
  INTENTECH.NS    | Price:   81.35 | Trend:  -2.51% | Mom:   0.79% | Risk: LOW       
  PIGL.NS         | Price:  101.06 | Trend:  -3.87% | Mom:   2.76% | Risk: LOW       
  KALYANIFRG.NS   | Price:  927.25 | Trend:  21.66% | Mom:  -4.96% | Risk: LOW       
  MKPL.NS         | Price:    4.03 | Trend:  -2.91% | Mom:   0.00% | Risk: LOW       
  ARIHANTACA.NS   | Price:  494.00 | Trend:   3.69% | Mom:  -0.80% | Risk: LOW       
  PONNIERODE.NS   | Price:  362.80 | Trend:   2.88% | Mom:  -6.22% | Risk: LOW       
  MURUDCERA.NS    | Price:   29.23 | Trend:  -3.59% | Mom:   0.52% | Risk: LOW       
  SALSTEEL.NS     | Price:   80.98 | Trend:  17.98% | Mom:  -1.00% | Risk: LOW       
  NIRAJ.NS        | Price:   28.16 | Trend:  -1.75% | Mom:  -0.07% | Risk: LOW       
  SHIVATEX.NS     | Price:  172.07 | Trend:   3.94% | Mom:  -4.12% | Risk: LOW       
  NAVKARURB.NS    | Price:    0.91 | Trend:  -6.00% | Mom:   2.87% | Risk: LOW       
  TRIGYN.NS       | Price:   55.76 | Trend:  -0.23% | Mom:  -2.04% | Risk: LOW       
  MHLXMIRU.NS     | Price:  163.26 | Trend:   0.95% | Mom:  -1.80% | Risk: LOW       
  BASML.NS        | Price:   24.73 | Trend:  -3.61% | Mom:  -0.40% | Risk: LOW       
  DHARAN.NS       | Price:    0.14 | Trend:  -4.24% | Mom:   7.69% | Risk: LOW       
  INDOWIND.NS     | Price:    9.00 | Trend:  -0.83% | Mom:   1.01% | Risk: LOW       
  MARALOVER.NS    | Price:   61.11 | Trend:   7.53% | Mom:  -4.90% | Risk: LOW       
  PRITIKA.NS      | Price:   63.00 | Trend:   2.18% | Mom:  -0.55% | Risk: LOW       
  SETCO.NS        | Price:   17.04 | Trend:  -2.99% | Mom:  -0.23% | Risk: LOW       
  LOTUSEYE.NS     | Price:  114.97 | Trend:  -0.56% | Mom:   5.42% | Risk: LOW       
  RANASUG.NS      | Price:   14.11 | Trend:   3.69% | Mom:  -5.30% | Risk: LOW       
  RAJTV.NS        | Price:    9.31 | Trend:  -8.21% | Mom:   7.75% | Risk: LOW       
  AKSHARCHEM.NS   | Price:  395.90 | Trend:  23.01% | Mom: -12.40% | Risk: LOW       
  EMMIL.NS        | Price:  119.80 | Trend:  -2.19% | Mom:   1.53% | Risk: LOW       
  NATCAPSUQ.NS    | Price:  169.00 | Trend:   0.68% | Mom: -13.86% | Risk: LOW       
  ASPINWALL.NS    | Price:  252.35 | Trend:   1.25% | Mom:  -3.18% | Risk: LOW       
  DRONE.NS        | Price:   33.15 | Trend: -10.42% | Mom:  -0.15% | Risk: LOW       
  GULFPETRO.NS    | Price:   63.45 | Trend:  10.14% | Mom:  -1.81% | Risk: LOW       
  NITIRAJ.NS      | Price:  229.33 | Trend:   7.12% | Mom:  -0.74% | Risk: LOW       
  EQUIPPP.NS      | Price:   22.78 | Trend:  -2.32% | Mom:  -0.31% | Risk: LOW       
  LLOYDS.NS       | Price:   60.50 | Trend:  -6.06% | Mom:   4.49% | Risk: LOW       
  INCREDIBLE.NS   | Price:   32.51 | Trend:  -0.99% | Mom:   0.53% | Risk: LOW       
  DENEERS.NS      | Price:  170.60 | Trend:  -3.75% | Mom:   1.01% | Risk: LOW       
  PRLIND.NS       | Price:   46.00 | Trend:   5.48% | Mom:   0.99% | Risk: LOW       
  KESORAMIND.NS   | Price:   11.35 | Trend:  -3.76% | Mom:   0.18% | Risk: LOW       
  DTIL.NS         | Price:  142.90 | Trend:   2.12% | Mom:  -2.18% | Risk: LOW       
  TUNWAL.NS       | Price:   25.20 | Trend:  -2.31% | Mom:   1.61% | Risk: LOW       
  DCM.NS          | Price:   76.37 | Trend:  -8.07% | Mom:   0.29% | Risk: LOW       
  CPS.NS          | Price: 1185.00 | Trend:   8.30% | Mom:  -0.13% | Risk: LOW       
  SHRITECH.NS     | Price:   60.70 | Trend:   0.80% | Mom:   0.66% | Risk: LOW       
  SONAMLTD.NS     | Price:   67.21 | Trend:   8.52% | Mom:  -2.78% | Risk: LOW       
  PRAENG.NS       | Price:   21.56 | Trend:   2.72% | Mom: -11.09% | Risk: LOW       
  LANCORHOL.NS    | Price:   34.50 | Trend:  14.78% | Mom:  -8.47% | Risk: LOW       
  VASWANI.NS      | Price:   45.61 | Trend:  -7.98% | Mom:  -0.52% | Risk: LOW       
  SUPERHOUSE.NS   | Price:  169.17 | Trend:   2.13% | Mom:  -0.85% | Risk: LOW       
  DYNAMIC.NS      | Price:  142.85 | Trend:   0.47% | Mom:  -2.99% | Risk: LOW       
  EMKAYTOOLS.NS   | Price:   94.10 | Trend:   1.16% | Mom:  -3.49% | Risk: LOW       
  SOMICONVEY.NS   | Price:   92.66 | Trend:  -0.99% | Mom:   0.31% | Risk: LOW       
  MAHESHWARI.NS   | Price:   71.53 | Trend:  -1.33% | Mom:   0.68% | Risk: LOW       
  IBLFL.NS        | Price:   61.00 | Trend:   0.06% | Mom:   0.16% | Risk: LOW       
  WOMANCART.NS    | Price:  104.35 | Trend:  -0.09% | Mom:   0.43% | Risk: LOW       
  UMIYA-MRO.NS    | Price:   97.29 | Trend:   5.24% | Mom:  -7.18% | Risk: LOW       
  MAGNUM.NS       | Price:   19.02 | Trend:  -1.03% | Mom:   0.16% | Risk: LOW       
  AIROLAM.NS      | Price:   87.69 | Trend:  -0.37% | Mom:   1.70% | Risk: LOW       
  USASEEDS.NS     | Price:   90.00 | Trend:   0.56% | Mom:  -4.26% | Risk: LOW       
  ALPHAGEO.NS     | Price:  296.10 | Trend:   8.97% | Mom:  -6.91% | Risk: LOW       
  GVPTECH.NS      | Price:    7.39 | Trend:   4.03% | Mom:  -5.01% | Risk: LOW       
  KREBSBIO.NS     | Price:   56.86 | Trend:   2.77% | Mom:   0.23% | Risk: LOW       
  SLONE.NS        | Price:  169.25 | Trend:  12.81% | Mom: -10.18% | Risk: LOW       
  ZEAL.NS         | Price:   73.55 | Trend:  10.70% | Mom:  -4.65% | Risk: LOW       
  COMPUSOFT.NS    | Price:   13.24 | Trend:   1.34% | Mom:   0.68% | Risk: LOW       
  SHYAMCENT.NS    | Price:    5.04 | Trend:  -0.96% | Mom:   1.41% | Risk: LOW       
  LAGNAM.NS       | Price:   74.01 | Trend:  -7.52% | Mom:  -0.72% | Risk: LOW       
  SAMBHAAV.NS     | Price:    5.96 | Trend:  -3.74% | Mom:   1.88% | Risk: LOW       
  AUSOMENT.NS     | Price:  147.23 | Trend:   2.75% | Mom:  -4.90% | Risk: LOW       
  BAIDFIN.NS      | Price:   10.55 | Trend:   4.43% | Mom:  -2.15% | Risk: LOW       
  MAHAPEXLTD.NS   | Price:   53.79 | Trend:   4.60% | Mom:  -2.92% | Risk: LOW       
  SADBHIN.NS      | Price:    2.58 | Trend:   0.55% | Mom:   0.00% | Risk: LOW       
  VITAL.NS        | Price:   53.02 | Trend:   2.02% | Mom:  -6.31% | Risk: LOW       
  TRU.NS          | Price:    4.17 | Trend:  -5.31% | Mom:   2.71% | Risk: LOW       
  JOCIL.NS        | Price:  146.40 | Trend:   0.56% | Mom:  -8.11% | Risk: LOW       
  MCL.NS          | Price:   56.35 | Trend:  -0.14% | Mom:  -1.18% | Risk: LOW       
  LOVABLE.NS      | Price:   71.27 | Trend:  -1.27% | Mom:   1.22% | Risk: LOW       
  LOYALTEX.NS     | Price:  214.95 | Trend:   1.71% | Mom:  -1.09% | Risk: LOW       
  SHAHALLOYS.NS   | Price:   89.98 | Trend:  11.26% | Mom: -12.33% | Risk: LOW       
  SECMARK.NS      | Price:  136.11 | Trend:   2.69% | Mom:  -4.98% | Risk: LOW       
  ZENITHEXPO.NS   | Price:  197.62 | Trend:  -3.90% | Mom:   0.53% | Risk: LOW       
  LATTEYS.NS      | Price:   20.48 | Trend:  -2.10% | Mom:  -0.73% | Risk: LOW       
  ARTNIRMAN.NS    | Price:   40.49 | Trend:   0.41% | Mom:   0.70% | Risk: LOW       
  SIDDHIKA.NS     | Price:  219.00 | Trend:   0.93% | Mom:  -4.78% | Risk: LOW       
  OMFURN.NS       | Price:   56.75 | Trend:  -1.42% | Mom:   5.39% | Risk: LOW       
  PAR.NS          | Price:  137.82 | Trend:  21.17% | Mom:  -2.56% | Risk: LOW       
  AKSHOPTFBR.NS   | Price:    7.13 | Trend:   4.07% | Mom:  -8.59% | Risk: LOW       
  MOKSH.NS        | Price:   10.06 | Trend:  -4.11% | Mom:  -0.69% | Risk: LOW       
  BEACON.NS       | Price:   83.75 | Trend:  -3.64% | Mom:   0.18% | Risk: LOW       
  CRAYONS.NS      | Price:   24.50 | Trend:  -5.53% | Mom:   2.08% | Risk: LOW       
  DTL.NS          | Price:  124.15 | Trend:  -0.01% | Mom:  -3.01% | Risk: LOW       
  RELCHEMQ.NS     | Price:  117.61 | Trend:  -1.78% | Mom:   3.52% | Risk: LOW       
  KOHINOOR.NS     | Price:   31.06 | Trend:  10.16% | Mom:  -1.11% | Risk: LOW       
  TOTAL.NS        | Price:   72.19 | Trend:  13.84% | Mom:  -2.63% | Risk: LOW       
  ROCKINGDCE.NS   | Price:  218.75 | Trend:   9.46% | Mom:  -4.48% | Risk: LOW       
  TOKYOPLAST.NS   | Price:   78.40 | Trend:  -0.40% | Mom:   3.17% | Risk: LOW       
  DIGIDRIVE.NS    | Price:   17.76 | Trend:  -0.07% | Mom:   0.17% | Risk: LOW       
  BHANDARI.NS     | Price:    2.96 | Trend:   0.72% | Mom:  -0.34% | Risk: LOW       
  KAKATCEM.NS     | Price:  109.75 | Trend:  -3.50% | Mom:   0.56% | Risk: LOW       
  MITCON.NS       | Price:   80.12 | Trend:   3.47% | Mom:  -0.57% | Risk: LOW       
  TOUCHWOOD.NS    | Price:   61.67 | Trend:  -3.43% | Mom:   1.00% | Risk: LOW       
  HOACFOODS.NS    | Price:  809.15 | Trend:  -0.42% | Mom: -16.60% | Risk: LOW       
  NAMAN.NS        | Price:   42.00 | Trend:  -0.38% | Mom:   4.74% | Risk: LOW       
  PIONEEREMB.NS   | Price:   22.28 | Trend:  -0.84% | Mom:   2.48% | Risk: LOW       
  CAPTRUST.NS     | Price:   19.50 | Trend:   6.63% | Mom:  -1.96% | Risk: LOW       
  ATAM.NS         | Price:   58.27 | Trend:  -3.44% | Mom:   8.06% | Risk: LOW       
  PARAGON.NS      | Price:   54.50 | Trend:   8.46% | Mom:  -4.22% | Risk: LOW       
  LPDC.NS         | Price:    6.58 | Trend:  -0.11% | Mom:   4.61% | Risk: LOW       
  ACCURACY.NS     | Price:    4.37 | Trend:  -6.30% | Mom:   0.92% | Risk: LOW       
  AMDIND.NS       | Price:   59.84 | Trend:  12.30% | Mom:  -0.30% | Risk: LOW       
  CINEVISTA.NS    | Price:   14.51 | Trend:  -0.90% | Mom:   1.82% | Risk: LOW       
  HISARMETAL.NS   | Price:  156.05 | Trend:   2.21% | Mom:  -3.68% | Risk: LOW       
  ORCHASP.NS      | Price:    1.37 | Trend:  -8.54% | Mom:   0.74% | Risk: LOW       
  SONAMAC.NS      | Price:   32.90 | Trend:  -2.58% | Mom:  -0.15% | Risk: LOW       
  AISL.NS         | Price:   56.90 | Trend:   0.03% | Mom:   0.76% | Risk: LOW       
  PRAKASHSTL.NS   | Price:    3.72 | Trend:  -4.81% | Mom:  -0.80% | Risk: LOW       
  DBSTOCKBRO.NS   | Price:   29.21 | Trend:  -8.51% | Mom:   2.10% | Risk: LOW       
  SANGANI.NS      | Price:   49.50 | Trend:  -0.03% | Mom: -11.61% | Risk: LOW       
  AKI.NS          | Price:    6.42 | Trend:  30.41% | Mom: -10.21% | Risk: LOW       
  ORIENTLTD.NS    | Price:   81.89 | Trend:   2.80% | Mom:   0.49% | Risk: LOW       
  ONDOOR.NS       | Price:  271.75 | Trend:   3.87% | Mom:  -7.91% | Risk: LOW       
  TFL.NS          | Price:   11.75 | Trend:   1.95% | Mom:  -1.34% | Risk: LOW       
  BLBLIMITED.NS   | Price:   16.22 | Trend:   1.02% | Mom:  -3.91% | Risk: LOW       
  BANARBEADS.NS   | Price:  111.28 | Trend:  -2.34% | Mom:   0.13% | Risk: LOW       
  DAMODARIND.NS   | Price:   28.87 | Trend:   1.58% | Mom:  -1.47% | Risk: LOW       
  NOIDATOLL.NS    | Price:    4.00 | Trend:  -5.58% | Mom:  -0.50% | Risk: LOW       
  AHLADA.NS       | Price:   37.28 | Trend:  -1.04% | Mom:   1.30% | Risk: LOW       
  HOMESFY.NS      | Price:  116.00 | Trend:  -0.17% | Mom:   4.22% | Risk: LOW       
  TPHQ.NS         | Price:    0.53 | Trend:   7.51% | Mom:   0.00% | Risk: LOW       
  BANG.NS         | Price:   32.46 | Trend:   3.57% | Mom:  -3.16% | Risk: LOW       
  BIRDYS.NS       | Price:   85.45 | Trend:  -2.87% | Mom:  -0.87% | Risk: LOW       
  FLEXITUFF.NS    | Price:    2.68 | Trend: -18.66% | Mom:  28.85% | Risk: LOW       
  GATECH.NS       | Price:    0.79 | Trend:   7.54% | Mom:  -4.82% | Risk: LOW       
  CELEBRITY.NS    | Price:    6.79 | Trend:  -1.59% | Mom:   1.04% | Risk: LOW       
  RILINFRA.NS     | Price:   33.35 | Trend:  -8.58% | Mom:   0.60% | Risk: LOW       
  DURLAX.NS       | Price:   60.00 | Trend:   2.64% | Mom:  -7.69% | Risk: LOW       
  JETFREIGHT.NS   | Price:   22.15 | Trend:   0.20% | Mom:   9.44% | Risk: LOW       
  SERVICE.NS      | Price:   66.35 | Trend:   3.52% | Mom:  -5.21% | Risk: LOW       
  BLUEPEBBLE.NS   | Price:   76.00 | Trend:   5.87% | Mom:  -0.65% | Risk: LOW       
  ICDSLTD.NS      | Price:   61.90 | Trend:  31.84% | Mom:  -8.05% | Risk: LOW       
  CADSYS.NS       | Price:   46.05 | Trend: -12.67% | Mom:  -0.75% | Risk: LOW       
  SHIVAMILLS.NS   | Price:   61.24 | Trend:   0.13% | Mom:   0.41% | Risk: LOW       
  RCDL.NS         | Price:   14.80 | Trend: -31.83% | Mom:   4.22% | Risk: LOW       
  KHAITANLTD.NS   | Price:  151.82 | Trend:   4.49% | Mom:  -6.49% | Risk: LOW       
  QUICKTOUCH.NS   | Price:   17.00 | Trend: -12.12% | Mom:   1.19% | Risk: LOW       
  21STCENMGM.NS   | Price:   39.62 | Trend:  -0.75% | Mom:   2.67% | Risk: LOW       
  PENTAGON.NS     | Price:   91.20 | Trend:  45.42% | Mom:   0.77% | Risk: LOW       
  RULKA.NS        | Price:  106.50 | Trend:  -1.98% | Mom:  -0.98% | Risk: LOW       
  WEWIN.NS        | Price:   43.00 | Trend:  -4.24% | Mom:   2.45% | Risk: LOW       
  AGNI.NS         | Price:   16.00 | Trend:  -1.99% | Mom:   6.67% | Risk: LOW       
  NGIL.NS         | Price:   39.04 | Trend:   0.29% | Mom:   3.47% | Risk: LOW       
  AMBICAAGAR.NS   | Price:   24.83 | Trend:  -0.48% | Mom:  -2.40% | Risk: LOW       
  JFLLIFE.NS      | Price:   10.45 | Trend:  -7.96% | Mom:   7.73% | Risk: LOW       
  KONTOR.NS       | Price:   51.60 | Trend:  -9.31% | Mom:   0.68% | Risk: LOW       
  VIJIFIN.NS      | Price:   15.60 | Trend:  23.76% | Mom:  -7.75% | Risk: LOW       
  WALPAR.NS       | Price:   24.20 | Trend: -20.56% | Mom:   4.99% | Risk: LOW       
  ASHOKAMET.NS    | Price:   14.30 | Trend:   0.53% | Mom:  -0.97% | Risk: LOW       
  BOHRAIND.NS     | Price:   13.26 | Trend:  -3.27% | Mom:   6.00% | Risk: LOW       
  SITINET.NS      | Price:    0.28 | Trend:  -4.57% | Mom:   0.00% | Risk: LOW       
  NEUEON.NS       | Price:   12.44 | Trend: -11.19% | Mom:   3.41% | Risk: LOW       
  WILLAMAGOR.NS   | Price:   23.60 | Trend:  -5.68% | Mom:  -0.67% | Risk: LOW       
  MEP.NS          | Price:    0.63 | Trend:   0.70% | Mom: -10.00% | Risk: LOW       
  KAUSHALYA.NS    | Price:  868.75 | Trend:  -2.40% | Mom:  -0.70% | Risk: LOW       
  INFOMEDIA.NS    | Price:    5.34 | Trend:  -0.48% | Mom:  -1.66% | Risk: LOW       
  VILINBIO.NS     | Price:   55.00 | Trend:  17.78% | Mom:  -3.42% | Risk: LOW       
  TREEHOUSE.NS    | Price:    6.05 | Trend:  -2.20% | Mom:  -0.82% | Risk: LOW       
  MANDEEP.NS      | Price:   18.35 | Trend:  -1.88% | Mom:   6.69% | Risk: LOW       
  CYBERMEDIA.NS   | Price:   20.04 | Trend:  10.15% | Mom: -24.58% | Risk: LOW       
  NIDAN.NS        | Price:   13.70 | Trend:   2.06% | Mom:  -7.43% | Risk: LOW       
  RETAIL.NS       | Price:   17.11 | Trend:  -1.13% | Mom:   3.13% | Risk: LOW       
  CMRSL.NS        | Price:   67.50 | Trend:   0.71% | Mom: -13.46% | Risk: LOW       
  SANWARIA.NS     | Price:    0.19 | Trend:  -2.66% | Mom:   0.00% | Risk: LOW       
  VIVIDHA.NS      | Price:    0.52 | Trend:  -0.19% | Mom:   1.96% | Risk: LOW       
  BLUECHIP.NS     | Price:    2.02 | Trend:   3.06% | Mom:  -3.81% | Risk: LOW       
  MPTODAY.NS      | Price:   41.55 | Trend:  -6.21% | Mom:   0.00% | Risk: LOW       
  NIRAJISPAT.NS   | Price:  262.10 | Trend:   5.04% | Mom: -28.86% | Risk: LOW       
  SUNREST.NS      | Price:   38.45 | Trend:   2.44% | Mom:  -1.41% | Risk: LOW       
  TIJARIA.NS      | Price:    6.87 | Trend:  14.94% | Mom: -24.26% | Risk: LOW       
  UNIINFO.NS      | Price:   11.45 | Trend:  -2.41% | Mom:   3.53% | Risk: LOW       
  ISHAN.NS        | Price:    0.50 | Trend:   1.83% | Mom:  -9.09% | Risk: LOW       
  SHUBHLAXMI.NS   | Price:   18.40 | Trend:  -4.87% | Mom:  -0.54% | Risk: LOW       
  TCIFINANCE.NS   | Price:   15.26 | Trend:   0.43% | Mom:   0.39% | Risk: LOW       
  GSTL.NS         | Price:   12.45 | Trend: -13.08% | Mom:   6.41% | Risk: LOW       
  COMPINFO.NS     | Price:    1.08 | Trend:  -2.37% | Mom:   1.89% | Risk: LOW       
  SHYAMTEL.NS     | Price:   11.05 | Trend: -21.22% | Mom:   0.45% | Risk: LOW       
  ARENTERP.NS     | Price:   34.77 | Trend:  -6.43% | Mom:   0.03% | Risk: LOW       
  VIVO.NS         | Price:  151.05 | Trend:  18.50% | Mom:   0.00% | Risk: LOW       
  GLOBALE.NS      | Price:   11.15 | Trend:   0.42% | Mom:   2.20% | Risk: LOW       
  AHIMSA.NS       | Price:   25.75 | Trend:   1.44% | Mom:   0.00% | Risk: LOW       
  INDIFRA.NS      | Price:   12.25 | Trend:   0.92% | Mom:  -4.67% | Risk: LOW       
  SABAR.NS        | Price:    9.50 | Trend:  30.03% | Mom:   0.00% | Risk: LOW       
  CBAZAAR.NS      | Price:    4.80 | Trend:  -9.64% | Mom:   6.67% | Risk: LOW       
  ACCORD.NS       | Price:  188.45 | Trend:  -4.41% | Mom:   0.00% | Risk: LOW       
  SETUINFRA.NS    | Price:    0.58 | Trend:  20.13% | Mom:  -1.69% | Risk: LOW       
  AHLWEST.NS      | Price:  545.00 | Trend:   0.48% | Mom:   2.83% | Risk: LOW       
  MCX.NS          | Price: 3262.60 | Trend:   8.14% | Mom:  -2.38% | Risk: LOW       

SELL SIGNALS (1093):
  RELIANCE.NS     | Price: 1240.40 | Target: 1146.44 | Risk: LOW        | Conf: 100%
  BHARTIARTL.NS   | Price: 1817.20 | Target: 1675.63 | Risk: LOW        | Conf: 80%
  TCS.NS          | Price: 2105.00 | Target: 1803.25 | Risk: LOW        | Conf: 100%
  ICICIBANK.NS    | Price: 1339.60 | Target: 1247.21 | Risk: LOW        | Conf: 100%
  SBIN.NS         | Price:  987.00 | Target:  910.04 | Risk: LOW        | Conf: 100%
  INFY.NS         | Price: 1029.40 | Target:  897.36 | Risk: LOW        | Conf: 100%
  BAJFINANCE.NS   | Price: 1008.80 | Target:  917.59 | Risk: LOW        | Conf: 100%
  HINDUNILVR.NS   | Price: 1933.80 | Target: 1799.98 | Risk: LOW        | Conf: 100%
  LICI.NS         | Price:  404.55 | Target:  365.98 | Risk: LOW        | Conf: 80%
  LT.NS           | Price: 3866.40 | Target: 3574.11 | Risk: LOW        | Conf: 100%
  MARUTI.NS       | Price: 12190.00 | Target: 11244.64 | Risk: LOW        | Conf: 100%
  M&M.NS          | Price: 3044.50 | Target: 2780.79 | Risk: LOW        | Conf: 100%
  SUNPHARMA.NS    | Price: 1846.40 | Target: 1707.29 | Risk: LOW        | Conf: 100%
  BAJAJFINSV.NS   | Price: 1823.40 | Target: 1671.47 | Risk: LOW        | Conf: 100%
  BEL.NS          | Price:  397.90 | Target:  360.10 | Risk: LOW        | Conf: 100%
  JSWSTEEL.NS     | Price: 1267.00 | Target: 1148.50 | Risk: LOW        | Conf: 100%
  WIPRO.NS        | Price:  166.00 | Target:  149.91 | Risk: LOW        | Conf: 100%
  ASIANPAINT.NS   | Price: 2448.50 | Target: 2270.82 | Risk: LOW        | Conf: 80%
  BAJAJ-AUTO.NS   | Price: 11363.00 | Target: 10477.64 | Risk: LOW        | Conf: 100%
  NESTLEIND.NS    | Price: 1363.90 | Target: 1238.69 | Risk: LOW        | Conf: 100%
  TMPV.NS         | Price:  300.05 | Target:  262.78 | Risk: LOW        | Conf: 100%
  JIOFIN.NS       | Price:  230.70 | Target:  212.92 | Risk: LOW        | Conf: 80%
  HYUNDAI.NS      | Price: 2101.00 | Target: 1843.43 | Risk: LOW        | Conf: 100%
  GRASIM.NS       | Price: 3128.20 | Target: 2888.63 | Risk: LOW        | Conf: 100%
  VEDL.NS         | Price:  263.00 | Target:  230.52 | Risk: LOW        | Conf: 100%
  EICHERMOT.NS    | Price: 7427.00 | Target: 6907.18 | Risk: LOW        | Conf: 100%
  HINDALCO.NS     | Price:  973.00 | Target:  874.68 | Risk: LOW        | Conf: 100%
  IRFC.NS         | Price:   80.00 | Target:   72.88 | Risk: LOW        | Conf: 100%
  PIDILITIND.NS   | Price: 1572.70 | Target: 1430.91 | Risk: LOW        | Conf: 80%
  BRITANNIA.NS    | Price: 4918.00 | Target: 4538.18 | Risk: LOW        | Conf: 100%
  AMBUJACEM.NS    | Price:  386.90 | Target:  354.17 | Risk: LOW        | Conf: 100%
  TATACAP.NS      | Price:  341.10 | Target:  302.05 | Risk: LOW        | Conf: 100%
  CHOLAFIN.NS     | Price: 1759.10 | Target: 1555.14 | Risk: LOW        | Conf: 100%
  SHRIRAMFIN.NS   | Price: 1006.00 | Target:  893.07 | Risk: LOW        | Conf: 100%
  TMCV.NS         | Price:  440.10 | Target:  380.60 | Risk: LOW        | Conf: 100%
  PFC.NS          | Price:  345.80 | Target:  316.35 | Risk: LOW        | Conf: 100%
  MUTHOOTFIN.NS   | Price: 2831.50 | Target: 2521.68 | Risk: LOW        | Conf: 100%
  LODHA.NS        | Price: 1144.00 | Target:  943.07 | Risk: LOW        | Conf: 100%
  GAIL.NS         | Price:  171.84 | Target:  158.82 | Risk: LOW        | Conf: 60%
  CANBK.NS        | Price:  122.90 | Target:  113.58 | Risk: LOW        | Conf: 80%
  SIEMENS.NS      | Price: 3858.00 | Target: 3381.43 | Risk: LOW        | Conf: 80%
  MAZDOCK.NS      | Price: 2204.00 | Target: 1880.61 | Risk: LOW        | Conf: 100%
  ABB.NS          | Price: 7120.50 | Target: 6400.68 | Risk: LOW        | Conf: 100%
  CUMMINSIND.NS   | Price: 4962.50 | Target: 4369.29 | Risk: LOW        | Conf: 80%
  TATACONSUM.NS   | Price:  984.10 | Target:  902.89 | Risk: LOW        | Conf: 100%
  UNIONBANK.NS    | Price:  178.00 | Target:  159.25 | Risk: LOW        | Conf: 80%
  ADANIENSOL.NS   | Price: 1381.70 | Target: 1192.09 | Risk: LOW        | Conf: 80%
  SHREECEM.NS     | Price: 22200.00 | Target: 19894.64 | Risk: LOW        | Conf: 100%
  BSE.NS          | Price: 3235.00 | Target: 2701.75 | Risk: LOW        | Conf: 100%
  INDIANB.NS      | Price:  840.80 | Target:  757.87 | Risk: LOW        | Conf: 100%
  UNITDSPR.NS     | Price: 1398.00 | Target: 1260.36 | Risk: LOW        | Conf: 100%
  RECLTD.NS       | Price:  307.10 | Target:  283.35 | Risk: LOW        | Conf: 100%
  GROWW.NS        | Price:  189.18 | Target:  163.79 | Risk: LOW        | Conf: 100%
  DIXON.NS        | Price: 13084.00 | Target: 11182.01 | Risk: LOW        | Conf: 100%
  HAVELLS.NS      | Price: 1088.90 | Target:  968.72 | Risk: LOW        | Conf: 100%
  WAAREEENER.NS   | Price: 2494.80 | Target: 2187.00 | Risk: LOW        | Conf: 100%
  BAJAJHFL.NS     | Price:   83.12 | Target:   75.05 | Risk: LOW        | Conf: 80%
  JSWENERGY.NS    | Price:  518.00 | Target:  465.30 | Risk: LOW        | Conf: 80%
  PERSISTENT.NS   | Price: 5366.00 | Target: 4716.71 | Risk: LOW        | Conf: 100%
  SBICARD.NS      | Price:  634.95 | Target:  543.38 | Risk: LOW        | Conf: 100%
  ASHOKLEY.NS     | Price:  160.75 | Target:  141.78 | Risk: LOW        | Conf: 100%
  SUZLON.NS       | Price:   43.00 | Target:   37.68 | Risk: LOW        | Conf: 100%
  IOB.NS          | Price:   31.92 | Target:   29.33 | Risk: LOW        | Conf: 100%
  OFSS.NS         | Price: 10989.00 | Target: 9303.64 | Risk: LOW        | Conf: 100%
  PRESTIGE.NS     | Price: 1479.60 | Target: 1252.10 | Risk: LOW        | Conf: 100%
  FORTIS.NS       | Price:  896.55 | Target:  818.01 | Risk: LOW        | Conf: 80%
  GICRE.NS        | Price:  341.20 | Target:  294.82 | Risk: LOW        | Conf: 60%
  TORNTPOWER.NS   | Price: 1246.30 | Target: 1061.66 | Risk: LOW        | Conf: 80%
