NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-04-07 19:02:46

BUY SIGNALS (102):
  EMCURE.NS       | Price: 1554.90 | Entry:  1523.8 | Target: 1896.22 | Risk: LOW       
  UNIECOM.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MONTECARLO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MADRASFERT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HARIOMPIPE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DECCANCE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHANKARA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GNA.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RIIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VMARCIND.NS     | Price:  686.10 | Trend:   6.21% | Mom:   0.58% | Risk: LOW       
  SUMEETINDS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IMPAL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IGPL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RGL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BSHSL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHREDIGCEM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SIGNPOST.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BALAJITELE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HITECHGEAR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ATULAUTO.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AGARIND.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  YUKEN.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DIFFNKG.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ONEPOINT.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CAPITALSFB.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASIANTILES.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RICOAUTO.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AURUM.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ADVENTHTL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BUTTERFLY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FAZE3Q.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MICEL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BHARATWIRE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VASCONEQ.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WALCHANNAG.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TEXINFRA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WCIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HERANBA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GPTHEALTH.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IRMENERGY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHREEPUSHK.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MEIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GTPL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ROHLTD.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VHL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DSSL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TBZ.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BAJAJINDEF.NS   | Price:  248.68 | Trend:  -3.71% | Mom:   7.94% | Risk: LOW       
  STLNETWORK.NS   | Price:   18.74 | Trend:  -5.10% | Mom:   2.18% | Risk: LOW       
  WEALTH.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CONTROLPR.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JINDALPHOT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ELECTHERM.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ABINFRA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SRM.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VILAS.NS        | Price:  392.05 | Trend:   7.87% | Mom:  -0.78% | Risk: LOW       
  KROSS.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AMNPLST.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZUARI.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STEELXIND.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ICEMAKE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KELLTONTEC.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RACLGEAR.NS     | Price: 1247.70 | Trend:   0.09% | Mom:   5.01% | Risk: LOW       
  PASHUPATI.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MANALIPETC.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DVL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KRISHNADEF.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BCLIND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DPSCLTD.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NELCAST.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EIMCOELECO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OAL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STERTOOLS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GRPLTD.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GEMAROMA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EXCELSOFT.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PROSTARM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IZMO.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MATRIMONY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SWELECTES.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PDMJEPAPER.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AYMSYNTEX.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OMINFRAL.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RNBDENIMS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VIDYAWIRES.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  5PAISA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PENINLAND.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BIL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAMATA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AFSL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ESTER.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TNPL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GANESHCP.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AVTNPL.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KOKUYOCMLN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAXIND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ANDHRSUGAR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CREST.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LINCOLN.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  THEMISMED.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CENTENKA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARIHANTCAP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DHANBANK.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UNIENTER.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SCODATUBES.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDOFARM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SBC.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CEWATER.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RADHIKAJWE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GKWLIMITED.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NDTV.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INNOVANA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KHAICHEM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FAIRCHEMOR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AEROENTER.NS    | Price:   75.41 | Trend:  -0.56% | Mom:   1.82% | Risk: LOW       
  INDOAMIN.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DHARMAJ.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BHARATSE.NS     | Price:  163.02 | Trend:  -2.68% | Mom:   4.17% | Risk: LOW       
  GALAPREC.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OSWALGREEN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DENTA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LEMERITE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SRHHYPOLTD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GANDHITUBE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CNL.NS          | Price:  605.75 | Trend:  -5.85% | Mom:   0.46% | Risk: LOW       
  FABTECH.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UTTAMSUGAR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  XCHANGING.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KRISHIVAL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JPOLYINVST.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OSWALAGRO.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MVGJL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KODYTECH.NS     | Price:  743.90 | Trend:  -3.34% | Mom:   7.04% | Risk: LOW       
  ADSL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HEXATRADEX.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GULPOLY.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SILVERTUC.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JAYBARMARU.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KUANTUM.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TNPETRO.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GICHSGFIN.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRIMESECU.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KARNIKA.NS      | Price:  118.00 | Trend:  -1.43% | Mom:   3.37% | Risk: LOW       
  IFBAGRO.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BIRLAMONEY.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  APS.NS          | Price:  312.00 | Trend:  -3.26% | Mom:   1.36% | Risk: LOW       
  PVSL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NCLIND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BASILIC.NS      | Price:  210.25 | Trend:  -8.16% | Mom:  10.43% | Risk: LOW       
  SASTASUNDR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  COOLCAPS.NS     | Price:   27.70 | Trend: -17.93% | Mom:  16.14% | Risk: LOW       
  ELIN.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SKMEGGPROD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VAKRANGEE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZUARIIND.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAURASHCEM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EVERESTIND.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LIKHITHA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  REGAAL.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TVSELECT.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ABCOTS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MACPOWER.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BESTAGRO.NS     | Price:   14.93 | Trend: -12.29% | Mom:   3.61% | Risk: LOW       
  TEMBO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VALIANTORG.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KABRAEXTRU.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARROWGREEN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DISHTV.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CCCL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TVTODAY.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KOTHARIPET.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CHEMFAB.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SANDESH.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DHAMPURSUG.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BLAL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAHASTEEL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SVLL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VIVIANA.NS      | Price:  695.65 | Trend:   1.29% | Mom:   0.64% | Risk: LOW       
  SUYOG.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JPASSOCIAT.NS   | Price:    2.42 | Trend: -14.87% | Mom:   0.00% | Risk: LOW       
  MUNJALAU.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AVADHSUGAR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NGLFINE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SNOWMAN.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DHUNINV.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JITFINFRA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KRYSTAL.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ORICONENT.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STEL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SGIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WANBURY.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CHEMCON.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VLSFINANCE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BHAGERIA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASAL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARFIN.NS        | Price:   76.85 | Trend:   2.07% | Mom:   0.80% | Risk: LOW       
  SARLAPOLY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  COFFEEDAY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BIGBLOC.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GKSL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OWAIS.NS        | Price:  111.95 | Trend: -37.16% | Mom:  15.53% | Risk: LOW       
  ZTECH.NS        | Price:  530.90 | Trend:  -1.10% | Mom:   3.56% | Risk: LOW       
  AMBIKCO.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UNITEDPOLY.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VHLTD.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ADVANCE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDOBORAX.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RATNAVEER.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAKAR.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ELDEHSG.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NINSYS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MALLCOM.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BODALCHEM.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MUKKA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MUFTI.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KAMATHOTEL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SATIA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DWARKESH.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KECL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NAHARSPING.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KAMDHENU.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RITCO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  APEX.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KOPRAN.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAGADSUGAR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ATL.NS          | Price:   23.69 | Trend:  -0.74% | Mom:   5.29% | Risk: LOW       
  PATELRMART.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  20MICRONS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RUBYMILLS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GHCLTEXTIL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PROZONER.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STCINDIA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LINC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KSOLVES.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LAXMIINDIA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GEECEE.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RUSHIL.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NBIFIN.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HLVLTD.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  THEINVEST.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PVP.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PPL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RSWM.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DMCC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHIVALIK.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RKSWAMY.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NAHARPOLY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VENUSREM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUBEXLTD.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SARVESHWAR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  REPRO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZEEMEDIA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SEJALLTD.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GLOSTERLTD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MINDTECK.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AHCL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NRAIL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HARDWYN.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DREAMFOLKS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ONWARDTEC.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHREERAMA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ACL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JAYAGROGN.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  APTECHT.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MANBA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAANALU.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EMKAY.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  URJA.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IRIS.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VISAKAIND.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MODIS.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MMP.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HINDCOMPOS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PARSVNATH.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ENIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PAKKA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GFLLIMITED.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MENONBE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CSLFINANCE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GCSL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MIRCELECTR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CHEVIOT.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SCHAND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KILITCH.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KRITI.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDSWFTLAB.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VERTOZ.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FOODSIN.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SICALLOG.NS     | Price:   63.67 | Trend: -14.93% | Mom:  -0.86% | Risk: LOW       
  MWL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASIANHOTNR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GANESHBE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IGCL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
