NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-09-19 22:16:05

BUY SIGNALS (568):
  ADANIPORTS.NS   | Price: 1824.00 | Entry: 1787.52 | Target: 2026.82 | Risk: LOW       
  CAPTRUST.NS     | Price:   19.39 | Trend:   8.28% | Mom:  -1.87% | Risk: LOW       
  ATAM.NS         | Price:   57.58 | Trend:  -5.47% | Mom:   5.79% | Risk: LOW       
  ACCURACY.NS     | Price:    4.65 | Trend:  -1.17% | Mom:   9.15% | Risk: LOW       
  HISARMETAL.NS   | Price:  154.53 | Trend:   1.35% | Mom:  -3.30% | Risk: LOW       
  PRITI.NS        | Price:   33.43 | Trend:  -6.59% | Mom:   0.54% | Risk: LOW       
  AAKASH.NS       | Price:    8.88 | Trend:  -0.11% | Mom:   1.49% | Risk: LOW       
  ORCHASP.NS      | Price:    1.40 | Trend:  -7.75% | Mom:   0.72% | Risk: LOW       
  DBSTOCKBRO.NS   | Price:   30.35 | Trend:  -7.17% | Mom:   0.17% | Risk: LOW       
  AKI.NS          | Price:    6.11 | Trend:  26.49% | Mom:  -7.00% | Risk: LOW       
  FCONSUMER.NS    | Price:    0.22 | Trend: -11.86% | Mom:   0.00% | Risk: LOW       
  BANKA.NS        | Price:   79.96 | Trend:  -4.90% | Mom:   3.58% | Risk: LOW       
  MEGAFLEX.NS     | Price:   94.55 | Trend:  -3.86% | Mom:  -0.47% | Risk: LOW       
  HGM.NS          | Price:   48.51 | Trend:   0.54% | Mom:   0.35% | Risk: LOW       
  CEREBRAINT.NS   | Price:    2.81 | Trend:  -1.01% | Mom:   8.08% | Risk: LOW       
  CTE.NS          | Price:   40.70 | Trend:   5.74% | Mom:  -5.70% | Risk: LOW       
  SUVIDHAA.NS     | Price:    2.22 | Trend:  -8.56% | Mom:   5.21% | Risk: LOW       
  ORIENTLTD.NS    | Price:   80.82 | Trend:   2.26% | Mom:  -2.04% | Risk: LOW       
  NARMADA.NS      | Price:   13.72 | Trend: -11.19% | Mom:   0.66% | Risk: LOW       
  ONDOOR.NS       | Price:  268.70 | Trend:   4.45% | Mom:  -6.07% | Risk: LOW       
  TFL.NS          | Price:   11.99 | Trend:   4.23% | Mom:  -3.62% | Risk: LOW       
  ARABIAN.NS      | Price:   85.50 | Trend:   8.21% | Mom:  -0.87% | Risk: LOW       
  BLBLIMITED.NS   | Price:   16.00 | Trend:  -0.25% | Mom:  -5.66% | Risk: LOW       
  BANARBEADS.NS   | Price:  113.05 | Trend:  -1.05% | Mom:  -0.96% | Risk: LOW       
  PARASPETRO.NS   | Price:    2.14 | Trend:  -4.17% | Mom:   0.47% | Risk: LOW       
  AHLADA.NS       | Price:   37.33 | Trend:  -0.97% | Mom:   0.16% | Risk: LOW       
  HOMESFY.NS      | Price:  116.00 | Trend:  -0.22% | Mom:   4.22% | Risk: LOW       
  TPHQ.NS         | Price:    0.55 | Trend:  12.75% | Mom:  -3.51% | Risk: LOW       
  ORIENTALTL.NS   | Price:    4.96 | Trend:  -4.37% | Mom:  -0.40% | Risk: LOW       
  BANG.NS         | Price:   33.50 | Trend:   7.71% | Mom:  -1.96% | Risk: LOW       
  BIRDYS.NS       | Price:   85.45 | Trend:  -3.24% | Mom:  -0.87% | Risk: LOW       
  FLEXITUFF.NS    | Price:    2.58 | Trend: -26.47% | Mom:   7.95% | Risk: LOW       
  GATECH.NS       | Price:    0.73 | Trend:   1.02% | Mom: -19.78% | Risk: LOW       
  NIBL.NS         | Price:   30.97 | Trend:  -5.92% | Mom:   0.68% | Risk: LOW       
  CELEBRITY.NS    | Price:    6.83 | Trend:  -1.64% | Mom:   1.19% | Risk: LOW       
  DURLAX.NS       | Price:   63.30 | Trend:   9.26% | Mom:  -4.81% | Risk: LOW       
  JETFREIGHT.NS   | Price:   22.14 | Trend:  -0.19% | Mom:   5.88% | Risk: LOW       
  SERVICE.NS      | Price:   66.05 | Trend:   4.07% | Mom:  -6.05% | Risk: LOW       
  BIOFILCHEM.NS   | Price:   32.83 | Trend:   0.49% | Mom:   2.69% | Risk: LOW       
  MALUPAPER.NS    | Price:   32.16 | Trend:  -0.26% | Mom:   3.57% | Risk: LOW       
  RKDL.NS         | Price:   18.49 | Trend:  -1.47% | Mom:   1.32% | Risk: LOW       
  ICDSLTD.NS      | Price:   56.16 | Trend:  22.73% | Mom:  -4.91% | Risk: LOW       
  GOLDENTOBC.NS   | Price:   24.61 | Trend:  -1.04% | Mom:   1.40% | Risk: LOW       
  PRESSTONIC.NS   | Price:   29.95 | Trend:  -0.19% | Mom: -11.39% | Risk: LOW       
  CADSYS.NS       | Price:   46.05 | Trend: -14.71% | Mom:  -0.86% | Risk: LOW       
  SHIVAMILLS.NS   | Price:   61.58 | Trend:   0.75% | Mom:   0.70% | Risk: LOW       
  BABAFP.NS       | Price:   23.10 | Trend:  -1.52% | Mom:   6.94% | Risk: LOW       
  HBSL.NS         | Price:   52.68 | Trend:  -0.10% | Mom:  -0.57% | Risk: LOW       
  ASTRON.NS       | Price:    2.96 | Trend: -14.23% | Mom:  -0.67% | Risk: LOW       
  KHAITANLTD.NS   | Price:  152.13 | Trend:   5.63% | Mom:  -5.39% | Risk: LOW       
  QUICKTOUCH.NS   | Price:   17.00 | Trend: -13.82% | Mom:   9.68% | Risk: LOW       
  21STCENMGM.NS   | Price:   38.98 | Trend:  -1.57% | Mom:   2.23% | Risk: LOW       
  UCL.NS          | Price:  230.50 | Trend:   2.11% | Mom:  -7.71% | Risk: LOW       
  WEWIN.NS        | Price:   43.00 | Trend:  -4.81% | Mom:   0.56% | Risk: LOW       
  ARSHIYA.NS      | Price:    0.71 | Trend: -20.97% | Mom:   0.00% | Risk: LOW       
  MILTON.NS       | Price:   36.20 | Trend:  -1.70% | Mom:  -0.82% | Risk: LOW       
  SAGARDEEP.NS    | Price:   23.62 | Trend:  -1.93% | Mom:   0.00% | Risk: LOW       
  UMA.NS          | Price:   17.50 | Trend:   7.99% | Mom:  -0.28% | Risk: LOW       
  ABMINTLLTD.NS   | Price:   49.98 | Trend:   0.65% | Mom: -10.91% | Risk: LOW       
  DEEM.NS         | Price:   40.95 | Trend: -10.78% | Mom:   6.64% | Risk: LOW       
  AMBICAAGAR.NS   | Price:   24.89 | Trend:  -0.17% | Mom:  -5.47% | Risk: LOW       
  MOHITIND.NS     | Price:   23.62 | Trend:  -0.62% | Mom:  -0.42% | Risk: LOW       
  JFLLIFE.NS      | Price:   10.45 | Trend:  -8.08% | Mom:   6.63% | Risk: LOW       
  VIJIFIN.NS      | Price:   15.00 | Trend:  23.44% | Mom:  -5.96% | Risk: LOW       
  PNC.NS          | Price:   16.86 | Trend:  -8.19% | Mom:   0.84% | Risk: LOW       
  BOHRAIND.NS     | Price:   12.71 | Trend:  -7.64% | Mom:   2.83% | Risk: LOW       
  TIMESCAN.NS     | Price:   39.45 | Trend:  -2.51% | Mom:  -0.13% | Risk: LOW       
  NKIND.NS        | Price:   57.80 | Trend:  -4.09% | Mom:   1.40% | Risk: LOW       
  LAXMICOT.NS     | Price:   12.72 | Trend:  -8.95% | Mom:   0.00% | Risk: LOW       
  MADHAV.NS       | Price:   35.46 | Trend:   1.02% | Mom:   0.60% | Risk: LOW       
  TECILCHEM.NS    | Price:    9.77 | Trend:   3.37% | Mom:  -1.21% | Risk: LOW       
  MEP.NS          | Price:    0.63 | Trend:   0.67% | Mom: -13.70% | Risk: LOW       
  INFOMEDIA.NS    | Price:    5.28 | Trend:  -1.97% | Mom:   2.52% | Risk: LOW       
  AGUL.NS         | Price:   45.75 | Trend: -13.90% | Mom:  -0.33% | Risk: LOW       
  TGBHOTELS.NS    | Price:    9.41 | Trend:   1.08% | Mom:  -0.74% | Risk: LOW       
  SHRENIK.NS      | Price:    0.29 | Trend:  -8.52% | Mom:   3.57% | Risk: LOW       
  DIL.NS          | Price:    0.65 | Trend: -11.20% | Mom:   0.00% | Risk: LOW       
  HAVISHA.NS      | Price:    1.33 | Trend:   0.73% | Mom:  -5.00% | Risk: LOW       
  MFML.NS         | Price:   18.83 | Trend:  -0.45% | Mom:   2.56% | Risk: LOW       
  NIDAN.NS        | Price:   13.40 | Trend:  -0.38% | Mom:   5.10% | Risk: LOW       
  GUJRAFFIA.NS    | Price:   40.25 | Trend:  -0.32% | Mom:  -2.54% | Risk: LOW       
  CALSOFT.NS      | Price:   39.19 | Trend:  40.53% | Mom:  -4.60% | Risk: LOW       
  ACEINTEG.NS     | Price:   17.37 | Trend:  -6.68% | Mom:   0.58% | Risk: LOW       
  CMRSL.NS        | Price:   67.50 | Trend:   1.09% | Mom:  -3.16% | Risk: LOW       
  VCL.NS          | Price:    1.61 | Trend:   7.02% | Mom:  -7.47% | Risk: LOW       
  VIVIDHA.NS      | Price:    0.51 | Trend:  -2.19% | Mom:   2.00% | Risk: LOW       
  BLUECHIP.NS     | Price:    2.06 | Trend:   4.41% | Mom:  -3.74% | Risk: LOW       
  MPTODAY.NS      | Price:   41.55 | Trend:  -6.77% | Mom:   0.00% | Risk: LOW       
  MAKS.NS         | Price:   14.35 | Trend: -13.56% | Mom:   4.36% | Risk: LOW       
  NIRAJISPAT.NS   | Price:  285.00 | Trend:  16.54% | Mom: -33.67% | Risk: LOW       
  SUNREST.NS      | Price:   37.35 | Trend:  -0.17% | Mom:  -3.61% | Risk: LOW       
  TIJARIA.NS      | Price:    7.40 | Trend:  27.59% | Mom:  -2.37% | Risk: LOW       
  ISHAN.NS        | Price:    0.50 | Trend:   1.42% | Mom:   0.00% | Risk: LOW       
  EDUCOMP.NS      | Price:    0.90 | Trend:  -0.71% | Mom:   0.00% | Risk: LOW       
  SHUBHLAXMI.NS   | Price:   18.40 | Trend:  -6.60% | Mom:  -0.54% | Risk: LOW       
  ONELIFECAP.NS   | Price:   34.02 | Trend:  -0.87% | Mom:   6.55% | Risk: LOW       
  WINNY.NS        | Price:   32.45 | Trend:   0.01% | Mom:   4.68% | Risk: LOW       
  GSTL.NS         | Price:   11.90 | Trend: -17.86% | Mom:   4.39% | Risk: LOW       
  COMPINFO.NS     | Price:    1.10 | Trend:  -1.15% | Mom:   2.80% | Risk: LOW       
  SHYAMTEL.NS     | Price:   11.40 | Trend: -20.77% | Mom:   2.52% | Risk: LOW       
  VIVO.NS         | Price:  151.05 | Trend:  22.76% | Mom:   0.00% | Risk: LOW       
  AHIMSA.NS       | Price:   25.75 | Trend:   1.69% | Mom:  -0.19% | Risk: LOW       
  INDIFRA.NS      | Price:   12.25 | Trend:   0.97% | Mom:  -4.67% | Risk: LOW       
  DCMFINSERV.NS   | Price:    5.18 | Trend:  -1.35% | Mom:  -0.58% | Risk: LOW       
  PREMIER.NS      | Price:    2.78 | Trend:  -1.60% | Mom:   0.72% | Risk: LOW       
  CBAZAAR.NS      | Price:    4.70 | Trend: -13.00% | Mom:   4.44% | Risk: LOW       
  CMICABLES.NS    | Price:    2.62 | Trend:  -3.01% | Mom:   3.56% | Risk: LOW       
  LAKPRE.NS       | Price:    4.90 | Trend:  -2.04% | Mom:  -0.41% | Risk: LOW       
  AHLWEST.NS      | Price:  544.25 | Trend:  -0.03% | Mom:   1.73% | Risk: LOW       
  CLCIND.NS       | Price:   47.67 | Trend:  -6.97% | Mom:   0.40% | Risk: LOW       

SELL SIGNALS (1114):
  RELIANCE.NS     | Price: 1226.40 | Target: 1123.01 | Risk: LOW        | Conf: 100%
  TCS.NS          | Price: 2105.00 | Target: 1791.43 | Risk: LOW        | Conf: 100%
  ICICIBANK.NS    | Price: 1338.90 | Target: 1238.65 | Risk: LOW        | Conf: 100%
  SBIN.NS         | Price:  996.20 | Target:  910.77 | Risk: LOW        | Conf: 80%
  INFY.NS         | Price: 1051.40 | Target:  910.47 | Risk: LOW        | Conf: 100%
  HINDUNILVR.NS   | Price: 1932.00 | Target: 1794.43 | Risk: LOW        | Conf: 100%
  LICI.NS         | Price:  407.70 | Target:  370.65 | Risk: LOW        | Conf: 80%
  LT.NS           | Price: 3885.00 | Target: 3585.50 | Risk: LOW        | Conf: 80%
  MARUTI.NS       | Price: 12103.00 | Target: 10890.86 | Risk: LOW        | Conf: 100%
  M&M.NS          | Price: 3052.00 | Target: 2728.71 | Risk: LOW        | Conf: 100%
  HCLTECH.NS      | Price: 1249.30 | Target: 1066.05 | Risk: LOW        | Conf: 100%
  SUNPHARMA.NS    | Price: 1837.30 | Target: 1695.05 | Risk: LOW        | Conf: 100%
  ULTRACEMCO.NS   | Price: 11014.00 | Target: 10037.93 | Risk: LOW        | Conf: 100%
  BAJAJFINSV.NS   | Price: 1852.50 | Target: 1666.68 | Risk: LOW        | Conf: 100%
  TITAN.NS        | Price: 4798.50 | Target: 4406.89 | Risk: LOW        | Conf: 100%
  NTPC.NS         | Price:  323.65 | Target:  300.45 | Risk: LOW        | Conf: 100%
  BEL.NS          | Price:  393.30 | Target:  354.60 | Risk: LOW        | Conf: 100%
  WIPRO.NS        | Price:  166.83 | Target:  149.09 | Risk: LOW        | Conf: 100%
  ASIANPAINT.NS   | Price: 2451.30 | Target: 2234.26 | Risk: LOW        | Conf: 100%
  NESTLEIND.NS    | Price: 1372.40 | Target: 1213.51 | Risk: LOW        | Conf: 100%
  INDIGO.NS       | Price: 4920.00 | Target: 4369.46 | Risk: LOW        | Conf: 80%
  TMPV.NS         | Price:  303.80 | Target:  264.12 | Risk: LOW        | Conf: 100%
  JIOFIN.NS       | Price:  229.89 | Target:  210.47 | Risk: LOW        | Conf: 100%
  SBILIFE.NS      | Price: 1731.00 | Target: 1541.04 | Risk: LOW        | Conf: 100%
  VEDL.NS         | Price:  267.60 | Target:  233.97 | Risk: LOW        | Conf: 60%
  DLF.NS          | Price:  644.35 | Target:  560.05 | Risk: LOW        | Conf: 100%
  EICHERMOT.NS    | Price: 7516.00 | Target: 6836.54 | Risk: LOW        | Conf: 80%
  TRENT.NS        | Price: 2824.00 | Target: 2541.39 | Risk: LOW        | Conf: 80%
  HINDALCO.NS     | Price:  986.50 | Target:  879.54 | Risk: LOW        | Conf: 100%
  IRFC.NS         | Price:   81.50 | Target:   74.29 | Risk: LOW        | Conf: 100%
  PIDILITIND.NS   | Price: 1572.10 | Target: 1423.39 | Risk: LOW        | Conf: 100%
  TECHM.NS        | Price: 1537.10 | Target: 1334.03 | Risk: LOW        | Conf: 100%
  BRITANNIA.NS    | Price: 4998.00 | Target: 4583.36 | Risk: LOW        | Conf: 100%
  AMBUJACEM.NS    | Price:  388.30 | Target:  356.53 | Risk: LOW        | Conf: 100%
  TATACAP.NS      | Price:  351.35 | Target:  313.31 | Risk: LOW        | Conf: 100%
  BANKBARODA.NS   | Price:  234.94 | Target:  215.25 | Risk: LOW        | Conf: 100%
  CHOLAFIN.NS     | Price: 1800.00 | Target: 1574.86 | Risk: LOW        | Conf: 100%
  SHRIRAMFIN.NS   | Price: 1010.00 | Target:  876.54 | Risk: LOW        | Conf: 100%
  SOLARINDS.NS    | Price: 18555.00 | Target: 14781.79 | Risk: LOW        | Conf: 100%
  MUTHOOTFIN.NS   | Price: 2841.10 | Target: 2455.85 | Risk: LOW        | Conf: 100%
  TORNTPHARM.NS   | Price: 4840.00 | Target: 4323.93 | Risk: LOW        | Conf: 80%
  LODHA.NS        | Price: 1144.70 | Target:  927.52 | Risk: LOW        | Conf: 100%
  HDFCAMC.NS      | Price: 2425.00 | Target: 2159.71 | Risk: LOW        | Conf: 100%
  CANBK.NS        | Price:  123.78 | Target:  113.89 | Risk: LOW        | Conf: 80%
  MAZDOCK.NS      | Price: 2280.00 | Target: 1959.96 | Risk: LOW        | Conf: 100%
  ABB.NS          | Price: 7270.50 | Target: 6411.39 | Risk: LOW        | Conf: 100%
  TATACONSUM.NS   | Price:  996.00 | Target:  915.68 | Risk: LOW        | Conf: 80%
  UNIONBANK.NS    | Price:  176.56 | Target:  156.21 | Risk: LOW        | Conf: 100%
  SHREECEM.NS     | Price: 22600.00 | Target: 20155.36 | Risk: LOW        | Conf: 100%
  IDBI.NS         | Price:   83.06 | Target:   65.65 | Risk: LOW        | Conf: 100%
  SWIGGY.NS       | Price:  273.05 | Target:  232.44 | Risk: LOW        | Conf: 80%
  BSE.NS          | Price: 3266.40 | Target: 2753.26 | Risk: LOW        | Conf: 100%
  MANKIND.NS      | Price: 2300.70 | Target: 2062.91 | Risk: LOW        | Conf: 80%
  INDIANB.NS      | Price:  839.80 | Target:  745.01 | Risk: LOW        | Conf: 100%
  UNITDSPR.NS     | Price: 1371.00 | Target: 1230.32 | Risk: LOW        | Conf: 100%
  ICICIGI.NS      | Price: 1458.10 | Target: 1317.67 | Risk: LOW        | Conf: 100%
  GROWW.NS        | Price:  191.76 | Target:  164.82 | Risk: LOW        | Conf: 80%
  DIXON.NS        | Price: 13005.00 | Target: 11181.43 | Risk: LOW        | Conf: 100%
  HAVELLS.NS      | Price: 1132.40 | Target:  994.65 | Risk: LOW        | Conf: 100%
  MARICO.NS       | Price:  803.90 | Target:  721.58 | Risk: LOW        | Conf: 100%
  WAAREEENER.NS   | Price: 2560.70 | Target: 2262.89 | Risk: LOW        | Conf: 100%
  LUPIN.NS        | Price: 2083.00 | Target: 1899.79 | Risk: LOW        | Conf: 80%
  JSWENERGY.NS    | Price:  526.00 | Target:  464.96 | Risk: LOW        | Conf: 100%
  PERSISTENT.NS   | Price: 5416.00 | Target: 4616.18 | Risk: LOW        | Conf: 80%
  NAUKRI.NS       | Price: 1251.20 | Target: 1057.99 | Risk: LOW        | Conf: 100%
  SRF.NS          | Price: 2512.00 | Target: 2276.00 | Risk: LOW        | Conf: 80%
  ASHOKLEY.NS     | Price:  163.00 | Target:  141.61 | Risk: LOW        | Conf: 100%
  SUZLON.NS       | Price:   43.14 | Target:   37.65 | Risk: LOW        | Conf: 100%
  IOB.NS          | Price:   32.17 | Target:   29.28 | Risk: LOW        | Conf: 100%
  PRESTIGE.NS     | Price: 1435.10 | Target: 1162.42 | Risk: LOW        | Conf: 100%
  LLOYDSME.NS     | Price: 1826.70 | Target: 1631.38 | Risk: LOW        | Conf: 80%
  FORTIS.NS       | Price:  886.00 | Target:  800.79 | Risk: LOW        | Conf: 100%
  VMM.NS          | Price:  102.65 | Target:   90.02 | Risk: LOW        | Conf: 100%
  TORNTPOWER.NS   | Price: 1258.80 | Target: 1064.05 | Risk: LOW        | Conf: 100%
  NMDC.NS         | Price:   79.15 | Target:   70.34 | Risk: LOW        | Conf: 100%
  BERGEPAINT.NS   | Price:  458.65 | Target:  406.27 | Risk: LOW        | Conf: 100%
  MRF.NS          | Price: 125670.00 | Target: 114607.50 | Risk: LOW        | Conf: 100%
  GODREJPROP.NS   | Price: 1691.10 | Target: 1357.28 | Risk: LOW        | Conf: 100%
  INDUSINDBK.NS   | Price:  966.30 | Target:  867.05 | Risk: LOW        | Conf: 100%
  OBEROIRLTY.NS   | Price: 1785.00 | Target: 1546.25 | Risk: LOW        | Conf: 100%
  FACT.NS         | Price:  764.20 | Target:  671.97 | Risk: LOW        | Conf: 100%
  PHOENIXLTD.NS   | Price: 1877.90 | Target: 1656.61 | Risk: LOW        | Conf: 100%
  BANKINDIA.NS    | Price:  140.00 | Target:  126.52 | Risk: LOW        | Conf: 100%
  TIINDIA.NS      | Price: 2600.00 | Target: 2277.54 | Risk: LOW        | Conf: 100%
  BDL.NS          | Price: 1196.60 | Target: 1033.06 | Risk: LOW        | Conf: 100%
  PIIND.NS        | Price: 2366.80 | Target: 2084.30 | Risk: LOW        | Conf: 100%
  FEDERALBNK.NS   | Price:  332.75 | Target:  301.43 | Risk: LOW        | Conf: 100%
  MPHASIS.NS      | Price: 2300.40 | Target: 1952.83 | Risk: LOW        | Conf: 100%
  KALYANKJIL.NS   | Price:  581.85 | Target:  477.60 | Risk: LOW        | Conf: 100%
  LINDEINDIA.NS   | Price: 6241.50 | Target: 5614.54 | Risk: LOW        | Conf: 100%
  BIOCON.NS       | Price:  385.00 | Target:  341.32 | Risk: LOW        | Conf: 100%
  GODFRYPHLP.NS   | Price: 2018.00 | Target: 1798.79 | Risk: LOW        | Conf: 80%
  UBL.NS          | Price: 1251.50 | Target: 1096.18 | Risk: LOW        | Conf: 100%
  ITCHOTELS.NS    | Price:  158.80 | Target:  143.55 | Risk: LOW        | Conf: 80%
  COCHINSHIP.NS   | Price: 1398.00 | Target: 1158.14 | Risk: LOW        | Conf: 100%
  PREMIERENE.NS   | Price:  902.00 | Target:  787.29 | Risk: LOW        | Conf: 100%
  LTTS.NS         | Price: 3347.50 | Target: 2938.86 | Risk: LOW        | Conf: 100%
  VOLTAS.NS       | Price: 1110.90 | Target:  987.04 | Risk: LOW        | Conf: 100%
  HUDCO.NS        | Price:  174.92 | Target:  154.12 | Risk: LOW        | Conf: 100%
  360ONE.NS       | Price: 1073.10 | Target:  931.78 | Risk: LOW        | Conf: 100%
  PGHH.NS         | Price: 7486.00 | Target: 6777.96 | Risk: LOW        | Conf: 100%
  M&MFIN.NS       | Price:  353.30 | Target:  303.00 | Risk: LOW        | Conf: 100%
  NATIONALUM.NS   | Price:  350.50 | Target:  298.57 | Risk: LOW        | Conf: 100%
  ESCORTS.NS      | Price: 2798.20 | Target: 2496.38 | Risk: LOW        | Conf: 100%
  KAYNES.NS       | Price: 3515.00 | Target: 2906.04 | Risk: LOW        | Conf: 100%
  KEI.NS          | Price: 4650.00 | Target: 3746.50 | Risk: LOW        | Conf: 100%
  ASTRAL.NS       | Price: 1427.70 | Target: 1269.95 | Risk: LOW        | Conf: 100%
  THERMAX.NS      | Price: 3551.90 | Target: 3033.29 | Risk: LOW        | Conf: 100%
  UCOBANK.NS      | Price:   23.75 | Target:   21.44 | Risk: LOW        | Conf: 100%
  GODREJIND.NS    | Price: 1107.40 | Target:  934.29 | Risk: LOW        | Conf: 100%
  SJVN.NS         | Price:   63.95 | Target:   56.77 | Risk: LOW        | Conf: 80%
  ACC.NS          | Price: 1259.70 | Target: 1154.77 | Risk: LOW        | Conf: 80%
  TATAELXSI.NS    | Price: 3266.70 | Target: 2825.13 | Risk: LOW        | Conf: 100%
  NLCINDIA.NS     | Price:  268.80 | Target:  233.32 | Risk: LOW        | Conf: 80%
  KPITTECH.NS     | Price:  532.00 | Target:  465.64 | Risk: LOW        | Conf: 100%
  DELHIVERY.NS    | Price:  428.00 | Target:  374.66 | Risk: LOW        | Conf: 100%
  ASTERDM.NS      | Price:  755.05 | Target:  668.35 | Risk: LOW        | Conf: 100%
  GODIGIT.NS      | Price:  239.00 | Target:  202.29 | Risk: LOW        | Conf: 100%
  AIAENG.NS       | Price: 3973.30 | Target: 3392.53 | Risk: LOW        | Conf: 100%
  COHANCE.NS      | Price:  438.00 | Target:  363.68 | Risk: LOW        | Conf: 100%
  GILLETTE.NS     | Price: 7073.00 | Target: 6440.68 | Risk: LOW        | Conf: 100%
  APOLLOTYRE.NS   | Price:  409.30 | Target:  356.84 | Risk: LOW        | Conf: 100%
  NBCC.NS         | Price:   82.40 | Target:   74.32 | Risk: LOW        | Conf: 100%
  ITI.NS          | Price:  256.30 | Target:  228.57 | Risk: LOW        | Conf: 100%
  HINDCOPPER.NS   | Price:  497.40 | Target:  422.41 | Risk: LOW        | Conf: 100%
  GRSE.NS         | Price: 2411.80 | Target: 2101.73 | Risk: LOW        | Conf: 100%
  MSUMI.NS        | Price:   35.67 | Target:   31.55 | Risk: LOW        | Conf: 100%
  IGL.NS          | Price:  148.56 | Target:  133.35 | Risk: LOW        | Conf: 100%
  TATATECH.NS     | Price:  722.45 | Target:  590.47 | Risk: LOW        | Conf: 100%
  STARHEALTH.NS   | Price:  547.05 | Target:  461.73 | Risk: LOW        | Conf: 100%
  TVSHLTD.NS      | Price: 12812.00 | Target: 10764.14 | Risk: LOW        | Conf: 80%
  IRB.NS          | Price:   18.48 | Target:   15.86 | Risk: LOW        | Conf: 100%
  SUMICHEM.NS     | Price:  460.85 | Target:  392.06 | Risk: LOW        | Conf: 100%
  SYNGENE.NS      | Price:  369.05 | Target:  331.09 | Risk: LOW        | Conf: 100%
  AMBER.NS        | Price: 7125.00 | Target: 6336.07 | Risk: LOW        | Conf: 100%
  ZFCVINDIA.NS    | Price: 2387.00 | Target: 2047.93 | Risk: LOW        | Conf: 100%
  NUVAMA.NS       | Price: 1713.70 | Target: 1398.84 | Risk: LOW        | Conf: 100%
  MRPL.NS         | Price:  165.38 | Target:  128.11 | Risk: LOW        | Conf: 100%
  DEEPAKNTR.NS    | Price: 1586.30 | Target: 1347.62 | Risk: LOW        | Conf: 100%
  PFIZER.NS       | Price: 4002.40 | Target: 3527.51 | Risk: LOW        | Conf: 100%
  KIOCL.NS        | Price:  340.65 | Target:  283.63 | Risk: LOW        | Conf: 100%
  MANAPPURAM.NS   | Price:  319.15 | Target:  269.79 | Risk: LOW        | Conf: 100%
  ASTRAZEN.NS     | Price: 6751.50 | Target: 6128.64 | Risk: LOW        | Conf: 100%
  CESC.NS         | Price:  141.53 | Target:  122.80 | Risk: LOW        | Conf: 100%
  SUNTV.NS        | Price:  451.70 | Target:  384.77 | Risk: LOW        | Conf: 100%
  KARURVYSYA.NS   | Price:  332.15 | Target:  292.13 | Risk: LOW        | Conf: 80%
  KEC.NS          | Price:  404.25 | Target:  342.16 | Risk: LOW        | Conf: 80%
  AADHARHFC.NS    | Price:  461.65 | Target:  393.13 | Risk: LOW        | Conf: 100%
  IIFL.NS         | Price:  600.20 | Target:  474.91 | Risk: LOW        | Conf: 100%
  CREDITACC.NS    | Price: 1387.60 | Target: 1190.10 | Risk: LOW        | Conf: 100%
  JSWHL.NS        | Price: 11282.00 | Target: 9149.14 | Risk: LOW        | Conf: 80%
  PSB.NS          | Price:   22.10 | Target:   19.92 | Risk: LOW        | Conf: 100%
  ABREL.NS        | Price: 1266.20 | Target: 1083.63 | Risk: LOW        | Conf: 100%
  OLAELEC.NS      | Price:   36.39 | Target:   28.89 | Risk: LOW        | Conf: 100%
  DCMSHRIRAM.NS   | Price:  995.00 | Target:  893.14 | Risk: LOW        | Conf: 100%
  BASF.NS         | Price: 3605.70 | Target: 3165.95 | Risk: LOW        | Conf: 100%
  KANSAINER.NS    | Price:  183.96 | Target:  163.91 | Risk: LOW        | Conf: 100%
  EIDPARRY.NS     | Price:  700.70 | Target:  596.97 | Risk: LOW        | Conf: 100%
  CAMS.NS         | Price:  708.05 | Target:  608.32 | Risk: LOW        | Conf: 100%
  RPOWER.NS       | Price:   21.13 | Target:   18.28 | Risk: LOW        | Conf: 100%
  KAJARIACER.NS   | Price: 1202.70 | Target: 1038.34 | Risk: LOW        | Conf: 100%
  ATUL.NS         | Price: 6170.50 | Target: 5464.96 | Risk: LOW        | Conf: 100%
  FIRSTCRY.NS     | Price:  172.15 | Target:  136.59 | Risk: LOW        | Conf: 100%
  JSWCEMENT.NS    | Price:  117.44 | Target:  107.87 | Risk: LOW        | Conf: 100%
  ARE&M.NS        | Price:  796.00 | Target:  708.61 | Risk: LOW        | Conf: 100%
  GRINDWELL.NS    | Price: 1895.60 | Target: 1662.81 | Risk: LOW        | Conf: 100%
  VINATIORGA.NS   | Price: 1234.90 | Target: 1088.59 | Risk: LOW        | Conf: 100%
  ZENSARTECH.NS   | Price:  436.45 | Target:  355.63 | Risk: LOW        | Conf: 100%
  PGEL.NS         | Price:  529.15 | Target:  458.61 | Risk: LOW        | Conf: 100%
  VENTIVE.NS      | Price:  557.35 | Target:  475.90 | Risk: LOW        | Conf: 100%
  CENTURYPLY.NS   | Price:  722.65 | Target:  643.20 | Risk: LOW        | Conf: 100%
  ABLBL.NS        | Price:   81.17 | Target:   71.57 | Risk: LOW        | Conf: 100%
  NETWEB.NS       | Price: 4664.50 | Target: 3696.46 | Risk: LOW        | Conf: 100%
  CPPLUS.NS       | Price: 3355.10 | Target: 2538.39 | Risk: LOW        | Conf: 100%
