NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-07-22 05:06:10

BUY SIGNALS (681):
  BHARTIARTL.NS   | Price: 1944.80 | Entry:  1905.9 | Target: 2114.16 | Risk: LOW       
  TERASOFT.NS     | Price:  393.25 | Trend:  -0.70% | Mom:   2.54% | Risk: LOW       
  DICIND.NS       | Price:  517.95 | Trend:   1.24% | Mom:   0.31% | Risk: LOW       
  MIRZAINT.NS     | Price:   36.05 | Trend:   8.76% | Mom:  -4.68% | Risk: LOW       
  NAHARINDUS.NS   | Price:  117.31 | Trend:   0.95% | Mom:   0.81% | Risk: LOW       
  MEDICAMEQ.NS    | Price:  247.90 | Trend:  -0.76% | Mom:   0.43% | Risk: LOW       
  PANACHE.NS      | Price:  432.80 | Trend:   9.72% | Mom:  -0.14% | Risk: LOW       
  KOTHARIPRO.NS   | Price:   68.20 | Trend:  -3.88% | Mom:   0.72% | Risk: LOW       
  HTMEDIA.NS      | Price:   25.93 | Trend:  12.07% | Mom:   0.23% | Risk: LOW       
  SINCLAIR.NS     | Price:   75.36 | Trend:  -0.75% | Mom:  -0.03% | Risk: LOW       
  HIGREEN.NS      | Price:  139.55 | Trend:   1.13% | Mom:  -1.93% | Risk: LOW       
  ARIES.NS        | Price:  340.30 | Trend:  -0.33% | Mom:   0.06% | Risk: LOW       
  SIGMA.NS        | Price:   37.98 | Trend:  -3.41% | Mom:   0.48% | Risk: LOW       
  NAHARCAP.NS     | Price:  247.20 | Trend:  -1.88% | Mom:  -0.32% | Risk: LOW       
  BIRLACABLE.NS   | Price:  185.70 | Trend:  -3.73% | Mom:   0.88% | Risk: LOW       
  AMANTA.NS       | Price:  168.00 | Trend:  12.36% | Mom:  -6.56% | Risk: LOW       
  THOMASCOTT.NS   | Price:  292.00 | Trend:  -0.39% | Mom: -10.51% | Risk: LOW       
  MCLEODRUSS.NS   | Price:   54.27 | Trend: -15.00% | Mom:   0.00% | Risk: LOW       
  MUTHOOTCAP.NS   | Price:  214.49 | Trend:   4.14% | Mom:  -1.52% | Risk: LOW       
  PANSARI.NS      | Price:  358.55 | Trend:  18.91% | Mom:   0.99% | Risk: LOW       
  ALBERTDAVD.NS   | Price:  698.15 | Trend:  -1.39% | Mom:  -0.98% | Risk: LOW       
  RAMANEWS.NS     | Price:   28.87 | Trend:  -1.42% | Mom:   0.52% | Risk: LOW       
  CHEMBONDCH.NS   | Price:  245.00 | Trend:  18.18% | Mom:  -1.83% | Risk: LOW       
  PCCL.NS         | Price:  257.95 | Trend:  -3.06% | Mom:   7.93% | Risk: LOW       
  MANAKSIA.NS     | Price:   57.25 | Trend:  -2.75% | Mom:  -0.66% | Risk: LOW       
  BANSWRAS.NS     | Price:  130.83 | Trend:   2.82% | Mom:   0.65% | Risk: LOW       
  FILATFASH.NS    | Price:    0.19 | Trend:  -7.23% | Mom:   5.56% | Risk: LOW       
  DENORA.NS       | Price:  885.05 | Trend:   9.25% | Mom:  -3.02% | Risk: LOW       
  ORIENTBELL.NS   | Price:  319.90 | Trend:  -1.56% | Mom:   0.46% | Risk: LOW       
  SPCENET.NS      | Price:    3.66 | Trend:   0.08% | Mom:  -4.19% | Risk: LOW       
  BEDMUTHA.NS     | Price:  108.86 | Trend:  -0.72% | Mom:   0.76% | Risk: LOW       
  AARON.NS        | Price:  117.98 | Trend:  -1.59% | Mom:   1.56% | Risk: LOW       
  SHIVAUM.NS      | Price:  405.00 | Trend:   9.96% | Mom:  -8.14% | Risk: LOW       
  PHANTOMFX.NS    | Price:  183.95 | Trend:   1.32% | Mom:  -2.83% | Risk: LOW       
  MANAKSTEEL.NS   | Price:   73.20 | Trend:   3.30% | Mom: -11.37% | Risk: LOW       
  ASMS.NS         | Price:    7.10 | Trend:  -3.50% | Mom:  -0.70% | Risk: LOW       
  BBTCL.NS        | Price:  217.77 | Trend:   2.77% | Mom:   0.58% | Risk: LOW       
  INFINIUM.NS     | Price:  210.70 | Trend:   0.76% | Mom:  -2.66% | Risk: LOW       
  FCSSOFT.NS      | Price:    1.55 | Trend:  -1.99% | Mom:   3.33% | Risk: LOW       
  ZIMLAB.NS       | Price:  118.58 | Trend:   5.33% | Mom:  -1.76% | Risk: LOW       
  INM.NS          | Price:  167.05 | Trend:  -1.39% | Mom:   0.03% | Risk: LOW       
  SYSTANGO.NS     | Price:  224.15 | Trend:  -1.09% | Mom:   1.20% | Risk: LOW       
  GINNIFILA.NS    | Price:   49.00 | Trend:   5.64% | Mom:  -5.08% | Risk: LOW       
  BROOKS.NS       | Price:   67.20 | Trend:   2.68% | Mom:  -7.98% | Risk: LOW       
  BPL.NS          | Price:   54.89 | Trend:  -0.31% | Mom:   2.91% | Risk: LOW       
  HALEOSLABS.NS   | Price: 1537.40 | Trend:   1.44% | Mom:  -4.65% | Risk: LOW       
  MANCREDIT.NS    | Price:  228.33 | Trend:   7.19% | Mom:   0.16% | Risk: LOW       
  GLOBAL.NS       | Price:  103.47 | Trend:   0.42% | Mom:   3.57% | Risk: LOW       
  URAVIDEF.NS     | Price:  117.86 | Trend:  -0.28% | Mom:  -4.50% | Risk: LOW       
  GEEKAYWIRE.NS   | Price:   24.25 | Trend:  -0.90% | Mom:   0.00% | Risk: LOW       
  SKP.NS          | Price:  155.55 | Trend:  -2.48% | Mom:   1.17% | Risk: LOW       
  VLEGOV.NS       | Price:   10.91 | Trend: -15.56% | Mom:   3.90% | Risk: LOW       
  BHAGYANGR.NS    | Price:  385.95 | Trend:  11.49% | Mom:  -1.59% | Risk: LOW       
  BYKE.NS         | Price:   33.45 | Trend:  -3.15% | Mom:   0.94% | Risk: LOW       
  AVG.NS          | Price:  204.45 | Trend:  14.53% | Mom:   0.06% | Risk: LOW       
  GOLDTECH.NS     | Price:   57.00 | Trend:  16.47% | Mom:  -2.05% | Risk: LOW       
  DIAMINESQ.NS    | Price:  256.50 | Trend:   1.00% | Mom:  -4.81% | Risk: LOW       
  TREJHARA.NS     | Price:  136.10 | Trend:  -4.69% | Mom:   0.09% | Risk: LOW       
  AUTOIND.NS      | Price:   83.70 | Trend:   0.24% | Mom:  -9.05% | Risk: LOW       
  SAAKSHI.NS      | Price:  294.55 | Trend:  10.20% | Mom:  -3.22% | Risk: LOW       
  RVHL.NS         | Price:   45.00 | Trend:   4.11% | Mom:   0.74% | Risk: LOW       
  SOMATEX.NS      | Price:  101.07 | Trend:   0.57% | Mom:  -5.12% | Risk: LOW       
  PRAMARA.NS      | Price:  135.30 | Trend: -17.86% | Mom:   1.58% | Risk: LOW       
  PRIZOR.NS       | Price:  812.00 | Trend:   4.23% | Mom:  -0.73% | Risk: LOW       
  OMFREIGHT.NS    | Price:   92.50 | Trend:   3.54% | Mom:  -6.00% | Risk: LOW       
  KRISHCA.NS      | Price:  165.10 | Trend:  -6.23% | Mom:   0.86% | Risk: LOW       
  SUNDRMBRAK.NS   | Price:  816.00 | Trend:   8.56% | Mom:  -0.39% | Risk: LOW       
  DJML.NS         | Price:  108.37 | Trend:   0.38% | Mom: -10.15% | Risk: LOW       
  STARTECK.NS     | Price:  268.00 | Trend:  -0.47% | Mom:  -6.49% | Risk: LOW       
  DCMNVL.NS       | Price:  147.00 | Trend:  -3.22% | Mom:  -0.81% | Risk: LOW       
  INDOUS.NS       | Price:   86.20 | Trend:  -7.80% | Mom:  -0.94% | Risk: LOW       
  ZEELEARN.NS     | Price:    8.57 | Trend:  10.38% | Mom:  -0.35% | Risk: LOW       
  CCHHL.NS        | Price:   12.50 | Trend:  -3.77% | Mom:   0.64% | Risk: LOW       
  MEGASTAR.NS     | Price:  349.95 | Trend:   6.54% | Mom:  -5.93% | Risk: LOW       
  RADIOCITY.NS    | Price:    5.97 | Trend:  -2.31% | Mom:  -0.67% | Risk: LOW       
  VIRINCHI.NS     | Price:   15.98 | Trend:  -1.85% | Mom:   0.57% | Risk: LOW       
  REPL.NS         | Price:   66.57 | Trend:  -3.46% | Mom:  -0.89% | Risk: LOW       
  FELIX.NS        | Price:  187.90 | Trend:  -1.53% | Mom:   0.16% | Risk: LOW       
  SADHNANIQ.NS    | Price:    2.74 | Trend:   5.32% | Mom:  -2.84% | Risk: LOW       
  COASTCORP.NS    | Price:   51.39 | Trend:  -2.59% | Mom:   2.78% | Risk: LOW       
  AHLEAST.NS      | Price:  148.13 | Trend:  -3.25% | Mom:   3.49% | Risk: LOW       
  SAKHTISUG.NS    | Price:   17.13 | Trend:  -1.64% | Mom:   1.06% | Risk: LOW       
  ZODIACLOTH.NS   | Price:   76.51 | Trend:  -1.58% | Mom:  -0.60% | Risk: LOW       
  COMMITTED.NS    | Price:  328.60 | Trend:  10.18% | Mom:  -2.36% | Risk: LOW       
  PIGL.NS         | Price:  110.16 | Trend:   2.38% | Mom:  -1.98% | Risk: LOW       
  PONNIERODE.NS   | Price:  316.50 | Trend:   1.05% | Mom:   0.86% | Risk: LOW       
  CPCAP.NS        | Price:  108.50 | Trend:   6.73% | Mom:  -3.97% | Risk: LOW       
  AERONEU.NS      | Price:   88.65 | Trend:  -1.12% | Mom:  -0.14% | Risk: LOW       
  NIRAJ.NS        | Price:   29.50 | Trend:  -0.27% | Mom:   0.31% | Risk: LOW       
  SHIVATEX.NS     | Price:  146.54 | Trend:  -5.21% | Mom:   0.53% | Risk: LOW       
  CHEMBOND.NS     | Price:  181.00 | Trend:   4.48% | Mom:  -4.78% | Risk: LOW       
  CORDSCABLE.NS   | Price:  208.00 | Trend:  -2.01% | Mom:   0.40% | Risk: LOW       
  ABAN.NS         | Price:   14.92 | Trend:  -4.07% | Mom:  -0.67% | Risk: LOW       
  TRIGYN.NS       | Price:   54.89 | Trend:  -0.95% | Mom:   9.15% | Risk: LOW       
  BALAXI.NS       | Price:   24.17 | Trend:  -0.45% | Mom:   1.34% | Risk: LOW       
  FIDEL.NS        | Price:  151.25 | Trend:  -2.10% | Mom:   7.24% | Risk: LOW       
  DHARAN.NS       | Price:    0.16 | Trend:   9.44% | Mom:   0.00% | Risk: LOW       
  MARALOVER.NS    | Price:   54.40 | Trend:  -2.12% | Mom:   3.28% | Risk: LOW       
  VETO.NS         | Price:  122.79 | Trend:  -3.02% | Mom:   2.41% | Risk: LOW       
  PRITIKA.NS      | Price:   62.00 | Trend:  -4.83% | Mom:   0.49% | Risk: LOW       
  LOTUSEYE.NS     | Price:  119.98 | Trend:   0.39% | Mom:  -2.64% | Risk: LOW       
  RAJTV.NS        | Price:   11.97 | Trend: -17.70% | Mom:  -0.08% | Risk: LOW       
  AKSHARCHEM.NS   | Price:  230.11 | Trend:   4.47% | Mom:  -2.26% | Risk: LOW       
  IBULLSLTD.NS    | Price:   28.26 | Trend:  13.20% | Mom:   0.25% | Risk: LOW       
  DGCONTENT.NS    | Price:   25.00 | Trend:  -6.20% | Mom:   1.79% | Risk: LOW       
  GULFPETRO.NS    | Price:   38.00 | Trend:   0.05% | Mom:  -4.14% | Risk: LOW       
  PROPEQUITY.NS   | Price:  239.90 | Trend:   3.58% | Mom:  -0.42% | Risk: LOW       
  JMA.NS          | Price:   89.49 | Trend:  -0.07% | Mom:  -2.03% | Risk: LOW       
  ALUWIND.NS      | Price:   46.30 | Trend:  -4.69% | Mom:   2.32% | Risk: LOW       
  LLOYDS.NS       | Price:   74.50 | Trend: -10.53% | Mom:   5.37% | Risk: LOW       
  INCREDIBLE.NS   | Price:   33.53 | Trend:  -2.44% | Mom:   1.67% | Risk: LOW       
  ARCHIDPLY.NS    | Price:   80.80 | Trend:   0.37% | Mom:   1.44% | Risk: LOW       
  MADHUSUDAN.NS   | Price:  231.05 | Trend:  22.99% | Mom:  -8.69% | Risk: LOW       
  CENTEXT.NS      | Price:   18.80 | Trend:  -4.05% | Mom:   0.43% | Risk: LOW       
  ENFUSE.NS       | Price:  164.45 | Trend:  -4.25% | Mom:   4.08% | Risk: LOW       
  DENEERS.NS      | Price:  198.50 | Trend:  -4.31% | Mom:  12.08% | Risk: LOW       
  ALPA.NS         | Price:   67.97 | Trend:  -1.49% | Mom:  -0.57% | Risk: LOW       
  DTIL.NS         | Price:  136.25 | Trend:  -0.16% | Mom:  -3.35% | Risk: LOW       
  PURVFLEXI.NS    | Price:   48.00 | Trend:  -9.12% | Mom:   0.84% | Risk: LOW       
  MANAKALUCO.NS   | Price:   36.56 | Trend:   0.10% | Mom:   4.91% | Risk: LOW       
  DCM.NS          | Price:   95.50 | Trend:   2.25% | Mom:  -3.02% | Risk: LOW       
  CPS.NS          | Price:  990.00 | Trend:  -1.73% | Mom:  -1.00% | Risk: LOW       
  AARTECH.NS      | Price:   48.70 | Trend:   5.86% | Mom:  -8.23% | Risk: LOW       
  LAL.NS          | Price:    8.43 | Trend:   6.15% | Mom:  -4.85% | Risk: LOW       
  DYNAMIC.NS      | Price:  159.50 | Trend:   5.91% | Mom:  -5.45% | Risk: LOW       
  CANARYS.NS      | Price:   19.10 | Trend:  -3.47% | Mom:   0.53% | Risk: LOW       
  BSL.NS          | Price:  126.50 | Trend:  -0.47% | Mom:  -2.98% | Risk: LOW       
  EMKAYTOOLS.NS   | Price:   93.05 | Trend:  -4.45% | Mom:  -0.27% | Risk: LOW       
  RUCHINFRA.NS    | Price:    6.09 | Trend:  -1.22% | Mom:   0.66% | Risk: LOW       
  TBI.NS          | Price:   65.95 | Trend:   0.12% | Mom:   1.23% | Risk: LOW       
  GAYAPROJ.NS     | Price:   21.00 | Trend:   1.00% | Mom:   0.24% | Risk: LOW       
  VR.NS           | Price:  102.90 | Trend: -15.95% | Mom:   3.63% | Risk: LOW       
  MODTHREAD.NS    | Price:   47.52 | Trend:   3.62% | Mom:   0.57% | Risk: LOW       
  DOLLEX.NS       | Price:   30.00 | Trend:  -1.75% | Mom:   0.67% | Risk: LOW       
  UMIYA-MRO.NS    | Price:   89.83 | Trend:   2.56% | Mom:  -0.67% | Risk: LOW       
  SHREEOSFM.NS    | Price:   62.50 | Trend:   5.87% | Mom:   0.00% | Risk: LOW       
  AIROLAM.NS      | Price:   87.99 | Trend:   1.06% | Mom:  -4.19% | Risk: LOW       
  MUKTAARTS.NS    | Price:   56.50 | Trend:  -4.24% | Mom:   5.98% | Risk: LOW       
  GLOBALPET.NS    | Price:  151.00 | Trend:   0.98% | Mom:  -5.62% | Risk: LOW       
  INDIANCARD.NS   | Price:  225.00 | Trend:   2.74% | Mom:   0.17% | Risk: LOW       
  MDL.NS          | Price:   70.00 | Trend:   6.70% | Mom:  -9.27% | Risk: LOW       
  ALPHAGEO.NS     | Price:  202.89 | Trend:  -2.70% | Mom:   2.00% | Risk: LOW       
  GVPTECH.NS      | Price:    6.80 | Trend:   0.81% | Mom:  -1.59% | Risk: LOW       
  BHARATGEAR.NS   | Price:  121.10 | Trend:   0.27% | Mom:   0.93% | Risk: LOW       
  RPPL.NS         | Price:   21.58 | Trend:  10.97% | Mom:  -0.64% | Risk: LOW       
  SHEETAL.NS      | Price:  293.90 | Trend:   0.49% | Mom:  -0.34% | Risk: LOW       
  SADHAV.NS       | Price:  113.85 | Trend:  -1.37% | Mom:  -0.87% | Risk: LOW       
  SURANASOL.NS    | Price:   26.38 | Trend:  -1.04% | Mom:   2.33% | Risk: LOW       
  QUESTLAB.NS     | Price:   97.10 | Trend:  -5.13% | Mom:   6.94% | Risk: LOW       
  BTML.NS         | Price:    6.12 | Trend:  -3.36% | Mom:   1.49% | Risk: LOW       
  COMPUSOFT.NS    | Price:   13.27 | Trend:  -1.11% | Mom:   2.16% | Risk: LOW       
  SHYAMCENT.NS    | Price:    5.30 | Trend:   0.62% | Mom:  -8.93% | Risk: LOW       
  SAMBHAAV.NS     | Price:    6.17 | Trend:  -6.05% | Mom:  -0.64% | Risk: LOW       
  GREENCHEF.NS    | Price:   48.80 | Trend:  -6.83% | Mom:   0.31% | Risk: LOW       
  MAHAPEXLTD.NS   | Price:   45.40 | Trend:  -4.03% | Mom:  -0.04% | Risk: LOW       
  VITAL.NS        | Price:   49.76 | Trend:  -7.70% | Mom:  -0.60% | Risk: LOW       
  SYLVANPLY.NS    | Price:   58.00 | Trend:   5.08% | Mom:  -6.68% | Risk: LOW       
  TRUST.NS        | Price:   29.00 | Trend:  -9.32% | Mom:  -0.85% | Risk: LOW       
  WIPL.NS         | Price:  166.02 | Trend:   4.00% | Mom:  -3.93% | Risk: LOW       
  VIPULLTD.NS     | Price:   13.42 | Trend:  14.57% | Mom: -12.97% | Risk: LOW       
  SALONA.NS       | Price:  255.90 | Trend:  -4.41% | Mom:   0.33% | Risk: LOW       
  SHIGAN.NS       | Price:   63.15 | Trend: -10.90% | Mom:   5.25% | Risk: LOW       
  RAJSREESUG.NS   | Price:   31.11 | Trend:  -5.61% | Mom:  -0.61% | Risk: LOW       
  OSWALSEEDS.NS   | Price:   10.39 | Trend:  -6.14% | Mom:  -0.86% | Risk: LOW       
  BAGFILMS.NS     | Price:    4.55 | Trend:  -5.39% | Mom:   3.17% | Risk: LOW       
  SECMARK.NS      | Price:  125.00 | Trend:  -0.93% | Mom:  -0.33% | Risk: LOW       
  ARTNIRMAN.NS    | Price:   39.98 | Trend:  -2.08% | Mom:   0.63% | Risk: LOW       
  SSFL.NS         | Price:  275.25 | Trend:  33.28% | Mom:  -3.94% | Risk: LOW       
  FIBERWEB.NS     | Price:   31.55 | Trend:   4.16% | Mom:  -1.53% | Risk: LOW       
  SCML.NS         | Price:   79.10 | Trend:  -9.40% | Mom:   0.64% | Risk: LOW       
  OMFURN.NS       | Price:   56.00 | Trend:  -1.06% | Mom:   3.70% | Risk: LOW       
  DCG.NS          | Price:   52.00 | Trend: -10.76% | Mom:   3.59% | Risk: LOW       
  MAXPOSURE.NS    | Price:   35.00 | Trend:  -0.81% | Mom:   0.00% | Risk: LOW       
  BEACON.NS       | Price:   93.15 | Trend:   0.72% | Mom:  -0.37% | Risk: LOW       
  DTL.NS          | Price:  127.00 | Trend:  -0.68% | Mom:   7.17% | Risk: LOW       
  GROBTEA.NS      | Price:  909.40 | Trend:   0.22% | Mom:   0.18% | Risk: LOW       
  MAHICKRA.NS     | Price:  245.75 | Trend:   0.53% | Mom:  -5.04% | Risk: LOW       
  RELCHEMQ.NS     | Price:  130.98 | Trend:   1.37% | Mom:  -2.86% | Risk: LOW       
  PALASHSECU.NS   | Price:   92.43 | Trend:  -2.65% | Mom:  -0.01% | Risk: LOW       
  ASCOM.NS        | Price:  258.75 | Trend:   2.66% | Mom:  -0.23% | Risk: LOW       
  OLIL.NS         | Price:  428.00 | Trend:  -1.97% | Mom:   3.68% | Risk: LOW       
  SIL.NS          | Price:   16.14 | Trend:   1.78% | Mom:   0.12% | Risk: LOW       
  OBCL.NS         | Price:   53.03 | Trend:  -3.15% | Mom:  -0.58% | Risk: LOW       
  BHANDARI.NS     | Price:    2.94 | Trend:  -4.79% | Mom:  -0.34% | Risk: LOW       
  KAKATCEM.NS     | Price:  120.20 | Trend:  -1.18% | Mom:   1.53% | Risk: LOW       
  HOACFOODS.NS    | Price:  686.95 | Trend:  10.80% | Mom:  -1.34% | Risk: LOW       
  PIONEEREMB.NS   | Price:   22.73 | Trend:  -6.09% | Mom:  -0.96% | Risk: LOW       
  ZENITHDRUG.NS   | Price:   48.60 | Trend:   8.53% | Mom:  -9.83% | Risk: LOW       
  DHRUV.NS        | Price:   25.50 | Trend:  -9.62% | Mom:  -0.39% | Risk: LOW       
  SONUINFRA.NS    | Price:   42.75 | Trend:  -9.98% | Mom:   0.00% | Risk: LOW       
  SELMC.NS        | Price:   28.87 | Trend:  -2.06% | Mom:   0.24% | Risk: LOW       
  PARAGON.NS      | Price:   49.00 | Trend:   1.14% | Mom:  -2.00% | Risk: LOW       
  LPDC.NS         | Price:    6.40 | Trend:  -3.96% | Mom:   0.47% | Risk: LOW       
  ROXHITECH.NS    | Price:   39.65 | Trend:  12.22% | Mom:  -3.29% | Risk: LOW       
  DIGJAMLMTD.NS   | Price:   44.00 | Trend:  -2.88% | Mom:  -0.38% | Risk: LOW       
  PATINTLOG.NS    | Price:   14.40 | Trend:   2.29% | Mom:  -9.55% | Risk: LOW       
  AMDIND.NS       | Price:   46.80 | Trend:   1.44% | Mom:   0.49% | Risk: LOW       
  HISARMETAL.NS   | Price:  153.00 | Trend:   0.33% | Mom:  -1.26% | Risk: LOW       
  ENERGYDEV.NS    | Price:   16.97 | Trend:   1.07% | Mom:  -3.58% | Risk: LOW       
  EFORCE.NS       | Price:   21.35 | Trend:  -6.17% | Mom:   2.40% | Risk: LOW       
  FONEBOX.NS      | Price:   76.65 | Trend:  -2.20% | Mom:   8.80% | Risk: LOW       
  SONAMAC.NS      | Price:   31.95 | Trend:  -7.55% | Mom:   0.79% | Risk: LOW       
  DBSTOCKBRO.NS   | Price:   33.80 | Trend:   1.80% | Mom: -19.79% | Risk: LOW       
  SANGANI.NS      | Price:   44.90 | Trend:  -3.95% | Mom:  -0.22% | Risk: LOW       
  AURIGROW.NS     | Price:    0.28 | Trend:  -9.91% | Mom:   0.00% | Risk: LOW       
  VIAZ.NS         | Price:   60.00 | Trend:  -4.28% | Mom:  -0.66% | Risk: LOW       
  PARTYCRUS.NS    | Price:   87.00 | Trend:  -8.38% | Mom:   1.93% | Risk: LOW       
  BAWEJA.NS       | Price:   28.95 | Trend:  -2.05% | Mom:   3.58% | Risk: LOW       
  CEREBRAINT.NS   | Price:    3.07 | Trend: -10.41% | Mom:   0.99% | Risk: LOW       
  SUVIDHAA.NS     | Price:    2.57 | Trend:  -4.68% | Mom:  -0.77% | Risk: LOW       
  SRIVASAVI.NS    | Price:   85.75 | Trend:  33.25% | Mom:  -0.35% | Risk: LOW       
  NARMADA.NS      | Price:   35.95 | Trend:  -2.68% | Mom:   4.11% | Risk: LOW       
  BLBLIMITED.NS   | Price:   16.11 | Trend:   0.11% | Mom:  -2.89% | Risk: LOW       
  AMEYA.NS        | Price:  115.50 | Trend:   4.57% | Mom:  -2.53% | Risk: LOW       
  MARCO.NS        | Price:   32.80 | Trend:  -1.29% | Mom:   4.96% | Risk: LOW       
  ATLASCYCLE.NS   | Price:   99.00 | Trend:   0.04% | Mom:   2.27% | Risk: LOW       
  BIRDYS.NS       | Price:   92.10 | Trend: -15.52% | Mom:   0.93% | Risk: LOW       
  ANSALAPI.NS     | Price:    2.83 | Trend: -16.81% | Mom:   3.66% | Risk: LOW       
  SWASTIK.NS      | Price:   18.30 | Trend:  -7.37% | Mom:  19.61% | Risk: LOW       
  VERTEXPLUS.NS   | Price:   48.30 | Trend: -14.52% | Mom:   8.42% | Risk: LOW       
  BIOFILCHEM.NS   | Price:   33.59 | Trend:  -2.28% | Mom:   0.03% | Risk: LOW       
  ARCHIES.NS      | Price:   13.96 | Trend:  -2.60% | Mom:   1.09% | Risk: LOW       
  GAYAHWS.NS      | Price:    1.98 | Trend:  -7.61% | Mom:   1.02% | Risk: LOW       
  BLUEPEBBLE.NS   | Price:   70.00 | Trend: -16.98% | Mom:  -0.85% | Risk: LOW       
  RKDL.NS         | Price:   19.00 | Trend:  -2.93% | Mom:   2.10% | Risk: LOW       
  LFIC.NS         | Price:  144.70 | Trend:   0.38% | Mom:   2.23% | Risk: LOW       
  GOLDENTOBC.NS   | Price:   25.50 | Trend:  -0.97% | Mom:   0.20% | Risk: LOW       
  VINNY.NS        | Price:    1.07 | Trend:  -3.45% | Mom:  -0.93% | Risk: LOW       
  LEXUS.NS        | Price:   15.00 | Trend:  -7.27% | Mom:   6.31% | Risk: LOW       
  BABAFP.NS       | Price:   24.00 | Trend:  -4.00% | Mom:   0.00% | Risk: LOW       
  ADROITINFO.NS   | Price:    9.03 | Trend:  -0.70% | Mom:  -0.55% | Risk: LOW       
  MCON.NS         | Price:   44.50 | Trend:  -2.10% | Mom:   1.14% | Risk: LOW       
  SIMBHALS.NS     | Price:    6.80 | Trend:  -8.30% | Mom:   0.15% | Risk: LOW       
  HYBRIDFIN.NS    | Price:   18.75 | Trend:  -0.29% | Mom:  -5.30% | Risk: LOW       
  VISHWAS.NS      | Price:   48.00 | Trend:  -4.67% | Mom:  -0.72% | Risk: LOW       
  QUICKTOUCH.NS   | Price:   23.15 | Trend:  -6.89% | Mom:  -0.64% | Risk: LOW       
  DKEGL.NS        | Price:   67.95 | Trend:  -1.02% | Mom:   7.77% | Risk: LOW       
  LASA.NS         | Price:    7.25 | Trend:  -4.94% | Mom:  -0.68% | Risk: LOW       
  UCL.NS          | Price:  172.50 | Trend:   3.19% | Mom: -11.08% | Risk: LOW       
  SUPERSPIN.NS    | Price:    5.23 | Trend:   0.86% | Mom:  -1.13% | Risk: LOW       
  AGNI.NS         | Price:   17.95 | Trend:  -3.28% | Mom:   0.28% | Risk: LOW       
  PROLIFE.NS      | Price:   75.00 | Trend:  10.87% | Mom:  -5.72% | Risk: LOW       
  NGIL.NS         | Price:   40.00 | Trend:   0.95% | Mom:  -4.63% | Risk: LOW       
  ADL.NS          | Price:   70.10 | Trend:  -2.24% | Mom:   0.69% | Risk: LOW       
  PRECISION.NS    | Price:    6.95 | Trend:  -6.54% | Mom:  -0.71% | Risk: LOW       
  DEEM.NS         | Price:   55.40 | Trend:  16.14% | Mom:   0.82% | Risk: LOW       
  AMBICAAGAR.NS   | Price:   25.30 | Trend:   3.37% | Mom:   0.60% | Risk: LOW       
  KONTOR.NS       | Price:   59.60 | Trend:  -7.00% | Mom:   2.41% | Risk: LOW       
  NKIND.NS        | Price:   62.50 | Trend:  -2.55% | Mom:   5.66% | Risk: LOW       
  AGARWALFT.NS    | Price:   39.45 | Trend:  10.24% | Mom:  -5.17% | Risk: LOW       
  LAXMICOT.NS     | Price:   14.96 | Trend:   2.55% | Mom:  -0.07% | Risk: LOW       
  MADHAV.NS       | Price:   36.19 | Trend:  -1.09% | Mom:  -0.03% | Risk: LOW       
  TRIDHYA.NS      | Price:   10.50 | Trend:   3.95% | Mom:  -1.41% | Risk: LOW       
  KANANIIND.NS    | Price:    1.52 | Trend:  -1.45% | Mom:   0.00% | Risk: LOW       
  NEUEON.NS       | Price:   16.25 | Trend: -19.66% | Mom:  11.53% | Risk: LOW       
  KAUSHALYA.NS    | Price:  907.80 | Trend:   0.19% | Mom: -28.72% | Risk: LOW       
  INFOMEDIA.NS    | Price:    5.61 | Trend:  -2.07% | Mom:   2.56% | Risk: LOW       
  BILVYAPAR.NS    | Price:    4.20 | Trend:  -4.03% | Mom:   5.26% | Risk: LOW       
  MITTAL.NS       | Price:    0.94 | Trend:  -3.57% | Mom:   0.00% | Risk: LOW       
  VERA.NS         | Price:   65.60 | Trend:  -3.77% | Mom:   0.08% | Risk: LOW       
  SKIL.NS         | Price:    0.92 | Trend:  -3.10% | Mom:   0.00% | Risk: LOW       
  CELLPOINT.NS    | Price:   15.25 | Trend:  -3.65% | Mom:  -0.65% | Risk: LOW       
  ASPIRE.NS       | Price:   13.50 | Trend:  -7.38% | Mom:  -0.74% | Risk: LOW       
  SHRENIK.NS      | Price:    0.37 | Trend:  -1.12% | Mom:   0.00% | Risk: LOW       
  VSCL.NS         | Price:   29.00 | Trend:  10.14% | Mom:  -7.94% | Risk: LOW       
  EASTSILK.NS     | Price:   52.00 | Trend:  -0.67% | Mom:   5.16% | Risk: LOW       
  SPRL.NS         | Price:  103.00 | Trend:   7.40% | Mom:  -7.21% | Risk: LOW       
  ANKITMETAL.NS   | Price:    1.47 | Trend:  -3.81% | Mom:   4.26% | Risk: LOW       
  GUJRAFFIA.NS    | Price:   39.85 | Trend:  -1.94% | Mom:   0.03% | Risk: LOW       
  FEL.NS          | Price:    0.38 | Trend:  -7.36% | Mom:   0.00% | Risk: LOW       
  YCCL.NS         | Price:    9.75 | Trend:  -1.48% | Mom:   5.41% | Risk: LOW       
  SANWARIA.NS     | Price:    0.21 | Trend:  -3.58% | Mom:  10.53% | Risk: LOW       
