NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-08-13 03:57:40

BUY SIGNALS (904):
  RELIANCE.NS     | Price: 1329.00 | Entry: 1302.42 | Target: 1424.43 | Risk: LOW       
  TCIEXP.NS       | Price:  546.55 | Trend:   0.75% | Mom:  -0.34% | Risk: LOW       
  HATHWAY.NS      | Price:   10.74 | Trend:  -2.95% | Mom:  -0.65% | Risk: LOW       
  GRMOVER.NS      | Price:   91.60 | Trend:  -5.31% | Mom:   3.03% | Risk: LOW       
  MONARCH.NS      | Price:  377.60 | Trend:   5.53% | Mom:  -2.79% | Risk: LOW       
  JAICORPLTD.NS   | Price:  105.48 | Trend:  -4.44% | Mom:   3.66% | Risk: LOW       
  MOLDTKPAC.NS    | Price:  691.35 | Trend:   0.14% | Mom:   5.18% | Risk: LOW       
  PFS.NS          | Price:   28.88 | Trend:  -3.90% | Mom:   5.25% | Risk: LOW       
  INSECTICID.NS   | Price:  624.00 | Trend:  -6.41% | Mom:  -0.87% | Risk: LOW       
  NDRAUTO.NS      | Price:  813.90 | Trend:  -1.35% | Mom:   1.35% | Risk: LOW       
  FINOPB.NS       | Price:  161.06 | Trend:   7.45% | Mom:  -1.22% | Risk: LOW       
  ORIENTHOT.NS    | Price:  127.11 | Trend:   0.53% | Mom:  -6.95% | Risk: LOW       
  SCILAL.NS       | Price:   40.60 | Trend:  -5.80% | Mom:  -0.51% | Risk: LOW       
  NILKAMAL.NS     | Price: 1873.00 | Trend:  31.31% | Mom:  -3.83% | Risk: LOW       
  GENESYS.NS      | Price:  207.80 | Trend: -28.88% | Mom:  13.92% | Risk: LOW       
  GVPIL.NS        | Price:  807.95 | Trend:  -6.05% | Mom:   8.54% | Risk: LOW       
  SOLARA.NS       | Price:  507.05 | Trend:  -8.23% | Mom:   0.01% | Risk: LOW       
  KICL.NS         | Price: 5350.00 | Trend:   0.43% | Mom:  -1.75% | Risk: LOW       
  SPECTRUM.NS     | Price: 2180.00 | Trend:   8.81% | Mom: -10.83% | Risk: LOW       
  SGFIN.NS        | Price:  654.05 | Trend:   2.59% | Mom:  -3.76% | Risk: LOW       
  SYSTMTXC.NS     | Price:   59.95 | Trend:  -5.47% | Mom:  -0.08% | Risk: LOW       
  SASKEN.NS       | Price: 1925.10 | Trend:  -6.17% | Mom:  10.21% | Risk: LOW       
  SANGAMIND.NS    | Price:  579.20 | Trend:   1.13% | Mom:  -3.27% | Risk: LOW       
  HINDOILEXP.NS   | Price:  160.24 | Trend:  -0.73% | Mom:   2.06% | Risk: LOW       
  STOVEKRAFT.NS   | Price:  797.00 | Trend:   7.59% | Mom:   0.04% | Risk: LOW       
  ACCELYA.NS      | Price: 1148.50 | Trend:   1.95% | Mom:  -0.98% | Risk: LOW       
  TIL.NS          | Price:  227.00 | Trend:   5.36% | Mom:  -6.03% | Risk: LOW       
  INDIANHUME.NS   | Price:  366.65 | Trend:   5.17% | Mom:  -2.23% | Risk: LOW       
  DREDGECORP.NS   | Price: 1094.00 | Trend:   0.92% | Mom:  -0.76% | Risk: LOW       
  DCW.NS          | Price:   46.10 | Trend:  -3.07% | Mom:   0.22% | Risk: LOW       
  APCOTEXIND.NS   | Price:  598.60 | Trend:   8.73% | Mom: -12.18% | Risk: LOW       
  GMBREW.NS       | Price:  898.35 | Trend:  -2.05% | Mom:   0.67% | Risk: LOW       
  INDNIPPON.NS    | Price: 1163.00 | Trend:  10.33% | Mom:  -0.01% | Risk: LOW       
  VINCOFE.NS      | Price:  147.45 | Trend:  -4.84% | Mom:  -0.43% | Risk: LOW       
  MUKANDLTD.NS    | Price:  137.00 | Trend:   1.65% | Mom:   0.60% | Risk: LOW       
  KERNEX.NS       | Price: 2205.30 | Trend:   2.41% | Mom:   0.42% | Risk: LOW       
  NITINSPIN.NS    | Price:  540.80 | Trend:  -1.62% | Mom:   0.60% | Risk: LOW       
  RAMCOSYS.NS     | Price:  599.75 | Trend: -12.53% | Mom:  -0.94% | Risk: LOW       
  GTLINFRA.NS     | Price:    1.25 | Trend:  -7.05% | Mom:   5.04% | Risk: LOW       
  NIBE.NS         | Price: 1450.10 | Trend:  -6.66% | Mom:   0.04% | Risk: LOW       
  SPIC.NS         | Price:   67.68 | Trend:  -0.62% | Mom:   3.25% | Risk: LOW       
  INDOTECH.NS     | Price: 3446.80 | Trend:  10.08% | Mom:  -0.59% | Risk: LOW       
  VIDHIING.NS     | Price:  315.70 | Trend:   5.73% | Mom:   0.94% | Risk: LOW       
  WENDT.NS        | Price: 8050.00 | Trend:   4.24% | Mom:  -3.01% | Risk: LOW       
  MOTISONS.NS     | Price:   14.14 | Trend:   1.35% | Mom:  -3.08% | Risk: LOW       
  SEPC.NS         | Price:    6.04 | Trend:  -6.88% | Mom:   0.33% | Risk: LOW       
  FUSION.NS       | Price:  206.25 | Trend:   2.83% | Mom:   0.32% | Risk: LOW       
  JYOTISTRUC.NS   | Price:   11.14 | Trend:  -4.18% | Mom:   3.34% | Risk: LOW       
  HUHTAMAKI.NS    | Price:  284.35 | Trend:  26.51% | Mom:  -4.74% | Risk: LOW       
  SANSTAR.NS      | Price:  112.13 | Trend:  -2.64% | Mom:   0.54% | Risk: LOW       
  SESHAPAPER.NS   | Price:  230.61 | Trend:   1.69% | Mom:  -1.18% | Risk: LOW       
  DEN.NS          | Price:   27.15 | Trend:  -4.93% | Mom:  -0.98% | Risk: LOW       
  ARIHANTSUP.NS   | Price:  260.45 | Trend:  -0.20% | Mom:  -0.08% | Risk: LOW       
  RAMASTEEL.NS    | Price:    4.67 | Trend:  -0.06% | Mom:  10.93% | Risk: LOW       
  UDS.NS          | Price:  208.41 | Trend:   8.87% | Mom:   0.71% | Risk: LOW       
  IGARASHI.NS     | Price:  449.55 | Trend:   1.63% | Mom:  -1.09% | Risk: LOW       
  TINNARUBR.NS    | Price: 1091.80 | Trend:  10.16% | Mom:  -0.84% | Risk: LOW       
  PUNJABCHEM.NS   | Price: 1088.30 | Trend:   0.75% | Mom:  -5.43% | Risk: LOW       
  JAGRAN.NS       | Price:   63.39 | Trend:  -1.02% | Mom:   1.96% | Risk: LOW       
  HESTERBIO.NS    | Price: 2457.20 | Trend:   8.90% | Mom:  -1.59% | Risk: LOW       
  QUADFUTURE.NS   | Price:  356.40 | Trend:  -8.90% | Mom:   3.07% | Risk: LOW       
  JAGSNPHARM.NS   | Price:  226.37 | Trend:   1.04% | Mom:  -1.79% | Risk: LOW       
  ORIENTTECH.NS   | Price:  260.00 | Trend:   0.24% | Mom:  -2.86% | Risk: LOW       
  EKC.NS          | Price:  112.61 | Trend:  -0.81% | Mom:   5.00% | Risk: LOW       
  SALASAR.NS      | Price:    6.34 | Trend:   0.49% | Mom:   7.64% | Risk: LOW       
  SMCGLOBAL.NS    | Price:   79.01 | Trend:   7.31% | Mom:  -1.08% | Risk: LOW       
  DOLATALGO.NS    | Price:   70.08 | Trend:  -2.40% | Mom:   1.80% | Risk: LOW       
  NIITLTD.NS      | Price:   97.33 | Trend:  -0.07% | Mom:  -0.66% | Risk: LOW       
  CLSEL.NS        | Price:  280.80 | Trend:  -1.36% | Mom:   1.34% | Risk: LOW       
  RAJRILTD.NS     | Price:   21.31 | Trend:  -1.30% | Mom:   5.08% | Risk: LOW       
  SALZERELEC.NS   | Price:  570.65 | Trend:  -7.29% | Mom:   1.46% | Risk: LOW       
  MANAKCOAT.NS    | Price:  116.71 | Trend:   0.56% | Mom:  -5.60% | Risk: LOW       
  ALLDIGI.NS      | Price:  808.45 | Trend:   1.63% | Mom:  -4.09% | Risk: LOW       
  SPORTKING.NS    | Price:  201.02 | Trend:   5.47% | Mom:  -6.49% | Risk: LOW       
  CIFL.NS         | Price:   21.96 | Trend:  -3.69% | Mom:   8.82% | Risk: LOW       
  MADRASFERT.NS   | Price:   66.10 | Trend:  -3.09% | Mom:   0.30% | Risk: LOW       
  DECCANCE.NS     | Price:  541.80 | Trend:  -5.71% | Mom:  -0.62% | Risk: LOW       
  SHANKARA.NS     | Price:  141.48 | Trend:   9.56% | Mom:   0.11% | Risk: LOW       
  RIIL.NS         | Price:  746.30 | Trend:  -5.01% | Mom:   2.63% | Risk: LOW       
  VMARCIND.NS     | Price:  378.00 | Trend: -51.15% | Mom:  35.48% | Risk: LOW       
  TAC.NS          | Price:  490.15 | Trend:  12.80% | Mom:   0.16% | Risk: LOW       
  AGARIND.NS      | Price:  509.50 | Trend:  -1.26% | Mom:   0.54% | Risk: LOW       
  CAPITALSFB.NS   | Price:  293.15 | Trend:   2.03% | Mom:  -1.06% | Risk: LOW       
  ADVENTHTL.NS    | Price:  143.42 | Trend:   0.87% | Mom:  -5.94% | Risk: LOW       
  MICEL.NS        | Price:   36.12 | Trend:  -7.94% | Mom:  -0.71% | Risk: LOW       
  VASCONEQ.NS     | Price:   32.39 | Trend:  -3.09% | Mom:   1.60% | Risk: LOW       
  WALCHANNAG.NS   | Price:  234.30 | Trend:  -6.77% | Mom:   3.60% | Risk: LOW       
  TEXINFRA.NS     | Price:  111.91 | Trend:   2.55% | Mom:  -2.19% | Risk: LOW       
  GPTHEALTH.NS    | Price:  156.98 | Trend:   2.53% | Mom:  -5.33% | Risk: LOW       
  ROHLTD.NS       | Price:  317.40 | Trend:  -1.81% | Mom:  -0.91% | Risk: LOW       
  VHL.NS          | Price: 3465.00 | Trend:  -1.06% | Mom:  -0.04% | Risk: LOW       
  DSSL.NS         | Price: 1242.00 | Trend:  -4.50% | Mom:   3.91% | Risk: LOW       
  TBZ.NS          | Price:  242.10 | Trend:   7.61% | Mom: -11.80% | Risk: LOW       
  BAJAJINDEF.NS   | Price:  228.70 | Trend:  -4.45% | Mom:   0.65% | Risk: LOW       
  STLNETWORK.NS   | Price:   26.12 | Trend:   0.12% | Mom:  10.68% | Risk: LOW       
  JINDALPHOT.NS   | Price: 1057.20 | Trend:  -4.20% | Mom:  -0.55% | Risk: LOW       
  ELECTHERM.NS    | Price: 1019.90 | Trend:  -4.64% | Mom:   0.37% | Risk: LOW       
  VILAS.NS        | Price:  349.50 | Trend:  -6.31% | Mom:   0.47% | Risk: LOW       
  ICEMAKE.NS      | Price:  833.80 | Trend:   5.36% | Mom:  -2.57% | Risk: LOW       
  DPSCLTD.NS      | Price:    7.45 | Trend:  -0.65% | Mom:   1.64% | Risk: LOW       
  NELCAST.NS      | Price:  120.30 | Trend:  -8.92% | Mom:   4.51% | Risk: LOW       
  OAL.NS          | Price:  362.75 | Trend:   5.07% | Mom:  -8.84% | Risk: LOW       
  GRPLTD.NS       | Price: 1992.90 | Trend:   5.91% | Mom:  -0.35% | Risk: LOW       
  ANTELOPUS.NS    | Price:  804.45 | Trend:  -2.82% | Mom:   1.68% | Risk: LOW       
  PDMJEPAPER.NS   | Price:   90.70 | Trend:   4.19% | Mom:  -7.80% | Risk: LOW       
  OMINFRAL.NS     | Price:   87.75 | Trend:   0.07% | Mom:  -0.30% | Risk: LOW       
  AVTNPL.NS       | Price:   70.24 | Trend:   0.01% | Mom:   0.19% | Risk: LOW       
  CREST.NS        | Price:  373.00 | Trend:  -1.30% | Mom:  -0.05% | Risk: LOW       
  LINCOLN.NS      | Price:  595.00 | Trend:  -2.32% | Mom:   2.68% | Risk: LOW       
  THEMISMED.NS    | Price:  108.00 | Trend:  -2.20% | Mom:   2.10% | Risk: LOW       
  CENTENKA.NS     | Price:  589.70 | Trend:  10.52% | Mom:  -1.74% | Risk: LOW       
  ARIHANTCAP.NS   | Price:   74.98 | Trend:   3.30% | Mom:  -2.11% | Risk: LOW       
  DHANBANK.NS     | Price:   32.46 | Trend:  -2.40% | Mom:   0.37% | Risk: LOW       
  UNIENTER.NS     | Price:   97.08 | Trend:  -4.44% | Mom:   0.48% | Risk: LOW       
  INDOFARM.NS     | Price:  150.18 | Trend:   0.36% | Mom:  -1.20% | Risk: LOW       
  GKWLIMITED.NS   | Price: 1638.30 | Trend:  -5.28% | Mom:   0.77% | Risk: LOW       
  NDTV.NS         | Price:   76.93 | Trend:  -3.56% | Mom:   0.96% | Risk: LOW       
  INNOVANA.NS     | Price:  332.35 | Trend:   2.49% | Mom:  -1.06% | Risk: LOW       
  KHAICHEM.NS     | Price:   52.58 | Trend:   0.04% | Mom:   9.36% | Risk: LOW       
  FAIRCHEMOR.NS   | Price:  745.20 | Trend:   7.72% | Mom: -12.00% | Risk: LOW       
  INDOAMIN.NS     | Price:  131.00 | Trend:   0.12% | Mom:   2.57% | Risk: LOW       
  DENTALKART.NS   | Price:  406.35 | Trend:   2.50% | Mom:  -5.85% | Risk: LOW       
  DENTA.NS        | Price:  322.10 | Trend:   2.69% | Mom:  -3.91% | Risk: LOW       
  SAHANA.NS       | Price:  801.25 | Trend:  -4.97% | Mom:   1.91% | Risk: LOW       
  JPOLYINVST.NS   | Price: 1046.30 | Trend:  -2.62% | Mom:   0.17% | Risk: LOW       
  MVGJL.NS        | Price:  156.13 | Trend:   0.11% | Mom: -10.18% | Risk: LOW       
  ADSL.NS         | Price:  113.60 | Trend:  -5.31% | Mom:   0.03% | Risk: LOW       
  SILVERTUC.NS    | Price:  206.29 | Trend:   7.24% | Mom:  -0.25% | Risk: LOW       
  KARNIKA.NS      | Price:  116.55 | Trend:  -5.13% | Mom:   4.20% | Risk: LOW       
  IFBAGRO.NS      | Price:  995.00 | Trend:   4.78% | Mom:  -3.05% | Risk: LOW       
  BIRLAMONEY.NS   | Price:  132.05 | Trend:  -4.34% | Mom:   1.21% | Risk: LOW       
  BASILIC.NS      | Price:  197.55 | Trend:  -2.31% | Mom:   2.97% | Risk: LOW       
  COOLCAPS.NS     | Price:   20.80 | Trend: -11.35% | Mom:   1.46% | Risk: LOW       
  SKMEGGPROD.NS   | Price:  258.27 | Trend:  -6.32% | Mom:   3.35% | Risk: LOW       
  EVERESTIND.NS   | Price:  470.90 | Trend:   4.89% | Mom:  -9.17% | Risk: LOW       
  LIKHITHA.NS     | Price:  225.50 | Trend:  -5.32% | Mom:   0.78% | Risk: LOW       
  ABCOTS.NS       | Price:  202.90 | Trend:  -4.37% | Mom:   1.33% | Risk: LOW       
  DISHTV.NS       | Price:    2.82 | Trend:  -5.12% | Mom:  -0.35% | Risk: LOW       
  ANUHPHR.NS      | Price:   77.19 | Trend:  -0.51% | Mom:  -0.61% | Risk: LOW       
  SVLL.NS         | Price:  746.05 | Trend:   3.65% | Mom:  -1.58% | Risk: LOW       
  SUYOG.NS        | Price:  833.90 | Trend:   1.34% | Mom:  -6.21% | Risk: LOW       
  JITFINFRA.NS    | Price:  334.55 | Trend:   2.81% | Mom:  -1.82% | Risk: LOW       
  SGIL.NS         | Price:  605.05 | Trend:   3.40% | Mom:   0.68% | Risk: LOW       
  BHAGERIA.NS     | Price:  207.50 | Trend:  -0.95% | Mom:  -0.24% | Risk: LOW       
  ASAL.NS         | Price:  506.55 | Trend:  -1.16% | Mom:   1.88% | Risk: LOW       
  BIGBLOC.NS      | Price:   46.50 | Trend:  -3.80% | Mom:   1.15% | Risk: LOW       
  VHLTD.NS        | Price:  132.70 | Trend:   0.36% | Mom:  -0.44% | Risk: LOW       
  MALLCOM.NS      | Price:  992.00 | Trend:  -2.94% | Mom:  -0.74% | Risk: LOW       
  BODALCHEM.NS    | Price:   67.41 | Trend:   1.35% | Mom:  -1.06% | Risk: LOW       
  KAMATHOTEL.NS   | Price:  175.00 | Trend:  -0.41% | Mom:   4.65% | Risk: LOW       
  DWARKESH.NS     | Price:   41.81 | Trend:  -2.55% | Mom:   1.21% | Risk: LOW       
  KAMDHENU.NS     | Price:   33.33 | Trend:   5.83% | Mom:  -7.03% | Risk: LOW       
  PATELRMART.NS   | Price:  220.75 | Trend:   1.62% | Mom:  -0.40% | Risk: LOW       
  RUBYMILLS.NS    | Price:  360.00 | Trend:   1.18% | Mom:  -7.72% | Risk: LOW       
  ESFL.NS         | Price:  124.95 | Trend:   4.61% | Mom:  -3.81% | Risk: LOW       
  STCINDIA.NS     | Price:  118.00 | Trend:  -4.05% | Mom:  -0.84% | Risk: LOW       
  RUSHIL.NS       | Price:   17.50 | Trend:   5.32% | Mom:  -4.89% | Risk: LOW       
  NBIFIN.NS       | Price: 2157.20 | Trend:   7.14% | Mom:  -0.59% | Risk: LOW       
  THEINVEST.NS    | Price:   96.74 | Trend:  -0.89% | Mom:   0.35% | Risk: LOW       
  PPL.NS          | Price:  265.10 | Trend:   1.25% | Mom:  -1.23% | Risk: LOW       
  RSWM.NS         | Price:  203.00 | Trend:   0.10% | Mom:  -5.77% | Risk: LOW       
  VENUSREM.NS     | Price: 1680.00 | Trend:  -0.48% | Mom:  10.46% | Risk: LOW       
  SARVESHWAR.NS   | Price:    3.53 | Trend:  -2.13% | Mom:   5.37% | Risk: LOW       
  HARDWYN.NS      | Price:   11.44 | Trend: -22.17% | Mom:   2.14% | Risk: LOW       
  DREAMFOLKS.NS   | Price:   69.17 | Trend:  -0.10% | Mom:   3.55% | Risk: LOW       
  ONWARDTEC.NS    | Price:  285.70 | Trend:   4.44% | Mom:  -3.58% | Risk: LOW       
  SHREERAMA.NS    | Price:   38.76 | Trend:  -6.99% | Mom:  -0.15% | Risk: LOW       
  APTECHT.NS      | Price:   94.50 | Trend:  -7.00% | Mom:   3.49% | Risk: LOW       
  MANBA.NS        | Price:  131.80 | Trend:   0.25% | Mom:  -3.87% | Risk: LOW       
  MAANALU.NS      | Price:  123.16 | Trend:  -0.07% | Mom:   7.84% | Risk: LOW       
  EMKAY.NS        | Price:  244.01 | Trend:  -7.51% | Mom:   5.72% | Risk: LOW       
  URJA.NS         | Price:    9.53 | Trend:  -2.43% | Mom:   5.65% | Risk: LOW       
  IRIS.NS         | Price:  251.13 | Trend:  -0.16% | Mom:   5.56% | Risk: LOW       
  HINDCOMPOS.NS   | Price:  424.90 | Trend:  -0.44% | Mom:  -0.41% | Risk: LOW       
  PAKKA.NS        | Price:   70.57 | Trend:  -7.80% | Mom:   0.86% | Risk: LOW       
  GCSL.NS         | Price:  506.55 | Trend:   7.80% | Mom:  -2.51% | Risk: LOW       
  KRITI.NS        | Price:   68.55 | Trend:  -2.50% | Mom:   6.05% | Risk: LOW       
  VERTOZ.NS       | Price:   36.23 | Trend:  -6.79% | Mom:   1.23% | Risk: LOW       
  ASIANHOTNR.NS   | Price:  308.05 | Trend:   0.77% | Mom:  -2.22% | Risk: LOW       
  GANESHBE.NS     | Price:  111.00 | Trend:   3.36% | Mom: -11.15% | Risk: LOW       
  IGCL.NS         | Price:   71.40 | Trend:   5.64% | Mom:  -8.03% | Risk: LOW       
  SBGLP.NS        | Price:   25.01 | Trend:  -1.19% | Mom:  -0.52% | Risk: LOW       
  NILASPACES.NS   | Price:   12.34 | Trend:  -0.71% | Mom:   4.05% | Risk: LOW       
  OCCLLTD.NS      | Price:  149.00 | Trend:   9.56% | Mom:  -3.03% | Risk: LOW       
  SUTLEJTEX.NS    | Price:   38.10 | Trend:   1.17% | Mom:  -0.08% | Risk: LOW       
  SJLOGISTIC.NS   | Price:  318.05 | Trend:  -4.56% | Mom:   3.48% | Risk: LOW       
  CONSOFINVT.NS   | Price:  274.70 | Trend:   8.40% | Mom:  -3.61% | Risk: LOW       
  RADIANTCMS.NS   | Price:   38.19 | Trend:  -0.74% | Mom:   1.87% | Risk: LOW       
  HMVL.NS         | Price:   91.61 | Trend:   3.69% | Mom:  -3.82% | Risk: LOW       
  INTLCONV.NS     | Price:   74.96 | Trend:  -4.74% | Mom:   0.24% | Risk: LOW       
  MBLINFRA.NS     | Price:   24.50 | Trend:  -6.36% | Mom:   0.66% | Risk: LOW       
  TPLPLASTEH.NS   | Price:   76.45 | Trend:   2.16% | Mom:  -2.55% | Risk: LOW       
  RBZJEWEL.NS     | Price:  140.64 | Trend:  -0.32% | Mom:  -0.31% | Risk: LOW       
  ORIENTPPR.NS    | Price:   17.29 | Trend:  -0.94% | Mom:  -0.52% | Risk: LOW       
  BELLACASA.NS    | Price:  243.28 | Trend:  -0.89% | Mom:   1.22% | Risk: LOW       
  BMWVENTLTD.NS   | Price:   58.27 | Trend:  -0.47% | Mom:   0.97% | Risk: LOW       
  TRACXN.NS       | Price:   29.84 | Trend:  -2.01% | Mom:   0.81% | Risk: LOW       
  GUJAPOLLO.NS    | Price:  349.00 | Trend:  -3.94% | Mom:  -0.82% | Risk: LOW       
  PTL.NS          | Price:   39.18 | Trend:  -2.18% | Mom:  -0.20% | Risk: LOW       
  DPEL.NS         | Price:  528.20 | Trend:   0.58% | Mom:  -7.00% | Risk: LOW       
  EFFWA.NS        | Price:  366.40 | Trend:   2.70% | Mom:  -3.55% | Risk: LOW       
  VINYLINDIA.NS   | Price:  240.41 | Trend:  -3.77% | Mom:  -0.64% | Risk: LOW       
  EUROBOND.NS     | Price:  161.22 | Trend:  -4.93% | Mom:   1.40% | Risk: LOW       
  SOFTTECH.NS     | Price:  420.00 | Trend:  -1.64% | Mom:   1.55% | Risk: LOW       
  NAHARINDUS.NS   | Price:  118.25 | Trend:  -0.07% | Mom:   2.33% | Risk: LOW       
  MEDICAMEQ.NS    | Price:  239.00 | Trend:  -0.60% | Mom:  -0.04% | Risk: LOW       
  HCL-INSYS.NS    | Price:   11.68 | Trend:  -3.04% | Mom:   2.37% | Risk: LOW       
  ABSMARINE.NS    | Price:  220.75 | Trend:  -5.47% | Mom:   0.02% | Risk: LOW       
  SINCLAIR.NS     | Price:   75.50 | Trend:  -0.35% | Mom:   2.61% | Risk: LOW       
  DAVANGERE.NS    | Price:    3.16 | Trend:  -8.26% | Mom:  -0.94% | Risk: LOW       
  PREMIERPOL.NS   | Price:   73.39 | Trend:  11.37% | Mom:  -2.67% | Risk: LOW       
  NDL.NS          | Price:    2.42 | Trend:  -0.42% | Mom:   2.54% | Risk: LOW       
  LORDSCHLO.NS    | Price:  139.32 | Trend:   0.98% | Mom:  -7.72% | Risk: LOW       
  AMANTA.NS       | Price:  159.58 | Trend:   0.52% | Mom:  -0.26% | Risk: LOW       
  GSLSU.NS        | Price:   31.02 | Trend: -20.60% | Mom:  10.23% | Risk: LOW       
  MONEYBOXX.NS    | Price:   61.90 | Trend:  -3.61% | Mom:   4.30% | Risk: LOW       
  TIRUPATIFL.NS   | Price:   66.25 | Trend:   8.96% | Mom:  -9.67% | Risk: LOW       
  PASUPTAC.NS     | Price:   59.00 | Trend:  -6.92% | Mom:   1.72% | Risk: LOW       
  ASHIMASYN.NS    | Price:   17.23 | Trend:   6.03% | Mom:  -5.28% | Risk: LOW       
  BANSWRAS.NS     | Price:  123.14 | Trend:  -3.27% | Mom:  -0.96% | Risk: LOW       
  FILATFASH.NS    | Price:    0.19 | Trend:  -0.11% | Mom:   5.56% | Risk: LOW       
  S&SPOWER.NS     | Price:  334.95 | Trend:  -7.29% | Mom:   3.11% | Risk: LOW       
  DENORA.NS       | Price:  859.65 | Trend:   0.74% | Mom:  -0.33% | Risk: LOW       
  RHL.NS          | Price:  169.72 | Trend:  -3.88% | Mom:   0.64% | Risk: LOW       
  TICL.NS         | Price:    9.80 | Trend: -31.64% | Mom:   6.18% | Risk: LOW       
  JKIPL.NS        | Price:   97.21 | Trend:  -3.56% | Mom:   0.34% | Risk: LOW       
  INFOLLION.NS    | Price:  157.55 | Trend:  -7.65% | Mom:  -0.76% | Risk: LOW       
  UNIDT.NS        | Price:  227.99 | Trend:   0.28% | Mom:   3.20% | Risk: LOW       
  VISHNUINFR.NS   | Price:  160.85 | Trend:  -0.05% | Mom:  -0.31% | Risk: LOW       
  AARON.NS        | Price:  140.71 | Trend:  14.48% | Mom:  -0.80% | Risk: LOW       
  GOKUL.NS        | Price:   40.10 | Trend:  -1.47% | Mom:   1.24% | Risk: LOW       
  GOACARBON.NS    | Price:  373.70 | Trend:  -3.88% | Mom:  -0.70% | Risk: LOW       
  SAKUMA.NS       | Price:    1.66 | Trend:  -7.12% | Mom:   0.00% | Risk: LOW       
  ASMS.NS         | Price:    7.12 | Trend:  -2.17% | Mom:   1.57% | Risk: LOW       
  MAHEPC.NS       | Price:  109.40 | Trend:  -3.35% | Mom:   1.12% | Risk: LOW       
  APCL.NS         | Price:  102.99 | Trend:  -4.46% | Mom:  -0.47% | Risk: LOW       
  SUMIT.NS        | Price:   52.01 | Trend:  11.70% | Mom:  -0.27% | Risk: LOW       
  VARDMNPOLY.NS   | Price:    6.39 | Trend:  -3.81% | Mom:   4.93% | Risk: LOW       
  SYSTANGO.NS     | Price:  218.50 | Trend:  -1.31% | Mom:   0.00% | Risk: LOW       
  VGL.NS          | Price:   60.80 | Trend:  -6.62% | Mom:  -0.51% | Risk: LOW       
  WTICAB.NS       | Price:  113.95 | Trend:   0.12% | Mom:  -4.72% | Risk: LOW       
  SHIVAMAUTO.NS   | Price:   17.24 | Trend:  -1.33% | Mom:  -0.92% | Risk: LOW       
  BALAJEE.NS      | Price:   26.94 | Trend:  -5.22% | Mom:   1.09% | Risk: LOW       
  BROOKS.NS       | Price:   64.10 | Trend:  -4.82% | Mom:   2.15% | Risk: LOW       
  NDGL.NS         | Price: 2750.00 | Trend:   2.72% | Mom:  -0.17% | Risk: LOW       
  NECLIFE.NS      | Price:   11.00 | Trend:  -1.31% | Mom:   7.63% | Risk: LOW       
  BPL.NS          | Price:   52.79 | Trend:  -3.44% | Mom:   0.42% | Risk: LOW       
  TRF.NS          | Price:  235.52 | Trend:   0.19% | Mom:   3.39% | Risk: LOW       
  ASAHISONG.NS    | Price:  338.00 | Trend:  15.47% | Mom: -10.13% | Risk: LOW       
  DPWIRES.NS      | Price:  166.92 | Trend:  -6.91% | Mom:  -0.56% | Risk: LOW       
  VIKASECO.NS     | Price:    1.11 | Trend:  -7.18% | Mom:   0.00% | Risk: LOW       
  BHAGYANGR.NS    | Price:  383.50 | Trend:   2.81% | Mom:  -5.79% | Risk: LOW       
  KCPSUGIND.NS    | Price:   30.20 | Trend:  22.13% | Mom:  -2.30% | Risk: LOW       
  APOLSINHOT.NS   | Price: 1230.00 | Trend:  -1.96% | Mom:   2.03% | Risk: LOW       
  VARDHACRLC.NS   | Price:   44.63 | Trend:   0.53% | Mom:  -3.48% | Risk: LOW       
  NIPPOBATRY.NS   | Price:  328.00 | Trend:  -4.13% | Mom:  -0.43% | Risk: LOW       
  SHERA.NS        | Price:  163.00 | Trend:   0.73% | Mom:  -5.23% | Risk: LOW       
  DIAMINESQ.NS    | Price:  239.52 | Trend:  -4.70% | Mom:  -0.48% | Risk: LOW       
  AXITA.NS        | Price:    7.34 | Trend:  -2.32% | Mom:  -0.68% | Risk: LOW       
  AFIL.NS         | Price:    9.78 | Trend:  -0.87% | Mom:   5.39% | Risk: LOW       
  JAINAM.NS       | Price:  235.00 | Trend:  -4.84% | Mom:   0.00% | Risk: LOW       
  GRETEX.NS       | Price:  300.00 | Trend:   8.11% | Mom:   0.00% | Risk: LOW       
  UNIHEALTH.NS    | Price:  719.95 | Trend:  13.71% | Mom:  -8.43% | Risk: LOW       
  KRISHCA.NS      | Price:  166.50 | Trend:  -2.86% | Mom:   1.06% | Risk: LOW       
  GOYALSALT.NS    | Price:  113.05 | Trend:  -2.41% | Mom:  -0.88% | Risk: LOW       
  AIRAN.NS        | Price:   14.95 | Trend:  -5.53% | Mom:  -0.13% | Risk: LOW       
  DELPHIFX.NS     | Price:    6.90 | Trend: -13.46% | Mom:   1.92% | Risk: LOW       
  UFO.NS          | Price:   68.79 | Trend:  -2.65% | Mom:   0.94% | Risk: LOW       
  UCAL.NS         | Price:  117.65 | Trend:   4.72% | Mom:  -0.02% | Risk: LOW       
  UYFINCORP.NS    | Price:   19.25 | Trend:  17.98% | Mom:  -1.23% | Risk: LOW       
  YASHOPTICS.NS   | Price:  113.05 | Trend:  -5.15% | Mom:   1.57% | Risk: LOW       
