NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-08-10 03:42:17

BUY SIGNALS (1033):
  RELIANCE.NS     | Price: 1334.80 | Entry:  1308.1 | Target: 1449.23 | Risk: LOW       
  CGCL.NS         | Price:  230.25 | Trend:   1.18% | Mom:  -3.35% | Risk: LOW       
  VINATIORGA.NS   | Price: 1324.90 | Trend:   0.19% | Mom:   2.58% | Risk: LOW       
  SKFINDIA.NS     | Price: 1534.30 | Trend:  -1.30% | Mom:   3.33% | Risk: LOW       
  TRITURBINE.NS   | Price:  636.45 | Trend:  -2.24% | Mom:   4.41% | Risk: LOW       
  NAVA.NS         | Price:  581.85 | Trend:  -0.94% | Mom:   5.71% | Risk: LOW       
  CUB.NS          | Price:  212.00 | Trend:   2.20% | Mom:  -2.62% | Risk: LOW       
  CENTURYPLY.NS   | Price:  781.95 | Trend:   1.75% | Mom:  -1.29% | Risk: LOW       
  ABLBL.NS        | Price:   93.86 | Trend:  -2.59% | Mom:   1.62% | Risk: LOW       
  UTIAMC.NS       | Price:  896.65 | Trend:  -1.81% | Mom:  -0.82% | Risk: LOW       
  IRCON.NS        | Price:  131.25 | Trend:  -0.87% | Mom:   4.11% | Risk: LOW       
  GMDCLTD.NS      | Price:  582.80 | Trend:  -2.37% | Mom:   3.60% | Risk: LOW       
  ELGIEQUIP.NS    | Price:  588.45 | Trend:  -0.31% | Mom:   0.41% | Risk: LOW       
  NATCOPHARM.NS   | Price:  916.65 | Trend:  -0.25% | Mom:  -0.52% | Risk: LOW       
  CIEINDIA.NS     | Price:  410.50 | Trend:  -8.59% | Mom:  -0.79% | Risk: LOW       
  GPIL.NS         | Price:  240.61 | Trend:  -7.63% | Mom:  -0.27% | Risk: LOW       
  IGIL.NS         | Price:  355.80 | Trend:   0.34% | Mom:   2.95% | Risk: LOW       
  DOMS.NS         | Price: 2260.60 | Trend:   0.19% | Mom:   1.37% | Risk: LOW       
  GALLANTT.NS     | Price:  605.50 | Trend:  -7.31% | Mom:  12.60% | Risk: LOW       
  IFCI.NS         | Price:   73.98 | Trend:  -3.18% | Mom:   5.50% | Risk: LOW       
  INDIAMART.NS    | Price: 1755.00 | Trend:  -7.76% | Mom:  -0.28% | Risk: LOW       
  TRIDENT.NS      | Price:   25.18 | Trend:  -0.17% | Mom:   0.24% | Risk: LOW       
  INTELLECT.NS    | Price:  721.35 | Trend:  -2.41% | Mom:  -0.74% | Risk: LOW       
  NUVOCO.NS       | Price:  345.80 | Trend:   5.02% | Mom:  -2.88% | Risk: LOW       
  SWANCORP.NS     | Price:  308.05 | Trend:  -2.35% | Mom:  -0.05% | Risk: LOW       
  KIRLOSENG.NS    | Price: 2161.70 | Trend:  -1.02% | Mom:  -0.74% | Risk: LOW       
  JWL.NS          | Price:  260.00 | Trend:  -1.73% | Mom:   5.84% | Risk: LOW       
  BBTC.NS         | Price: 1504.10 | Trend:  -0.84% | Mom:   3.15% | Risk: LOW       
  CYIENT.NS       | Price:  857.50 | Trend:  -1.06% | Mom:   3.23% | Risk: LOW       
  TARIL.NS        | Price:  297.80 | Trend:  -7.49% | Mom:   0.95% | Risk: LOW       
  GRAVITA.NS      | Price: 1732.10 | Trend:   1.83% | Mom:  -2.46% | Risk: LOW       
  HOMEFIRST.NS    | Price: 1193.80 | Trend:   2.60% | Mom:  -0.71% | Risk: LOW       
  LEMONTREE.NS    | Price:  111.01 | Trend:  -1.99% | Mom:   0.88% | Risk: LOW       
  TEGA.NS         | Price: 1625.70 | Trend:  -3.51% | Mom:   4.49% | Risk: LOW       
  NCC.NS          | Price:  145.59 | Trend:  -0.74% | Mom:   6.91% | Risk: LOW       
  FINCABLES.NS    | Price: 1024.65 | Trend:  -2.85% | Mom:   4.79% | Risk: LOW       
  SKFINDUS.NS     | Price: 2737.90 | Trend:   3.31% | Mom:  -0.88% | Risk: LOW       
  ELECON.NS       | Price:  437.85 | Trend: -11.37% | Mom:   3.84% | Risk: LOW       
  NSLNISP.NS      | Price:   43.84 | Trend:  -2.52% | Mom:   5.87% | Risk: LOW       
  ACUTAAS.NS      | Price: 3297.90 | Trend:  -1.10% | Mom:   1.18% | Risk: LOW       
  FINPIPE.NS      | Price:  164.43 | Trend:  -3.78% | Mom:   2.81% | Risk: LOW       
  SAMMAANCAP.NS   | Price:  163.17 | Trend:  -3.77% | Mom:   1.57% | Risk: LOW       
  INGERRAND.NS    | Price: 4322.40 | Trend:  -0.12% | Mom:  -1.29% | Risk: LOW       
  INDIACEM.NS     | Price:  398.15 | Trend:   2.87% | Mom:  -2.46% | Risk: LOW       
  CANHLIFE.NS     | Price:  152.19 | Trend:   6.21% | Mom:  -0.47% | Risk: LOW       
  RAILTEL.NS      | Price:  288.55 | Trend:  -5.34% | Mom:   1.33% | Risk: LOW       
  TITAGARH.NS     | Price:  847.45 | Trend:  -1.30% | Mom:   3.92% | Risk: LOW       
  GRINFRA.NS      | Price:  870.70 | Trend:  -2.88% | Mom:  -0.03% | Risk: LOW       
  JUBLINGREA.NS   | Price:  740.25 | Trend:   8.91% | Mom:  -0.31% | Risk: LOW       
  SANOFI.NS       | Price: 3349.40 | Trend:   0.57% | Mom:  -1.32% | Risk: LOW       
  EUREKAFORB.NS   | Price:  450.55 | Trend:  -0.89% | Mom:   3.90% | Risk: LOW       
  TTML.NS         | Price:   39.37 | Trend:  -6.21% | Mom:  -0.03% | Risk: LOW       
  CANFINHOME.NS   | Price:  811.30 | Trend:  -4.99% | Mom:  -0.89% | Risk: LOW       
  JKTYRE.NS       | Price:  394.90 | Trend:   0.33% | Mom:   2.12% | Risk: LOW       
  INOXINDIA.NS    | Price: 1954.70 | Trend:   4.54% | Mom:  -2.46% | Risk: LOW       
  HFCL.NS         | Price:  207.98 | Trend:   3.08% | Mom:   0.47% | Risk: LOW       
  EDELWEISS.NS    | Price:  118.54 | Trend:   0.27% | Mom:   1.30% | Risk: LOW       
  METROPOLIS.NS   | Price:  563.20 | Trend:   1.54% | Mom:  -0.75% | Risk: LOW       
  VESUVIUS.NS     | Price:  449.10 | Trend:  -2.81% | Mom:   0.63% | Risk: LOW       
  TEJASNET.NS     | Price:  513.45 | Trend:  -8.33% | Mom:   3.64% | Risk: LOW       
  MMTC.NS         | Price:   63.98 | Trend:  -3.38% | Mom:   3.29% | Risk: LOW       
  JLHL.NS         | Price:  320.20 | Trend:   9.90% | Mom:  -0.93% | Risk: LOW       
  MAPMYINDIA.NS   | Price: 1014.30 | Trend:   4.48% | Mom:  -5.97% | Risk: LOW       
  UJJIVANSFB.NS   | Price:   70.11 | Trend:  13.73% | Mom:  -0.86% | Risk: LOW       
  HCG.NS          | Price:  675.85 | Trend:   4.76% | Mom:   0.89% | Risk: LOW       
  NESCO.NS        | Price: 1047.10 | Trend:  -3.98% | Mom:  -0.29% | Risk: LOW       
  LATENTVIEW.NS   | Price:  297.20 | Trend:  -0.97% | Mom:   1.12% | Risk: LOW       
  WABAG.NS        | Price: 1957.70 | Trend:   1.64% | Mom:  -4.09% | Risk: LOW       
  ALOKINDS.NS     | Price:   11.97 | Trend:  -3.89% | Mom:  -0.83% | Risk: LOW       
  SANDUMA.NS      | Price:  205.37 | Trend:  -1.58% | Mom:   5.30% | Risk: LOW       
  TTKPRESTIG.NS   | Price:  615.95 | Trend:   2.70% | Mom:  -3.23% | Risk: LOW       
  POWERMECH.NS    | Price: 2616.70 | Trend:  -1.23% | Mom:   2.39% | Risk: LOW       
  ORKLAINDIA.NS   | Price:  566.85 | Trend:  -5.32% | Mom:   1.32% | Risk: LOW       
  JAIBALAJI.NS    | Price:   65.61 | Trend:  -0.54% | Mom:   7.14% | Risk: LOW       
  TANLA.NS        | Price:  613.55 | Trend:  11.56% | Mom:  -0.80% | Risk: LOW       
  APOLLO.NS       | Price:  403.85 | Trend:  -0.67% | Mom:   2.42% | Risk: LOW       
  PNGJL.NS        | Price:  642.85 | Trend:   9.56% | Mom:  -0.64% | Risk: LOW       
  MAHSEAMLES.NS   | Price:  589.70 | Trend:  -2.00% | Mom:   4.35% | Risk: LOW       
  CAMPUS.NS       | Price:  224.37 | Trend:  -2.82% | Mom:   3.08% | Risk: LOW       
  GMRP&UI.NS      | Price:   97.49 | Trend:  -3.46% | Mom:  -0.10% | Risk: LOW       
  RCF.NS          | Price:  126.92 | Trend:  -1.71% | Mom:   2.17% | Risk: LOW       
  GPPL.NS         | Price:  151.63 | Trend:  -0.78% | Mom:   3.05% | Risk: LOW       
  DODLA.NS        | Price: 1041.60 | Trend:  -4.12% | Mom:   0.41% | Risk: LOW       
  NETWORK18.NS    | Price:   29.56 | Trend:  -5.22% | Mom:   5.08% | Risk: LOW       
  CERA.NS         | Price: 6062.00 | Trend:  -0.71% | Mom:   0.68% | Risk: LOW       
  KALPATARU.NS    | Price:  287.10 | Trend:  -4.36% | Mom:   6.12% | Risk: LOW       
  GSFC.NS         | Price:  161.22 | Trend:  -0.22% | Mom:   4.28% | Risk: LOW       
  MAXESTATES.NS   | Price:  397.10 | Trend:  -7.13% | Mom:   3.34% | Risk: LOW       
  THOMASCOOK.NS   | Price:  104.13 | Trend:  -0.58% | Mom:   6.42% | Risk: LOW       
  PRSMJOHNSN.NS   | Price:  111.56 | Trend:  -3.05% | Mom:   3.28% | Risk: LOW       
  AKUMS.NS        | Price:  697.45 | Trend:  10.75% | Mom:   0.22% | Risk: LOW       
  AJAXENGG.NS     | Price:  565.40 | Trend:  -0.48% | Mom:  -1.26% | Risk: LOW       
  ATLANTAELE.NS   | Price: 1607.40 | Trend:  -9.24% | Mom:   4.34% | Risk: LOW       
  EPIGRAL.NS      | Price: 1101.20 | Trend:  -0.15% | Mom:  -4.41% | Risk: LOW       
  V2RETAIL.NS     | Price:  219.44 | Trend:  -3.60% | Mom:  -0.35% | Risk: LOW       
  MOIL.NS         | Price:  278.15 | Trend:  -1.25% | Mom:   3.46% | Risk: LOW       
  RTNINDIA.NS     | Price:   31.79 | Trend:  -5.66% | Mom:   0.60% | Risk: LOW       
  PFOCUS.NS       | Price:  287.60 | Trend:  13.64% | Mom:   0.38% | Risk: LOW       
  WELENT.NS       | Price:  588.90 | Trend:   1.48% | Mom:  -2.18% | Risk: LOW       
  RAYMONDLSL.NS   | Price:  731.80 | Trend:  -3.23% | Mom:   2.21% | Risk: LOW       
  PRAJIND.NS      | Price:  325.05 | Trend:  -3.38% | Mom:   1.63% | Risk: LOW       
  JUSTDIAL.NS     | Price:  683.30 | Trend:  11.60% | Mom:  -5.67% | Risk: LOW       
  CMSINFO.NS      | Price:  273.15 | Trend:  -3.47% | Mom:  -0.27% | Risk: LOW       
  DHANUKA.NS      | Price: 1020.60 | Trend:  -2.91% | Mom:   0.96% | Risk: LOW       
  QPOWER.NS       | Price: 1124.10 | Trend:  -3.43% | Mom:   2.11% | Risk: LOW       
  AHLUCONT.NS     | Price:  822.30 | Trend:  -0.71% | Mom:   2.76% | Risk: LOW       
  JKPAPER.NS      | Price:  387.05 | Trend:   6.21% | Mom:  -1.15% | Risk: LOW       
  SURYAROSNI.NS   | Price:  252.35 | Trend:   0.28% | Mom:   7.15% | Risk: LOW       
  PURVA.NS        | Price:  212.37 | Trend:  -1.81% | Mom:   0.32% | Risk: LOW       
  AVL.NS          | Price:  618.45 | Trend:   1.39% | Mom:  -0.17% | Risk: LOW       
  RTNPOWER.NS     | Price:    8.68 | Trend:  -4.21% | Mom:   1.64% | Risk: LOW       
  RENUKA.NS       | Price:   22.17 | Trend:  -1.31% | Mom:  -0.27% | Risk: LOW       
  JUNIPER.NS      | Price:  194.85 | Trend:  -1.14% | Mom:  -0.01% | Risk: LOW       
  WAKEFIT.NS      | Price:  127.76 | Trend:   2.51% | Mom:  -4.78% | Risk: LOW       
  HGINFRA.NS      | Price:  549.15 | Trend:  -2.01% | Mom:   1.34% | Risk: LOW       
  ICRA.NS         | Price: 5092.40 | Trend:   0.34% | Mom:   6.66% | Risk: LOW       
  AXISCADES.NS    | Price: 1598.50 | Trend:  -5.67% | Mom:   2.31% | Risk: LOW       
  CRAMC.NS        | Price:  262.10 | Trend:   3.70% | Mom:  -1.47% | Risk: LOW       
  PICCADIL.NS     | Price:  743.15 | Trend:  14.43% | Mom:   0.87% | Risk: LOW       
  INDIAGLYCO.NS   | Price: 1143.60 | Trend:   8.79% | Mom:  -2.53% | Risk: LOW       
  ELECTCAST.NS    | Price:   71.98 | Trend:  -4.41% | Mom:  -0.17% | Risk: LOW       
  PILANIINVS.NS   | Price: 4370.70 | Trend:   0.46% | Mom:   1.57% | Risk: LOW       
  GHCL.NS         | Price:  436.05 | Trend:   0.46% | Mom:   1.53% | Risk: LOW       
  FISCHER.NS      | Price:   38.01 | Trend:   2.80% | Mom:  -2.61% | Risk: LOW       
  TVSSCS.NS       | Price:  133.79 | Trend:   0.38% | Mom:   0.50% | Risk: LOW       
  LXCHEM.NS       | Price:  175.64 | Trend:   6.46% | Mom:  -3.64% | Risk: LOW       
  CRIZAC.NS       | Price:  187.98 | Trend:  -6.18% | Mom:   1.92% | Risk: LOW       
  FEDFINA.NS      | Price:  149.59 | Trend:  -3.08% | Mom:  -0.45% | Risk: LOW       
  OPTIEMUS.NS     | Price:  562.10 | Trend:   9.38% | Mom:  -8.68% | Risk: LOW       
  ITDC.NS         | Price:  701.75 | Trend:   7.21% | Mom:  -6.13% | Risk: LOW       
  RSYSTEMS.NS     | Price:  247.85 | Trend:  -1.02% | Mom:  -0.32% | Risk: LOW       
  ZAGGLE.NS       | Price:  206.06 | Trend:  -0.17% | Mom:   2.44% | Risk: LOW       
  ORIANA.NS       | Price: 1448.80 | Trend:  -6.09% | Mom:   3.62% | Risk: LOW       
  SIS.NS          | Price:  434.95 | Trend:   1.57% | Mom:  -0.85% | Risk: LOW       
  SWARAJENG.NS    | Price: 3600.40 | Trend:  -3.17% | Mom:   0.67% | Risk: LOW       
  SUVEN.NS        | Price:  318.40 | Trend:   7.40% | Mom:   0.44% | Risk: LOW       
  TARC.NS         | Price:  130.78 | Trend:   2.99% | Mom:   0.06% | Risk: LOW       
  INNOVACAP.NS    | Price:  944.50 | Trend:  -0.32% | Mom:  -2.42% | Risk: LOW       
  NFL.NS          | Price:   71.91 | Trend:  -2.83% | Mom:   2.51% | Risk: LOW       
  BANARISUG.NS    | Price: 3491.00 | Trend:  -0.73% | Mom:   0.00% | Risk: LOW       
  VSTTILLERS.NS   | Price: 4487.40 | Trend:  -0.95% | Mom:   1.71% | Risk: LOW       
  INDRAMEDCO.NS   | Price:  380.65 | Trend:   0.31% | Mom:   3.75% | Risk: LOW       
  RAIN.NS         | Price:  222.88 | Trend:   8.61% | Mom:  -1.04% | Risk: LOW       
  HEIDELBERG.NS   | Price:  156.27 | Trend:   0.84% | Mom:  -0.29% | Risk: LOW       
  GUJTHEM.NS      | Price:  355.95 | Trend:  -6.26% | Mom:  -0.10% | Risk: LOW       
  BHARATRAS.NS    | Price: 1358.20 | Trend:  -0.42% | Mom:   7.23% | Risk: LOW       
  AVANTEL.NS      | Price:  163.43 | Trend:  -4.49% | Mom:  -0.04% | Risk: LOW       
  EIEL.NS         | Price:  213.16 | Trend:   0.26% | Mom:  -2.05% | Risk: LOW       
  KITEX.NS        | Price:  144.85 | Trend:  -5.86% | Mom:   0.46% | Risk: LOW       
  SANATHAN.NS     | Price:  477.80 | Trend:   7.73% | Mom:  -1.20% | Risk: LOW       
  GUJALKALI.NS    | Price:  674.00 | Trend:   5.80% | Mom:  -0.12% | Risk: LOW       
  RAMKY.NS        | Price:  406.85 | Trend:   0.03% | Mom:   9.28% | Risk: LOW       
  HEMIPROP.NS     | Price:  138.04 | Trend:  -0.12% | Mom:   3.43% | Risk: LOW       
  KIRLOSIND.NS    | Price: 3759.60 | Trend:   1.08% | Mom:   0.60% | Risk: LOW       
  MARATHON.NS     | Price:  386.10 | Trend:  -4.35% | Mom:   0.61% | Risk: LOW       
  CAMLINFINE.NS   | Price:  126.58 | Trend:  -2.26% | Mom:   4.95% | Risk: LOW       
  UFLEX.NS        | Price:  488.70 | Trend:  10.81% | Mom:   0.72% | Risk: LOW       
  RPGLIFE.NS      | Price: 2661.30 | Trend:   6.57% | Mom:  -8.31% | Risk: LOW       
  LUXIND.NS       | Price: 1269.40 | Trend:  -0.39% | Mom:   3.24% | Risk: LOW       
  AJMERA.NS       | Price:  123.65 | Trend:  -2.91% | Mom:   0.45% | Risk: LOW       
  GOODLUCK.NS     | Price: 1508.80 | Trend:   3.59% | Mom:  -0.19% | Risk: LOW       
  NEOGEN.NS       | Price: 2031.90 | Trend:   1.08% | Mom:  -2.64% | Risk: LOW       
  ARSSBL.NS       | Price:  504.00 | Trend:  -6.01% | Mom:  -0.90% | Risk: LOW       
  GOCOLORS.NS     | Price:  322.05 | Trend:  -9.04% | Mom:   0.39% | Risk: LOW       
  GKENERGY.NS     | Price:  136.86 | Trend:  -1.72% | Mom:   0.60% | Risk: LOW       
  ADVENZYMES.NS   | Price:  324.35 | Trend:  -4.59% | Mom:   3.66% | Risk: LOW       
  SHAREINDIA.NS   | Price:  168.44 | Trend:   8.32% | Mom: -12.70% | Risk: LOW       
  UNICHEMLAB.NS   | Price:  489.75 | Trend:   1.37% | Mom:  -7.78% | Risk: LOW       
  ROSSARI.NS      | Price:  513.95 | Trend:  -1.24% | Mom:   4.47% | Risk: LOW       
  JUBLCPL.NS      | Price: 1852.80 | Trend:  -3.74% | Mom:   0.08% | Risk: LOW       
  RPEL.NS         | Price: 1256.50 | Trend:   3.56% | Mom:  -2.76% | Risk: LOW       
  BALMLAWRIE.NS   | Price:  175.19 | Trend:  -1.75% | Mom:   0.34% | Risk: LOW       
  PRINCEPIPE.NS   | Price:  271.00 | Trend:  -0.61% | Mom:   5.37% | Risk: LOW       
  JISLJALEQS.NS   | Price:   30.91 | Trend:  -3.14% | Mom:   4.89% | Risk: LOW       
  PITTIENG.NS     | Price:  939.95 | Trend:  -1.17% | Mom:   2.88% | Risk: LOW       
  GREENPANEL.NS   | Price:  192.25 | Trend:  -0.19% | Mom:  -0.31% | Risk: LOW       
  BOMDYEING.NS    | Price:  120.23 | Trend:  -4.63% | Mom:   0.19% | Risk: LOW       
  PARAGMILK.NS    | Price:  223.22 | Trend:  -2.27% | Mom:   4.21% | Risk: LOW       
  SENORES.NS      | Price: 1342.60 | Trend:   3.68% | Mom:  -3.80% | Risk: LOW       
  FLAIR.NS        | Price:  252.40 | Trend:  -5.17% | Mom:   2.79% | Risk: LOW       
  EPACK.NS        | Price:  229.48 | Trend:  -1.25% | Mom:  -0.66% | Risk: LOW       
  ARKADE.NS       | Price:  140.02 | Trend:  10.67% | Mom:  -0.23% | Risk: LOW       
  JASH.NS         | Price:  498.10 | Trend:   0.51% | Mom:  -2.44% | Risk: LOW       
  PAISALO.NS      | Price:   68.68 | Trend:   5.39% | Mom:  -5.26% | Risk: LOW       
  PATELENG.NS     | Price:   28.59 | Trend:  -4.36% | Mom:   2.03% | Risk: LOW       
  GANECOS.NS      | Price: 1064.30 | Trend:   3.14% | Mom: -10.92% | Risk: LOW       
  MAITHANALL.NS   | Price:  973.35 | Trend:  -3.75% | Mom:   1.46% | Risk: LOW       
  POLYPLEX.NS     | Price: 1115.90 | Trend:  10.25% | Mom:  -2.30% | Risk: LOW       
  HPL.NS          | Price:  342.10 | Trend:  -3.13% | Mom:   1.47% | Risk: LOW       
  ASHIANA.NS      | Price:  375.85 | Trend:  -0.35% | Mom:  -0.90% | Risk: LOW       
  TCPLPACK.NS     | Price: 3148.90 | Trend:   7.47% | Mom:  -3.30% | Risk: LOW       
  SANDHAR.NS      | Price:  666.65 | Trend:   0.07% | Mom:  12.24% | Risk: LOW       
  SUNDROP.NS      | Price:  681.80 | Trend:   3.84% | Mom:  -1.53% | Risk: LOW       
  NOCIL.NS        | Price:  168.65 | Trend:   0.40% | Mom:   5.01% | Risk: LOW       
  EMSLIMITED.NS   | Price:  404.40 | Trend:   5.19% | Mom:   0.27% | Risk: LOW       
  TIRUMALCHM.NS   | Price:  167.76 | Trend:  -2.49% | Mom:  -0.01% | Risk: LOW       
  FCL.NS          | Price:   41.64 | Trend:   4.25% | Mom:  -0.64% | Risk: LOW       
  KPEL.NS         | Price:  302.50 | Trend:  -8.90% | Mom:  -0.54% | Risk: LOW       
  GIPCL.NS        | Price:  157.93 | Trend:  -2.65% | Mom:   0.45% | Risk: LOW       
  PRAKASH.NS      | Price:  128.73 | Trend:  -4.89% | Mom:   4.32% | Risk: LOW       
  BCG.NS          | Price:    9.30 | Trend:  -6.81% | Mom:  -0.64% | Risk: LOW       
  TATVA.NS        | Price: 1718.80 | Trend:  24.58% | Mom:  -0.21% | Risk: LOW       
  BAJAJHIND.NS    | Price:   17.57 | Trend:  -2.69% | Mom:   1.62% | Risk: LOW       
  TVSSRICHAK.NS   | Price: 3964.90 | Trend:  -2.36% | Mom:   1.11% | Risk: LOW       
  HONDAPOWER.NS   | Price: 2093.40 | Trend:  -3.54% | Mom:  -0.10% | Risk: LOW       
  SAKSOFT.NS      | Price:  165.05 | Trend:   1.78% | Mom:  -1.61% | Risk: LOW       
  MTNL.NS         | Price:   27.81 | Trend:  -4.99% | Mom:   2.58% | Risk: LOW       
  RELTD.NS        | Price:  167.29 | Trend:   5.13% | Mom:  -3.46% | Risk: LOW       
  UTKARSHBNK.NS   | Price:   14.19 | Trend:   0.21% | Mom:  -1.87% | Risk: LOW       
  HMT.NS          | Price:   60.31 | Trend:  -2.21% | Mom:   0.40% | Risk: LOW       
  HINDWAREAP.NS   | Price:  221.04 | Trend:  -5.76% | Mom:   4.61% | Risk: LOW       
  WINDMACHIN.NS   | Price:  303.55 | Trend:   0.46% | Mom:   4.19% | Risk: LOW       
  TAJGVK.NS       | Price:  360.45 | Trend:   3.73% | Mom:  -0.59% | Risk: LOW       
  VIKRAN.NS       | Price:   71.59 | Trend:  -0.95% | Mom:   0.22% | Risk: LOW       
  KALAMANDIR.NS   | Price:   88.77 | Trend: -11.69% | Mom:   0.24% | Risk: LOW       
  SDBL.NS         | Price:   73.33 | Trend:   1.46% | Mom:  -0.07% | Risk: LOW       
  TCIEXP.NS       | Price:  554.60 | Trend:   2.81% | Mom:  -1.37% | Risk: LOW       
  HATHWAY.NS      | Price:   10.91 | Trend:  -1.44% | Mom:   2.54% | Risk: LOW       
  GRMOVER.NS      | Price:   90.33 | Trend: -10.21% | Mom:   0.51% | Risk: LOW       
  CAPACITE.NS     | Price:  212.59 | Trend:  -8.05% | Mom:  -0.08% | Risk: LOW       
  SMSPHARMA.NS    | Price:  378.10 | Trend:  -1.52% | Mom:  -0.79% | Risk: LOW       
  AEROFLEX.NS     | Price:  426.10 | Trend:  -3.41% | Mom:   1.25% | Risk: LOW       
  JAICORPLTD.NS   | Price:  103.74 | Trend:  -6.41% | Mom:   2.14% | Risk: LOW       
  MBEL.NS         | Price:  298.50 | Trend:  -1.88% | Mom:   2.49% | Risk: LOW       
  INSECTICID.NS   | Price:  647.70 | Trend:  -3.39% | Mom:   7.01% | Risk: LOW       
  FINOPB.NS       | Price:  154.96 | Trend:   4.15% | Mom:  -8.87% | Risk: LOW       
  ORIENTHOT.NS    | Price:  127.89 | Trend:   1.88% | Mom:   0.38% | Risk: LOW       
  SCILAL.NS       | Price:   41.14 | Trend:  -5.18% | Mom:  -0.46% | Risk: LOW       
  EIHAHOTELS.NS   | Price:  302.55 | Trend:  -2.92% | Mom:  -0.91% | Risk: LOW       
  SUMMITSEC.NS    | Price: 1498.70 | Trend:  -1.38% | Mom:   0.80% | Risk: LOW       
  YATRA.NS        | Price:  107.03 | Trend:  -0.53% | Mom:  -0.39% | Risk: LOW       
  GVPIL.NS        | Price:  762.90 | Trend: -11.67% | Mom:  -0.87% | Risk: LOW       
  SIMPLEXINF.NS   | Price:  238.87 | Trend:  -5.74% | Mom:   1.15% | Risk: LOW       
  SYSTMTXC.NS     | Price:   60.50 | Trend:  -4.92% | Mom:   0.83% | Risk: LOW       
  DELTACORP.NS    | Price:   63.33 | Trend:  -1.92% | Mom:   0.54% | Risk: LOW       
  SASKEN.NS       | Price: 1920.60 | Trend:  -7.83% | Mom:   5.49% | Risk: LOW       
  SANGAMIND.NS    | Price:  611.80 | Trend:   7.82% | Mom:  -1.27% | Risk: LOW       
  GEOJITFSL.NS    | Price:   77.02 | Trend:   0.50% | Mom:  -2.07% | Risk: LOW       
  ACCELYA.NS      | Price: 1143.60 | Trend:   1.51% | Mom:  -0.19% | Risk: LOW       
  DREDGECORP.NS   | Price: 1071.30 | Trend:  -1.85% | Mom:   6.78% | Risk: LOW       
  MOL.NS          | Price:   52.62 | Trend:   5.29% | Mom:  -5.60% | Risk: LOW       
  DCW.NS          | Price:   46.35 | Trend:  -2.54% | Mom:   1.51% | Risk: LOW       
  UGROCAP.NS      | Price:   95.08 | Trend:  -1.24% | Mom:   1.39% | Risk: LOW       
  MANGLMCEM.NS    | Price:  938.15 | Trend:   2.80% | Mom:  -4.53% | Risk: LOW       
  AMRUTANJAN.NS   | Price:  521.40 | Trend:  -3.25% | Mom:   0.31% | Risk: LOW       
  GMBREW.NS       | Price:  908.35 | Trend:  -1.06% | Mom:   0.45% | Risk: LOW       
  PIXTRANS.NS     | Price: 1717.20 | Trend:   0.20% | Mom:  -4.07% | Risk: LOW       
  EXICOM.NS       | Price:  158.90 | Trend:  -1.68% | Mom:  -0.87% | Risk: LOW       
  INDNIPPON.NS    | Price: 1166.00 | Trend:  12.13% | Mom:  -3.43% | Risk: LOW       
  SOMANYCERA.NS   | Price:  495.80 | Trend:  -2.97% | Mom:   1.54% | Risk: LOW       
  DYCL.NS         | Price:  401.90 | Trend:  10.02% | Mom:  -1.01% | Risk: LOW       
  MSPL.NS         | Price:   36.01 | Trend:  -9.11% | Mom:   3.63% | Risk: LOW       
  GTLINFRA.NS     | Price:    1.24 | Trend:  -9.32% | Mom:   2.48% | Risk: LOW       
  SPIC.NS         | Price:   67.80 | Trend:  -0.47% | Mom:   4.66% | Risk: LOW       
  LAXMIDENTL.NS   | Price:  216.08 | Trend:  -2.99% | Mom:   0.38% | Risk: LOW       
  PANAMAPET.NS    | Price:  504.80 | Trend:  20.44% | Mom:   0.81% | Risk: LOW       
  RMDRIP.NS       | Price:   18.13 | Trend:  -2.34% | Mom:   0.33% | Risk: LOW       
  MOTISONS.NS     | Price:   13.96 | Trend:   1.14% | Mom:  -1.48% | Risk: LOW       
  SEPC.NS         | Price:    6.18 | Trend:  -5.77% | Mom:   4.04% | Risk: LOW       
  PRECAM.NS       | Price:  143.29 | Trend:  -1.49% | Mom:   3.62% | Risk: LOW       
  FUSION.NS       | Price:  204.99 | Trend:   2.54% | Mom:  -7.36% | Risk: LOW       
  JYOTISTRUC.NS   | Price:   11.44 | Trend:  -2.98% | Mom:   5.44% | Risk: LOW       
  HUHTAMAKI.NS    | Price:  274.95 | Trend:  25.06% | Mom:  -7.54% | Risk: LOW       
  QUICKHEAL.NS    | Price:  155.02 | Trend:  -8.24% | Mom:   1.14% | Risk: LOW       
  DLINKINDIA.NS   | Price:  444.95 | Trend:  -5.58% | Mom:   0.94% | Risk: LOW       
  SANSTAR.NS      | Price:  113.41 | Trend:  -1.64% | Mom:   7.04% | Risk: LOW       
  SESHAPAPER.NS   | Price:  229.21 | Trend:   1.23% | Mom:  -0.19% | Risk: LOW       
  DEN.NS          | Price:   27.32 | Trend:  -4.19% | Mom:   1.30% | Risk: LOW       
  TARSONS.NS      | Price:  312.30 | Trend:  15.22% | Mom:  -1.34% | Risk: LOW       
  HIMATSEIDE.NS   | Price:   80.69 | Trend:  -2.33% | Mom:   0.21% | Risk: LOW       
  SYNCOMF.NS      | Price:   13.45 | Trend:  -3.21% | Mom:   2.28% | Risk: LOW       
