NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-09-24 23:09:38

BUY SIGNALS (653):
  HDFCBANK.NS     | Price:  737.25 | Entry:   722.5 | Target:  799.41 | Risk: LOW       
  RICOAUTO.NS     | Price:  129.23 | Trend:  -3.41% | Mom:  -0.91% | Risk: LOW       
  ADVENTHTL.NS    | Price:  130.36 | Trend:  -6.20% | Mom:   0.03% | Risk: LOW       
  WALCHANNAG.NS   | Price:  212.63 | Trend:  -4.58% | Mom:   0.40% | Risk: LOW       
  HERANBA.NS      | Price:  171.49 | Trend:  -0.96% | Mom:  -0.76% | Risk: LOW       
  GPTHEALTH.NS    | Price:  161.50 | Trend:   2.40% | Mom:   0.50% | Risk: LOW       
  SHREEPUSHK.NS   | Price:  495.80 | Trend:  13.68% | Mom:  -0.67% | Risk: LOW       
  GTPL.NS         | Price:   56.07 | Trend:   0.55% | Mom:  -0.31% | Risk: LOW       
  ROHLTD.NS       | Price:  309.75 | Trend:   0.78% | Mom:   0.57% | Risk: LOW       
  BAJAJINDEF.NS   | Price:  221.90 | Trend:  -1.35% | Mom:   0.20% | Risk: LOW       
  WEALTH.NS       | Price:  840.45 | Trend:  -5.34% | Mom:  -0.81% | Risk: LOW       
  CONTROLPR.NS    | Price:  584.55 | Trend:  -1.16% | Mom:  -0.49% | Risk: LOW       
  AMNPLST.NS      | Price:  169.00 | Trend:  -8.54% | Mom:   0.90% | Risk: LOW       
  ZUARI.NS        | Price:  224.09 | Trend:  -0.95% | Mom:  -0.68% | Risk: LOW       
  STEELXIND.NS    | Price:   12.01 | Trend:   6.73% | Mom:   0.08% | Risk: LOW       
  KELLTONTEC.NS   | Price:   13.76 | Trend:  -1.56% | Mom:   0.81% | Risk: LOW       
  PASHUPATI.NS    | Price:   80.39 | Trend:  -4.32% | Mom:  -0.69% | Risk: LOW       
  STERTOOLS.NS    | Price:  221.96 | Trend:  -2.25% | Mom:   2.09% | Risk: LOW       
  GRPLTD.NS       | Price: 2001.20 | Trend:   0.70% | Mom:  -0.01% | Risk: LOW       
  IZMO.NS         | Price:  931.15 | Trend:  -2.55% | Mom:   2.07% | Risk: LOW       
  ANTELOPUS.NS    | Price: 1161.20 | Trend:  27.99% | Mom:  -0.70% | Risk: LOW       
  SWELECTES.NS    | Price:  581.85 | Trend:  -3.65% | Mom:   0.91% | Risk: LOW       
  AYMSYNTEX.NS    | Price:  292.80 | Trend:  10.29% | Mom:  -8.53% | Risk: LOW       
  MAMATA.NS       | Price:  423.35 | Trend:   4.31% | Mom:  -0.55% | Risk: LOW       
  TNPL.NS         | Price:  144.37 | Trend:  -0.36% | Mom:  -4.55% | Risk: LOW       
  MAXIND.NS       | Price:  149.82 | Trend:  -5.26% | Mom:   1.77% | Risk: LOW       
  ANDHRSUGAR.NS   | Price:   95.20 | Trend:   2.96% | Mom:  -1.34% | Risk: LOW       
  CREST.NS        | Price:  366.00 | Trend:  -0.45% | Mom:   1.29% | Risk: LOW       
  LINCOLN.NS      | Price:  603.55 | Trend:   0.01% | Mom:  -5.40% | Risk: LOW       
  THEMISMED.NS    | Price:  121.97 | Trend:   5.47% | Mom:  -7.72% | Risk: LOW       
  INDOFARM.NS     | Price:  144.03 | Trend:  -1.52% | Mom:  -0.10% | Risk: LOW       
  SBC.NS          | Price:   48.78 | Trend:  13.18% | Mom:   0.21% | Risk: LOW       
  GGBL.NS         | Price:  224.70 | Trend:  -5.36% | Mom:   3.88% | Risk: LOW       
  RADHIKAJWE.NS   | Price:   71.92 | Trend:   0.80% | Mom: -17.47% | Risk: LOW       
  GKWLIMITED.NS   | Price: 1605.00 | Trend:  -0.62% | Mom:   3.43% | Risk: LOW       
  FAIRCHEMOR.NS   | Price:  626.65 | Trend: -10.44% | Mom:  -0.48% | Risk: LOW       
  BHARATSE.NS     | Price:  220.05 | Trend:  -1.28% | Mom:  -0.88% | Risk: LOW       
  OSWALGREEN.NS   | Price:   20.20 | Trend:  -2.75% | Mom:   0.25% | Risk: LOW       
  SAHANA.NS       | Price:  863.05 | Trend:   1.41% | Mom:  -2.79% | Risk: LOW       
  CNL.NS          | Price: 1146.10 | Trend:   2.95% | Mom:  -0.22% | Risk: LOW       
  FABTECH.NS      | Price:  148.64 | Trend:   0.43% | Mom:   0.67% | Risk: LOW       
  UTTAMSUGAR.NS   | Price:  266.35 | Trend:   0.24% | Mom:  -5.29% | Risk: LOW       
  KRISHIVAL.NS    | Price:  417.35 | Trend:   3.88% | Mom:  -0.07% | Risk: LOW       
  KODYTECH.NS     | Price: 1533.00 | Trend:   8.62% | Mom:  -0.07% | Risk: LOW       
  HEXATRADEX.NS   | Price:  158.95 | Trend:   0.33% | Mom:   1.02% | Risk: LOW       
  TNPETRO.NS      | Price:  128.98 | Trend:  15.37% | Mom:  -5.15% | Risk: LOW       
  GICHSGFIN.NS    | Price:  139.48 | Trend:  -2.56% | Mom:   1.70% | Risk: LOW       
  KARNIKA.NS      | Price:  120.90 | Trend:   3.26% | Mom:  -0.53% | Risk: LOW       
  NCLIND.NS       | Price:  176.22 | Trend:  -0.06% | Mom:   0.89% | Risk: LOW       
  COOLCAPS.NS     | Price:   24.95 | Trend:  12.65% | Mom:  -0.99% | Risk: LOW       
  EVERESTIND.NS   | Price:  445.65 | Trend:  -1.47% | Mom:   4.54% | Risk: LOW       
  UFBL.NS         | Price:  722.10 | Trend:  -1.25% | Mom:   0.63% | Risk: LOW       
  BESTAGRO.NS     | Price:   18.59 | Trend:   2.81% | Mom:  -4.15% | Risk: LOW       
  KOTHARIPET.NS   | Price:  136.81 | Trend:   0.18% | Mom:  -5.18% | Risk: LOW       
  CHEMFAB.NS      | Price:  351.60 | Trend:  -4.21% | Mom:  -0.93% | Risk: LOW       
  SANDESH.NS      | Price: 1027.00 | Trend:  -0.03% | Mom:  -0.17% | Risk: LOW       
  DHAMPURSUG.NS   | Price:  168.39 | Trend:   5.17% | Mom:  -1.49% | Risk: LOW       
  ANUHPHR.NS      | Price:   93.39 | Trend:  13.42% | Mom:  -3.46% | Risk: LOW       
  BLAL.NS         | Price:  165.33 | Trend:  -2.32% | Mom:   2.47% | Risk: LOW       
  MAHASTEEL.NS    | Price: 1156.80 | Trend:   5.81% | Mom: -10.42% | Risk: LOW       
  VIVIANA.NS      | Price:  724.55 | Trend:  -0.12% | Mom:  -5.72% | Risk: LOW       
  MUNJALAU.NS     | Price:  107.27 | Trend:  -0.30% | Mom:  -2.33% | Risk: LOW       
  AVADHSUGAR.NS   | Price:  730.80 | Trend:   5.91% | Mom: -11.13% | Risk: LOW       
  NGLFINE.NS      | Price: 2830.40 | Trend:  -6.61% | Mom:   0.67% | Risk: LOW       
  DHUNINV.NS      | Price: 1001.75 | Trend:   4.03% | Mom:  -1.26% | Risk: LOW       
  ORICONENT.NS    | Price:   53.84 | Trend:  -0.83% | Mom:   1.66% | Risk: LOW       
  SARLAPOLY.NS    | Price:  100.03 | Trend:  -0.07% | Mom:  -1.41% | Risk: LOW       
  COFFEEDAY.NS    | Price:   31.00 | Trend:   0.51% | Mom:  -6.49% | Risk: LOW       
  AMBIKCO.NS      | Price: 1582.70 | Trend:  -2.55% | Mom:   0.16% | Risk: LOW       
  INDOBORAX.NS    | Price:  462.55 | Trend:   2.11% | Mom:  -9.47% | Risk: LOW       
  SAKAR.NS        | Price: 1162.65 | Trend:  20.83% | Mom:   0.89% | Risk: LOW       
  NINSYS.NS       | Price:  710.30 | Trend:  -6.03% | Mom:   0.17% | Risk: LOW       
  MALLCOM.NS      | Price:  975.35 | Trend:  -1.43% | Mom:  -0.33% | Risk: LOW       
  MUKKA.NS        | Price:   27.10 | Trend:   4.09% | Mom:  -9.24% | Risk: LOW       
  SATIA.NS        | Price:   67.24 | Trend:   9.32% | Mom:  -0.28% | Risk: LOW       
  KECL.NS         | Price:  120.24 | Trend:  -8.12% | Mom:  -0.74% | Risk: LOW       
  NAHARSPING.NS   | Price:  277.45 | Trend:  -3.77% | Mom:  -0.04% | Risk: LOW       
  20MICRONS.NS    | Price:  219.21 | Trend:   6.60% | Mom:   0.53% | Risk: LOW       
  GHCLTEXTIL.NS   | Price:  134.61 | Trend:   8.78% | Mom:   0.70% | Risk: LOW       
  RUSHIL.NS       | Price:   16.78 | Trend:   0.36% | Mom:   4.42% | Risk: LOW       
  HLVLTD.NS       | Price:    6.59 | Trend:  -3.14% | Mom:   1.85% | Risk: LOW       
  PPL.NS          | Price:  272.25 | Trend:   2.55% | Mom:   0.21% | Risk: LOW       
  VENUSREM.NS     | Price: 1643.70 | Trend:   0.07% | Mom:   1.14% | Risk: LOW       
  SARVESHWAR.NS   | Price:    3.66 | Trend:   3.88% | Mom:  -3.17% | Risk: LOW       
  SEJALLTD.NS     | Price:  699.60 | Trend:   0.43% | Mom:   8.36% | Risk: LOW       
  HARDWYN.NS      | Price:    9.22 | Trend:  -9.03% | Mom:   0.88% | Risk: LOW       
  ACL.NS          | Price:   42.58 | Trend:  -6.80% | Mom:   0.69% | Risk: LOW       
  JAYAGROGN.NS    | Price:  237.12 | Trend:   4.90% | Mom:  -4.79% | Risk: LOW       
  APTECHT.NS      | Price:   92.06 | Trend:  -0.04% | Mom:   3.36% | Risk: LOW       
  URJA.NS         | Price:    9.05 | Trend:  -2.33% | Mom:   0.00% | Risk: LOW       
  MMP.NS          | Price:  464.80 | Trend:  26.71% | Mom:  -2.86% | Risk: LOW       
  HINDCOMPOS.NS   | Price:  389.10 | Trend:  -4.45% | Mom:   1.06% | Risk: LOW       
  ENIL.NS         | Price:  100.17 | Trend:  -1.31% | Mom:   1.47% | Risk: LOW       
  PAKKA.NS        | Price:   77.15 | Trend:   1.48% | Mom:  -1.25% | Risk: LOW       
  GFLLIMITED.NS   | Price:   56.74 | Trend:   8.44% | Mom:  -5.70% | Risk: LOW       
  MENONBE.NS      | Price:  301.25 | Trend:  15.79% | Mom:  -1.39% | Risk: LOW       
  CSLFINANCE.NS   | Price:  216.95 | Trend:   0.61% | Mom:  -7.01% | Risk: LOW       
  CHEVIOT.NS      | Price: 1176.70 | Trend:   2.06% | Mom:  -3.12% | Risk: LOW       
  SCHAND.NS       | Price:  137.86 | Trend:  -1.54% | Mom:   0.89% | Risk: LOW       
  KRITI.NS        | Price:   63.19 | Trend:  -2.76% | Mom:   3.13% | Risk: LOW       
  VERTOZ.NS       | Price:   36.84 | Trend:  -0.21% | Mom:  -4.01% | Risk: LOW       
  ASIANHOTNR.NS   | Price:  390.45 | Trend:  17.35% | Mom:  -3.47% | Risk: LOW       
  TIRUPATI.NS     | Price:  307.00 | Trend: -12.27% | Mom:  -0.32% | Risk: LOW       
  SHALPAINTS.NS   | Price:   79.09 | Trend:   1.65% | Mom:  -5.98% | Risk: LOW       
  SBGLP.NS        | Price:   24.31 | Trend:   0.24% | Mom:   1.88% | Risk: LOW       
  TOLINS.NS       | Price:   91.58 | Trend:  -5.44% | Mom:   0.14% | Risk: LOW       
  ONMOBILE.NS     | Price:   52.09 | Trend:  -9.38% | Mom:  10.01% | Risk: LOW       
  SILINV.NS       | Price:  452.80 | Trend:   1.69% | Mom:  -2.08% | Risk: LOW       
  OCCLLTD.NS      | Price:  155.17 | Trend:  -0.25% | Mom:  -5.77% | Risk: LOW       
  MOS.NS          | Price:    7.30 | Trend: -24.94% | Mom:   5.80% | Risk: LOW       
  SUTLEJTEX.NS    | Price:   38.95 | Trend:   0.71% | Mom:  -4.06% | Risk: LOW       
  RPPINFRA.NS     | Price:   55.05 | Trend:  -5.97% | Mom:   2.55% | Risk: LOW       
  PYRAMID.NS      | Price:  159.33 | Trend:  -3.00% | Mom:   5.39% | Risk: LOW       
  SJLOGISTIC.NS   | Price:  321.90 | Trend:   0.08% | Mom:   1.02% | Risk: LOW       
  CONSOFINVT.NS   | Price:  302.50 | Trend:   6.05% | Mom:  -4.25% | Risk: LOW       
  RADIANTCMS.NS   | Price:   35.54 | Trend:  -0.39% | Mom:  -5.85% | Risk: LOW       
  KAYA.NS         | Price:  327.20 | Trend:   5.83% | Mom:  -8.09% | Risk: LOW       
  ESSARSHPNG.NS   | Price:   16.38 | Trend:  -9.18% | Mom:   2.06% | Risk: LOW       
  EMAMIPAP.NS     | Price:  115.60 | Trend:   5.16% | Mom:  -3.41% | Risk: LOW       
  DIGISPICE.NS    | Price:   16.50 | Trend:  -4.88% | Mom:   1.16% | Risk: LOW       
  COMSYN.NS       | Price:  299.30 | Trend:  15.41% | Mom:  -0.45% | Risk: LOW       
  VINSYS.NS       | Price:  587.65 | Trend:   3.27% | Mom:  -0.94% | Risk: LOW       
  TPLPLASTEH.NS   | Price:   67.15 | Trend:  -8.65% | Mom:   0.62% | Risk: LOW       
  HILINFRA.NS     | Price:   43.56 | Trend:  -2.44% | Mom:   0.65% | Risk: LOW       
  RAMAPHO.NS      | Price:  123.21 | Trend:  -0.29% | Mom:   0.11% | Risk: LOW       
  LIBERTSHOE.NS   | Price:  235.48 | Trend:  -3.96% | Mom:   1.04% | Risk: LOW       
  PARIN.NS        | Price:  701.20 | Trend:  -1.54% | Mom:  -0.58% | Risk: LOW       
  SREEL.NS        | Price:  293.89 | Trend:  16.32% | Mom: -14.52% | Risk: LOW       
  MAZDA.NS        | Price:  254.85 | Trend:   7.18% | Mom:  -6.22% | Risk: LOW       
  TRANSWORLD.NS   | Price:  166.70 | Trend:   0.58% | Mom:  -2.51% | Risk: LOW       
  PTL.NS          | Price:   38.18 | Trend:  -1.77% | Mom:   0.39% | Risk: LOW       
  AVONMORE.NS     | Price:   13.48 | Trend:  10.62% | Mom:  -3.65% | Risk: LOW       
  MGEL.NS         | Price:   15.49 | Trend:   1.23% | Mom:  -2.21% | Risk: LOW       
  MODISONLTD.NS   | Price:  472.80 | Trend:  26.02% | Mom:  -5.32% | Risk: LOW       
  PAVNAIND.NS     | Price:   15.50 | Trend:  -9.97% | Mom:   2.18% | Risk: LOW       
  NAHARINDUS.NS   | Price:  131.86 | Trend:   4.38% | Mom:  -1.67% | Risk: LOW       
  CYBERTECH.NS    | Price:  137.33 | Trend:   2.29% | Mom:  -0.69% | Risk: LOW       
  PANACHE.NS      | Price:  519.75 | Trend:   6.05% | Mom:   0.80% | Risk: LOW       
  HCL-INSYS.NS    | Price:   10.93 | Trend:  -0.54% | Mom:   8.33% | Risk: LOW       
  MODINATUR.NS    | Price:  352.65 | Trend:  -5.70% | Mom:  -0.27% | Risk: LOW       
  ABSMARINE.NS    | Price:  302.25 | Trend:  17.15% | Mom:  -8.60% | Risk: LOW       
  SINCLAIR.NS     | Price:   82.04 | Trend:   6.56% | Mom:  -2.37% | Risk: LOW       
  DAVANGERE.NS    | Price:    2.20 | Trend: -18.94% | Mom:  25.71% | Risk: LOW       
  MOLDTECH.NS     | Price:  199.88 | Trend:  12.55% | Mom:  -5.05% | Risk: LOW       
  ARIES.NS        | Price:  466.95 | Trend:  13.01% | Mom:  -2.83% | Risk: LOW       
  NDL.NS          | Price:    2.76 | Trend:   6.47% | Mom:  -5.80% | Risk: LOW       
  SPENCERS.NS     | Price:   29.44 | Trend:  -4.99% | Mom:   0.75% | Risk: LOW       
  PLASTIBLEN.NS   | Price:  187.50 | Trend:  -1.24% | Mom:  -0.95% | Risk: LOW       
  AMANTA.NS       | Price:  189.21 | Trend:   5.99% | Mom:  -6.27% | Risk: LOW       
  MCLEODRUSS.NS   | Price:   47.20 | Trend:  -2.88% | Mom:   5.97% | Risk: LOW       
  MONEYBOXX.NS    | Price:   54.96 | Trend:  -2.01% | Mom:  22.65% | Risk: LOW       
  RAMANEWS.NS     | Price:   31.81 | Trend:   1.78% | Mom:  -5.72% | Risk: LOW       
  CHEMBONDCH.NS   | Price:  259.50 | Trend:   1.39% | Mom:  -0.17% | Risk: LOW       
  RBMINFRA.NS     | Price:  270.90 | Trend:   3.04% | Mom:  -1.76% | Risk: LOW       
  EMAMIREAL.NS    | Price:   69.58 | Trend:  -4.63% | Mom:   5.14% | Risk: LOW       
  MANAKSIA.NS     | Price:   66.80 | Trend:  11.71% | Mom:  -1.36% | Risk: LOW       
  NOVAAGRI.NS     | Price:   23.11 | Trend:  -2.11% | Mom:  -0.04% | Risk: LOW       
  GLOBECIVIL.NS   | Price:   44.18 | Trend:   2.91% | Mom:  -2.56% | Risk: LOW       
  FILATFASH.NS    | Price:    0.18 | Trend:   0.11% | Mom:   0.00% | Risk: LOW       
  DENORA.NS       | Price:  795.65 | Trend:  -5.10% | Mom:  -0.79% | Risk: LOW       
  ORIENTBELL.NS   | Price:  391.50 | Trend:   8.91% | Mom:  -6.81% | Risk: LOW       
  NILAINFRA.NS    | Price:    6.82 | Trend:  -2.99% | Mom:   0.29% | Risk: LOW       
  GICL.NS         | Price:   23.33 | Trend:   9.03% | Mom:  -4.89% | Risk: LOW       
  GOACARBON.NS    | Price:  402.35 | Trend:   6.46% | Mom: -13.19% | Risk: LOW       
  RUCHIRA.NS      | Price:  105.77 | Trend:   1.69% | Mom:  -3.49% | Risk: LOW       
  AARTISURF.NS    | Price:  530.95 | Trend:   5.12% | Mom:  -1.26% | Risk: LOW       
  DYNPRO.NS       | Price:  234.58 | Trend:  -1.14% | Mom:   0.42% | Risk: LOW       
  INFINIUM.NS     | Price:  266.90 | Trend:  12.52% | Mom:  -3.80% | Risk: LOW       
  SUMIT.NS        | Price:   49.91 | Trend:  -3.51% | Mom:  -0.16% | Risk: LOW       
  SHREEKARNI.NS   | Price:  387.90 | Trend:   0.84% | Mom:  -2.45% | Risk: LOW       
  VARDMNPOLY.NS   | Price:    5.91 | Trend:  -2.52% | Mom:   0.00% | Risk: LOW       
  SYSTANGO.NS     | Price:  221.10 | Trend:   0.58% | Mom:  -2.71% | Risk: LOW       
  DCI.NS          | Price:  268.60 | Trend: -17.08% | Mom:  -0.78% | Risk: LOW       
  INSPIRISYS.NS   | Price:   91.69 | Trend:  -1.78% | Mom:   1.29% | Risk: LOW       
  GINNIFILA.NS    | Price:   42.95 | Trend:  -4.34% | Mom:  -0.09% | Risk: LOW       
  BALAJEE.NS      | Price:   25.68 | Trend:  -3.77% | Mom:   0.86% | Risk: LOW       
  LOKESHMACH.NS   | Price:  359.25 | Trend:   6.04% | Mom:   0.67% | Risk: LOW       
  MANCREDIT.NS    | Price:  225.17 | Trend:  -1.36% | Mom:   2.61% | Risk: LOW       
  ASAHISONG.NS    | Price:  382.90 | Trend:   7.82% | Mom:  -1.40% | Risk: LOW       
  ALANKIT.NS      | Price:    8.04 | Trend:   0.63% | Mom:   0.25% | Risk: LOW       
  SKP.NS          | Price:  163.90 | Trend:   3.36% | Mom:  -2.03% | Risk: LOW       
  CMNL.NS         | Price:  113.45 | Trend:   4.88% | Mom:  -3.86% | Risk: LOW       
  VLEGOV.NS       | Price:   10.42 | Trend:  -0.96% | Mom:   0.58% | Risk: LOW       
  MASON.NS        | Price:  111.00 | Trend:  -6.27% | Mom:  -0.94% | Risk: LOW       
  VIKASECO.NS     | Price:    1.04 | Trend:  -4.76% | Mom:  -0.95% | Risk: LOW       
  MAWANASUG.NS    | Price:  133.07 | Trend:   5.09% | Mom:  -4.81% | Risk: LOW       
  APOLSINHOT.NS   | Price: 1214.00 | Trend:   0.01% | Mom:   0.65% | Risk: LOW       
  VARDHACRLC.NS   | Price:   44.48 | Trend:   2.92% | Mom:   0.68% | Risk: LOW       
  SHRADHA.NS      | Price:   30.45 | Trend:  -7.35% | Mom:  -0.65% | Risk: LOW       
  MANOMAY.NS      | Price:  224.48 | Trend:   3.75% | Mom:  -3.57% | Risk: LOW       
  AVG.NS          | Price:  167.05 | Trend: -11.22% | Mom:   1.61% | Risk: LOW       
  AFFORDABLE.NS   | Price:  174.65 | Trend:  -0.53% | Mom:   6.34% | Risk: LOW       
  SINTERCOM.NS    | Price:   78.75 | Trend:  -2.58% | Mom:  -0.57% | Risk: LOW       
  HITECHCORP.NS   | Price:  334.00 | Trend:   2.06% | Mom:  -0.58% | Risk: LOW       
  VMSTMT.NS       | Price:   45.92 | Trend:  -0.83% | Mom:   4.10% | Risk: LOW       
  SHERA.NS        | Price:  181.65 | Trend:   3.86% | Mom:  -2.34% | Risk: LOW       
  DIAMINESQ.NS    | Price:  249.38 | Trend:   0.63% | Mom:  -1.52% | Risk: LOW       
  AXITA.NS        | Price:    8.00 | Trend:   5.25% | Mom:   0.63% | Risk: LOW       
  AUTOIND.NS      | Price:   87.79 | Trend:  -0.67% | Mom:   1.95% | Risk: LOW       
  SHEMAROO.NS     | Price:  123.79 | Trend:   0.37% | Mom:  -1.21% | Risk: LOW       
  GRETEX.NS       | Price:  225.00 | Trend: -18.09% | Mom:  -0.07% | Risk: LOW       
  PRIZOR.NS       | Price: 1128.55 | Trend:  14.53% | Mom:  -9.63% | Risk: LOW       
  GOYALSALT.NS    | Price:  108.90 | Trend:   0.31% | Mom:   7.82% | Risk: LOW       
  CINELINE.NS     | Price:   90.01 | Trend:   3.87% | Mom:  -4.34% | Risk: LOW       
  KCEIL.NS        | Price:   80.45 | Trend:  -2.98% | Mom:   4.35% | Risk: LOW       
  AIRAN.NS        | Price:   16.78 | Trend:   8.25% | Mom:  -2.16% | Risk: LOW       
  STARTECK.NS     | Price:  253.85 | Trend:  -0.50% | Mom:   2.92% | Risk: LOW       
  ELGIRUBCO.NS    | Price:   59.35 | Trend:   0.31% | Mom:  -5.52% | Risk: LOW       
  SAHYADRI.NS     | Price:  369.60 | Trend:   8.06% | Mom:  -1.98% | Risk: LOW       
  PODDARMENT.NS   | Price:  281.80 | Trend:   8.86% | Mom:  -8.29% | Risk: LOW       
  UCAL.NS         | Price:  143.56 | Trend:   7.61% | Mom:  -2.43% | Risk: LOW       
  UYFINCORP.NS    | Price:   19.51 | Trend:   0.54% | Mom:  -1.86% | Risk: LOW       
  INDOUS.NS       | Price:   78.10 | Trend:  -4.63% | Mom:  -0.95% | Risk: LOW       
  VSTL.NS         | Price:  113.48 | Trend:   1.26% | Mom:  -8.81% | Risk: LOW       
  KOTYARK.NS      | Price:   32.05 | Trend:  -7.35% | Mom:   0.88% | Risk: LOW       
  ZEELEARN.NS     | Price:    6.84 | Trend: -10.78% | Mom:   2.86% | Risk: LOW       
  TRANSTEEL.NS    | Price:   86.65 | Trend: -10.44% | Mom:  14.84% | Risk: LOW       
  NDLVENTURE.NS   | Price:  124.06 | Trend:   0.13% | Mom:  -0.11% | Risk: LOW       
  TAKE.NS         | Price:   15.86 | Trend: -17.62% | Mom:  -0.81% | Risk: LOW       
  PRITIKAUTO.NS   | Price:   16.33 | Trend:  -3.87% | Mom:   7.79% | Risk: LOW       
  VIRINCHI.NS     | Price:   14.03 | Trend:  -6.52% | Mom:  -0.14% | Risk: LOW       
  MADHAVBAUG.NS   | Price:  171.50 | Trend:  -3.96% | Mom:  14.33% | Risk: LOW       
  SCPL.NS         | Price:  650.00 | Trend:   4.59% | Mom:  -1.84% | Risk: LOW       
  IPSL.NS         | Price:  215.00 | Trend:  -1.78% | Mom:   0.09% | Risk: LOW       
  STARPAPER.NS    | Price:  156.27 | Trend:   4.22% | Mom:  -0.28% | Risk: LOW       
  FELIX.NS        | Price:  204.30 | Trend:   7.21% | Mom:  -6.71% | Risk: LOW       
  RUDRA.NS        | Price:   19.81 | Trend:   1.21% | Mom:  -0.85% | Risk: LOW       
  ESCONET.NS      | Price:  216.20 | Trend:  19.55% | Mom:  -8.76% | Risk: LOW       
  AHLEAST.NS      | Price:  136.36 | Trend:  -2.97% | Mom:  -0.53% | Risk: LOW       
  KMSUGAR.NS      | Price:   29.50 | Trend:  -0.68% | Mom:  -0.57% | Risk: LOW       
  PIGL.NS         | Price:   99.92 | Trend:  -4.77% | Mom:   3.94% | Risk: LOW       
  MKPL.NS         | Price:    4.04 | Trend:  -2.44% | Mom:   1.25% | Risk: LOW       
  ARIHANTACA.NS   | Price:  500.00 | Trend:   4.81% | Mom:   0.40% | Risk: LOW       
  PONNIERODE.NS   | Price:  375.25 | Trend:   5.82% | Mom:   0.55% | Risk: LOW       
  NIRAJ.NS        | Price:   27.99 | Trend:  -2.24% | Mom:  -0.29% | Risk: LOW       
  SHIVATEX.NS     | Price:  172.00 | Trend:   3.60% | Mom:  -3.21% | Risk: LOW       
  CHEMBOND.NS     | Price:  193.68 | Trend:   6.80% | Mom: -12.11% | Risk: LOW       
  NAVKARURB.NS    | Price:    0.93 | Trend:  -3.68% | Mom:   5.13% | Risk: LOW       
  WORTHPERI.NS    | Price:  149.21 | Trend:  -0.36% | Mom:  -3.73% | Risk: LOW       
  TRIGYN.NS       | Price:   56.14 | Trend:   0.52% | Mom:  -2.18% | Risk: LOW       
  PKTEA.NS        | Price:  988.15 | Trend:  24.23% | Mom: -12.97% | Risk: LOW       
  BASML.NS        | Price:   25.04 | Trend:  -2.28% | Mom:   2.37% | Risk: LOW       
  DHARAN.NS       | Price:    0.14 | Trend:  -4.11% | Mom:   7.69% | Risk: LOW       
  INDOWIND.NS     | Price:    8.94 | Trend:  -1.39% | Mom:   1.02% | Risk: LOW       
  MARALOVER.NS    | Price:   61.11 | Trend:   7.28% | Mom:  -7.17% | Risk: LOW       
  PRITIKA.NS      | Price:   63.00 | Trend:   2.14% | Mom:  -0.55% | Risk: LOW       
  SETCO.NS        | Price:   17.04 | Trend:  -2.85% | Mom:  -0.81% | Risk: LOW       
  LOTUSEYE.NS     | Price:  115.24 | Trend:  -0.20% | Mom:   4.14% | Risk: LOW       
  RANASUG.NS      | Price:   14.06 | Trend:   3.00% | Mom:  -5.00% | Risk: LOW       
  WINSOL.NS       | Price:  111.70 | Trend:  -0.89% | Mom:   0.33% | Risk: LOW       
  RAJTV.NS        | Price:    9.77 | Trend:  -3.28% | Mom:  19.00% | Risk: LOW       
  AKSHARCHEM.NS   | Price:  389.95 | Trend:  20.01% | Mom:  -9.19% | Risk: LOW       
  ANIKINDS.NS     | Price:   44.98 | Trend:   3.11% | Mom:   0.58% | Risk: LOW       
  NATCAPSUQ.NS    | Price:  172.67 | Trend:   2.50% | Mom: -11.11% | Risk: LOW       
  ASPINWALL.NS    | Price:  255.55 | Trend:   2.50% | Mom:   0.55% | Risk: LOW       
  DRONE.NS        | Price:   33.50 | Trend:  -9.20% | Mom:   0.45% | Risk: LOW       
  GULFPETRO.NS    | Price:   66.38 | Trend:  14.11% | Mom:  -1.23% | Risk: LOW       
  JMA.NS          | Price:   89.89 | Trend:   1.59% | Mom:  -7.46% | Risk: LOW       
  NECCLTD.NS      | Price:   19.54 | Trend:  18.14% | Mom:  -0.56% | Risk: LOW       
  NITIRAJ.NS      | Price:  228.34 | Trend:   6.31% | Mom:  -1.12% | Risk: LOW       
  LLOYDS.NS       | Price:   62.00 | Trend:  -3.46% | Mom:   3.33% | Risk: LOW       
  INCREDIBLE.NS   | Price:   32.08 | Trend:  -2.18% | Mom:   0.94% | Risk: LOW       
  EMMBI.NS        | Price:   88.71 | Trend:   1.94% | Mom:  -0.97% | Risk: LOW       
  TAINWALCHM.NS   | Price:  214.31 | Trend:   2.77% | Mom:   0.93% | Risk: LOW       
  DENEERS.NS      | Price:  175.45 | Trend:  -0.92% | Mom:   0.54% | Risk: LOW       
  KESORAMIND.NS   | Price:   11.57 | Trend:  -1.99% | Mom:   0.17% | Risk: LOW       
  DTIL.NS         | Price:  141.22 | Trend:   0.86% | Mom:  -0.61% | Risk: LOW       
  TUNWAL.NS       | Price:   25.65 | Trend:  -0.56% | Mom:   1.58% | Risk: LOW       
  DCM.NS          | Price:   75.34 | Trend:  -8.80% | Mom:   0.37% | Risk: LOW       
  CPS.NS          | Price: 1150.00 | Trend:   4.80% | Mom:  -3.77% | Risk: LOW       
  AARTECH.NS      | Price:   50.70 | Trend:   3.81% | Mom:  -1.08% | Risk: LOW       
