NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-05-27 19:27:34

BUY SIGNALS (1061):
  BAJFINANCE.NS   | Price:  930.20 | Entry:   911.6 | Target: 1043.47 | Risk: LOW       
  SHRIPISTON.NS   | Price: 3296.30 | Trend:  -0.35% | Mom:  -5.54% | Risk: LOW       
  ALIVUS.NS       | Price: 1090.70 | Trend:   5.69% | Mom:  -0.74% | Risk: LOW       
  ENGINERSIN.NS   | Price:  230.50 | Trend:   2.27% | Mom:  -2.72% | Risk: LOW       
  OLECTRA.NS      | Price: 1229.90 | Trend:   6.15% | Mom:  -3.16% | Risk: LOW       
  GRINFRA.NS      | Price:  940.30 | Trend:   4.44% | Mom:   0.44% | Risk: LOW       
  JUBLINGREA.NS   | Price:  697.05 | Trend:   4.93% | Mom:  -2.12% | Risk: LOW       
  SANOFICONR.NS   | Price: 4654.90 | Trend:   1.84% | Mom:   0.93% | Risk: LOW       
  PRUDENT.NS      | Price: 2722.60 | Trend:   6.17% | Mom:  -0.64% | Risk: LOW       
  CANFINHOME.NS   | Price:  839.55 | Trend:  -1.43% | Mom:   0.93% | Risk: LOW       
  JKTYRE.NS       | Price:  394.15 | Trend:  -2.12% | Mom:   2.60% | Risk: LOW       
  BLACKBUCK.NS    | Price:  533.60 | Trend:  -6.32% | Mom:  -0.12% | Risk: LOW       
  ZEEL.NS         | Price:   82.78 | Trend:  -0.23% | Mom:  -3.88% | Risk: LOW       
  SCI.NS          | Price:  308.05 | Trend:   9.59% | Mom:  -5.32% | Risk: LOW       
  VIJAYA.NS       | Price: 1259.60 | Trend:  17.38% | Mom:  -1.53% | Risk: LOW       
  SONATSOFTW.NS   | Price:  270.10 | Trend:   6.29% | Mom:  -1.12% | Risk: LOW       
  AZAD.NS         | Price: 2116.80 | Trend:  13.82% | Mom:  -0.32% | Risk: LOW       
  EDELWEISS.NS    | Price:  112.99 | Trend:  -0.29% | Mom:  -4.89% | Risk: LOW       
  METROPOLIS.NS   | Price:  540.85 | Trend:  12.56% | Mom:  -1.13% | Risk: LOW       
  IXIGO.NS        | Price:  168.48 | Trend:  -0.64% | Mom:   7.45% | Risk: LOW       
  BALRAMCHIN.NS   | Price:  529.65 | Trend:   4.10% | Mom:  -0.84% | Risk: LOW       
  VESUVIUS.NS     | Price:  474.45 | Trend:  -1.75% | Mom:   0.57% | Risk: LOW       
  WESTLIFE.NS     | Price:  468.70 | Trend:   0.60% | Mom:  -7.53% | Risk: LOW       
  RKFORGE.NS      | Price:  569.35 | Trend:   3.21% | Mom:  -2.17% | Risk: LOW       
  HEG.NS          | Price:  587.20 | Trend:   1.16% | Mom:   0.91% | Risk: LOW       
  SHAILY.NS       | Price: 2689.30 | Trend:  15.21% | Mom:  -0.16% | Risk: LOW       
  TIMETECHNO.NS   | Price:  177.29 | Trend:  -0.15% | Mom:  -0.06% | Risk: LOW       
  AVANTIFEED.NS   | Price: 1337.80 | Trend:   1.17% | Mom:  -1.44% | Risk: LOW       
  IIFLCAPS.NS     | Price:  343.95 | Trend:  12.21% | Mom:  -0.41% | Risk: LOW       
  INDIASHLTR.NS   | Price:  780.30 | Trend:   0.16% | Mom:  -6.19% | Risk: LOW       
  KPIGREEN.NS     | Price:  431.95 | Trend:   2.29% | Mom:  -0.17% | Risk: LOW       
  BIRLACORPN.NS   | Price: 1001.70 | Trend:   7.64% | Mom:  -4.92% | Risk: LOW       
  HAPPYFORGE.NS   | Price: 1384.20 | Trend:   5.50% | Mom:  -2.32% | Risk: LOW       
  BLUESTONE.NS    | Price:  478.85 | Trend:  -3.91% | Mom:   0.98% | Risk: LOW       
  TTKPRESTIG.NS   | Price:  512.80 | Trend:   2.62% | Mom:  -3.01% | Risk: LOW       
  DBREALTY.NS     | Price:  117.83 | Trend:   8.74% | Mom:  -8.70% | Risk: LOW       
  ORKLAINDIA.NS   | Price:  619.05 | Trend:   0.17% | Mom:  -3.15% | Risk: LOW       
  LOTUSDEV.NS     | Price:  139.30 | Trend:   4.24% | Mom:  -2.19% | Risk: LOW       
  JAIBALAJI.NS    | Price:   73.59 | Trend:   4.05% | Mom: -11.32% | Risk: LOW       
  MAHSEAMLES.NS   | Price:  630.60 | Trend:   2.24% | Mom:  -1.68% | Risk: LOW       
  HAPPSTMNDS.NS   | Price:  376.75 | Trend:  -0.45% | Mom:   4.67% | Risk: LOW       
  GALAXYSURF.NS   | Price: 1821.90 | Trend:   2.31% | Mom:  -2.64% | Risk: LOW       
  DODLA.NS        | Price: 1100.10 | Trend:   3.99% | Mom:  -0.10% | Risk: LOW       
  CERA.NS         | Price: 5743.00 | Trend:   9.96% | Mom:  -3.10% | Risk: LOW       
  BORORENEW.NS    | Price:  509.50 | Trend:   6.59% | Mom:  -7.04% | Risk: LOW       
  KALPATARU.NS    | Price:  333.80 | Trend:   5.40% | Mom: -11.98% | Risk: LOW       
  TRIVENI.NS      | Price:  377.50 | Trend:  -2.09% | Mom:  -0.63% | Risk: LOW       
  THOMASCOOK.NS   | Price:   92.78 | Trend:  -4.29% | Mom:  -0.70% | Risk: LOW       
  AARTIPHARM.NS   | Price:  694.60 | Trend:   0.42% | Mom:  -2.54% | Risk: LOW       
  THANGAMAYL.NS   | Price: 3805.20 | Trend:   0.17% | Mom:   3.68% | Risk: LOW       
  PRSMJOHNSN.NS   | Price:  124.81 | Trend:  -1.62% | Mom:  -0.56% | Risk: LOW       
  RUSTOMJEE.NS    | Price:  400.30 | Trend:   1.10% | Mom:  -3.51% | Risk: LOW       
  AKUMS.NS        | Price:  532.20 | Trend:   3.34% | Mom:   0.72% | Risk: LOW       
  PNCINFRA.NS     | Price:  211.20 | Trend:   5.00% | Mom:  -3.45% | Risk: LOW       
  ATLANTAELE.NS   | Price: 1788.90 | Trend:  24.68% | Mom:  -1.43% | Risk: LOW       
  EPIGRAL.NS      | Price: 1245.40 | Trend:  12.38% | Mom:  -0.11% | Risk: LOW       
  INOXGREEN.NS    | Price:  179.29 | Trend:   8.04% | Mom:   0.34% | Risk: LOW       
  MASTEK.NS       | Price: 1632.20 | Trend:   2.30% | Mom:   0.83% | Risk: LOW       
  BALUFORGE.NS    | Price:  496.70 | Trend:   4.27% | Mom:   0.11% | Risk: LOW       
  MOIL.NS         | Price:  301.60 | Trend:  -0.54% | Mom:   1.63% | Risk: LOW       
  ISGEC.NS        | Price: 1045.60 | Trend:   4.24% | Mom:  -0.80% | Risk: LOW       
  PRAJIND.NS      | Price:  393.85 | Trend:   8.96% | Mom:   0.55% | Risk: LOW       
  YATHARTH.NS     | Price:  816.35 | Trend:   8.76% | Mom:  -0.16% | Risk: LOW       
  CSBBANK.NS      | Price:  364.10 | Trend:  -2.39% | Mom:   5.80% | Risk: LOW       
  EPL.NS          | Price:  219.10 | Trend:   0.79% | Mom:  -4.03% | Risk: LOW       
  AURIONPRO.NS    | Price:  812.75 | Trend:  -2.25% | Mom:   6.63% | Risk: LOW       
  JUSTDIAL.NS     | Price:  532.40 | Trend:   0.40% | Mom:   0.42% | Risk: LOW       
  ELLEN.NS        | Price:  263.40 | Trend:   7.05% | Mom:  -8.45% | Risk: LOW       
  QPOWER.NS       | Price: 1115.20 | Trend:   3.26% | Mom:  -8.41% | Risk: LOW       
  AHLUCONT.NS     | Price:  806.50 | Trend:   1.61% | Mom:  -0.61% | Risk: LOW       
  JKPAPER.NS      | Price:  385.95 | Trend:   7.45% | Mom:  -1.32% | Risk: LOW       
  SURYAROSNI.NS   | Price:  232.60 | Trend:   0.79% | Mom:  -2.96% | Risk: LOW       
  AVL.NS          | Price:  537.05 | Trend:   6.00% | Mom:  -0.74% | Risk: LOW       
  RTNPOWER.NS     | Price:    9.26 | Trend:   1.48% | Mom:  -0.43% | Risk: LOW       
  JAYNECOIND.NS   | Price:  102.51 | Trend:  10.12% | Mom:  -1.05% | Risk: LOW       
  WAKEFIT.NS      | Price:  130.32 | Trend: -10.66% | Mom:   3.13% | Risk: LOW       
  HGINFRA.NS      | Price:  596.25 | Trend:   5.70% | Mom:  -6.08% | Risk: LOW       
  AXISCADES.NS    | Price: 1952.10 | Trend:   8.49% | Mom:  -3.22% | Risk: LOW       
  CRAMC.NS        | Price:  249.70 | Trend:   0.29% | Mom:   2.25% | Risk: LOW       
  RALLIS.NS       | Price:  254.90 | Trend:   0.60% | Mom:  -4.48% | Risk: LOW       
  SWSOLAR.NS      | Price:  191.79 | Trend:   0.42% | Mom:  -5.28% | Risk: LOW       
  SHARDAMOTR.NS   | Price:  849.20 | Trend:   1.78% | Mom:  -2.18% | Risk: LOW       
  PICCADIL.NS     | Price:  584.50 | Trend:   0.92% | Mom:  -1.10% | Risk: LOW       
  INDIAGLYCO.NS   | Price: 1007.30 | Trend:   4.65% | Mom:  -4.20% | Risk: LOW       
  MANINFRA.NS     | Price:  115.57 | Trend:   9.47% | Mom: -10.72% | Risk: LOW       
  VIPIND.NS       | Price:  301.75 | Trend:  -3.31% | Mom:   0.95% | Risk: LOW       
  ELECTCAST.NS    | Price:   82.13 | Trend:   1.84% | Mom:  -3.39% | Risk: LOW       
  FISCHER.NS      | Price:   37.49 | Trend:  -0.35% | Mom:   6.20% | Risk: LOW       
  KSCL.NS         | Price:  900.20 | Trend:   0.53% | Mom:  -5.19% | Risk: LOW       
  SHOPERSTOP.NS   | Price:  333.65 | Trend:   7.95% | Mom:   0.65% | Risk: LOW       
  LXCHEM.NS       | Price:  151.88 | Trend:  10.21% | Mom:  -2.38% | Risk: LOW       
  UNIMECH.NS      | Price:  966.50 | Trend:   7.57% | Mom:   0.62% | Risk: LOW       
  GOKULAGRO.NS    | Price:  229.28 | Trend:   8.64% | Mom:  -2.47% | Risk: LOW       
  OPTIEMUS.NS     | Price:  418.70 | Trend:   8.40% | Mom:  -0.36% | Risk: LOW       
  KRN.NS          | Price: 1086.80 | Trend:   0.24% | Mom: -10.37% | Risk: LOW       
  PTC.NS          | Price:  191.58 | Trend:   3.14% | Mom:  -5.13% | Risk: LOW       
  ROUTE.NS        | Price:  514.05 | Trend:   3.07% | Mom:   0.86% | Risk: LOW       
  ITDC.NS         | Price:  549.25 | Trend:   4.72% | Mom:  -3.32% | Risk: LOW       
  GAEL.NS         | Price:  162.44 | Trend:   8.20% | Mom:  -2.39% | Risk: LOW       
  SMLMAH.NS       | Price: 3881.10 | Trend:  -0.65% | Mom:   7.38% | Risk: LOW       
  HCC.NS          | Price:   21.94 | Trend:  15.32% | Mom:   0.92% | Risk: LOW       
  SWARAJENG.NS    | Price: 3762.70 | Trend:   0.10% | Mom:  -1.11% | Risk: LOW       
  ANUP.NS         | Price: 1981.20 | Trend:   4.83% | Mom:   0.55% | Risk: LOW       
  SKYGOLD.NS      | Price:  480.30 | Trend:  16.88% | Mom:   0.95% | Risk: LOW       
  TARC.NS         | Price:  132.89 | Trend:   2.88% | Mom:   0.48% | Risk: LOW       
  INNOVACAP.NS    | Price:  843.50 | Trend:  10.94% | Mom:  -3.25% | Risk: LOW       
  NACLIND.NS      | Price:  163.42 | Trend:   6.00% | Mom:  -1.14% | Risk: LOW       
  DCBBANK.NS      | Price:  179.92 | Trend:  -0.26% | Mom:   3.31% | Risk: LOW       
  BOSCH-HCIL.NS   | Price: 1370.80 | Trend:   3.21% | Mom:  -4.56% | Risk: LOW       
  INDIQUBE.NS     | Price:  163.53 | Trend:   3.20% | Mom:  -0.03% | Risk: LOW       
  BANARISUG.NS    | Price: 3600.20 | Trend:  -0.66% | Mom:  -0.15% | Risk: LOW       
  VSTIND.NS       | Price:  257.95 | Trend:   6.93% | Mom:   0.29% | Risk: LOW       
  CEIGALL.NS      | Price:  352.95 | Trend:  13.32% | Mom:   0.61% | Risk: LOW       
  HERITGFOOD.NS   | Price:  335.45 | Trend:  -0.14% | Mom:  -4.38% | Risk: LOW       
  ORIENTELEC.NS   | Price:  187.89 | Trend:   6.49% | Mom:  -0.14% | Risk: LOW       
  GOPAL.NS        | Price:  292.65 | Trend:   3.85% | Mom:  -6.69% | Risk: LOW       
  HUBTOWN.NS      | Price:  206.26 | Trend:   1.54% | Mom:  -4.82% | Risk: LOW       
  KITEX.NS        | Price:  163.25 | Trend:   0.34% | Mom:   4.11% | Risk: LOW       
  NORTHARC.NS     | Price:  281.85 | Trend:  11.91% | Mom:  -4.83% | Risk: LOW       
  AWFIS.NS        | Price:  356.15 | Trend:  11.35% | Mom:  -2.80% | Risk: LOW       
  MOSCHIP.NS      | Price:  203.30 | Trend:   6.98% | Mom:  -3.75% | Risk: LOW       
  RAMKY.NS        | Price:  468.85 | Trend:  -1.79% | Mom:   0.63% | Risk: LOW       
  HEMIPROP.NS     | Price:  142.79 | Trend:   6.50% | Mom:  -4.23% | Risk: LOW       
  63MOONS.NS      | Price:  626.50 | Trend:  -0.16% | Mom:  -5.38% | Risk: LOW       
  KIRLOSIND.NS    | Price: 3126.40 | Trend:   3.18% | Mom:  -1.93% | Risk: LOW       
  SHANTIGEAR.NS   | Price:  441.10 | Trend:  -3.19% | Mom:  -0.09% | Risk: LOW       
  UFLEX.NS        | Price:  411.85 | Trend:   0.83% | Mom:  -2.29% | Risk: LOW       
  RPGLIFE.NS      | Price: 2213.70 | Trend:   6.65% | Mom:  -4.21% | Risk: LOW       
  LUXIND.NS       | Price: 1389.50 | Trend:   8.83% | Mom:  -5.41% | Risk: LOW       
  AJMERA.NS       | Price:  119.40 | Trend:   0.08% | Mom:   2.04% | Risk: LOW       
  VADILALIND.NS   | Price: 4433.00 | Trend:  -1.23% | Mom:   2.92% | Risk: LOW       
  QUESS.NS        | Price:  204.64 | Trend:   6.09% | Mom:  -1.90% | Risk: LOW       
  WONDERLA.NS     | Price:  482.75 | Trend:  -6.12% | Mom:   0.66% | Risk: LOW       
  GREENPLY.NS     | Price:  257.45 | Trend:  11.42% | Mom:  -0.02% | Risk: LOW       
  MBAPL.NS        | Price:  548.45 | Trend:   6.69% | Mom:   0.16% | Risk: LOW       
  ARSSBL.NS       | Price:  546.45 | Trend:   2.42% | Mom:   0.00% | Risk: LOW       
  MEDIASSIST.NS   | Price:  364.90 | Trend:   4.26% | Mom:  -6.20% | Risk: LOW       
  HARSHA.NS       | Price:  399.70 | Trend:   6.35% | Mom:  -3.04% | Risk: LOW       
  ROLEXRINGS.NS   | Price:  143.96 | Trend:   6.03% | Mom:  -1.16% | Risk: LOW       
  UNICHEMLAB.NS   | Price:  356.20 | Trend:   2.63% | Mom:  -2.21% | Risk: LOW       
  BALMLAWRIE.NS   | Price:  182.02 | Trend:   3.40% | Mom:  -4.11% | Risk: LOW       
  ARTEMISMED.NS   | Price:  277.17 | Trend:  13.47% | Mom:   0.69% | Risk: LOW       
  PITTIENG.NS     | Price:  928.30 | Trend:   6.58% | Mom:   0.74% | Risk: LOW       
  DPABHUSHAN.NS   | Price:  956.50 | Trend:  -6.78% | Mom:   0.31% | Risk: LOW       
  BHAGCHEM.NS     | Price:  246.30 | Trend:   7.95% | Mom:   0.82% | Risk: LOW       
  NAVNETEDUL.NS   | Price:  142.04 | Trend:   2.23% | Mom:   0.25% | Risk: LOW       
  SWANDEF.NS      | Price: 1914.50 | Trend:   0.25% | Mom:   0.34% | Risk: LOW       
  PARAGMILK.NS    | Price:  211.27 | Trend:   0.07% | Mom:  -3.29% | Risk: LOW       
  KIRIINDUS.NS    | Price:  394.60 | Trend:  -0.58% | Mom:   0.23% | Risk: LOW       
  KRISHANA.NS     | Price:  672.40 | Trend:  12.38% | Mom:  -1.39% | Risk: LOW       
  PARKHOTELS.NS   | Price:  123.33 | Trend:   4.78% | Mom:  -4.05% | Risk: LOW       
  GATEWAY.NS      | Price:   55.73 | Trend:  -0.46% | Mom:  -1.68% | Risk: LOW       
  PRABHA.NS       | Price:  159.49 | Trend:  -0.26% | Mom:  -5.25% | Risk: LOW       
  JASH.NS         | Price:  397.20 | Trend:   1.70% | Mom:  -3.15% | Risk: LOW       
  PENIND.NS       | Price:  156.91 | Trend:   0.20% | Mom:  -2.63% | Risk: LOW       
  WSTCSTPAPR.NS   | Price:  505.05 | Trend:   8.57% | Mom:   0.52% | Risk: LOW       
  POLYPLEX.NS     | Price:  905.70 | Trend:   3.26% | Mom:   1.00% | Risk: LOW       
  DEEPINDS.NS     | Price:  459.55 | Trend:   2.54% | Mom:   0.04% | Risk: LOW       
  SAGCEM.NS       | Price:  180.09 | Trend:   1.35% | Mom:   0.45% | Risk: LOW       
  EUROPRATIK.NS   | Price:  250.05 | Trend:   0.99% | Mom:  -7.49% | Risk: LOW       
  TCPLPACK.NS     | Price: 2609.00 | Trend:   2.19% | Mom:  -3.27% | Risk: LOW       
  BRIGHOTEL.NS    | Price:   62.04 | Trend:  -0.36% | Mom:   1.37% | Risk: LOW       
  TFCILTD.NS      | Price:   72.55 | Trend:   2.07% | Mom:  -4.35% | Risk: LOW       
  SUNDROP.NS      | Price:  676.05 | Trend:   5.16% | Mom:   0.87% | Risk: LOW       
  EFCIL.NS        | Price:  183.89 | Trend:  -4.31% | Mom:   2.13% | Risk: LOW       
  ORISSAMINE.NS   | Price: 4115.80 | Trend:   5.70% | Mom:   0.53% | Risk: LOW       
  VEEDOL.NS       | Price: 1418.80 | Trend:   1.89% | Mom:  -4.26% | Risk: LOW       
  AGIIL.NS        | Price:  364.10 | Trend:   3.69% | Mom:  -0.46% | Risk: LOW       
  NOCIL.NS        | Price:  167.85 | Trend:   0.47% | Mom:   0.91% | Risk: LOW       
  EMSLIMITED.NS   | Price:  328.10 | Trend:   1.33% | Mom:  -1.29% | Risk: LOW       
  FMGOETZE.NS     | Price:  435.15 | Trend:   0.87% | Mom:  -1.86% | Risk: LOW       
  VIMTALABS.NS    | Price:  462.35 | Trend:   2.64% | Mom:  -0.79% | Risk: LOW       
  MUTHOOTMF.NS    | Price:  178.12 | Trend:   2.32% | Mom:  -6.36% | Risk: LOW       
  RPSGVENT.NS     | Price:  932.80 | Trend:   7.06% | Mom:  -6.59% | Risk: LOW       
  BAJAJHIND.NS    | Price:   18.47 | Trend:   2.39% | Mom:  -3.04% | Risk: LOW       
  EPACKPEB.NS     | Price:  189.45 | Trend:   5.92% | Mom:  -1.11% | Risk: LOW       
  POKARNA.NS      | Price:  836.15 | Trend:  -4.27% | Mom:   0.87% | Risk: LOW       
  JTLIND.NS       | Price:   69.50 | Trend:   6.46% | Mom:  -7.06% | Risk: LOW       
  EVEREADY.NS     | Price:  316.95 | Trend:   2.83% | Mom:  -0.02% | Risk: LOW       
  SOTL.NS         | Price:  423.95 | Trend:  15.21% | Mom:   0.95% | Risk: LOW       
  ALLCARGO.NS     | Price:    9.09 | Trend:   4.23% | Mom:  -2.57% | Risk: LOW       
  ALEMBICLTD.NS   | Price:   87.91 | Trend:   1.65% | Mom:  -2.79% | Risk: LOW       
  UTKARSHBNK.NS   | Price:   13.50 | Trend:   2.36% | Mom:  -1.75% | Risk: LOW       
  HMT.NS          | Price:   57.27 | Trend:  -5.23% | Mom:  -0.38% | Risk: LOW       
  LAOPALA.NS      | Price:  176.42 | Trend:  -1.01% | Mom:   0.96% | Risk: LOW       
  WINDMACHIN.NS   | Price:  296.70 | Trend:  10.48% | Mom:  -2.80% | Risk: LOW       
  SOLARWORLD.NS   | Price:  216.30 | Trend:  14.67% | Mom:  -0.57% | Risk: LOW       
  NITCO.NS        | Price:   95.01 | Trend:   6.43% | Mom:  -3.26% | Risk: LOW       
  KALAMANDIR.NS   | Price:  108.67 | Trend:   6.33% | Mom:   0.30% | Risk: LOW       
  SDBL.NS         | Price:   85.98 | Trend:   5.07% | Mom:   0.34% | Risk: LOW       
  TCIEXP.NS       | Price:  513.30 | Trend:   0.10% | Mom:  -0.85% | Risk: LOW       
  KCP.NS          | Price:  161.87 | Trend:   2.18% | Mom:   0.41% | Risk: LOW       
  HATHWAY.NS      | Price:   10.58 | Trend:   0.88% | Mom:   0.28% | Risk: LOW       
  REPCOHOME.NS    | Price:  392.90 | Trend:   1.40% | Mom:   0.15% | Risk: LOW       
  TASTYBITE.NS    | Price: 7663.50 | Trend:   6.68% | Mom:  -0.37% | Risk: LOW       
  HGS.NS          | Price:  408.35 | Trend:   3.38% | Mom:  -1.36% | Risk: LOW       
  FINOPB.NS       | Price:  127.90 | Trend:  -3.62% | Mom:   1.60% | Risk: LOW       
  ORIENTHOT.NS    | Price:   98.87 | Trend:   2.84% | Mom:  -0.08% | Risk: LOW       
  STYLEBAAZA.NS   | Price:  351.35 | Trend:   5.26% | Mom: -10.18% | Risk: LOW       
  SCILAL.NS       | Price:   45.93 | Trend:   3.56% | Mom:  -4.89% | Risk: LOW       
  NILKAMAL.NS     | Price: 1273.10 | Trend:   0.79% | Mom:  -3.45% | Risk: LOW       
  LANDMARK.NS     | Price:  381.30 | Trend:  -2.90% | Mom:   2.54% | Risk: LOW       
  EIHAHOTELS.NS   | Price:  314.55 | Trend:   0.09% | Mom:  -0.94% | Risk: LOW       
  SUMMITSEC.NS    | Price: 1572.90 | Trend:   0.34% | Mom:   0.98% | Risk: LOW       
  YATRA.NS        | Price:  101.15 | Trend:  -3.25% | Mom:   3.74% | Risk: LOW       
  SPECTRUM.NS     | Price: 1383.30 | Trend:   4.35% | Mom:  -2.43% | Risk: LOW       
  SGFIN.NS        | Price:  578.80 | Trend:  15.20% | Mom:   0.56% | Risk: LOW       
  CANTABIL.NS     | Price:  219.13 | Trend:  -7.04% | Mom:   0.16% | Risk: LOW       
  STUDDS.NS       | Price:  458.10 | Trend:  -2.81% | Mom:   0.42% | Risk: LOW       
  HINDOILEXP.NS   | Price:  161.89 | Trend:   8.23% | Mom:  -2.54% | Risk: LOW       
  STOVEKRAFT.NS   | Price:  565.30 | Trend:   6.68% | Mom:   0.33% | Risk: LOW       
  ACCELYA.NS      | Price: 1131.20 | Trend:  -1.81% | Mom:   0.15% | Risk: LOW       
  VENKEYS.NS      | Price: 1518.40 | Trend:   3.78% | Mom:  -9.55% | Risk: LOW       
  TIL.NS          | Price:  197.86 | Trend:   1.50% | Mom:   0.59% | Risk: LOW       
  INDIANHUME.NS   | Price:  323.05 | Trend:   0.12% | Mom:  -1.76% | Risk: LOW       
  MOL.NS          | Price:   51.63 | Trend:   4.83% | Mom:  -3.33% | Risk: LOW       
  AMRUTANJAN.NS   | Price:  557.75 | Trend:   2.38% | Mom:   0.03% | Risk: LOW       
  APCOTEXIND.NS   | Price:  489.95 | Trend:  20.26% | Mom:   0.67% | Risk: LOW       
  GMBREW.NS       | Price:  949.25 | Trend:  -1.62% | Mom:   4.72% | Risk: LOW       
  PIXTRANS.NS     | Price: 1540.40 | Trend:   3.14% | Mom:   0.98% | Risk: LOW       
  MOBIKWIK.NS     | Price:  198.33 | Trend:   2.07% | Mom:  -2.23% | Risk: LOW       
  DYCL.NS         | Price:  324.40 | Trend:   1.70% | Mom:  -1.31% | Risk: LOW       
  NELCO.NS        | Price:  677.90 | Trend:   4.81% | Mom:   0.31% | Risk: LOW       
  NITINSPIN.NS    | Price:  498.25 | Trend:  15.90% | Mom:   0.18% | Risk: LOW       
  ASALCBR.NS      | Price:  868.55 | Trend:   5.33% | Mom:   0.82% | Risk: LOW       
  SPANDANA.NS     | Price:  261.42 | Trend:  13.38% | Mom:   0.97% | Risk: LOW       
  INDOTECH.NS     | Price: 2560.80 | Trend:  29.97% | Mom:  -3.45% | Risk: LOW       
  ALLTIME.NS      | Price:  236.12 | Trend:   4.19% | Mom:  -3.49% | Risk: LOW       
  GARUDA.NS       | Price:  170.99 | Trend:   1.36% | Mom:  -0.98% | Risk: LOW       
  PRECAM.NS       | Price:  154.31 | Trend:   7.45% | Mom:  -2.42% | Risk: LOW       
  FUSION.NS       | Price:  175.42 | Trend:   0.46% | Mom: -13.48% | Risk: LOW       
  BFINVEST.NS     | Price:  395.60 | Trend:   0.19% | Mom:  -3.98% | Risk: LOW       
  JYOTISTRUC.NS   | Price:   12.48 | Trend:   4.05% | Mom:   0.89% | Risk: LOW       
  QUICKHEAL.NS    | Price:  193.51 | Trend:  14.08% | Mom:  -6.72% | Risk: LOW       
  DLINKINDIA.NS   | Price:  467.45 | Trend:   7.41% | Mom:   0.74% | Risk: LOW       
  TTKHLTCARE.NS   | Price:  879.80 | Trend:   1.41% | Mom:  -3.04% | Risk: LOW       
  DAMCAPITAL.NS   | Price:  152.84 | Trend:   3.85% | Mom:  -2.23% | Risk: LOW       
  ARMANFIN.NS     | Price: 1750.90 | Trend:  11.10% | Mom:  -1.13% | Risk: LOW       
  ARIHANTSUP.NS   | Price:  257.95 | Trend:   5.54% | Mom:   0.80% | Risk: LOW       
  SATIN.NS        | Price:  222.91 | Trend:  26.56% | Mom:  -0.96% | Risk: LOW       
  RAMASTEEL.NS    | Price:    5.32 | Trend:  -0.09% | Mom:  -0.56% | Risk: LOW       
  DOLPHIN.NS      | Price:  404.65 | Trend:  -0.38% | Mom:  -1.16% | Risk: LOW       
  RAJOOENG.NS     | Price:   57.35 | Trend:  -2.76% | Mom:   0.24% | Risk: LOW       
  HIMATSEIDE.NS   | Price:   80.16 | Trend:  -4.13% | Mom:   1.30% | Risk: LOW       
  IGARASHI.NS     | Price:  385.60 | Trend:   9.14% | Mom:  -5.11% | Risk: LOW       
  GREENPOWER.NS   | Price:   11.03 | Trend:   3.68% | Mom:  -2.30% | Risk: LOW       
  IKIO.NS         | Price:  154.12 | Trend:   8.19% | Mom:  -4.56% | Risk: LOW       
  OMAXE.NS        | Price:   77.54 | Trend:   0.44% | Mom:  -6.42% | Risk: LOW       
  QUADFUTURE.NS   | Price:  302.95 | Trend:   0.38% | Mom:   0.02% | Risk: LOW       
  JAGSNPHARM.NS   | Price:  207.89 | Trend:   5.23% | Mom:  -2.07% | Risk: LOW       
  PLATIND.NS      | Price:  225.43 | Trend:   1.66% | Mom: -10.19% | Risk: LOW       
  ORIENTTECH.NS   | Price:  286.50 | Trend:   4.92% | Mom:   0.88% | Risk: LOW       
  SALASAR.NS      | Price:    7.07 | Trend:  -0.10% | Mom:  -0.98% | Risk: LOW       
  SMCGLOBAL.NS    | Price:   61.91 | Trend:  -3.25% | Mom:   1.36% | Risk: LOW       
  ROTO.NS         | Price:   57.29 | Trend:   0.47% | Mom:   1.92% | Risk: LOW       
  NIITLTD.NS      | Price:   67.86 | Trend:   3.52% | Mom:  -0.29% | Risk: LOW       
  SURYODAY.NS     | Price:  161.57 | Trend:  11.05% | Mom:  -6.41% | Risk: LOW       
  BAJAJHCARE.NS   | Price:  305.25 | Trend:  -2.83% | Mom:   4.25% | Risk: LOW       
  RAJRILTD.NS     | Price:   20.27 | Trend:  -2.86% | Mom:  -0.44% | Risk: LOW       
  VPRPL.NS        | Price:   40.99 | Trend:   2.69% | Mom:  -1.28% | Risk: LOW       
  SALZERELEC.NS   | Price:  640.35 | Trend:   2.97% | Mom: -10.44% | Risk: LOW       
  MONTECARLO.NS   | Price:  547.25 | Trend:   0.94% | Mom:  -4.11% | Risk: LOW       
  MADRASFERT.NS   | Price:   68.63 | Trend:   4.69% | Mom:  -3.58% | Risk: LOW       
  GNA.NS          | Price:  381.80 | Trend:  -5.15% | Mom:  -0.77% | Risk: LOW       
  RIIL.NS         | Price:  761.00 | Trend:   3.15% | Mom:  -0.77% | Risk: LOW       
  VMARCIND.NS     | Price: 1142.65 | Trend:  30.89% | Mom:  -3.15% | Risk: LOW       
  IGPL.NS         | Price:  433.30 | Trend:   6.38% | Mom:  -3.18% | Risk: LOW       
  SHREDIGCEM.NS   | Price:   72.09 | Trend:   4.08% | Mom:   0.39% | Risk: LOW       
  ASIANTILES.NS   | Price:   62.43 | Trend:  -3.07% | Mom:   2.78% | Risk: LOW       
  BUTTERFLY.NS    | Price:  664.80 | Trend:   5.24% | Mom:  -6.18% | Risk: LOW       
  MICEL.NS        | Price:   43.68 | Trend:   8.57% | Mom: -12.13% | Risk: LOW       
