NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-08-21 02:57:57

BUY SIGNALS (706):
  TITAN.NS        | Price: 5068.00 | Entry: 4966.64 | Target: 5556.46 | Risk: LOW       
  GOKUL.NS        | Price:   40.12 | Trend:  -0.97% | Mom:   1.67% | Risk: LOW       
  MAHEPC.NS       | Price:  107.40 | Trend:  -4.94% | Mom:  -0.20% | Risk: LOW       
  FCSSOFT.NS      | Price:    1.47 | Trend:  -4.17% | Mom:  -0.68% | Risk: LOW       
  SUMIT.NS        | Price:   53.51 | Trend:  12.38% | Mom:  -5.44% | Risk: LOW       
  VARDMNPOLY.NS   | Price:    6.12 | Trend:  -6.93% | Mom:   1.66% | Risk: LOW       
  OILCOUNTUB.NS   | Price:   58.97 | Trend:   2.65% | Mom:  -3.07% | Risk: LOW       
  3IINFOLTD.NS    | Price:   23.15 | Trend:  14.79% | Mom:  -7.73% | Risk: LOW       
  MEDICO.NS       | Price:   42.67 | Trend:   0.75% | Mom: -12.08% | Risk: LOW       
  NDGL.NS         | Price: 2711.00 | Trend:   0.02% | Mom:  -1.57% | Risk: LOW       
  LOKESHMACH.NS   | Price:  321.40 | Trend:   2.41% | Mom:  -4.94% | Risk: LOW       
  TRF.NS          | Price:  229.05 | Trend:  -2.76% | Mom:  -0.14% | Risk: LOW       
  HALEOSLABS.NS   | Price: 1456.40 | Trend:  -2.58% | Mom:   2.01% | Risk: LOW       
  ASAHISONG.NS    | Price:  357.30 | Trend:  18.85% | Mom:  -7.34% | Risk: LOW       
  MARKOLINES.NS   | Price:  172.85 | Trend:  -0.49% | Mom:  -2.47% | Risk: LOW       
  GEEKAYWIRE.NS   | Price:   22.62 | Trend:  -5.74% | Mom:   1.43% | Risk: LOW       
  MASON.NS        | Price:  119.70 | Trend:  -3.96% | Mom:   1.10% | Risk: LOW       
  BHAGYANGR.NS    | Price:  382.40 | Trend:   0.83% | Mom:  -0.35% | Risk: LOW       
  MANOMAY.NS      | Price:  214.11 | Trend:   9.79% | Mom:   0.02% | Risk: LOW       
  AVG.NS          | Price:  196.23 | Trend:   0.18% | Mom:  -3.24% | Risk: LOW       
  NIPPOBATRY.NS   | Price:  327.80 | Trend:  -3.25% | Mom:   0.23% | Risk: LOW       
  ALMONDZ.NS      | Price:   13.72 | Trend:   1.72% | Mom:  -6.09% | Risk: LOW       
  AXITA.NS        | Price:    7.30 | Trend:  -2.03% | Mom:   0.00% | Risk: LOW       
  AFIL.NS         | Price:    9.36 | Trend:  -4.47% | Mom:  -0.53% | Risk: LOW       
  JAINAM.NS       | Price:  235.00 | Trend:  -4.21% | Mom:   2.84% | Risk: LOW       
  A2ZINFRA.NS     | Price:   14.47 | Trend:   1.96% | Mom: -12.99% | Risk: LOW       
  PRAMARA.NS      | Price:  122.65 | Trend:  -4.91% | Mom:   3.37% | Risk: LOW       
  UNIHEALTH.NS    | Price:  753.45 | Trend:  12.95% | Mom:  -3.32% | Risk: LOW       
  BAFNAPH.NS      | Price:  242.55 | Trend:  10.22% | Mom: -13.06% | Risk: LOW       
  KRISHCA.NS      | Price:  165.00 | Trend:  -3.15% | Mom:   0.79% | Risk: LOW       
  CINELINE.NS     | Price:   87.33 | Trend:   6.76% | Mom:  -2.44% | Risk: LOW       
  DJML.NS         | Price:  104.92 | Trend:  -5.90% | Mom:  -0.12% | Risk: LOW       
  STARTECK.NS     | Price:  257.05 | Trend:  -4.95% | Mom:   0.27% | Risk: LOW       
  ELGIRUBCO.NS    | Price:   59.20 | Trend:   7.15% | Mom:  -2.79% | Risk: LOW       
  OSIAHYPER.NS    | Price:    2.83 | Trend:  -7.20% | Mom:   0.71% | Risk: LOW       
  PODDARMENT.NS   | Price:  248.90 | Trend:  -1.17% | Mom:  -0.30% | Risk: LOW       
  INDOUS.NS       | Price:   85.96 | Trend:  -0.71% | Mom:   6.98% | Risk: LOW       
  UNIVPHOTO.NS    | Price:  456.20 | Trend:  11.05% | Mom:  -4.96% | Risk: LOW       
  TAKE.NS         | Price:   22.89 | Trend:  -6.05% | Mom:   2.23% | Risk: LOW       
  RVTH.NS         | Price:  731.40 | Trend:   1.73% | Mom:   0.97% | Risk: LOW       
  TTL.NS          | Price:    6.33 | Trend:  -3.37% | Mom:   0.96% | Risk: LOW       
  RADIOCITY.NS    | Price:    6.70 | Trend:   5.68% | Mom:  -2.90% | Risk: LOW       
  PRITIKAUTO.NS   | Price:   17.58 | Trend:   1.47% | Mom:  -6.04% | Risk: LOW       
  CHAVDA.NS       | Price:  135.05 | Trend:  24.75% | Mom:   0.56% | Risk: LOW       
  RBS.NS          | Price:   90.05 | Trend:   7.19% | Mom:  -0.06% | Risk: LOW       
  PRATHAM.NS      | Price:  120.00 | Trend:   2.73% | Mom:  -1.64% | Risk: LOW       
  SUPREMEINF.NS   | Price:   86.15 | Trend:   5.27% | Mom:  -8.73% | Risk: LOW       
  STARPAPER.NS    | Price:  146.22 | Trend:   2.34% | Mom:  -3.04% | Risk: LOW       
  NURECA.NS       | Price:  317.00 | Trend:  14.79% | Mom:  -7.84% | Risk: LOW       
  FELIX.NS        | Price:  183.65 | Trend:  -0.47% | Mom:   1.07% | Risk: LOW       
  IVC.NS          | Price:    8.22 | Trend:  -0.89% | Mom:   2.75% | Risk: LOW       
  OMAXAUTO.NS     | Price:  195.27 | Trend: -10.29% | Mom:   2.54% | Risk: LOW       
  COMMITTED.NS    | Price:  347.00 | Trend:   6.81% | Mom:  -0.86% | Risk: LOW       
  ATALREAL.NS     | Price:   33.45 | Trend:   6.89% | Mom:  -3.44% | Risk: LOW       
  SHIVATEX.NS     | Price:  165.50 | Trend:   8.08% | Mom:  -0.59% | Risk: LOW       
  SHAH.NS         | Price:    3.91 | Trend: -10.64% | Mom:  -0.26% | Risk: LOW       
  ABAN.NS         | Price:   17.39 | Trend:  11.39% | Mom:  -4.71% | Risk: LOW       
  BALAXI.NS       | Price:   23.79 | Trend:  -0.29% | Mom:  -1.57% | Risk: LOW       
  SPECTSTM.NS     | Price:   62.55 | Trend:   4.03% | Mom:  -5.01% | Risk: LOW       
  PKTEA.NS        | Price:  728.35 | Trend:  -0.90% | Mom:   2.62% | Risk: LOW       
  DHARAN.NS       | Price:    0.15 | Trend:  -1.96% | Mom:   0.00% | Risk: LOW       
  AMJLAND.NS      | Price:   38.91 | Trend:   1.82% | Mom:  -0.15% | Risk: LOW       
  INDOWIND.NS     | Price:    9.06 | Trend:  -1.11% | Mom:  -0.22% | Risk: LOW       
  TEAMGTY.NS      | Price:  229.99 | Trend:   0.06% | Mom:   2.13% | Risk: LOW       
  RAJTV.NS        | Price:   10.58 | Trend:  -9.18% | Mom:   4.24% | Risk: LOW       
  AAREYDRUGS.NS   | Price:   82.59 | Trend:   0.00% | Mom:  -2.04% | Risk: LOW       
  NATCAPSUQ.NS    | Price:  149.70 | Trend:  -0.92% | Mom:   1.05% | Risk: LOW       
  KAVDEFENCE.NS   | Price:   57.07 | Trend:  -5.66% | Mom:  -0.45% | Risk: LOW       
  PROPEQUITY.NS   | Price:  220.00 | Trend:  -3.30% | Mom:   7.84% | Risk: LOW       
  NITIRAJ.NS      | Price:  199.28 | Trend:  -0.12% | Mom:  -5.87% | Risk: LOW       
  ALUWIND.NS      | Price:   48.40 | Trend:   0.23% | Mom:  -2.71% | Risk: LOW       
  EQUIPPP.NS      | Price:   23.39 | Trend:   5.97% | Mom:  -2.22% | Risk: LOW       
  TIPSFILMS.NS    | Price:  349.75 | Trend:   0.04% | Mom:  -8.05% | Risk: LOW       
  MADHUSUDAN.NS   | Price:  223.65 | Trend:   3.38% | Mom:  -3.20% | Risk: LOW       
  CENTEXT.NS      | Price:   20.64 | Trend:   2.87% | Mom:  -9.15% | Risk: LOW       
  TAINWALCHM.NS   | Price:  218.22 | Trend:   8.26% | Mom:   0.41% | Risk: LOW       
  ENFUSE.NS       | Price:  164.00 | Trend:  -0.58% | Mom:  -0.61% | Risk: LOW       
  SIKKO.NS        | Price:    5.27 | Trend:  17.07% | Mom:  -2.04% | Risk: LOW       
  KESORAMIND.NS   | Price:   11.72 | Trend:   1.30% | Mom: -11.61% | Risk: LOW       
  AVROIND.NS      | Price:    9.38 | Trend:  -2.07% | Mom:   2.96% | Risk: LOW       
  IEML.NS         | Price:   40.20 | Trend:  -7.56% | Mom:  -0.62% | Risk: LOW       
  BRNL.NS         | Price:   17.45 | Trend:  -3.65% | Mom:  -0.23% | Risk: LOW       
  TUNWAL.NS       | Price:   26.00 | Trend:  -2.79% | Mom:  -0.38% | Risk: LOW       
  SHRITECH.NS     | Price:   59.65 | Trend:  -4.17% | Mom:  -0.67% | Risk: LOW       
  KORE.NS         | Price:  158.50 | Trend:   4.39% | Mom: -10.70% | Risk: LOW       
  AARVI.NS        | Price:  155.81 | Trend:   5.46% | Mom:   0.94% | Risk: LOW       
  RSSOFTWARE.NS   | Price:   31.31 | Trend:  -5.69% | Mom:   4.79% | Risk: LOW       
  DYNAMIC.NS      | Price:  140.50 | Trend:  -7.98% | Mom:   1.12% | Risk: LOW       
  CANARYS.NS      | Price:   22.40 | Trend:  10.17% | Mom:  -4.68% | Risk: LOW       
  ENSER.NS        | Price:   15.15 | Trend:   2.74% | Mom:  -3.19% | Risk: LOW       
  MAHESHWARI.NS   | Price:   72.40 | Trend:  -0.20% | Mom:  -0.82% | Risk: LOW       
  IBLFL.NS        | Price:   61.45 | Trend:   3.98% | Mom:   0.74% | Risk: LOW       
  HINDCON.NS      | Price:   21.55 | Trend:  -0.33% | Mom:  -6.18% | Risk: LOW       
  TEXMOPIPES.NS   | Price:   44.38 | Trend:  -0.27% | Mom:   3.33% | Risk: LOW       
  MAGNUM.NS       | Price:   19.26 | Trend:  -1.32% | Mom:  -0.82% | Risk: LOW       
  SHREEOSFM.NS    | Price:   57.90 | Trend:  -1.73% | Mom:   1.58% | Risk: LOW       
  GLOBALPET.NS    | Price:  155.00 | Trend:   0.37% | Mom:  -3.06% | Risk: LOW       
  GVPTECH.NS      | Price:    7.01 | Trend:   1.87% | Mom:  -0.28% | Risk: LOW       
  KREBSBIO.NS     | Price:   54.13 | Trend:  -7.24% | Mom:   0.02% | Risk: LOW       
  RPPL.NS         | Price:   22.72 | Trend:   4.84% | Mom:  -3.73% | Risk: LOW       
  SHEETAL.NS      | Price:  323.45 | Trend:   6.92% | Mom:  -3.84% | Risk: LOW       
  SADHAV.NS       | Price:  117.35 | Trend:   0.34% | Mom:   0.26% | Risk: LOW       
  GANGESSECU.NS   | Price:  118.98 | Trend:  -0.04% | Mom:  -1.56% | Risk: LOW       
  SURANASOL.NS    | Price:   26.11 | Trend:  -1.38% | Mom:  -0.42% | Risk: LOW       
  STEELCITY.NS    | Price:   81.29 | Trend:   3.57% | Mom:  -3.97% | Risk: LOW       
  SILGO.NS        | Price:   69.89 | Trend:  -4.84% | Mom:   1.33% | Risk: LOW       
  MASTER.NS       | Price:  465.00 | Trend:  13.23% | Mom:  -4.12% | Risk: LOW       
  MAL.NS          | Price:   31.20 | Trend:  -4.21% | Mom:  -0.95% | Risk: LOW       
  GREENCHEF.NS    | Price:   50.30 | Trend:   0.85% | Mom:  -5.09% | Risk: LOW       
  SMARTLINK.NS    | Price:  227.16 | Trend:  17.85% | Mom:  -1.49% | Risk: LOW       
  SOTAC.NS        | Price:   91.95 | Trend:  -7.91% | Mom:   0.00% | Risk: LOW       
  VITAL.NS        | Price:   50.03 | Trend:  -2.72% | Mom:   1.38% | Risk: LOW       
  URBAN.NS        | Price:  144.25 | Trend:   7.83% | Mom:  -0.17% | Risk: LOW       
  WIPL.NS         | Price:  168.98 | Trend:   1.25% | Mom:  -0.60% | Risk: LOW       
  SURANI.NS       | Price:  102.10 | Trend:  -2.59% | Mom:   5.26% | Risk: LOW       
  BAGFILMS.NS     | Price:    4.43 | Trend:  -3.71% | Mom:   0.68% | Risk: LOW       
  CUBEXTUB.NS     | Price:   78.06 | Trend:  -3.96% | Mom:  -0.08% | Risk: LOW       
  GENSOL.NS       | Price:   18.22 | Trend:  -8.98% | Mom:   2.88% | Risk: LOW       
  SIDDHIKA.NS     | Price:  213.00 | Trend:   0.68% | Mom:  -1.09% | Risk: LOW       
  SCML.NS         | Price:   84.00 | Trend:   5.46% | Mom:  -0.24% | Risk: LOW       
  OMFURN.NS       | Price:   59.50 | Trend:   4.89% | Mom:  -8.88% | Risk: LOW       
  BEACON.NS       | Price:   85.90 | Trend:  -5.71% | Mom:  -0.98% | Risk: LOW       
  GROBTEA.NS      | Price:  915.00 | Trend:   0.42% | Mom:   1.80% | Risk: LOW       
  REGENCERAM.NS   | Price:   35.74 | Trend:  -5.48% | Mom:  11.58% | Risk: LOW       
  MAHICKRA.NS     | Price:  259.65 | Trend:   0.90% | Mom:   0.64% | Risk: LOW       
  OBCL.NS         | Price:   54.19 | Trend:  -1.18% | Mom:   1.29% | Risk: LOW       
  REFRACTORY.NS   | Price:   26.10 | Trend:  -8.02% | Mom:   1.36% | Risk: LOW       
  KLL.NS          | Price:   22.95 | Trend: -21.92% | Mom:   1.10% | Risk: LOW       
  MITCON.NS       | Price:   79.03 | Trend:   1.39% | Mom:   0.74% | Risk: LOW       
  AAATECH.NS      | Price:   94.18 | Trend:   0.04% | Mom:   3.12% | Risk: LOW       
  DHRUV.NS        | Price:   25.62 | Trend:  -1.95% | Mom:   0.87% | Risk: LOW       
  MANGALAM.NS     | Price:   26.94 | Trend:  -3.73% | Mom:  -0.44% | Risk: LOW       
  PRUDMOULI.NS    | Price:   14.02 | Trend:  -2.29% | Mom:   4.71% | Risk: LOW       
  SILKFLEX.NS     | Price:  204.25 | Trend:  -1.94% | Mom:   2.12% | Risk: LOW       
  MOTOGENFIN.NS   | Price:   26.59 | Trend:  -4.83% | Mom:   2.31% | Risk: LOW       
  HISARMETAL.NS   | Price:  152.05 | Trend:   0.01% | Mom:   3.86% | Risk: LOW       
  KANDARP.NS      | Price:  101.00 | Trend:  -1.15% | Mom:   3.06% | Risk: LOW       
  EFORCE.NS       | Price:   21.00 | Trend:  -4.02% | Mom:   0.00% | Risk: LOW       
  AISL.NS         | Price:   58.00 | Trend:   1.02% | Mom:   0.00% | Risk: LOW       
  CURAA.NS        | Price:   72.00 | Trend:  -6.92% | Mom:   0.00% | Risk: LOW       
  SUNDARAM.NS     | Price:    1.29 | Trend:   0.47% | Mom:   3.20% | Risk: LOW       
  MHHL.NS         | Price:   37.00 | Trend:   7.20% | Mom:   0.00% | Risk: LOW       
  KONSTELEC.NS    | Price:   58.90 | Trend:   7.88% | Mom:  -9.73% | Risk: LOW       
  ALKALI.NS       | Price:   68.23 | Trend: -12.16% | Mom:   1.54% | Risk: LOW       
  AKI.NS          | Price:    4.24 | Trend:  -6.99% | Mom:   0.47% | Risk: LOW       
  ANMOL.NS        | Price:    9.98 | Trend:  -7.34% | Mom:   0.00% | Risk: LOW       
  NAGREEKEXP.NS   | Price:   22.81 | Trend:  -6.93% | Mom:   0.66% | Risk: LOW       
  DELTAMAGNT.NS   | Price:   57.28 | Trend:  -3.35% | Mom:   0.23% | Risk: LOW       
  MEGAFLEX.NS     | Price:   99.75 | Trend:  -8.89% | Mom:  -0.25% | Risk: LOW       
  ARISTO.NS       | Price:  108.00 | Trend:   5.25% | Mom:  -1.19% | Risk: LOW       
  SRIVASAVI.NS    | Price:   83.00 | Trend:   8.28% | Mom:  -1.25% | Risk: LOW       
  ONDOOR.NS       | Price:  248.80 | Trend:  14.38% | Mom:   0.53% | Risk: LOW       
  TFL.NS          | Price:   11.41 | Trend:  -1.70% | Mom:   0.71% | Risk: LOW       
  BANARBEADS.NS   | Price:  112.41 | Trend:   2.84% | Mom:  -1.60% | Risk: LOW       
  3PLAND.NS       | Price:   31.96 | Trend:  -0.54% | Mom:   0.63% | Risk: LOW       
  PARASPETRO.NS   | Price:    2.21 | Trend:   2.33% | Mom: -15.65% | Risk: LOW       
  ATLASCYCLE.NS   | Price:   97.00 | Trend:  -1.00% | Mom:  -0.27% | Risk: LOW       
  SAIFL.NS        | Price:    5.10 | Trend:  -1.39% | Mom:   0.99% | Risk: LOW       
  NORBTEAEXP.NS   | Price:   69.14 | Trend:  -0.50% | Mom:   3.67% | Risk: LOW       
  ANSALAPI.NS     | Price:    3.33 | Trend:   6.61% | Mom:  -5.13% | Risk: LOW       
  SWASTIK.NS      | Price:   19.00 | Trend:   3.36% | Mom:  -4.76% | Risk: LOW       
  JAIPURKURT.NS   | Price:   27.03 | Trend:  -2.74% | Mom:  -0.99% | Risk: LOW       
  GAYAHWS.NS      | Price:    1.93 | Trend:  -4.02% | Mom:  -0.52% | Risk: LOW       
  TNTELE.NS       | Price:    8.99 | Trend:  -1.05% | Mom:   1.01% | Risk: LOW       
  BLUEPEBBLE.NS   | Price:   70.50 | Trend:  -4.32% | Mom:   3.68% | Risk: LOW       
  MANUGRAPH.NS    | Price:   15.81 | Trend:   3.32% | Mom:  -0.50% | Risk: LOW       
  VINNY.NS        | Price:    1.06 | Trend:  -3.18% | Mom:   0.00% | Risk: LOW       
  HBSL.NS         | Price:   55.08 | Trend:   4.88% | Mom:  -6.77% | Risk: LOW       
  ADROITINFO.NS   | Price:    9.85 | Trend:   5.25% | Mom:  -1.79% | Risk: LOW       
  TARAPUR.NS      | Price:   15.34 | Trend: -11.94% | Mom:   7.65% | Risk: LOW       
  RCDL.NS         | Price:   27.00 | Trend:  -0.36% | Mom: -17.68% | Risk: LOW       
  AROGRANITE.NS   | Price:   24.90 | Trend:  -1.70% | Mom:  -0.56% | Risk: LOW       
  RULKA.NS        | Price:  105.00 | Trend:   3.73% | Mom:  -3.76% | Risk: LOW       
  SUPERSPIN.NS    | Price:    5.91 | Trend:   7.44% | Mom:  -5.29% | Risk: LOW       
  WEWIN.NS        | Price:   46.55 | Trend:  -2.14% | Mom:   6.23% | Risk: LOW       
  MADHUCON.NS     | Price:    5.19 | Trend:  -8.33% | Mom:   1.37% | Risk: LOW       
  SEYAIND.NS      | Price:   12.67 | Trend:  -1.27% | Mom:   0.88% | Risk: LOW       
  GANGAFORGE.NS   | Price:    2.15 | Trend:  -0.18% | Mom:   6.44% | Risk: LOW       
  UMA.NS          | Price:   14.80 | Trend: -11.54% | Mom:   0.68% | Risk: LOW       
  ADL.NS          | Price:   71.98 | Trend:   1.83% | Mom:   0.32% | Risk: LOW       
  AATMAJ.NS       | Price:   19.00 | Trend:  -0.37% | Mom:  -4.76% | Risk: LOW       
  HRHNEXT.NS      | Price:   27.25 | Trend:   2.57% | Mom:   0.93% | Risk: LOW       
  PRECISION.NS    | Price:    7.60 | Trend:   2.36% | Mom:  -3.80% | Risk: LOW       
  AMBICAAGAR.NS   | Price:   24.83 | Trend:   0.29% | Mom:  -1.08% | Risk: LOW       
  JFLLIFE.NS      | Price:   11.75 | Trend:   7.67% | Mom: -14.55% | Risk: LOW       
  WALPAR.NS       | Price:   33.15 | Trend:   6.55% | Mom:  -4.88% | Risk: LOW       
  BOHRAIND.NS     | Price:   14.74 | Trend:   0.28% | Mom:  -3.34% | Risk: LOW       
  TIMESCAN.NS     | Price:   40.95 | Trend:  -1.14% | Mom:  -0.36% | Risk: LOW       
  NKIND.NS        | Price:   61.55 | Trend:  -1.05% | Mom:   2.09% | Risk: LOW       
  AKG.NS          | Price:    8.87 | Trend: -12.55% | Mom:   5.22% | Risk: LOW       
  AGARWALFT.NS    | Price:   36.80 | Trend:  -1.21% | Mom:  -0.14% | Risk: LOW       
  MEDIORG.NS      | Price:   24.30 | Trend:   1.33% | Mom: -14.44% | Risk: LOW       
  SGL.NS          | Price:    9.76 | Trend:  -3.34% | Mom:  -0.10% | Risk: LOW       
  NEUEON.NS       | Price:   16.74 | Trend:  -1.07% | Mom:  12.80% | Risk: LOW       
  VINEETLAB.NS    | Price:   37.74 | Trend:   5.34% | Mom:  -3.23% | Risk: LOW       
  SATIPOLY.NS     | Price:   44.85 | Trend:  17.71% | Mom:   0.11% | Risk: LOW       
  MEP.NS          | Price:    0.65 | Trend:  -1.49% | Mom:  18.18% | Risk: LOW       
  NAGREEKCAP.NS   | Price:   23.31 | Trend:  -4.83% | Mom:   2.06% | Risk: LOW       
  BILVYAPAR.NS    | Price:    4.10 | Trend:  -0.54% | Mom:   3.54% | Risk: LOW       
  TGBHOTELS.NS    | Price:    9.18 | Trend:   1.42% | Mom:  -3.47% | Risk: LOW       
  LIBAS.NS        | Price:    9.68 | Trend: -10.25% | Mom:  -0.72% | Risk: LOW       
  MICROPRO.NS     | Price:   18.90 | Trend:  -1.47% | Mom:   4.13% | Risk: LOW       
  CONTI.NS        | Price:   11.60 | Trend:  -0.38% | Mom:   0.00% | Risk: LOW       
  HAVISHA.NS      | Price:    1.40 | Trend:   8.04% | Mom:  -3.45% | Risk: LOW       
  MORARJEE.NS     | Price:   10.19 | Trend:   1.52% | Mom:  -9.34% | Risk: LOW       
  KSHITIJPOL.NS   | Price:    2.89 | Trend: -22.98% | Mom:  -0.34% | Risk: LOW       
  SRPL.NS         | Price:    0.34 | Trend:  -3.74% | Mom:   3.03% | Risk: LOW       
  SPRL.NS         | Price:  102.00 | Trend:   0.70% | Mom:   0.05% | Risk: LOW       
  MANAV.NS        | Price:   28.20 | Trend: -12.60% | Mom:  26.17% | Risk: LOW       
  ANKITMETAL.NS   | Price:    1.53 | Trend:   0.98% | Mom:  -1.29% | Risk: LOW       
  GTECJAINX.NS    | Price:   29.00 | Trend:   0.92% | Mom:   0.00% | Risk: LOW       
  RETAIL.NS       | Price:   17.45 | Trend:  -1.02% | Mom:  -0.29% | Risk: LOW       
  VIVIDHA.NS      | Price:    0.54 | Trend:   2.16% | Mom:   0.00% | Risk: LOW       
  BLUECHIP.NS     | Price:    1.90 | Trend: -10.06% | Mom:  13.10% | Risk: LOW       
  SHUBHLAXMI.NS   | Price:   19.90 | Trend: -13.20% | Mom:   5.01% | Risk: LOW       
  WINNY.NS        | Price:   32.10 | Trend: -12.99% | Mom:   4.90% | Risk: LOW       
  GLFL.NS         | Price:    5.82 | Trend:  -1.77% | Mom:   3.19% | Risk: LOW       
  TCIFINANCE.NS   | Price:   15.38 | Trend: -12.83% | Mom:   1.25% | Risk: LOW       
  CREATIVEYE.NS   | Price:    6.15 | Trend:  -1.66% | Mom:   0.16% | Risk: LOW       
  ARENTERP.NS     | Price:   37.90 | Trend:   0.33% | Mom:  -3.12% | Risk: LOW       
  GLOBALE.NS      | Price:   11.45 | Trend:  -0.08% | Mom:   7.41% | Risk: LOW       
  EUROTEXIND.NS   | Price:   14.00 | Trend:  -8.91% | Mom:   8.86% | Risk: LOW       
  INDIFRA.NS      | Price:   11.95 | Trend:  -3.18% | Mom:   4.82% | Risk: LOW       
  ORTINGLOBE.NS   | Price:   15.48 | Trend:  -3.95% | Mom:   2.18% | Risk: LOW       
  ACCORD.NS       | Price:  198.35 | Trend:  18.35% | Mom:   0.00% | Risk: LOW       
  SABEVENTS.NS    | Price:  132.60 | Trend: -12.19% | Mom:   0.00% | Risk: LOW       
  JALAN.NS        | Price:    1.80 | Trend:  -6.30% | Mom:   9.09% | Risk: LOW       
  RAJVIR.NS       | Price:    5.60 | Trend: -12.75% | Mom:  -0.71% | Risk: LOW       
  AHLWEST.NS      | Price:  536.10 | Trend:  -5.65% | Mom:   0.04% | Risk: LOW       

SELL SIGNALS (1077):
  HDFCBANK.NS     | Price:  725.05 | Target:  684.69 | Risk: LOW        | Conf: 80%
  HINDUNILVR.NS   | Price: 2020.70 | Target: 1874.56 | Risk: LOW        | Conf: 100%
  ITC.NS          | Price:  271.65 | Target:  248.52 | Risk: LOW        | Conf: 100%
  NTPC.NS         | Price:  337.50 | Target:  306.93 | Risk: LOW        | Conf: 100%
  ADANIPORTS.NS   | Price: 1681.90 | Target: 1519.19 | Risk: LOW        | Conf: 80%
  ADANIENT.NS     | Price: 2994.90 | Target: 2700.86 | Risk: LOW        | Conf: 80%
  ADANIPOWER.NS   | Price:  204.00 | Target:  183.08 | Risk: LOW        | Conf: 80%
  POWERGRID.NS    | Price:  264.80 | Target:  240.35 | Risk: LOW        | Conf: 100%
  ASIANPAINT.NS   | Price: 2630.80 | Target: 2361.12 | Risk: LOW        | Conf: 100%
  COALINDIA.NS    | Price:  402.50 | Target:  377.16 | Risk: LOW        | Conf: 100%
  IOC.NS          | Price:  135.90 | Target:  124.50 | Risk: LOW        | Conf: 100%
  TATASTEEL.NS    | Price:  183.50 | Target:  163.97 | Risk: LOW        | Conf: 100%
  TMPV.NS         | Price:  320.25 | Target:  278.38 | Risk: LOW        | Conf: 100%
  SBILIFE.NS      | Price: 1782.00 | Target: 1619.36 | Risk: LOW        | Conf: 100%
  VEDL.NS         | Price:  268.00 | Target:  232.55 | Risk: LOW        | Conf: 100%
  TRENT.NS        | Price: 2970.00 | Target: 2632.86 | Risk: LOW        | Conf: 100%
  IRFC.NS         | Price:   86.47 | Target:   79.90 | Risk: LOW        | Conf: 100%
  ADANIGREEN.NS   | Price: 1293.00 | Target: 1117.11 | Risk: LOW        | Conf: 100%
  VBL.NS          | Price:  438.30 | Target:  395.92 | Risk: LOW        | Conf: 80%
  BPCL.NS         | Price:  308.70 | Target:  277.31 | Risk: LOW        | Conf: 100%
  AMBUJACEM.NS    | Price:  411.00 | Target:  369.09 | Risk: LOW        | Conf: 100%
  BANKBARODA.NS   | Price:  244.50 | Target:  223.48 | Risk: LOW        | Conf: 100%
  PFC.NS          | Price:  363.80 | Target:  318.30 | Risk: LOW        | Conf: 100%
  GODREJCP.NS     | Price:  947.00 | Target:  798.12 | Risk: LOW        | Conf: 100%
  GAIL.NS         | Price:  172.50 | Target:  153.25 | Risk: LOW        | Conf: 80%
  MAXHEALTH.NS    | Price:  997.90 | Target:  855.90 | Risk: LOW        | Conf: 100%
  CUMMINSIND.NS   | Price: 5220.00 | Target: 4541.07 | Risk: LOW        | Conf: 100%
  TATACONSUM.NS   | Price: 1056.30 | Target:  948.55 | Risk: LOW        | Conf: 100%
  ADANIENSOL.NS   | Price: 1540.70 | Target: 1309.56 | Risk: LOW        | Conf: 100%
  SHREECEM.NS     | Price: 24340.00 | Target: 21386.43 | Risk: LOW        | Conf: 100%
  IDBI.NS         | Price:   81.74 | Target:   75.20 | Risk: LOW        | Conf: 100%
  BSE.NS          | Price: 3291.10 | Target: 2725.21 | Risk: LOW        | Conf: 100%
  MANKIND.NS      | Price: 2394.00 | Target: 2117.39 | Risk: LOW        | Conf: 80%
  GMRAIRPORT.NS   | Price:  100.41 | Target:   88.63 | Risk: LOW        | Conf: 100%
  RECLTD.NS       | Price:  328.10 | Target:  286.96 | Risk: LOW        | Conf: 100%
  ICICIGI.NS      | Price: 1615.70 | Target: 1432.74 | Risk: LOW        | Conf: 100%
  HINDPETRO.NS    | Price:  363.20 | Target:  333.63 | Risk: LOW        | Conf: 100%
  DABUR.NS        | Price:  400.00 | Target:  369.05 | Risk: LOW        | Conf: 100%
  LUPIN.NS        | Price: 2201.50 | Target: 1944.54 | Risk: LOW        | Conf: 100%
  JSWENERGY.NS    | Price:  542.00 | Target:  485.54 | Risk: LOW        | Conf: 100%
  SRF.NS          | Price: 2578.60 | Target: 2351.71 | Risk: LOW        | Conf: 100%
  NHPC.NS         | Price:   76.35 | Target:   68.95 | Risk: LOW        | Conf: 80%
  SUZLON.NS       | Price:   47.00 | Target:   41.73 | Risk: LOW        | Conf: 100%
  IOB.NS          | Price:   33.16 | Target:   30.28 | Risk: LOW        | Conf: 100%
  GVT&D.NS        | Price: 4040.10 | Target: 3296.58 | Risk: LOW        | Conf: 100%
  RVNL.NS         | Price:  227.90 | Target:  201.56 | Risk: LOW        | Conf: 100%
  FORTIS.NS       | Price:  911.30 | Target:  779.59 | Risk: LOW        | Conf: 100%
