NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-09-10 06:37:09

BUY SIGNALS (727):
  HAL.NS          | Price: 4971.20 | Entry: 4871.78 | Target: 5499.06 | Risk: LOW       
  RVHL.NS         | Price:   39.95 | Trend:  -7.86% | Mom:  -0.22% | Risk: LOW       
  DJML.NS         | Price:   81.26 | Trend: -19.77% | Mom:   8.12% | Risk: LOW       
  SHREYANIND.NS   | Price:  134.44 | Trend:   0.12% | Mom:   7.56% | Risk: LOW       
  DCMNVL.NS       | Price:  176.75 | Trend:   8.65% | Mom:  -6.57% | Risk: LOW       
  UYFINCORP.NS    | Price:   19.66 | Trend:   4.74% | Mom:  -2.29% | Risk: LOW       
  INDOUS.NS       | Price:   80.47 | Trend:  -3.83% | Mom:  -0.61% | Risk: LOW       
  JAYSREETEA.NS   | Price:   96.80 | Trend:   8.59% | Mom:  -9.17% | Risk: LOW       
  NDLVENTURE.NS   | Price:  124.00 | Trend:  -1.86% | Mom:   1.76% | Risk: LOW       
  CCHHL.NS        | Price:   12.65 | Trend:  -0.43% | Mom:  -2.54% | Risk: LOW       
  CHAVDA.NS       | Price:  124.25 | Trend:   2.94% | Mom:  -9.34% | Risk: LOW       
  DUGLOBAL.NS     | Price:   25.55 | Trend:  -5.82% | Mom:   9.89% | Risk: LOW       
  RBS.NS          | Price:   88.00 | Trend:   3.62% | Mom:  -3.56% | Risk: LOW       
  SCPL.NS         | Price:  648.55 | Trend:   8.87% | Mom:  -1.47% | Risk: LOW       
  IPSL.NS         | Price:  215.00 | Trend:  -5.23% | Mom:  -0.46% | Risk: LOW       
  RUDRA.NS        | Price:   20.01 | Trend:   5.41% | Mom:  -5.39% | Risk: LOW       
  KOTARISUG.NS    | Price:   29.77 | Trend:   8.33% | Mom: -15.55% | Risk: LOW       
  GILLANDERS.NS   | Price:  102.01 | Trend:   9.43% | Mom:  -3.66% | Risk: LOW       
  SAKHTISUG.NS    | Price:   19.70 | Trend:   8.00% | Mom:  -5.15% | Risk: LOW       
  KMSUGAR.NS      | Price:   30.24 | Trend:   3.41% | Mom:  -6.90% | Risk: LOW       
  COMMITTED.NS    | Price:  346.90 | Trend:   1.67% | Mom:  -0.54% | Risk: LOW       
  PIGL.NS         | Price:  106.20 | Trend:  -1.03% | Mom:   3.48% | Risk: LOW       
  PONNIERODE.NS   | Price:  372.60 | Trend:   8.08% | Mom:  -7.44% | Risk: LOW       
  MURUDCERA.NS    | Price:   30.50 | Trend:  -0.72% | Mom:  -0.49% | Risk: LOW       
  SPCL.NS         | Price:   63.35 | Trend:  -3.74% | Mom:   3.77% | Risk: LOW       
  SHAH.NS         | Price:    3.57 | Trend: -12.83% | Mom:  11.56% | Risk: LOW       
  WORTHPERI.NS    | Price:  149.90 | Trend:   1.64% | Mom:  -4.17% | Risk: LOW       
  KCK.NS          | Price:   15.05 | Trend:  -3.52% | Mom:   4.15% | Risk: LOW       
  BALAXI.NS       | Price:   23.76 | Trend:  -0.31% | Mom:   4.07% | Risk: LOW       
  MHLXMIRU.NS     | Price:  161.00 | Trend:   2.11% | Mom: -12.97% | Risk: LOW       
  FIDEL.NS        | Price:  137.50 | Trend:  -4.59% | Mom:  -0.33% | Risk: LOW       
  NEPHROCARE.NS   | Price:   80.00 | Trend:   3.63% | Mom: -12.04% | Risk: LOW       
  VETO.NS         | Price:  126.45 | Trend:   1.51% | Mom:  -2.09% | Risk: LOW       
  RANASUG.NS      | Price:   14.85 | Trend:  13.23% | Mom:  -2.69% | Risk: LOW       
  WINSOL.NS       | Price:  112.35 | Trend:  -3.01% | Mom:   0.31% | Risk: LOW       
  ANIKINDS.NS     | Price:   44.86 | Trend:   2.43% | Mom:  -3.59% | Risk: LOW       
  SADBHAV.NS      | Price:    8.24 | Trend:  -2.58% | Mom:   1.98% | Risk: LOW       
  ASPINWALL.NS    | Price:  251.25 | Trend:   1.55% | Mom:  -3.59% | Risk: LOW       
  GULFPETRO.NS    | Price:   66.80 | Trend:  25.41% | Mom:  -2.34% | Risk: LOW       
  ARCHIDPLY.NS    | Price:  101.75 | Trend:  12.98% | Mom: -11.00% | Risk: LOW       
  CENTEXT.NS      | Price:   22.38 | Trend:   8.81% | Mom:   0.90% | Risk: LOW       
  EMMBI.NS        | Price:   88.12 | Trend:   0.35% | Mom:   8.74% | Risk: LOW       
  TAINWALCHM.NS   | Price:  210.00 | Trend:   1.73% | Mom:  -1.22% | Risk: LOW       
  ENFUSE.NS       | Price:  158.00 | Trend:  -3.74% | Mom:   1.94% | Risk: LOW       
  DENEERS.NS      | Price:  174.50 | Trend:  -2.84% | Mom:   0.35% | Risk: LOW       
  ALPA.NS         | Price:   62.50 | Trend:  -5.40% | Mom:   0.66% | Risk: LOW       
  DTIL.NS         | Price:  141.90 | Trend:   1.88% | Mom:  -7.07% | Risk: LOW       
  IEML.NS         | Price:   41.95 | Trend:  -0.34% | Mom:  -1.53% | Risk: LOW       
  MANAKALUCO.NS   | Price:   39.11 | Trend:   4.85% | Mom:  -2.32% | Risk: LOW       
  SHRITECH.NS     | Price:   60.30 | Trend:  -1.18% | Mom:   0.42% | Risk: LOW       
  VISHWARAJ.NS    | Price:    5.66 | Trend:   2.29% | Mom:  -7.97% | Risk: LOW       
  VIVIMEDLAB.NS   | Price:    6.15 | Trend:   9.32% | Mom:  -7.93% | Risk: LOW       
  VASWANI.NS      | Price:   47.12 | Trend:  -7.95% | Mom:   2.01% | Risk: LOW       
  SUPERHOUSE.NS   | Price:  174.50 | Trend:   6.89% | Mom:  -0.96% | Risk: LOW       
  BSL.NS          | Price:  122.65 | Trend:  -1.88% | Mom:   0.50% | Risk: LOW       
  EMKAYTOOLS.NS   | Price:   94.05 | Trend:   1.05% | Mom:  -1.93% | Risk: LOW       
  RUCHINFRA.NS    | Price:    5.68 | Trend:  -2.77% | Mom:  -0.35% | Risk: LOW       
  TBI.NS          | Price:   68.30 | Trend:   5.98% | Mom:  -1.59% | Risk: LOW       
  ENSER.NS        | Price:   15.25 | Trend:   5.55% | Mom:  -0.97% | Risk: LOW       
  MAITREYA.NS     | Price:  121.00 | Trend:  -2.03% | Mom:   7.80% | Risk: LOW       
  MODTHREAD.NS    | Price:   53.99 | Trend:   7.61% | Mom:  -3.68% | Risk: LOW       
  IBLFL.NS        | Price:   60.50 | Trend:   0.38% | Mom:  -0.82% | Risk: LOW       
  HINDCON.NS      | Price:   23.61 | Trend:   5.73% | Mom:  -1.30% | Risk: LOW       
  KHFM.NS         | Price:   46.90 | Trend:  -4.34% | Mom:   3.53% | Risk: LOW       
  ISFT.NS         | Price:   80.80 | Trend:  -0.37% | Mom: -11.64% | Risk: LOW       
  MUKTAARTS.NS    | Price:   56.21 | Trend:   0.30% | Mom:  -0.51% | Risk: LOW       
  USASEEDS.NS     | Price:   92.20 | Trend:   2.49% | Mom:  -4.85% | Risk: LOW       
  INDIANCARD.NS   | Price:  214.00 | Trend:  -2.58% | Mom:   2.88% | Risk: LOW       
  MDL.NS          | Price:   62.00 | Trend:  -4.87% | Mom:  21.57% | Risk: LOW       
  ALPHAGEO.NS     | Price:  315.40 | Trend:  22.98% | Mom:  -1.49% | Risk: LOW       
  UMAEXPORTS.NS   | Price:   22.12 | Trend:   0.90% | Mom: -13.19% | Risk: LOW       
  HECPROJECT.NS   | Price:  122.75 | Trend:  -4.10% | Mom:   1.27% | Risk: LOW       
  INVENTURE.NS    | Price:    0.92 | Trend:   1.01% | Mom:  -5.15% | Risk: LOW       
  STEELCITY.NS    | Price:   84.50 | Trend:   5.17% | Mom:  -4.11% | Risk: LOW       
  BTML.NS         | Price:    7.89 | Trend:   8.06% | Mom: -11.94% | Risk: LOW       
  VEEKAYEM.NS     | Price:  106.15 | Trend: -11.48% | Mom:   6.58% | Risk: LOW       
  SHYAMCENT.NS    | Price:    4.96 | Trend:  -5.16% | Mom:   1.43% | Risk: LOW       
  LAGNAM.NS       | Price:   75.98 | Trend:  -6.60% | Mom:   0.07% | Risk: LOW       
  GTL.NS          | Price:    7.27 | Trend:  -1.08% | Mom:  -0.95% | Risk: LOW       
  SMARTLINK.NS    | Price:  219.00 | Trend:   4.76% | Mom:  -2.32% | Risk: LOW       
  MAHAPEXLTD.NS   | Price:   56.25 | Trend:  13.46% | Mom:  -4.42% | Risk: LOW       
  SADBHIN.NS      | Price:    2.58 | Trend:  -1.06% | Mom:   0.39% | Risk: LOW       
  REXPIPES.NS     | Price:  160.65 | Trend:  -5.03% | Mom:   0.00% | Risk: LOW       
  SOTAC.NS        | Price:   90.05 | Trend:  -4.50% | Mom:   0.00% | Risk: LOW       
  TRU.NS          | Price:    4.25 | Trend:  -8.36% | Mom:   3.41% | Risk: LOW       
  SALONA.NS       | Price:  268.15 | Trend:   4.45% | Mom:  -0.72% | Risk: LOW       
  LAMBODHARA.NS   | Price:  134.30 | Trend:  12.65% | Mom:  -5.44% | Risk: LOW       
  ISHANCH.NS      | Price:   45.45 | Trend:  -9.37% | Mom:   5.14% | Risk: LOW       
  SURANI.NS       | Price:   96.00 | Trend:  -3.76% | Mom:  -0.62% | Risk: LOW       
  HDIL.NS         | Price:    1.51 | Trend:  -5.99% | Mom:   2.72% | Risk: LOW       
  RAJSREESUG.NS   | Price:   34.53 | Trend:   4.58% | Mom:  -5.63% | Risk: LOW       
  DRSDILIP.NS     | Price:  107.00 | Trend:  -2.02% | Mom:  -0.93% | Risk: LOW       
  CUBEXTUB.NS     | Price:   78.84 | Trend:  -0.22% | Mom:  -0.29% | Risk: LOW       
  LATTEYS.NS      | Price:   21.67 | Trend:   3.63% | Mom:  -2.61% | Risk: LOW       
  TARMAT.NS       | Price:   62.00 | Trend:  16.06% | Mom:  -0.86% | Risk: LOW       
  FIBERWEB.NS     | Price:   26.74 | Trend:  -7.82% | Mom:   2.57% | Risk: LOW       
  RAJMET.NS       | Price:    3.30 | Trend:  -1.84% | Mom:   3.12% | Risk: LOW       
  BEACON.NS       | Price:   82.60 | Trend:  -7.25% | Mom:   1.23% | Risk: LOW       
  REGENCERAM.NS   | Price:   35.15 | Trend:  -1.73% | Mom:   4.58% | Risk: LOW       
  SURYALAXMI.NS   | Price:   58.10 | Trend:  -0.81% | Mom:   3.12% | Risk: LOW       
  RELCHEMQ.NS     | Price:  114.24 | Trend:  -7.49% | Mom:   1.37% | Risk: LOW       
  KOHINOOR.NS     | Price:   30.59 | Trend:  13.01% | Mom: -11.74% | Risk: LOW       
  ASCOM.NS        | Price:  221.95 | Trend:  -9.69% | Mom:   0.00% | Risk: LOW       
  SIL.NS          | Price:   18.25 | Trend:   3.56% | Mom:  -8.52% | Risk: LOW       
  OBCL.NS         | Price:   56.42 | Trend:   4.40% | Mom:  -0.53% | Risk: LOW       
  ROCKINGDCE.NS   | Price:  218.40 | Trend:  13.56% | Mom:  -8.58% | Risk: LOW       
  TOKYOPLAST.NS   | Price:   77.89 | Trend:  -3.20% | Mom:   1.74% | Risk: LOW       
  BHANDARI.NS     | Price:    3.00 | Trend:   1.96% | Mom:  -1.32% | Risk: LOW       
  ODIGMA.NS       | Price:   22.74 | Trend:  -0.92% | Mom:   0.04% | Risk: LOW       
  KLL.NS          | Price:   24.05 | Trend:  -8.23% | Mom:   6.89% | Risk: LOW       
  TOUCHWOOD.NS    | Price:   62.48 | Trend:  -4.51% | Mom:   1.18% | Risk: LOW       
  AAATECH.NS      | Price:   93.01 | Trend:  -0.19% | Mom:   1.05% | Risk: LOW       
  SPLIL.NS        | Price:   30.52 | Trend:  -3.07% | Mom:   0.07% | Risk: LOW       
  HOLMARC.NS      | Price:  107.90 | Trend:   2.60% | Mom:   0.47% | Risk: LOW       
  MARC.NS         | Price:  140.00 | Trend:  17.35% | Mom:  -1.86% | Risk: LOW       
  CAPTRUST.NS     | Price:   18.40 | Trend:   6.96% | Mom:  -8.50% | Risk: LOW       
  ATAM.NS         | Price:   55.00 | Trend: -12.51% | Mom:  -0.88% | Risk: LOW       
  ROXHITECH.NS    | Price:   47.55 | Trend:   3.86% | Mom:  -6.67% | Risk: LOW       
  DIGIKORE.NS     | Price:   39.95 | Trend:  -9.45% | Mom:   5.97% | Risk: LOW       
  MOTOGENFIN.NS   | Price:   26.61 | Trend:  -2.20% | Mom:  -0.71% | Risk: LOW       
  JHS.NS          | Price:    8.16 | Trend:   3.12% | Mom:  -9.33% | Risk: LOW       
  ORCHASP.NS      | Price:    1.46 | Trend:  -7.29% | Mom:   5.04% | Risk: LOW       
  SONAMAC.NS      | Price:   34.55 | Trend:   2.83% | Mom:   0.58% | Risk: LOW       
  TGL.NS          | Price:   17.35 | Trend:  -8.30% | Mom:  23.05% | Risk: LOW       
  CLSL.NS         | Price:   83.00 | Trend:  22.79% | Mom:  -1.19% | Risk: LOW       
  AISL.NS         | Price:   58.00 | Trend:   0.07% | Mom:   3.57% | Risk: LOW       
  DBSTOCKBRO.NS   | Price:   28.85 | Trend: -14.82% | Mom:   0.63% | Risk: LOW       
  SANGANI.NS      | Price:   54.10 | Trend:  12.68% | Mom:  -1.37% | Risk: LOW       
  BAWEJA.NS       | Price:   25.60 | Trend:  -2.96% | Mom:   9.64% | Risk: LOW       
  BANKA.NS        | Price:   79.44 | Trend:  -7.26% | Mom:  -0.58% | Risk: LOW       
  NAGREEKEXP.NS   | Price:   22.44 | Trend:  -2.69% | Mom:   1.72% | Risk: LOW       
  MEGAFLEX.NS     | Price:   95.00 | Trend:  -5.14% | Mom:   0.00% | Risk: LOW       
  CEREBRAINT.NS   | Price:    2.90 | Trend:   0.39% | Mom:   2.84% | Risk: LOW       
  CTE.NS          | Price:   43.49 | Trend:  16.60% | Mom: -11.96% | Risk: LOW       
  SUVIDHAA.NS     | Price:    2.42 | Trend:  -2.15% | Mom:   4.76% | Risk: LOW       
  ORIENTLTD.NS    | Price:   83.00 | Trend:   7.08% | Mom:  -1.19% | Risk: LOW       
  NARMADA.NS      | Price:   14.45 | Trend:  -9.14% | Mom:   3.21% | Risk: LOW       
  ONDOOR.NS       | Price:  294.50 | Trend:  18.92% | Mom:  -1.57% | Risk: LOW       
  PULZ.NS         | Price:   23.05 | Trend:  -2.64% | Mom:  -0.86% | Risk: LOW       
  BLBLIMITED.NS   | Price:   16.18 | Trend:   0.64% | Mom:   0.94% | Risk: LOW       
  BLUECOAST.NS    | Price:   22.38 | Trend: -12.03% | Mom:  -0.09% | Risk: LOW       
  BANARBEADS.NS   | Price:  111.26 | Trend:  -1.94% | Mom:   0.67% | Risk: LOW       
  PARASPETRO.NS   | Price:    2.20 | Trend:  -0.85% | Mom:  -0.45% | Risk: LOW       
  HOMESFY.NS      | Price:  111.30 | Trend:  -4.13% | Mom:   0.00% | Risk: LOW       
  TPHQ.NS         | Price:    0.50 | Trend:   3.43% | Mom: -12.28% | Risk: LOW       
  SHEKHAWATI.NS   | Price:   18.10 | Trend:  20.31% | Mom:   0.67% | Risk: LOW       
  ORIENTALTL.NS   | Price:    5.09 | Trend:  -2.89% | Mom:  -0.97% | Risk: LOW       
  BANG.NS         | Price:   35.00 | Trend:  14.62% | Mom:   0.84% | Risk: LOW       
  BIRDYS.NS       | Price:   86.20 | Trend:  -3.06% | Mom:   0.00% | Risk: LOW       
  GATECH.NS       | Price:    0.76 | Trend:   9.29% | Mom: -25.49% | Risk: LOW       
  SWASTIK.NS      | Price:   19.00 | Trend:   4.04% | Mom:  -4.76% | Risk: LOW       
  NIBL.NS         | Price:   30.94 | Trend:  -5.66% | Mom:   0.95% | Risk: LOW       
  DURLAX.NS       | Price:   64.10 | Trend:  13.35% | Mom:  -5.53% | Risk: LOW       
  GAYAHWS.NS      | Price:    1.93 | Trend:  -0.34% | Mom:   0.00% | Risk: LOW       
  DANGEE.NS       | Price:    2.85 | Trend:  -4.87% | Mom:   0.71% | Risk: LOW       
  KARMAENG.NS     | Price:   38.19 | Trend:  -1.77% | Mom:  -0.03% | Risk: LOW       
  TNTELE.NS       | Price:    8.96 | Trend:  -0.89% | Mom:  -0.88% | Risk: LOW       
  RKDL.NS         | Price:   18.50 | Trend:  -1.81% | Mom:  -0.86% | Risk: LOW       
  MANUGRAPH.NS    | Price:   15.44 | Trend:   2.18% | Mom:  -0.32% | Risk: LOW       
  GOLDENTOBC.NS   | Price:   24.99 | Trend:   0.15% | Mom:   4.08% | Risk: LOW       
  PRESSTONIC.NS   | Price:   30.10 | Trend:   1.40% | Mom: -19.41% | Risk: LOW       
  SHIVAMILLS.NS   | Price:   60.21 | Trend:  -1.67% | Mom:  -0.45% | Risk: LOW       
  LEXUS.NS        | Price:   13.69 | Trend:  -4.81% | Mom:   3.17% | Risk: LOW       
  BABAFP.NS       | Price:   22.95 | Trend:  -2.91% | Mom:   2.46% | Risk: LOW       
  LCCINFOTEC.NS   | Price:    3.50 | Trend: -14.65% | Mom:   2.64% | Risk: LOW       
  ASTRON.NS       | Price:    2.95 | Trend: -17.05% | Mom:   0.00% | Risk: LOW       
  QUICKTOUCH.NS   | Price:   17.00 | Trend: -17.79% | Mom:  -0.29% | Risk: LOW       
  21STCENMGM.NS   | Price:   39.05 | Trend:   1.51% | Mom:  -9.54% | Risk: LOW       
  UCL.NS          | Price:  244.80 | Trend:  11.80% | Mom:  -3.92% | Risk: LOW       
  COUNCODOS.NS    | Price:    6.26 | Trend:  -0.13% | Mom:  -8.75% | Risk: LOW       
  AGNI.NS         | Price:   15.75 | Trend:  -5.93% | Mom:   7.14% | Risk: LOW       
  MILTON.NS       | Price:   38.00 | Trend:   2.02% | Mom:  -5.35% | Risk: LOW       
  SAGARDEEP.NS    | Price:   23.80 | Trend:  -1.81% | Mom:   0.59% | Risk: LOW       
  PROLIFE.NS      | Price:   79.00 | Trend:   0.92% | Mom:   0.00% | Risk: LOW       
  ABMINTLLTD.NS   | Price:   52.63 | Trend:   8.43% | Mom: -12.95% | Risk: LOW       
  AKASH.NS        | Price:   25.00 | Trend:  -4.15% | Mom:   0.93% | Risk: LOW       
  DEEM.NS         | Price:   44.40 | Trend:  -6.14% | Mom:   9.90% | Risk: LOW       
  AMBICAAGAR.NS   | Price:   25.40 | Trend:   1.94% | Mom:  -0.08% | Risk: LOW       
  SIGNORIA.NS     | Price:  159.00 | Trend:   6.77% | Mom:  -1.85% | Risk: LOW       
  KEEPLEARN.NS    | Price:    1.90 | Trend:   0.13% | Mom:  -1.04% | Risk: LOW       
  TIMESCAN.NS     | Price:   39.50 | Trend:  -2.98% | Mom:   0.77% | Risk: LOW       
  SITINET.NS      | Price:    0.29 | Trend:  -4.48% | Mom:   7.41% | Risk: LOW       
  MONOPHARMA.NS   | Price:    9.00 | Trend:  -5.64% | Mom:   2.86% | Risk: LOW       
  SGL.NS          | Price:    9.95 | Trend:  -0.31% | Mom:  -5.06% | Risk: LOW       
  KRIDHANINF.NS   | Price:    2.05 | Trend: -12.58% | Mom:   0.00% | Risk: LOW       
  KANANIIND.NS    | Price:    1.50 | Trend:  -0.48% | Mom:   0.67% | Risk: LOW       
  SATIPOLY.NS     | Price:   40.80 | Trend:   2.48% | Mom:  -4.00% | Risk: LOW       
  WILLAMAGOR.NS   | Price:   24.78 | Trend:  -2.79% | Mom:   1.27% | Risk: LOW       
  MEP.NS          | Price:    0.69 | Trend:   9.77% | Mom:   0.00% | Risk: LOW       
  NAGREEKCAP.NS   | Price:   22.97 | Trend:  -1.45% | Mom:  -0.35% | Risk: LOW       
  INFOMEDIA.NS    | Price:    5.41 | Trend:  -0.43% | Mom:   2.46% | Risk: LOW       
  MITTAL.NS       | Price:    0.88 | Trend:  -2.00% | Mom:   3.53% | Risk: LOW       
  SKIL.NS         | Price:    0.87 | Trend:  -2.33% | Mom:   6.10% | Risk: LOW       
  SHRENIK.NS      | Price:    0.29 | Trend: -11.48% | Mom:   3.57% | Risk: LOW       
  TREEHOUSE.NS    | Price:    6.17 | Trend:  -2.28% | Mom:   1.48% | Risk: LOW       
  FLFL.NS         | Price:    1.20 | Trend:  -4.29% | Mom:   7.14% | Risk: LOW       
  YUDIZ.NS        | Price:   24.80 | Trend:  -0.55% | Mom:   3.33% | Risk: LOW       
  MICROPRO.NS     | Price:   18.90 | Trend:  -0.85% | Mom:  -0.26% | Risk: LOW       
  HAVISHA.NS      | Price:    1.37 | Trend:   4.53% | Mom:  -1.44% | Risk: LOW       
  EASTSILK.NS     | Price:   62.62 | Trend:   9.26% | Mom:   0.84% | Risk: LOW       
  AILIMITED.NS    | Price:   21.15 | Trend: -28.87% | Mom:  29.36% | Risk: NORMAL    
  SPRL.NS         | Price:  102.50 | Trend:  -0.75% | Mom:   0.00% | Risk: LOW       
  MANDEEP.NS      | Price:   17.20 | Trend:  -9.69% | Mom:  -0.29% | Risk: LOW       
  NIDAN.NS        | Price:   13.50 | Trend:   0.32% | Mom:  -7.53% | Risk: LOW       
  ANKITMETAL.NS   | Price:    1.62 | Trend:   3.25% | Mom: -10.00% | Risk: LOW       
  GTECJAINX.NS    | Price:   28.05 | Trend:  -1.70% | Mom:  -0.88% | Risk: LOW       
  ACEINTEG.NS     | Price:   17.56 | Trend:  -7.95% | Mom:   2.03% | Risk: LOW       
  FEL.NS          | Price:    0.38 | Trend:  -0.37% | Mom:  -2.56% | Risk: LOW       
  SANWARIA.NS     | Price:    0.19 | Trend:  -2.96% | Mom:   0.00% | Risk: LOW       
  VCL.NS          | Price:    1.73 | Trend:  18.15% | Mom: -26.07% | Risk: LOW       
  VIVIDHA.NS      | Price:    0.52 | Trend:  -0.65% | Mom:   0.00% | Risk: LOW       
  DHTL.NS         | Price:   34.20 | Trend:  -1.55% | Mom:   3.64% | Risk: LOW       
  HEADSUP.NS      | Price:    6.82 | Trend:  -0.64% | Mom:   1.79% | Risk: LOW       
  SHANTHALA.NS    | Price:   16.60 | Trend: -13.05% | Mom:   1.84% | Risk: LOW       
  MAKS.NS         | Price:   16.60 | Trend:  -5.95% | Mom:  12.93% | Risk: LOW       
  SUNREST.NS      | Price:   39.00 | Trend:   5.41% | Mom:  -3.11% | Risk: LOW       
  UNIINFO.NS      | Price:   11.52 | Trend:  -2.89% | Mom:   2.04% | Risk: LOW       
  UNIVAFOODS.NS   | Price:    9.03 | Trend:   1.55% | Mom:   0.00% | Risk: LOW       
  EDUCOMP.NS      | Price:    0.91 | Trend:  -0.72% | Mom:   3.41% | Risk: LOW       
  CREATIVEYE.NS   | Price:    6.18 | Trend:   0.32% | Mom:   0.49% | Risk: LOW       
  MTEDUCARE.NS    | Price:    1.90 | Trend:   0.45% | Mom:   6.74% | Risk: LOW       
  VIVO.NS         | Price:  151.05 | Trend:  35.77% | Mom:  -5.59% | Risk: LOW       
  AHIMSA.NS       | Price:   25.75 | Trend:   2.37% | Mom:  -0.19% | Risk: LOW       
  SHANTI.NS       | Price:    6.30 | Trend:  -4.94% | Mom:  -0.16% | Risk: LOW       
  TRANSWIND.NS    | Price:   11.30 | Trend: -10.92% | Mom:  -0.44% | Risk: LOW       
  PREMIER.NS      | Price:    2.73 | Trend:  -4.14% | Mom:   5.41% | Risk: LOW       
  FALCONTECH.NS   | Price:   12.20 | Trend:   2.35% | Mom:  -5.43% | Risk: LOW       
  SMVD.NS         | Price:   17.00 | Trend:  14.21% | Mom:   0.00% | Risk: LOW       
  CMICABLES.NS    | Price:    2.51 | Trend:  -9.36% | Mom:  -0.79% | Risk: LOW       
  RAJVIR.NS       | Price:    5.32 | Trend: -10.34% | Mom:   0.00% | Risk: LOW       
  BURNPUR.NS      | Price:   17.58 | Trend: -33.41% | Mom:  44.69% | Risk: LOW       
  CLCIND.NS       | Price:   48.93 | Trend:  -4.33% | Mom:   1.75% | Risk: LOW       

SELL SIGNALS (983):
  HDFCBANK.NS     | Price:  691.75 | Target:  628.64 | Risk: LOW        | Conf: 100%
  BHARTIARTL.NS   | Price: 1826.30 | Target: 1660.05 | Risk: LOW        | Conf: 100%
  TCS.NS          | Price: 2201.70 | Target: 1922.59 | Risk: LOW        | Conf: 100%
  ICICIBANK.NS    | Price: 1388.80 | Target: 1281.76 | Risk: LOW        | Conf: 100%
  SBIN.NS         | Price: 1006.80 | Target:  922.59 | Risk: LOW        | Conf: 100%
  INFY.NS         | Price: 1032.70 | Target:  886.13 | Risk: LOW        | Conf: 100%
  BAJFINANCE.NS   | Price: 1046.00 | Target:  953.93 | Risk: LOW        | Conf: 100%
  HINDUNILVR.NS   | Price: 1942.50 | Target: 1801.21 | Risk: LOW        | Conf: 100%
  LICI.NS         | Price:  403.75 | Target:  363.63 | Risk: LOW        | Conf: 100%
  LT.NS           | Price: 3920.00 | Target: 3649.96 | Risk: LOW        | Conf: 100%
  ITC.NS          | Price:  260.45 | Target:  235.00 | Risk: LOW        | Conf: 100%
  MARUTI.NS       | Price: 12680.00 | Target: 11460.00 | Risk: LOW        | Conf: 100%
  M&M.NS          | Price: 3132.70 | Target: 2804.16 | Risk: LOW        | Conf: 100%
  HCLTECH.NS      | Price: 1208.60 | Target: 1035.10 | Risk: LOW        | Conf: 100%
  SUNPHARMA.NS    | Price: 1850.00 | Target: 1678.32 | Risk: LOW        | Conf: 100%
  ULTRACEMCO.NS   | Price: 10956.00 | Target: 10075.29 | Risk: LOW        | Conf: 100%
  BAJAJFINSV.NS   | Price: 1935.90 | Target: 1769.61 | Risk: LOW        | Conf: 100%
  DMART.NS        | Price: 3678.50 | Target: 3283.43 | Risk: LOW        | Conf: 100%
  WIPRO.NS        | Price:  166.76 | Target:  146.57 | Risk: LOW        | Conf: 100%
  ASIANPAINT.NS   | Price: 2488.70 | Target: 2259.38 | Risk: LOW        | Conf: 100%
  NESTLEIND.NS    | Price: 1386.50 | Target: 1235.75 | Risk: LOW        | Conf: 100%
  INDIGO.NS       | Price: 4929.00 | Target: 4391.86 | Risk: LOW        | Conf: 100%
  IOC.NS          | Price:  135.37 | Target:  122.76 | Risk: LOW        | Conf: 80%
  TMPV.NS         | Price:  301.70 | Target:  272.33 | Risk: LOW        | Conf: 100%
  JIOFIN.NS       | Price:  232.00 | Target:  212.37 | Risk: LOW        | Conf: 100%
  SBILIFE.NS      | Price: 1685.70 | Target: 1514.66 | Risk: LOW        | Conf: 100%
  EICHERMOT.NS    | Price: 7670.00 | Target: 6950.54 | Risk: LOW        | Conf: 80%
  TRENT.NS        | Price: 2818.90 | Target: 2557.40 | Risk: LOW        | Conf: 100%
  HDFCLIFE.NS     | Price:  516.65 | Target:  459.36 | Risk: LOW        | Conf: 100%
  IRFC.NS         | Price:   81.62 | Target:   74.68 | Risk: LOW        | Conf: 100%
  ADANIGREEN.NS   | Price: 1313.90 | Target: 1114.01 | Risk: LOW        | Conf: 80%
  VBL.NS          | Price:  408.05 | Target:  352.60 | Risk: LOW        | Conf: 100%
  PIDILITIND.NS   | Price: 1560.60 | Target: 1398.74 | Risk: LOW        | Conf: 100%
  BPCL.NS         | Price:  302.55 | Target:  265.09 | Risk: LOW        | Conf: 100%
  TECHM.NS        | Price: 1525.90 | Target: 1327.22 | Risk: LOW        | Conf: 100%
  BRITANNIA.NS    | Price: 5031.50 | Target: 4520.96 | Risk: LOW        | Conf: 100%
  AMBUJACEM.NS    | Price:  395.70 | Target:  361.45 | Risk: LOW        | Conf: 100%
  SHRIRAMFIN.NS   | Price: 1033.10 | Target:  889.74 | Risk: LOW        | Conf: 100%
  ICICIAMC.NS     | Price: 3023.60 | Target: 2622.21 | Risk: LOW        | Conf: 100%
  MUTHOOTFIN.NS   | Price: 2826.10 | Target: 2400.85 | Risk: LOW        | Conf: 100%
  CIPLA.NS        | Price: 1368.00 | Target: 1256.39 | Risk: LOW        | Conf: 100%
  GODREJCP.NS     | Price:  863.15 | Target:  779.36 | Risk: LOW        | Conf: 100%
  LODHA.NS        | Price: 1171.60 | Target:  967.42 | Risk: LOW        | Conf: 100%
