NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-04-17 18:54:40

BUY SIGNALS (311):
  TMPV.NS         | Price:  360.10 | Entry:   352.9 | Target:  420.89 | Risk: LOW       
  TIL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WEL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DOLLAR.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDIANHUME.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DREDGECORP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MOL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DCW.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UGROCAP.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  THEJO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HITECH.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MANGLMCEM.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AMRUTANJAN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHRINGARMS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WHEELS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  APCOTEXIND.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GMBREW.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VERANDA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PIXTRANS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MOBIKWIK.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UNIPARTS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RAJRATAN.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EXICOM.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDNIPPON.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VINCOFE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MUKANDLTD.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SOMANYCERA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DYCL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NELCO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DIVGIITTS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MSPL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KERNEX.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NITINSPIN.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BGRENERGY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WINDLAS.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RAMCOSYS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SPAL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GTLINFRA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NIBE.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SPIC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LAXMIDENTL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASALCBR.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SPANDANA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PANAMAPET.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDOTECH.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ALLTIME.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VIDHIING.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RHETAN.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WENDT.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UNITECH.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RMDRIP.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MOTISONS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DEEDEV.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SEPC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GARUDA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VINDHYATEL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRECAM.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASTEC.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BETA.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FUSION.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TALBROAUTO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IFGLEXPOR.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BLSE.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BFINVEST.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NAVKARCORP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SPMLINFRA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JYOTISTRUC.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JGCHEM.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GOCLCORP.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HUHTAMAKI.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  QUICKHEAL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PNBGILTS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JINDRILL.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DLINKINDIA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BLISSGVS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SANSTAR.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EXPLEOSOL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SESHAPAPER.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DEN.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TTKHLTCARE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DAMCAPITAL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARMANFIN.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARIHANTSUP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SATIN.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RAMASTEEL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DOLPHIN.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RAJOOENG.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STANLEY.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MUFIN.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JNKINDIA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TARSONS.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HIMATSEIDE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MMFL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UDS.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SYNCOMF.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IGARASHI.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GREENPOWER.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SURAKSHA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  APOLLOPIPE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHANTIGOLD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MASTERTR.NS     | Price:   78.24 | Trend:  -1.18% | Mom:  15.74% | Risk: LOW       
  IKIO.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AWHCL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STALLION.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LGHL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ECOSMOBLTY.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JAGRAN.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RUPA.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OMAXE.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHRIRAMPPS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IVALUE.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HESTERBIO.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  QUADFUTURE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HMAAGRO.NS      | Price:   24.84 | Trend:  -1.75% | Mom:   6.24% | Risk: LOW       
  JAGSNPHARM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PLATIND.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ORIENTTECH.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EKC.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ANDHRAPAP.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SALASAR.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ESAFSFB.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CONFIPET.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SMCGLOBAL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CENTRUM.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DOLATALGO.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ROTO.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NIITLTD.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GPTINFRA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SURYODAY.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BIRLANU.NS      | Price: 1477.20 | Trend:   0.45% | Mom:   8.46% | Risk: LOW       
  RISHABH.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PAUSHAKLTD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASIANENE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GANDHAR.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EXCELINDUS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BAJAJHCARE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ALICON.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DCMSRIND.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CLSEL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RAJRILTD.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDORAMA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PARACABLES.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VPRPL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SALZERELEC.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MANAKCOAT.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SIGACHI.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INFOBEAN.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BLKASHYAP.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SPORTKING.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GODAVARIB.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JARO.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SURAJEST.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CIFL.NS         | Price:   28.45 | Trend:   0.33% | Mom:  34.90% | Risk: LOW       
  UNIECOM.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MONTECARLO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MADRASFERT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HARIOMPIPE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DECCANCE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHANKARA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GNA.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RIIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUMEETINDS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IMPAL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IGPL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RGL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BSHSL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHREDIGCEM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SIGNPOST.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BALAJITELE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HITECHGEAR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ATULAUTO.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AGARIND.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  YUKEN.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DIFFNKG.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ONEPOINT.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CAPITALSFB.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASIANTILES.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RICOAUTO.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AURUM.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ADVENTHTL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BUTTERFLY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FAZE3Q.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MICEL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BHARATWIRE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VASCONEQ.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WALCHANNAG.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TEXINFRA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WCIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HERANBA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GPTHEALTH.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IRMENERGY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHREEPUSHK.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MEIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GTPL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ROHLTD.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VHL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DSSL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TBZ.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WEALTH.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CONTROLPR.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JINDALPHOT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ELECTHERM.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ABINFRA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SRM.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KROSS.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AMNPLST.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZUARI.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STEELXIND.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ICEMAKE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KELLTONTEC.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PASHUPATI.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MANALIPETC.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DVL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KRISHNADEF.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BCLIND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DPSCLTD.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NELCAST.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EIMCOELECO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OAL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STERTOOLS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GRPLTD.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GEMAROMA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EXCELSOFT.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PROSTARM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IZMO.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MATRIMONY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SWELECTES.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PDMJEPAPER.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AYMSYNTEX.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OMINFRAL.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RNBDENIMS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VIDYAWIRES.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  5PAISA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PENINLAND.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BIL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAMATA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AFSL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ESTER.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TNPL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GANESHCP.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AVTNPL.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KOKUYOCMLN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAXIND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ANDHRSUGAR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CREST.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LINCOLN.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  THEMISMED.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CENTENKA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARIHANTCAP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DHANBANK.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UNIENTER.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SCODATUBES.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDOFARM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SBC.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CEWATER.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RADHIKAJWE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GKWLIMITED.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NDTV.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INNOVANA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KHAICHEM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FAIRCHEMOR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDOAMIN.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DHARMAJ.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GALAPREC.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OSWALGREEN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DENTALKART.NS   | Price:  379.65 | Trend: -14.59% | Mom:  12.76% | Risk: LOW       
  DENTA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAHANA.NS       | Price:  843.75 | Trend: -11.42% | Mom:   9.66% | Risk: LOW       
  LEMERITE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SRHHYPOLTD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GANDHITUBE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CNL.NS          | Price:  604.75 | Trend:  -4.15% | Mom:   8.94% | Risk: LOW       
  FABTECH.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UTTAMSUGAR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  XCHANGING.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KRISHIVAL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JPOLYINVST.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OSWALAGRO.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MVGJL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KODYTECH.NS     | Price:  744.80 | Trend:  -3.57% | Mom:   7.87% | Risk: LOW       
  ADSL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HEXATRADEX.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SARTELE.NS      | Price:  165.20 | Trend: -13.75% | Mom:  13.50% | Risk: LOW       
  GULPOLY.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SILVERTUC.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JAYBARMARU.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KUANTUM.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TNPETRO.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GICHSGFIN.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRIMESECU.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IFBAGRO.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BIRLAMONEY.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PVSL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NCLIND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
