NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-04-25 18:59:52

BUY SIGNALS (1487):
  HINDUNILVR.NS   | Price: 2327.30 | Entry: 2280.75 | Target: 2654.94 | Risk: LOW       
  BANG.NS         | Price:   38.86 | Entry:   38.08 | Target:   50.13 | Risk: LOW       
  BIRDYS.NS       | Price:  140.65 | Entry:  137.84 | Target:  157.76 | Risk: LOW       
  LRRPL.NS        | Price:   81.00 | Entry:   79.38 | Target:   96.45 | Risk: LOW       
  ANSALAPI.NS     | Price:    3.78 | Entry:     3.7 | Target:    4.12 | Risk: LOW       
  BALKRISHNA.NS   | Price:   18.58 | Entry:   18.21 | Target:   25.21 | Risk: LOW       
  SWASTIK.NS      | Price:   21.15 | Entry:   20.73 | Target:   28.02 | Risk: LOW       
  JAIPURKURT.NS   | Price:   33.25 | Entry:   32.59 | Target:   42.57 | Risk: LOW       
  DURLAX.NS       | Price:   50.95 | Entry:   49.93 | Target:   65.29 | Risk: LOW       
  JETFREIGHT.NS   | Price:   20.85 | Entry:   20.43 | Target:   26.21 | Risk: LOW       
  SERVICE.NS      | Price:   54.50 | Entry:   53.41 | Target:   59.21 | Risk: LOW       
  GSS.NS          | Price:   15.38 | Entry:   15.07 | Target:   20.30 | Risk: LOW       
  DHANLAXMI.NS    | Price:   29.30 | Entry:   28.71 | Target:   37.71 | Risk: LOW       
  GAYAHWS.NS      | Price:    2.39 | Entry:    2.34 | Target:    3.17 | Risk: LOW       
  DANGEE.NS       | Price:    3.75 | Entry:    3.67 | Target:    5.50 | Risk: LOW       
  KARMAENG.NS     | Price:   51.34 | Entry:   50.31 | Target:   66.27 | Risk: LOW       
  RKDL.NS         | Price:   20.97 | Entry:   20.55 | Target:   27.90 | Risk: LOW       
  ICDSLTD.NS      | Price:   46.72 | Entry:   45.79 | Target:   58.86 | Risk: LOW       
  PALREDTEC.NS    | Price:   39.44 | Entry:   38.65 | Target:   50.31 | Risk: LOW       
  LFIC.NS         | Price:  138.54 | Entry:  135.77 | Target:  185.73 | Risk: LOW       
  PRESSTONIC.NS   | Price:   47.55 | Entry:    46.6 | Target:   59.12 | Risk: LOW       
  CADSYS.NS       | Price:   61.80 | Entry:   60.56 | Target:   77.46 | Risk: LOW       
  VINNY.NS        | Price:    1.18 | Entry:    1.16 | Target:    1.56 | Risk: LOW       
  SHIVAMILLS.NS   | Price:   59.41 | Entry:   58.22 | Target:   83.07 | Risk: LOW       
  BABAFP.NS       | Price:   27.00 | Entry:   26.46 | Target:   30.68 | Risk: LOW       
  HBSL.NS         | Price:   64.19 | Entry:   62.91 | Target:   86.27 | Risk: LOW       
  ADROITINFO.NS   | Price:    9.99 | Entry:    9.79 | Target:   14.05 | Risk: LOW       
  AUROIMPEX.NS    | Price:   34.00 | Entry:   33.32 | Target:   41.12 | Risk: LOW       
  RCDL.NS         | Price:   25.30 | Entry:   24.79 | Target:   27.62 | Risk: LOW       
  KHAITANLTD.NS   | Price:  140.54 | Entry:  137.73 | Target:  192.45 | Risk: LOW       
  AROGRANITE.NS   | Price:   26.49 | Entry:   25.96 | Target:   37.99 | Risk: LOW       
  SIMBHALS.NS     | Price:   10.27 | Entry:   10.06 | Target:   12.82 | Risk: LOW       
  21STCENMGM.NS   | Price:   35.76 | Entry:   35.04 | Target:   39.38 | Risk: LOW       
  DKEGL.NS        | Price:   72.80 | Entry:   71.34 | Target:   84.66 | Risk: LOW       
  LASA.NS         | Price:    8.04 | Entry:    7.88 | Target:   10.06 | Risk: LOW       
  PENTAGON.NS     | Price:   74.10 | Entry:   72.62 | Target:   92.31 | Risk: LOW       
  RULKA.NS        | Price:  105.05 | Entry:  102.95 | Target:  141.55 | Risk: LOW       
  UCL.NS          | Price:  115.55 | Entry:  113.24 | Target:  125.98 | Risk: LOW       
  COUNCODOS.NS    | Price:    5.20 | Entry:     5.1 | Target:    7.42 | Risk: LOW       
  WEWIN.NS        | Price:   57.93 | Entry:   56.77 | Target:   86.89 | Risk: LOW       
  AGNI.NS         | Price:   21.70 | Entry:   21.27 | Target:   25.91 | Risk: LOW       
  MASKINVEST.NS   | Price:  185.30 | Entry:  181.59 | Target:  236.54 | Risk: LOW       
  ITALIANE.NS     | Price:   40.00 | Entry:    39.2 | Target:   43.48 | Risk: LOW       
  SEYAIND.NS      | Price:   12.85 | Entry:   12.59 | Target:   13.88 | Risk: LOW       
  PEARLPOLY.NS    | Price:   20.80 | Entry:   20.38 | Target:   27.94 | Risk: LOW       
  SVPGLOB.NS      | Price:    3.22 | Entry:    3.16 | Target:    4.52 | Risk: LOW       
  PROLIFE.NS      | Price:   68.70 | Entry:   67.33 | Target:   79.59 | Risk: LOW       
  NGIL.NS         | Price:   36.97 | Entry:   36.23 | Target:   49.99 | Risk: LOW       
  UMA.NS          | Price:   20.00 | Entry:    19.6 | Target:   23.25 | Risk: LOW       
  ADL.NS          | Price:   73.36 | Entry:   71.89 | Target:   94.36 | Risk: LOW       
  AKASH.NS        | Price:   28.13 | Entry:   27.57 | Target:   35.24 | Risk: LOW       
  HRHNEXT.NS      | Price:   30.10 | Entry:    29.5 | Target:   41.19 | Risk: LOW       
  MOHITIND.NS     | Price:   23.85 | Entry:   23.37 | Target:   31.64 | Risk: LOW       
  KONTOR.NS       | Price:   77.05 | Entry:   75.51 | Target:   99.44 | Risk: LOW       
  VIJIFIN.NS      | Price:    3.94 | Entry:    3.86 | Target:    5.02 | Risk: LOW       
  AKSHAR.NS       | Price:    0.48 | Entry:    0.47 | Target:    0.69 | Risk: LOW       
  KEEPLEARN.NS    | Price:    2.13 | Entry:    2.09 | Target:    2.98 | Risk: LOW       
  NKIND.NS        | Price:   67.00 | Entry:   65.66 | Target:   96.60 | Risk: LOW       
  AGARWALFT.NS    | Price:   37.50 | Entry:   36.75 | Target:   43.89 | Risk: LOW       
  SITINET.NS      | Price:    0.38 | Entry:    0.37 | Target:    0.44 | Risk: LOW       
  MADHAV.NS       | Price:   38.89 | Entry:   38.11 | Target:   51.34 | Risk: LOW       
  MONOPHARMA.NS   | Price:   12.90 | Entry:   12.64 | Target:   15.17 | Risk: LOW       
  KSR.NS          | Price:   35.56 | Entry:   34.85 | Target:   43.30 | Risk: LOW       
  NEUEON.NS       | Price:   18.58 | Entry:   18.21 | Target:   20.14 | Risk: LOW       
  VINEETLAB.NS    | Price:   42.45 | Entry:    41.6 | Target:   54.03 | Risk: LOW       
  TECILCHEM.NS    | Price:   13.42 | Entry:   13.15 | Target:   20.66 | Risk: LOW       
  NAGREEKCAP.NS   | Price:   35.56 | Entry:   34.85 | Target:   50.27 | Risk: LOW       
  KAUSHALYA.NS    | Price:  891.20 | Entry:  873.38 | Target: 1139.27 | Risk: LOW       
  CELLPOINT.NS    | Price:   17.00 | Entry:   16.66 | Target:   21.07 | Risk: LOW       
  ROLLT.NS        | Price:    1.75 | Entry:    1.71 | Target:    2.21 | Risk: LOW       
  TGBHOTELS.NS    | Price:    9.75 | Entry:    9.55 | Target:   13.17 | Risk: LOW       
  ASPIRE.NS       | Price:   16.15 | Entry:   15.83 | Target:   19.44 | Risk: LOW       
  TREEHOUSE.NS    | Price:    8.33 | Entry:    8.16 | Target:   10.76 | Risk: LOW       
  LIBAS.NS        | Price:   12.11 | Entry:   11.87 | Target:   15.28 | Risk: LOW       
  FLFL.NS         | Price:    1.46 | Entry:    1.43 | Target:    1.95 | Risk: LOW       
  MFML.NS         | Price:   24.90 | Entry:    24.4 | Target:   34.07 | Risk: LOW       
  MORARJEE.NS     | Price:    7.43 | Entry:    7.28 | Target:    8.00 | Risk: LOW       
  KSHITIJPOL.NS   | Price:    2.85 | Entry:    2.79 | Target:    3.68 | Risk: LOW       
  AILIMITED.NS    | Price:   39.55 | Entry:   38.76 | Target:   44.16 | Risk: LOW       
  MANDEEP.NS      | Price:   22.90 | Entry:   22.44 | Target:   26.74 | Risk: LOW       
  CYBERMEDIA.NS   | Price:   16.08 | Entry:   15.76 | Target:   23.86 | Risk: LOW       
  MANAV.NS        | Price:   42.10 | Entry:   41.26 | Target:   48.24 | Risk: LOW       
  SUPREMEENG.NS   | Price:    1.06 | Entry:    1.04 | Target:    1.44 | Risk: LOW       
  GUJRAFFIA.NS    | Price:   41.42 | Entry:   40.59 | Target:   52.43 | Risk: LOW       
  ACEINTEG.NS     | Price:   20.13 | Entry:   19.73 | Target:   29.22 | Risk: LOW       
  FEL.NS          | Price:    0.48 | Entry:    0.47 | Target:    0.53 | Risk: LOW       
  CMRSL.NS        | Price:   73.00 | Entry:   71.54 | Target:   82.20 | Risk: LOW       
  DHTL.NS         | Price:   44.10 | Entry:   43.22 | Target:   47.22 | Risk: LOW       
  RADAAN.NS       | Price:    3.34 | Entry:    3.27 | Target:    4.94 | Risk: LOW       
  UNIINFO.NS      | Price:   14.78 | Entry:   14.48 | Target:   20.60 | Risk: LOW       
  ONELIFECAP.NS   | Price:   18.48 | Entry:   18.11 | Target:   22.45 | Risk: LOW       
  WINNY.NS        | Price:   49.50 | Entry:   48.51 | Target:   53.20 | Risk: LOW       
  GLFL.NS         | Price:    6.95 | Entry:    6.81 | Target:    8.27 | Risk: LOW       
  SAROJA.NS       | Price:   33.40 | Entry:   32.73 | Target:   36.74 | Risk: LOW       
  COMPINFO.NS     | Price:    1.40 | Entry:    1.37 | Target:    1.79 | Risk: LOW       
  ANTGRAPHIC.NS   | Price:    0.89 | Entry:    0.87 | Target:    1.18 | Risk: LOW       
  PLADAINFO.NS    | Price:   11.25 | Entry:   11.03 | Target:   12.91 | Risk: LOW       
  SHYAMTEL.NS     | Price:   18.63 | Entry:   18.26 | Target:   25.03 | Risk: LOW       
  CREATIVEYE.NS   | Price:    6.98 | Entry:    6.84 | Target:   10.51 | Risk: LOW       
  ARENTERP.NS     | Price:   42.33 | Entry:   41.48 | Target:   57.84 | Risk: LOW       
  GLOBALE.NS      | Price:   14.10 | Entry:   13.82 | Target:   20.47 | Risk: LOW       
  WINSOME.NS      | Price:    1.76 | Entry:    1.72 | Target:    1.94 | Risk: LOW       
  EUROTEXIND.NS   | Price:   15.56 | Entry:   15.25 | Target:   21.44 | Risk: LOW       
  AMIABLE.NS      | Price:   80.00 | Entry:    78.4 | Target:  101.54 | Risk: LOW       
  RITEZONE.NS     | Price:   21.25 | Entry:   20.82 | Target:   23.91 | Risk: LOW       
  FALCONTECH.NS   | Price:   14.35 | Entry:   14.06 | Target:   19.49 | Risk: LOW       
  ACCORD.NS       | Price:   43.95 | Entry:   43.07 | Target:   53.95 | Risk: LOW       
  SMVD.NS         | Price:   11.50 | Entry:   11.27 | Target:   11.61 | Risk: LOW       
  SETUINFRA.NS    | Price:    0.65 | Entry:    0.64 | Target:    0.78 | Risk: LOW       
  BGLOBAL.NS      | Price:    2.96 | Entry:     2.9 | Target:    3.17 | Risk: LOW       
  ORTEL.NS        | Price:    1.83 | Entry:    1.79 | Target:    2.44 | Risk: LOW       
  QUINTEGRA.NS    | Price:    1.36 | Entry:    1.33 | Target:    1.44 | Risk: LOW       
  SANCO.NS        | Price:    2.49 | Entry:    2.44 | Target:    3.39 | Risk: LOW       
  CLCIND.NS       | Price:   24.81 | Entry:   24.31 | Target:   27.05 | Risk: LOW       

HOLD SIGNALS (850):
  RELIANCE.NS     | Price: 1327.80 | Trend:  -4.25% | Mom:  -0.17% | Risk: LOW       
  ICICIBANK.NS    | Price: 1326.20 | Trend:  -0.08% | Mom:   3.50% | Risk: LOW       
  SBIN.NS         | Price: 1101.10 | Trend:  -0.98% | Mom:   5.78% | Risk: LOW       
  BAJFINANCE.NS   | Price:  921.55 | Trend:  -0.44% | Mom:   2.03% | Risk: LOW       
  LICI.NS         | Price:  811.05 | Trend:  -0.81% | Mom:   2.22% | Risk: LOW       
  ITC.NS          | Price:  301.60 | Trend:  -2.08% | Mom:  -0.46% | Risk: LOW       
  KOTAKBANK.NS    | Price:  370.85 | Trend:  -5.05% | Mom:  -0.28% | Risk: LOW       
  BAJAJFINSV.NS   | Price: 1770.70 | Trend:  -4.58% | Mom:   0.17% | Risk: LOW       
  TITAN.NS        | Price: 4410.00 | Trend:   3.94% | Mom:  -0.67% | Risk: LOW       
  ONGC.NS         | Price:  284.80 | Trend:   3.29% | Mom:  -1.32% | Risk: LOW       
  DMART.NS        | Price: 4443.50 | Trend:   9.34% | Mom:   0.63% | Risk: LOW       
  BAJAJ-AUTO.NS   | Price: 9576.00 | Trend:   0.82% | Mom:   0.62% | Risk: LOW       
  COALINDIA.NS    | Price:  456.00 | Trend:   3.51% | Mom:   0.42% | Risk: LOW       
  INDIGO.NS       | Price: 4523.10 | Trend:  -0.21% | Mom:   1.66% | Risk: LOW       
  IOC.NS          | Price:  143.47 | Trend:  -8.23% | Mom:   1.27% | Risk: LOW       
  JIOFIN.NS       | Price:  245.73 | Trend:   0.14% | Mom:   2.88% | Risk: LOW       
  HYUNDAI.NS      | Price: 1783.60 | Trend: -10.26% | Mom:   0.87% | Risk: LOW       
  GRASIM.NS       | Price: 2739.30 | Trend:  -0.16% | Mom:  -0.04% | Risk: LOW       
  VEDL.NS         | Price:  720.95 | Trend:   3.20% | Mom:  -2.18% | Risk: LOW       
  EICHERMOT.NS    | Price: 7111.50 | Trend:  -2.89% | Mom:  -0.50% | Risk: LOW       
  HDFCLIFE.NS     | Price:  588.20 | Trend:  -9.63% | Mom:  -0.51% | Risk: LOW       
  PIDILITIND.NS   | Price: 1394.30 | Trend:  -0.41% | Mom:   3.48% | Risk: LOW       
  BPCL.NS         | Price:  308.10 | Trend:  -6.26% | Mom:   3.62% | Risk: LOW       
  BAJAJHLDNG.NS   | Price: 10259.50 | Trend:   0.13% | Mom:   3.50% | Risk: LOW       
  BRITANNIA.NS    | Price: 5730.50 | Trend:  -1.37% | Mom:   4.67% | Risk: LOW       
  AMBUJACEM.NS    | Price:  451.20 | Trend:  -3.01% | Mom:   3.95% | Risk: LOW       
  BANKBARODA.NS   | Price:  274.13 | Trend:  -4.02% | Mom:  -0.04% | Risk: LOW       
  CHOLAFIN.NS     | Price: 1568.20 | Trend:  -0.81% | Mom:   2.29% | Risk: LOW       
  SHRIRAMFIN.NS   | Price: 1011.30 | Trend:  -0.16% | Mom:   1.51% | Risk: LOW       
  TMCV.NS         | Price:  424.55 | Trend:  -5.35% | Mom:  -0.25% | Risk: LOW       
  PNB.NS          | Price:  113.09 | Trend:  -2.74% | Mom:   3.19% | Risk: LOW       
  TORNTPHARM.NS   | Price: 4117.20 | Trend:  -2.43% | Mom:   0.55% | Risk: LOW       
  GODREJCP.NS     | Price: 1089.90 | Trend:  -1.84% | Mom:   2.50% | Risk: LOW       
  LODHA.NS        | Price:  840.70 | Trend:  -6.13% | Mom:   6.48% | Risk: LOW       
  CANBK.NS        | Price:  140.85 | Trend:  -0.78% | Mom:   2.13% | Risk: LOW       
  MAXHEALTH.NS    | Price:  999.40 | Trend:  -1.50% | Mom:   4.65% | Risk: LOW       
  BOSCHLTD.NS     | Price: 36690.00 | Trend:   7.53% | Mom:  -0.22% | Risk: LOW       
  INDHOTEL.NS     | Price:  635.35 | Trend:  -1.17% | Mom:   0.99% | Risk: LOW       
  SHREECEM.NS     | Price: 24950.00 | Trend:   0.21% | Mom:   4.00% | Risk: LOW       
  IDBI.NS         | Price:   76.17 | Trend: -14.93% | Mom:   5.64% | Risk: LOW       
  SWIGGY.NS       | Price:  287.10 | Trend:  -2.87% | Mom:   5.59% | Risk: LOW       
  GMRAIRPORT.NS   | Price:   94.49 | Trend:  -0.43% | Mom:  -0.04% | Risk: LOW       
  ICICIGI.NS      | Price: 1772.10 | Trend:  -3.89% | Mom:   0.20% | Risk: LOW       
  IDEA.NS         | Price:    9.52 | Trend:  -3.97% | Mom:   4.39% | Risk: LOW       
  HINDPETRO.NS    | Price:  373.50 | Trend:  -3.87% | Mom:   4.33% | Risk: LOW       
  DABUR.NS        | Price:  451.10 | Trend:  -3.19% | Mom:   5.05% | Risk: LOW       
  LUPIN.NS        | Price: 2296.10 | Trend:   0.22% | Mom:   0.04% | Risk: LOW       
  BHARTIHEXA.NS   | Price: 1533.20 | Trend:  -3.27% | Mom:   0.17% | Risk: LOW       
  SRF.NS          | Price: 2493.60 | Trend:  -3.08% | Mom:   3.91% | Risk: LOW       
  SBICARD.NS      | Price:  670.30 | Trend:  -5.90% | Mom:   0.21% | Risk: LOW       
  ASHOKLEY.NS     | Price:  169.90 | Trend:  -7.91% | Mom:  -0.28% | Risk: LOW       
  UNOMINDA.NS     | Price: 1108.10 | Trend:  -1.08% | Mom:   5.07% | Risk: LOW       
  OIL.NS          | Price:  473.70 | Trend:   0.25% | Mom:   0.63% | Risk: LOW       
  PATANJALI.NS    | Price:  462.95 | Trend:  -5.47% | Mom:   1.08% | Risk: LOW       
  INDUSINDBK.NS   | Price:  847.95 | Trend:  -2.24% | Mom:   4.10% | Risk: LOW       
  BANKINDIA.NS    | Price:  147.44 | Trend:  -5.43% | Mom:   2.18% | Risk: LOW       
  IRCTC.NS        | Price:  541.20 | Trend:  -3.44% | Mom:   1.82% | Risk: LOW       
  IDFCFIRSTB.NS   | Price:   67.23 | Trend:  -3.13% | Mom:   2.99% | Risk: LOW       
  KALYANKJIL.NS   | Price:  405.30 | Trend:  -0.47% | Mom:  -9.15% | Risk: LOW       
  LINDEINDIA.NS   | Price: 7216.50 | Trend:   3.84% | Mom:   0.46% | Risk: LOW       
  BIOCON.NS       | Price:  349.85 | Trend:  -6.05% | Mom:   1.20% | Risk: LOW       
  TATACOMM.NS     | Price: 1520.60 | Trend:  -0.02% | Mom:   3.37% | Risk: LOW       
  JKCEMENT.NS     | Price: 5584.50 | Trend:   2.11% | Mom:   0.82% | Risk: LOW       
  UBL.NS          | Price: 1477.10 | Trend:  -6.17% | Mom:   0.67% | Risk: LOW       
  GLAXO.NS        | Price: 2472.00 | Trend:   0.08% | Mom:   4.76% | Risk: LOW       
  BALKRISIND.NS   | Price: 2225.40 | Trend:  -3.85% | Mom:   0.20% | Risk: LOW       
  ITCHOTELS.NS    | Price:  158.33 | Trend:  -3.10% | Mom:   4.60% | Risk: LOW       
  LTTS.NS         | Price: 3379.80 | Trend:  -0.15% | Mom:   1.40% | Risk: LOW       
  360ONE.NS       | Price: 1039.60 | Trend:  -1.66% | Mom:   4.16% | Risk: LOW       
  PGHH.NS         | Price: 10300.00 | Trend:  -2.46% | Mom:   6.48% | Risk: LOW       
  PETRONET.NS     | Price:  273.45 | Trend:  -2.97% | Mom:   0.77% | Risk: LOW       
  M&MFIN.NS       | Price:  294.40 | Trend: -11.78% | Mom:  -0.57% | Risk: LOW       
  DALBHARAT.NS    | Price: 1962.50 | Trend:   0.26% | Mom:   2.72% | Risk: LOW       
  ESCORTS.NS      | Price: 3231.30 | Trend:  -0.90% | Mom:   3.33% | Risk: LOW       
  ASTRAL.NS       | Price: 1563.20 | Trend:  -3.25% | Mom:  -0.03% | Risk: LOW       
  UCOBANK.NS      | Price:   26.47 | Trend:  -0.79% | Mom:   3.04% | Risk: LOW       
  BLUESTARCO.NS   | Price: 1818.40 | Trend:  -0.69% | Mom:   9.83% | Risk: LOW       
  POONAWALLA.NS   | Price:  416.55 | Trend:  -2.42% | Mom:   3.68% | Risk: LOW       
  CHOLAHLDNG.NS   | Price: 1569.10 | Trend:  -0.48% | Mom:  -0.77% | Risk: LOW       
  3MINDIA.NS      | Price: 32635.00 | Trend:  -2.55% | Mom:   5.10% | Risk: LOW       
  ACC.NS          | Price: 1412.70 | Trend:  -4.37% | Mom:   1.49% | Risk: LOW       
  CENTRALBK.NS    | Price:   36.01 | Trend:  -0.51% | Mom:   2.83% | Risk: LOW       
  KPITTECH.NS     | Price:  709.60 | Trend:  -4.85% | Mom:  -0.90% | Risk: LOW       
  DELHIVERY.NS    | Price:  449.70 | Trend:   3.64% | Mom:  -4.29% | Risk: LOW       
  GODIGIT.NS      | Price:  320.10 | Trend:  -2.19% | Mom:   0.42% | Risk: LOW       
  AJANTPHARM.NS   | Price: 2765.30 | Trend:  -4.51% | Mom:   0.52% | Risk: LOW       
  GILLETTE.NS     | Price: 8095.50 | Trend:   0.45% | Mom:   6.39% | Risk: LOW       
  ITI.NS          | Price:  298.19 | Trend:   8.78% | Mom:   0.27% | Risk: LOW       
  MSUMI.NS        | Price:   39.90 | Trend:  -0.98% | Mom:   3.42% | Risk: LOW       
  AEGISVOPAK.NS   | Price:  188.14 | Trend:  -4.74% | Mom:   0.44% | Risk: LOW       
  TATATECH.NS     | Price:  569.15 | Trend:   0.03% | Mom:   1.83% | Risk: LOW       
  JBCHEPHARM.NS   | Price: 2005.80 | Trend:  -0.91% | Mom:   1.81% | Risk: LOW       
  TVSHLTD.NS      | Price: 14223.00 | Trend:  -0.50% | Mom:   1.92% | Risk: LOW       
  AFFLE.NS        | Price: 1406.70 | Trend:  -1.51% | Mom:   0.77% | Risk: LOW       
  SYNGENE.NS      | Price:  421.20 | Trend:   0.46% | Mom:   7.15% | Risk: LOW       
  LALPATHLAB.NS   | Price: 1408.90 | Trend:   1.77% | Mom:   0.98% | Risk: LOW       
  MRPL.NS         | Price:  186.38 | Trend:   0.21% | Mom:   5.75% | Risk: LOW       
  PTCIL.NS        | Price: 16125.00 | Trend:  -5.08% | Mom:   4.46% | Risk: LOW       
  PFIZER.NS       | Price: 4733.20 | Trend:  -2.69% | Mom:  -0.33% | Risk: LOW       
  ANANDRATHI.NS   | Price: 3580.90 | Trend:  12.03% | Mom:   0.77% | Risk: LOW       
  ASTRAZEN.NS     | Price: 8500.00 | Trend:  -0.23% | Mom:   5.58% | Risk: LOW       
  ERIS.NS         | Price: 1373.50 | Trend:   0.87% | Mom:   0.69% | Risk: LOW       
  SUNTV.NS        | Price:  600.15 | Trend:   0.27% | Mom:   1.60% | Risk: LOW       
  KARURVYSYA.NS   | Price:  295.45 | Trend:  -0.95% | Mom:   6.41% | Risk: LOW       
  KEC.NS          | Price:  575.15 | Trend:   1.48% | Mom:  -0.53% | Risk: LOW       
  REDINGTON.NS    | Price:  216.48 | Trend:  -7.93% | Mom:  -0.79% | Risk: LOW       
  CREDITACC.NS    | Price: 1236.50 | Trend:   0.89% | Mom:   0.07% | Risk: LOW       
  JSWHL.NS        | Price: 12904.00 | Trend: -14.38% | Mom:  -0.34% | Risk: LOW       
  PSB.NS          | Price:   24.84 | Trend:   0.12% | Mom:   2.81% | Risk: LOW       
  SUNDRMFAST.NS   | Price:  801.55 | Trend:  -4.75% | Mom:   2.65% | Risk: LOW       
  OLAELEC.NS      | Price:   35.79 | Trend:  24.27% | Mom:  -1.46% | Risk: LOW       
  POLYMED.NS      | Price: 1414.20 | Trend:   5.43% | Mom:  -1.71% | Risk: LOW       
  TENNIND.NS      | Price:  553.85 | Trend:  -0.10% | Mom:  -0.38% | Risk: LOW       
  DEVYANI.NS      | Price:  106.98 | Trend:  -6.84% | Mom:   2.25% | Risk: LOW       
  NEULANDLAB.NS   | Price: 14405.00 | Trend:   8.46% | Mom:  -2.16% | Risk: LOW       
  CROMPTON.NS     | Price:  250.23 | Trend:  -0.38% | Mom:   5.18% | Risk: LOW       
  EIDPARRY.NS     | Price:  845.10 | Trend:  -0.20% | Mom:   1.73% | Risk: LOW       
  FIRSTCRY.NS     | Price:  244.58 | Trend:   5.16% | Mom:   0.72% | Risk: LOW       
  JSWCEMENT.NS    | Price:  123.54 | Trend:   1.64% | Mom:  -2.04% | Risk: LOW       
  VINATIORGA.NS   | Price: 1280.60 | Trend:  -7.80% | Mom:   1.07% | Risk: LOW       
  PGEL.NS         | Price:  547.15 | Trend:  -0.85% | Mom:  14.04% | Risk: LOW       
  VENTIVE.NS      | Price:  598.10 | Trend:  -9.46% | Mom:   0.06% | Risk: LOW       
  CUB.NS          | Price:  262.51 | Trend:   0.27% | Mom:   3.98% | Risk: LOW       
  TBOTEK.NS       | Price: 1243.40 | Trend:   0.47% | Mom:   7.13% | Risk: LOW       
  TRAVELFOOD.NS   | Price: 1285.20 | Trend:   5.46% | Mom:   0.57% | Risk: LOW       
  LMW.NS          | Price: 14288.00 | Trend:  -0.18% | Mom:   6.85% | Risk: LOW       
  NATCOPHARM.NS   | Price: 1093.20 | Trend:  11.18% | Mom:  -2.71% | Risk: LOW       
  VGUARD.NS       | Price:  328.85 | Trend:   1.97% | Mom:   0.21% | Risk: LOW       
  SIGNATURE.NS    | Price:  835.25 | Trend:  -3.85% | Mom:   1.76% | Risk: LOW       
  CIEINDIA.NS     | Price:  457.20 | Trend:  -0.40% | Mom:  -3.30% | Risk: LOW       
  AKZOINDIA.NS    | Price: 2947.80 | Trend:   0.14% | Mom:  -1.10% | Risk: LOW       
  DOMS.NS         | Price: 2315.80 | Trend:   0.59% | Mom:  -3.37% | Risk: LOW       
  AGARWALEYE.NS   | Price:  438.10 | Trend:  -0.45% | Mom:   0.70% | Risk: LOW       
  INDIAMART.NS    | Price: 2107.10 | Trend:  -0.74% | Mom:   0.33% | Risk: LOW       
  GESHIP.NS       | Price: 1404.40 | Trend:   1.58% | Mom:   0.95% | Risk: LOW       
  RAINBOW.NS      | Price: 1242.30 | Trend:   3.66% | Mom:  -0.93% | Risk: LOW       
  BATAINDIA.NS    | Price:  737.40 | Trend:  -0.73% | Mom:   5.16% | Risk: LOW       
  SWANCORP.NS     | Price:  328.70 | Trend:  -7.50% | Mom:   1.53% | Risk: LOW       
  BLS.NS          | Price:  275.53 | Trend:   2.12% | Mom:  -3.97% | Risk: LOW       
  THELEELA.NS     | Price:  429.05 | Trend:   0.08% | Mom:   0.96% | Risk: LOW       
  BLUEDART.NS     | Price: 5348.50 | Trend:  -0.01% | Mom:   6.01% | Risk: LOW       
  ZYDUSWELL.NS    | Price:  490.85 | Trend:  13.34% | Mom:   0.28% | Risk: LOW       
  GODREJAGRO.NS   | Price:  597.50 | Trend:  -0.29% | Mom:   1.81% | Risk: LOW       
  BBTC.NS         | Price: 1492.70 | Trend:  -5.56% | Mom:   3.27% | Risk: LOW       
  INDGN.NS        | Price:  491.75 | Trend:   4.35% | Mom:   0.31% | Risk: LOW       
  MINDACORP.NS    | Price:  527.60 | Trend:  -1.32% | Mom:   2.57% | Risk: LOW       
  CELLO.NS        | Price:  427.45 | Trend:   0.09% | Mom:   3.05% | Risk: LOW       
  NEWGEN.NS       | Price:  462.75 | Trend:  -2.84% | Mom:   1.21% | Risk: LOW       
  SKFINDUS.NS     | Price: 2263.20 | Trend:  -2.45% | Mom:   0.44% | Risk: LOW       
  EMBDL.NS        | Price:   47.70 | Trend: -14.64% | Mom:   9.13% | Risk: LOW       
  NSLNISP.NS      | Price:   40.96 | Trend:   5.14% | Mom:   0.37% | Risk: LOW       
  FINPIPE.NS      | Price:  172.21 | Trend:  -2.36% | Mom:   6.30% | Risk: LOW       
  ALIVUS.NS       | Price: 1050.05 | Trend:   8.76% | Mom:   0.72% | Risk: LOW       
  GRINFRA.NS      | Price:  866.45 | Trend:  -4.68% | Mom:   3.84% | Risk: LOW       
  SANOFI.NS       | Price: 3427.60 | Trend:  -4.94% | Mom:   0.31% | Risk: LOW       
  SANOFICONR.NS   | Price: 4595.30 | Trend:   5.34% | Mom:   0.58% | Risk: LOW       
  RELAXO.NS       | Price:  301.19 | Trend:  -3.34% | Mom:   7.13% | Risk: LOW       
  JKLAKSHMI.NS    | Price:  640.10 | Trend:  -1.65% | Mom:   4.17% | Risk: LOW       
  SONATSOFTW.NS   | Price:  256.98 | Trend:  -0.04% | Mom:   5.13% | Risk: LOW       
  AETHER.NS       | Price: 1113.80 | Trend:   5.18% | Mom:  -1.76% | Risk: LOW       
  WESTLIFE.NS     | Price:  462.75 | Trend:  -2.88% | Mom:   1.32% | Risk: LOW       
  TEJASNET.NS     | Price:  411.00 | Trend:   0.97% | Mom:  -6.43% | Risk: LOW       
